web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
1603831945-138,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"FC Crotone
              
                Atalanta",https://www.betano.pt/odds/fc-crotone-atalanta/6850071/,Série A,"Sábado, 31 Outubro 2020 14:00",FC Crotone,Atalanta,6.0,4.85,1.42,1.83,1.72,Mais de3.5,1.07,5.1,Mais de1.5,1.32,2.68,Mais de2.5,1.45,2.25,Ambas Equipas Marcam (Sim/Não),2.68,1.12,1.09,1X,12.0,2X,"Terça-feira, 27 Outubro 2020 20:50",
1603830983-24,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Augsburgo
              
                Hertha Berlin",https://www.betano.pt/odds/augsburgo-hertha-berlin/6886183/,Bundesliga,"Sábado, 7 Novembro 2020 14:30",Augsburgo,Hertha Berlin,2.45,3.5,2.58,1.55,2.05,Mais de2.5,1.16,3.75,Mais de1.5,2.35,1.42,Mais de3.5,1.45,2.25,Ambas Equipas Marcam (Sim/Não),1.44,1.23,1.47,1X,12.0,2X,"Terça-feira, 27 Outubro 2020 20:35",
1603832033-148,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Leeds United
              
                Leicester",https://www.betano.pt/odds/leeds-united-leicester/6685617/,Premier League,"Segunda-feira, 2 Novembro 2020 20:00",Leeds United,Leicester,2.54,3.4,2.56,1.65,1.9,Mais de2.5,1.20,3.35,Mais de1.5,2.63,1.33,Mais de3.5,1.53,2.1,Ambas Equipas Marcam (Sim/Não),1.45,1.24,1.45,1X,12.0,2X,"Terça-feira, 27 Outubro 2020 20:52",
1603831701-108,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Alavés
              
                Barcelona",https://www.betano.pt/odds/alaves-barcelona/6828737/,LaLiga,"Sábado, 31 Outubro 2020 20:00",Alavés,Barcelona,6.25,4.33,1.45,1.53,2.1,Mais de2.5,1.15,3.8,Mais de1.5,2.35,1.42,Mais de3.5,1.65,1.9,Ambas Equipas Marcam (Sim/Não),2.56,1.15,1.08,1X,12.0,2X,"Terça-feira, 27 Outubro 2020 20:46",
1603831132-42,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"RC Lens
              
                Stade Reims",https://www.betano.pt/odds/rc-lens-stade-reims/6751305/,Ligue 1,"Domingo, 8 Novembro 2020 14:00",RC Lens,Stade Reims,2.0,3.25,3.65,1.20,1.63,1X,,,,,,,,,,,,,,,,"Terça-feira, 27 Outubro 2020 20:38",
1603831541-89,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"FC Ufa
              
                Ural Sverdlovskaya Oblast",https://www.betano.pt/odds/fc-ufa-ural-sverdlovskaya-oblast/6684731/,Premier Liga,"Domingo, 1 Novembro 2020 09:00",FC Ufa,Ural Sverdlovskaya Oblast,2.63,2.9,2.82,1.47,2.1,Mais de1.5,2.40,1.35,Mais de2.5,4.4,1.07,Mais de3.5,2.0,1.53,Ambas Equipas Marcam (Sim/Não),1.38,1.31,1.42,1X,12.0,2X,"Terça-feira, 27 Outubro 2020 20:44",
1603831961-139,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Manchester City
              
                Liverpool",https://www.betano.pt/odds/manchester-city-liverpool/6457878/,Premier League,"Domingo, 8 Novembro 2020 16:30",Manchester City,Liverpool,2.02,3.75,3.15,2.10,1.53,Mais de3.5,1.12,4.25,Mais de1.5,1.44,2.3,Mais de2.5,1.4,2.4,Ambas Equipas Marcam (Sim/Não),1.31,1.2,1.72,1X,12.0,2X,"Terça-feira, 27 Outubro 2020 20:52",
1603831661-103,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Villarreal
              
                Real Valladolid",https://www.betano.pt/odds/villarreal-real-valladolid/6828741/,LaLiga,"Segunda-feira, 2 Novembro 2020 20:00",Villarreal,Real Valladolid,1.57,3.8,5.55,1.80,1.75,Mais de2.5,1.25,3.05,Mais de1.5,2.92,1.27,Mais de3.5,1.83,1.72,Ambas Equipas Marcam (Sim/Não),1.11,1.2,2.25,1X,12.0,2X,"Terça-feira, 27 Outubro 2020 20:46",
1603831185-49,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Angers
              
                Nice",https://www.betano.pt/odds/angers-nice/6686769/,Ligue 1,"Domingo, 1 Novembro 2020 14:00",Angers,Nice,2.2,3.2,3.15,1.85,1.65,Mais de2.5,1.27,2.76,Mais de1.5,3.05,1.22,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.31,1.26,1.57,1X,12.0,2X,"Terça-feira, 27 Outubro 2020 20:38",
1603831360-70,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Luton Town
              
                Nottingham Forest",https://www.betano.pt/odds/luton-town-nottingham-forest/6647232/,Championship,"Quarta-feira, 28 Outubro 2020 19:45",Luton Town,Nottingham Forest,3.05,3.05,2.35,2.02,1.53,Mais de2.5,1.32,2.54,Mais de1.5,3.45,1.16,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.53,1.28,1.33,1X,12.0,2X,"Terça-feira, 27 Outubro 2020 20:40",
