,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1600195912-63,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Swansea City
              
                Birmingham",https://www.betano.pt/odds/swansea-city-birmingham/6292149/,Championship,"Sábado, 19 Setembro 2020 15:00",Swansea City,Birmingham,2.02,3.2,3.65,2.12,1.47,Mais de2.5,1.35,2.45,Mais de1.5,3.75,1.13,Mais de3.5,1.88,1.61,Ambas Equipas Marcam (Sim/Não),1.24,1.25,1.7,1X,12.0,2X,"Terça-feira, 15 Setembro 2020 19:49"
1,1600195975-70,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Brentford FC
              
                Huddersfield",https://www.betano.pt/odds/brentford-fc-huddersfield/6292096/,Championship,"Sábado, 19 Setembro 2020 15:00",Brentford FC,Huddersfield,1.55,3.75,5.85,1.80,1.67,Mais de2.5,1.25,2.84,Mais de1.5,3.0,1.22,Mais de3.5,1.85,1.65,Ambas Equipas Marcam (Sim/Não),1.10,1.19,2.3,1X,12.0,2X,"Terça-feira, 15 Setembro 2020 19:49"
2,1600195376-28,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Wolfsburgo
              
                Bayer Leverkusen",https://www.betano.pt/odds/wolfsburgo-bayer-leverkusen/6170715/,Bundesliga,"Domingo, 20 Setembro 2020 17:00",Wolfsburgo,Bayer Leverkusen,2.74,3.35,2.4,1.63,1.95,Mais de2.5,1.19,3.45,Mais de1.5,2.54,1.36,Mais de3.5,1.5,2.15,Ambas Equipas Marcam (Sim/Não),1.50,1.25,1.4,1X,12.0,2X,"Terça-feira, 15 Setembro 2020 19:41"
3,1600196250-98,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Barcelona
              
                Villarreal",https://www.betano.pt/odds/barcelona-villarreal/6502447/,LaLiga,"Domingo, 27 Setembro 2020 18:00",Barcelona,Villarreal,1.45,4.5,5.85,2.05,1.55,Mais de3.5,1.11,4.33,Mais de1.5,1.42,2.33,Mais de2.5,1.53,2.1,Ambas Equipas Marcam (Sim/Não),1.10,1.14,2.54,1X,12.0,2X,"Terça-feira, 15 Setembro 2020 19:56"
4,1600196561-131,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"FC Crotone
              
                AC Milão",https://www.betano.pt/odds/fc-crotone-ac-milao/6470823/,Série A,"Domingo, 27 Setembro 2020 17:00",FC Crotone,AC Milão,5.9,4.05,1.5,1.55,2.05,Mais de2.5,1.16,3.75,Mais de1.5,2.35,1.42,Mais de3.5,1.63,1.95,Ambas Equipas Marcam (Sim/Não),2.40,1.17,1.09,1X,12.0,2X,"Terça-feira, 15 Setembro 2020 20:01"
5,1600195249-15,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"PSV Eindhoven
              
                FC Emmen",https://www.betano.pt/odds/psv-eindhoven-fc-emmen/6294228/,Eredivisie,"Sábado, 19 Setembro 2020 19:00",PSV Eindhoven,FC Emmen,1.17,7.0,11.75,1.85,1.65,Mais de3.5,1.06,4.85,Mais de1.5,1.32,2.56,Mais de2.5,1.85,1.65,Ambas Equipas Marcam (Sim/Não),1.02,1.07,4.4,1X,12.0,2X,"Terça-feira, 15 Setembro 2020 19:38"
6,1600196516-126,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Lázio
              
                Atalanta",https://www.betano.pt/odds/lazio-atalanta/6400671/,Série A,"Quarta-feira, 30 Setembro 2020 19:45",Lázio,Atalanta,2.35,3.35,2.82,1.50,2.18,Mais de2.5,1.14,3.95,Mais de1.5,2.18,1.5,Mais de3.5,1.4,2.4,Ambas Equipas Marcam (Sim/Não),1.38,1.25,1.53,1X,12.0,2X,"Terça-feira, 15 Setembro 2020 20:01"
7,1600195339-24,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Bayer Leverkusen
              
                RB Leipzig",https://www.betano.pt/odds/bayer-leverkusen-rb-leipzig/6172671/,Bundesliga,"Sábado, 26 Setembro 2020 14:30",Bayer Leverkusen,RB Leipzig,2.7,3.45,2.37,1.50,2.15,Mais de2.5,1.14,3.9,Mais de1.5,2.2,1.47,Mais de3.5,1.42,2.37,Ambas Equipas Marcam (Sim/Não),1.50,1.24,1.4,1X,12.0,2X,"Terça-feira, 15 Setembro 2020 19:41"
8,1600196383-112,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Boavista FC
              
                FC Porto",https://www.betano.pt/odds/boavista-fc-fc-porto/6486167/,Primeira Liga,"Sábado, 26 Setembro 2020 21:00",Boavista FC,FC Porto,9.0,4.4,1.35,1.95,1.57,Mais de2.5,1.28,2.68,Mais de1.5,3.3,1.18,Mais de3.5,2.33,1.38,Ambas Equipas Marcam (Sim/Não),2.98,1.17,1.03,1X,12.0,2X,"Terça-feira, 15 Setembro 2020 19:58"
9,1600195258-16,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Vitesse
              
                Sparta Rotterdam",https://www.betano.pt/odds/vitesse-sparta-rotterdam/6285829/,Eredivisie,"Sábado, 19 Setembro 2020 17:45",Vitesse,Sparta Rotterdam,1.67,3.95,4.45,1.50,2.05,Mais de2.5,1.13,3.75,Mais de1.5,2.25,1.42,Mais de3.5,1.5,2.05,Ambas Equipas Marcam (Sim/Não),1.17,1.17,2.1,1X,12.0,2X,"Terça-feira, 15 Setembro 2020 19:38"
