,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
91,1601466924-88,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Barcelona
              
                Sevilha",https://www.betano.pt/odds/barcelona-sevilha/6641040/,LaLiga,"Domingo, 4 Outubro 2020 20:00",Barcelona,Sevilha,1.55,4.1,5.3,2.16,1.5,Mais de3.5,1.13,4.1,Mais de1.5,1.47,2.2,Mais de2.5,1.53,2.12,Ambas Equipas Marcam (Sim/Não),1.12,1.17,2.3,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:55",
92,1601467117-109,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"SC Braga
              
                CD Nacional Madeira",https://www.betano.pt/odds/sc-braga-cd-nacional-madeira/6644921/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",SC Braga,CD Nacional Madeira,1.35,4.75,7.75,1.55,2.0,Mais de2.5,1.15,3.55,Mais de1.5,2.37,1.38,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.05,1.11,2.94,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:57",
93,1601467216-120,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"CD Santa Clara
              
                Gil Vicente FC",https://www.betano.pt/odds/cd-santa-clara-gil-vicente-fc/6568905/,Primeira Liga,"Sábado, 3 Outubro 2020 16:00",CD Santa Clara,Gil Vicente FC,2.02,3.25,3.6,2.25,1.42,Mais de2.5,1.38,2.33,Mais de1.5,4.0,1.11,Mais de3.5,1.95,1.57,Ambas Equipas Marcam (Sim/Não),1.25,1.25,1.7,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:57",
94,1601467482-148,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Crystal Palace FC
              
                Brighton",https://www.betano.pt/odds/crystal-palace-fc-brighton/6458239/,Premier League,"Sábado, 17 Outubro 2020 16:00",Crystal Palace FC,Brighton,2.4,3.2,2.82,2.05,1.55,Mais de2.5,1.33,2.62,Mais de1.5,3.65,1.17,Mais de3.5,1.8,1.75,Ambas Equipas Marcam (Sim/Não),1.38,1.27,1.5,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 13:03",
95,1601466827-78,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"PFC Sochi
              
                Rostov",https://www.betano.pt/odds/pfc-sochi-rostov/6419926/,Premier Liga,"Domingo, 4 Outubro 2020 14:30",PFC Sochi,Rostov,2.56,3.1,2.72,2.05,1.5,Mais de2.5,1.33,2.45,Mais de1.5,3.55,1.14,Mais de3.5,1.78,1.67,Ambas Equipas Marcam (Sim/Não),1.40,1.27,1.45,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:53",
96,1601466915-87,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Barcelona
              
                Real Madrid",https://www.betano.pt/odds/barcelona-real-madrid/6385298/,LaLiga,"Domingo, 25 Outubro 2020 20:00",Barcelona,Real Madrid,2.35,3.6,2.65,1.47,2.2,Mais de2.5,1.13,4.05,Mais de1.5,2.2,1.47,Mais de3.5,1.42,2.37,Ambas Equipas Marcam (Sim/Não),1.42,1.22,1.53,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:55",
97,1601466125-3,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Emmen
              
                Fortuna Sittard",https://www.betano.pt/odds/fc-emmen-fortuna-sittard/6548892/,Eredivisie,"Domingo, 18 Outubro 2020 13:30",FC Emmen,Fortuna Sittard,2.05,3.5,3.25,1.25,1.6,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 12:41",
98,1601466599-54,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Wycombe
              
                Millwall FC",https://www.betano.pt/odds/wycombe-millwall-fc/6539926/,Championship,"Sábado, 17 Outubro 2020 15:00",Wycombe,Millwall FC,4.7,3.4,1.75,1.87,1.12,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 12:48",
99,1601466694-65,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Reading
              
                Watford",https://www.betano.pt/odds/reading-watford/6411307/,Championship,"Sábado, 3 Outubro 2020 15:00",Reading,Watford,3.25,3.05,2.25,1.95,1.57,Mais de2.5,1.3,2.62,Mais de1.5,3.25,1.19,Mais de3.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),1.57,1.28,1.3,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:48",
100,1601466381-31,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Estugarda
              
                Bayer Leverkusen",https://www.betano.pt/odds/estugarda-bayer-leverkusen/6562366/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Estugarda,Bayer Leverkusen,3.8,3.75,1.83,2.10,1.53,Mais de3.5,1.12,4.2,Mais de1.5,1.44,2.3,Mais de2.5,1.42,2.37,Ambas Equipas Marcam (Sim/Não),1.88,1.2,1.23,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:44",
101,1601467600-161,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Everton
              
                Brighton",https://www.betano.pt/odds/everton-brighton/6458184/,Premier League,"Sábado, 3 Outubro 2020 15:00",Everton,Brighton,1.7,3.5,4.85,1.75,1.8,Mais de2.5,1.23,3.15,Mais de1.5,2.78,1.3,Mais de3.5,1.67,1.87,Ambas Equipas Marcam (Sim/Não),1.14,1.23,2.04,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 13:03",
102,1601466565-50,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Bournemouth
              
                Queens Park Rangers",https://www.betano.pt/odds/bournemouth-queens-park-rangers/6539930/,Championship,"Sábado, 17 Outubro 2020 15:00",Bournemouth,Queens Park Rangers,1.83,3.5,4.05,1.16,1.75,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 12:48",
103,1601466632-58,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Derby County
              
                Watford",https://www.betano.pt/odds/derby-county-watford/6539936/,Championship,"Sexta-feira, 16 Outubro 2020 19:45",Derby County,Watford,3.15,3.25,2.2,1.53,1.26,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 12:48",
104,1601466712-67,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Middlesbrough
              
                Barnsley FC",https://www.betano.pt/odds/middlesbrough-barnsley-fc/6411298/,Championship,"Sábado, 3 Outubro 2020 15:00",Middlesbrough,Barnsley FC,2.17,3.25,3.2,1.95,1.57,Mais de2.5,1.3,2.65,Mais de1.5,3.3,1.18,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.30,1.25,1.61,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:48",
105,1601467161-114,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Portimonense
              
                Sporting CP",https://www.betano.pt/odds/portimonense-sporting-cp/6568910/,Primeira Liga,"Domingo, 4 Outubro 2020 21:00",Portimonense,Sporting CP,3.85,3.45,1.88,1.75,1.72,Mais de2.5,1.22,3.0,Mais de1.5,2.82,1.26,Mais de3.5,1.65,1.85,Ambas Equipas Marcam (Sim/Não),1.80,1.22,1.22,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:57",
106,1601467144-112,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"FC Paços Ferreira
              
                CD Santa Clara",https://www.betano.pt/odds/fc-pacos-ferreira-cd-santa-clara/6644915/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",FC Paços Ferreira,CD Santa Clara,2.54,3.3,2.6,2.05,1.5,Mais de2.5,1.32,2.54,Mais de1.5,3.6,1.15,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.44,1.23,1.45,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:57",
107,1601466256-18,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Utrecht
              
                SC Heerenveen",https://www.betano.pt/odds/fc-utrecht-sc-heerenveen/6403096/,Eredivisie,"Sexta-feira, 2 Outubro 2020 19:00",FC Utrecht,SC Heerenveen,1.8,4.0,3.65,2.02,1.53,Mais de3.5,1.09,4.3,Mais de1.5,1.38,2.33,Mais de2.5,1.38,2.33,Ambas Equipas Marcam (Sim/Não),1.24,1.17,1.88,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:41",
108,1601466488-42,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Stade Brestois 29
              
                Mónaco",https://www.betano.pt/odds/stade-brestois-29-monaco/6422090/,Ligue 1,"Domingo, 4 Outubro 2020 14:00",Stade Brestois 29,Mónaco,3.0,3.5,2.16,1.60,1.9,Mais de2.5,1.17,3.4,Mais de1.5,2.52,1.33,Mais de3.5,1.5,2.05,Ambas Equipas Marcam (Sim/Não),1.61,1.21,1.33,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:47",
109,1601466951-91,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Alavés
              
                Athletic Bilbao",https://www.betano.pt/odds/alaves-athletic-bilbao/6641039/,LaLiga,"Domingo, 4 Outubro 2020 13:00",Alavés,Athletic Bilbao,3.4,2.86,2.3,1.50,2.16,Mais de1.5,2.45,1.38,Mais de2.5,4.65,1.09,Mais de3.5,2.05,1.55,Ambas Equipas Marcam (Sim/Não),1.55,1.33,1.27,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:55",
110,1601466175-9,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Ajax
              
                SC Heerenveen",https://www.betano.pt/odds/ajax-sc-heerenveen/6541619/,Eredivisie,"Sábado, 17 Outubro 2020 17:45",Ajax,SC Heerenveen,1.1,8.5,19.0,-,3.45,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 12:41",
111,1601466167-8,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Willem II Tilburg
              
                FC Twente Enschede",https://www.betano.pt/odds/willem-ii-tilburg-fc-twente-enschede/6542328/,Eredivisie,"Sábado, 17 Outubro 2020 19:00",Willem II Tilburg,FC Twente Enschede,1.91,3.6,3.6,1.21,1.7,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 12:41",
112,1601466668-62,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Swansea City
              
                Millwall FC",https://www.betano.pt/odds/swansea-city-millwall-fc/6411322/,Championship,"Sábado, 3 Outubro 2020 15:00",Swansea City,Millwall FC,2.3,3.05,3.15,2.19,1.44,Mais de2.5,1.38,2.35,Mais de1.5,3.9,1.12,Mais de3.5,1.9,1.61,Ambas Equipas Marcam (Sim/Não),1.31,1.28,1.55,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:48",
113,1601466523-46,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"PSG
              
                Angers",https://www.betano.pt/odds/psg-angers/6422096/,Ligue 1,"Sexta-feira, 2 Outubro 2020 20:00",PSG,Angers,1.12,7.9,16.5,1.75,1.72,Mais de3.5,1.05,5.05,Mais de1.5,1.28,2.7,Mais de2.5,2.0,1.55,Ambas Equipas Marcam (Sim/Não),-,1.05,5.35,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:47",
114,1601466995-96,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Atlético de Madrid
              
                Villarreal",https://www.betano.pt/odds/atletico-de-madrid-villarreal/6641034/,LaLiga,"Sábado, 3 Outubro 2020 15:00",Atlético de Madrid,Villarreal,1.57,3.85,5.45,1.91,1.65,Mais de2.5,1.28,2.86,Mais de1.5,3.3,1.21,Mais de3.5,1.95,1.63,Ambas Equipas Marcam (Sim/Não),1.11,1.2,2.25,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:55",
115,1601466881-84,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"FC Ufa
              
                Rotor Volgograd",https://www.betano.pt/odds/fc-ufa-rotor-volgograd/6411714/,Premier Liga,"Sábado, 3 Outubro 2020 12:00",FC Ufa,Rotor Volgograd,1.91,3.2,4.1,1.40,2.25,Mais de1.5,2.25,1.4,Mais de2.5,4.05,1.1,Mais de3.5,2.02,1.5,Ambas Equipas Marcam (Sim/Não),1.19,1.26,1.8,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:53",
116,1601467197-118,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"CD Tondela
              
                SC Braga",https://www.betano.pt/odds/cd-tondela-sc-braga/6568908/,Primeira Liga,"Sábado, 3 Outubro 2020 21:00",CD Tondela,SC Braga,4.9,3.7,1.65,1.78,1.7,Mais de2.5,1.23,2.94,Mais de1.5,2.94,1.23,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),2.11,1.19,1.14,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:57",
117,1601467358-135,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Lázio
              
                Inter de Milão",https://www.betano.pt/odds/lazio-inter-de-milao/6595031/,Série A,"Domingo, 4 Outubro 2020 14:00",Lázio,Inter de Milão,2.66,3.5,2.4,1.57,2.02,Mais de2.5,1.17,3.65,Mais de1.5,2.4,1.4,Mais de3.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.50,1.23,1.42,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 13:00",
118,1601466444-37,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Lyon
              
                Marselha",https://www.betano.pt/odds/lyon-marselha/6422492/,Ligue 1,"Domingo, 4 Outubro 2020 20:00",Lyon,Marselha,1.78,3.6,4.2,1.80,1.67,Mais de2.5,1.23,2.94,Mais de1.5,2.96,1.23,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.19,1.2,1.91,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:47",
119,1601467536-154,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Manchester United
              
                Tottenham",https://www.betano.pt/odds/manchester-united-tottenham/6458225/,Premier League,"Domingo, 4 Outubro 2020 16:30",Manchester United,Tottenham,1.88,3.45,3.85,1.72,1.83,Mais de2.5,1.22,3.2,Mais de1.5,2.76,1.3,Mais de3.5,1.63,1.95,Ambas Equipas Marcam (Sim/Não),1.22,1.24,1.83,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 13:03",
120,1601467013-98,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Celta de Vigo
              
                Barcelona",https://www.betano.pt/odds/celta-de-vigo-barcelona/6567451/,LaLiga,"Quinta-feira, 1 Outubro 2020 20:30",Celta de Vigo,Barcelona,5.55,4.25,1.5,1.53,2.11,Mais de2.5,1.15,3.85,Mais de1.5,2.3,1.44,Mais de3.5,1.61,1.95,Ambas Equipas Marcam (Sim/Não),2.40,1.16,1.11,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:55",
121,1601466327-25,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Hertha Berlin
              
                Estugarda",https://www.betano.pt/odds/hertha-berlin-estugarda/6632979/,Bundesliga,"Sábado, 17 Outubro 2020 14:30",Hertha Berlin,Estugarda,2.05,3.4,3.35,1.50,2.16,Mais de2.5,1.14,3.95,Mais de1.5,2.2,1.47,Mais de3.5,1.42,2.35,Ambas Equipas Marcam (Sim/Não),1.28,1.24,1.67,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:44",
122,1601466399-33,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Colónia
              
                Borussia Mönchengladbach",https://www.betano.pt/odds/colonia-borussia-monchengladbach/6562364/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Colónia,Borussia Mönchengladbach,3.5,3.75,1.9,1.53,2.1,Mais de2.5,1.15,3.85,Mais de1.5,2.33,1.42,Mais de3.5,1.47,2.3,Ambas Equipas Marcam (Sim/Não),1.80,1.2,1.26,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:44",
123,1601467135-111,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Belenenses SAD
              
                Moreirense FC",https://www.betano.pt/odds/belenenses-sad-moreirense-fc/6644918/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",Belenenses SAD,Moreirense FC,2.35,3.2,2.92,2.05,1.5,Mais de2.5,1.33,2.5,Mais de1.5,3.65,1.14,Mais de3.5,1.83,1.65,Ambas Equipas Marcam (Sim/Não),1.36,1.25,1.53,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:57",
124,1601467322-131,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Nápoles
              
                Atalanta",https://www.betano.pt/odds/napoles-atalanta/6650711/,Série A,"Sábado, 17 Outubro 2020 14:00",Nápoles,Atalanta,2.37,3.65,2.6,2.15,1.5,Mais de3.5,1.12,4.2,Mais de1.5,1.45,2.25,Mais de2.5,1.4,2.4,Ambas Equipas Marcam (Sim/Não),1.44,1.21,1.5,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 13:00",
125,1601466426-36,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"1. FC Union Berlin
              
                Mainz 05",https://www.betano.pt/odds/1-fc-union-berlin-mainz-05/6562361/,Bundesliga,"Sexta-feira, 2 Outubro 2020 19:30",1. FC Union Berlin,Mainz 05,2.25,3.3,3.0,1.72,1.83,Mais de2.5,1.23,3.15,Mais de1.5,2.78,1.3,Mais de3.5,1.57,2.02,Ambas Equipas Marcam (Sim/Não),1.33,1.25,1.57,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:44",
126,1601466417-35,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Borussia Dortmund
              
                Friburgo",https://www.betano.pt/odds/borussia-dortmund-friburgo/6562362/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Borussia Dortmund,Friburgo,1.28,5.4,9.0,1.91,1.65,Mais de3.5,1.09,4.7,Mais de1.5,1.36,2.52,Mais de2.5,1.65,1.91,Ambas Equipas Marcam (Sim/Não),1.03,1.13,3.4,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:44",
127,1601466506-44,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Nice
              
                Nantes",https://www.betano.pt/odds/nice-nantes/6422093/,Ligue 1,"Sábado, 3 Outubro 2020 20:00",Nice,Nantes,2.35,3.15,2.96,2.00,1.55,Mais de2.5,1.31,2.58,Mais de1.5,3.4,1.17,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.33,1.26,1.53,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:47",
128,1601467056-103,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Villarreal
              
                Alavés",https://www.betano.pt/odds/villarreal-alaves/6567513/,LaLiga,"Quarta-feira, 30 Setembro 2020 18:00",Villarreal,Alavés,1.47,4.35,6.75,1.83,1.75,Mais de2.5,1.24,3.1,Mais de1.5,3.05,1.25,Mais de3.5,1.95,1.63,Ambas Equipas Marcam (Sim/Não),1.08,1.16,2.54,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:55",
129,1601466247-17,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Vitesse
              
                Heracles Almelo",https://www.betano.pt/odds/vitesse-heracles-almelo/6411664/,Eredivisie,"Sábado, 3 Outubro 2020 15:30",Vitesse,Heracles Almelo,1.65,4.0,4.5,1.47,2.11,Mais de2.5,1.13,3.8,Mais de1.5,2.2,1.44,Mais de3.5,1.5,2.05,Ambas Equipas Marcam (Sim/Não),1.17,1.16,2.12,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:41",
130,1601466756-71,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Rangers
              
                Ross County",https://www.betano.pt/odds/rangers-ross-county/6403493/,Premiership,"Domingo, 4 Outubro 2020 15:00",Rangers,Ross County,1.1,8.0,21.0,2.10,1.47,Mais de3.5,1.1,4.1,Mais de1.5,1.42,2.25,Mais de2.5,2.45,1.35,Ambas Equipas Marcam (Sim/Não),-,1.05,5.8,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:52",
131,1601466291-21,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Borussia Mönchengladbach
              
                Wolfsburgo",https://www.betano.pt/odds/borussia-monchengladbach-wolfsburgo/6632983/,Bundesliga,"Sábado, 17 Outubro 2020 19:30",Borussia Mönchengladbach,Wolfsburgo,2.12,3.4,3.2,1.57,2.02,Mais de2.5,1.17,3.6,Mais de1.5,2.4,1.4,Mais de3.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.30,1.24,1.63,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:44",
132,1601467224-121,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Vitória Guimarães
              
                FC Paços Ferreira",https://www.betano.pt/odds/vitoria-guimaraes-fc-pacos-ferreira/6568904/,Primeira Liga,"Sexta-feira, 2 Outubro 2020 21:15",Vitória Guimarães,FC Paços Ferreira,1.72,3.4,4.95,2.02,1.53,Mais de2.5,1.33,2.52,Mais de1.5,3.45,1.16,Mais de3.5,1.91,1.6,Ambas Equipas Marcam (Sim/Não),1.14,1.23,2.02,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:57",
133,1601466470-40,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Estrasburgo
              
                Lille",https://www.betano.pt/odds/estrasburgo-lille/6422095/,Ligue 1,"Domingo, 4 Outubro 2020 14:00",Estrasburgo,Lille,3.2,3.2,2.2,2.05,1.5,Mais de2.5,1.33,2.52,Mais de1.5,3.55,1.15,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.60,1.26,1.3,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:47",
134,1601466372-30,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"RB Leipzig
              
                FC Schalke 04",https://www.betano.pt/odds/rb-leipzig-fc-schalke-04/6562367/,Bundesliga,"Sábado, 3 Outubro 2020 17:30",RB Leipzig,FC Schalke 04,1.24,6.05,9.0,1.90,1.65,Mais de3.5,1.07,5.05,Mais de1.5,1.33,2.62,Mais de2.5,1.7,1.85,Ambas Equipas Marcam (Sim/Não),1.03,1.11,3.65,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:44",
135,1601466202-12,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Sparta Rotterdam
              
                AZ Alkmaar",https://www.betano.pt/odds/sparta-rotterdam-az-alkmaar/6419534/,Eredivisie,"Domingo, 4 Outubro 2020 13:30",Sparta Rotterdam,AZ Alkmaar,4.4,3.95,1.67,1.50,2.05,Mais de2.5,1.13,3.75,Mais de1.5,2.25,1.42,Mais de3.5,1.53,2.04,Ambas Equipas Marcam (Sim/Não),2.10,1.17,1.17,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:41",
136,1601466590-53,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Barnsley FC
              
                Bristol City",https://www.betano.pt/odds/barnsley-fc-bristol-city/6539927/,Championship,"Sábado, 17 Outubro 2020 15:00",Barnsley FC,Bristol City,2.4,3.25,2.82,1.33,1.44,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 12:48",
137,1601466845-80,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Lokomotiv Moscovo
              
                FK Khimki",https://www.betano.pt/odds/lokomotiv-moscovo-fk-khimki/6418891/,Premier Liga,"Domingo, 4 Outubro 2020 12:00",Lokomotiv Moscovo,FK Khimki,1.5,4.0,6.0,1.75,1.7,Mais de2.5,1.22,2.96,Mais de1.5,2.82,1.24,Mais de3.5,1.83,1.63,Ambas Equipas Marcam (Sim/Não),1.09,1.16,2.4,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:53",
138,1601466721-68,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Luton Town
              
                Wycombe",https://www.betano.pt/odds/luton-town-wycombe/6411295/,Championship,"Sábado, 3 Outubro 2020 15:00",Luton Town,Wycombe,1.75,3.45,4.5,1.83,1.65,Mais de2.5,1.26,2.8,Mais de1.5,3.05,1.22,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.17,1.22,1.95,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:48",
139,1601467420-142,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Benevento Calcio
              
                Inter de Milão",https://www.betano.pt/odds/benevento-calcio-inter-de-milao/6551987/,Série A,"Quarta-feira, 30 Setembro 2020 17:00",Benevento Calcio,Inter de Milão,9.5,5.25,1.33,2.10,1.57,Mais de3.5,1.11,4.33,Mais de1.5,1.42,2.35,Mais de2.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),3.15,1.15,1.04,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 13:00",
140,1601466229-15,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"VVV Venlo
              
                Den Haag",https://www.betano.pt/odds/vvv-venlo-den-haag/6413122/,Eredivisie,"Sábado, 3 Outubro 2020 19:00",VVV Venlo,Den Haag,1.95,3.55,3.5,1.61,1.9,Mais de2.5,1.18,3.3,Mais de1.5,2.52,1.33,Mais de3.5,1.53,2.02,Ambas Equipas Marcam (Sim/Não),1.26,1.21,1.75,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:41",
141,1601466193-11,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Willem II Tilburg
              
                Feyenoord",https://www.betano.pt/odds/willem-ii-tilburg-feyenoord/6419535/,Eredivisie,"Domingo, 4 Outubro 2020 13:30",Willem II Tilburg,Feyenoord,3.75,3.85,1.8,1.47,2.13,Mais de2.5,1.12,3.9,Mais de1.5,2.2,1.44,Mais de3.5,1.45,2.17,Ambas Equipas Marcam (Sim/Não),1.90,1.17,1.23,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:41",
142,1601466363-29,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Wolfsburgo
              
                Augsburgo",https://www.betano.pt/odds/wolfsburgo-augsburgo/6562369/,Bundesliga,"Domingo, 4 Outubro 2020 14:30",Wolfsburgo,Augsburgo,1.91,3.55,3.65,1.70,1.85,Mais de2.5,1.21,3.3,Mais de1.5,2.72,1.31,Mais de3.5,1.61,1.95,Ambas Equipas Marcam (Sim/Não),1.24,1.23,1.8,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:44",
143,1601466739-70,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Coventry City
              
                Bournemouth",https://www.betano.pt/odds/coventry-city-bournemouth/6411336/,Championship,"Sexta-feira, 2 Outubro 2020 19:45",Coventry City,Bournemouth,3.45,3.15,2.11,1.87,1.63,Mais de2.5,1.28,2.72,Mais de1.5,3.1,1.21,Mais de3.5,1.67,1.8,Ambas Equipas Marcam (Sim/Não),1.65,1.26,1.26,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 12:48",
