,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1599169557-98,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Brighton
              
                Chelsea",https://www.betano.pt/odds/brighton-chelsea/6282797/,Premier League,"Segunda-feira, 14 Setembro 2020 20:00",Brighton,Chelsea,4.5,3.85,1.67,1.65,1.91,Mais de2.5,1.19,3.45,Mais de1.5,2.63,1.33,Mais de3.5,1.65,1.91,Ambas Equipas Marcam (Sim/Não),2.05,1.19,1.16,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:44"
1,1599169196-61,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Valência
              
                Levante",https://www.betano.pt/odds/valencia-levante/6384928/,LaLiga,"Domingo, 13 Setembro 2020 20:00",Valência,Levante,1.95,3.5,3.5,1.65,1.91,Mais de2.5,1.2,3.35,Mais de1.5,2.6,1.35,Mais de3.5,1.55,2.05,Ambas Equipas Marcam (Sim/Não),1.26,1.23,1.75,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:39"
2,1599168965-38,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Bournemouth
              
                Blackburn Rovers",https://www.betano.pt/odds/bournemouth-blackburn-rovers/6292084/,Championship,"Sábado, 12 Setembro 2020 15:00",Bournemouth,Blackburn Rovers,2.0,3.3,3.6,1.83,1.65,Mais de2.5,1.26,2.8,Mais de1.5,3.05,1.22,Mais de3.5,1.67,1.8,Ambas Equipas Marcam (Sim/Não),1.25,1.24,1.72,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:34"
3,1599169279-69,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Portimonense
              
                FC Paços Ferreira",https://www.betano.pt/odds/portimonense-fc-pacos-ferreira/6361745/,Primeira Liga,"Segunda-feira, 21 Setembro 2020 20:00",Portimonense,FC Paços Ferreira,2.37,3.25,2.86,2.05,1.55,Mais de2.5,1.33,2.64,Mais de1.5,3.65,1.17,Mais de3.5,1.83,1.72,Ambas Equipas Marcam (Sim/Não),1.36,1.27,1.50,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:40"
4,1599169512-93,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Manchester United
              
                Crystal Palace FC",https://www.betano.pt/odds/manchester-united-crystal-palace-fc/6283417/,Premier League,"Sábado, 19 Setembro 2020 17:30",Manchester United,Crystal Palace FC,1.25,5.4,11.0,2.14,1.5,Mais de3.5,1.12,4.15,Mais de1.5,1.45,2.25,Mais de2.5,1.85,1.7,Ambas Equipas Marcam (Sim/Não),1.03,1.13,3.55,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:44"
5,1599169324-74,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Famalicão
              
                SL Benfica",https://www.betano.pt/odds/famalicao-sl-benfica/6361732/,Primeira Liga,"Segunda-feira, 21 Setembro 2020 20:00",Famalicão,SL Benfica,9.0,4.9,1.31,1.63,1.95,Mais de2.5,1.18,3.55,Mais de1.5,2.54,1.36,Mais de3.5,1.95,1.61,Ambas Equipas Marcam (Sim/Não),3.15,1.15,1.03,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:40"
6,1599169243-66,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Granada CF
              
                Athletic Bilbao",https://www.betano.pt/odds/granada-cf-athletic-bilbao/6384931/,LaLiga,"Sexta-feira, 11 Setembro 2020 20:00",Granada CF,Athletic Bilbao,2.72,2.9,2.72,2.2,1.47,Mais de2.5,1.4,2.4,Mais de1.5,3.9,1.14,Mais de3.5,1.85,1.7,Ambas Equipas Marcam (Sim/Não),1.40,1.33,1.40,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:39"
7,1599168826-23,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Nimes
              
                Rennes",https://www.betano.pt/odds/nimes-rennes/6374136/,Ligue 1,"Domingo, 13 Setembro 2020 14:00",Nimes,Rennes,3.2,3.1,2.25,2.02,1.53,Mais de2.5,1.33,2.52,Mais de1.5,3.45,1.16,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.55,1.27,1.31,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:32"
8,1599168665-6,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Bayer Leverkusen
              
                RB Leipzig",https://www.betano.pt/odds/bayer-leverkusen-rb-leipzig/6172671/,Bundesliga,"Sábado, 26 Setembro 2020 14:30",Bayer Leverkusen,RB Leipzig,2.67,3.45,2.4,1.5,2.14,Mais de2.5,1.15,3.85,Mais de1.5,2.25,1.45,Mais de3.5,1.42,2.35,Ambas Equipas Marcam (Sim/Não),1.50,1.24,1.42,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:30"
9,1599169602-103,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Crystal Palace FC
              
                Southampton",https://www.betano.pt/odds/crystal-palace-fc-southampton/6282736/,Premier League,"Sábado, 12 Setembro 2020 15:00",Crystal Palace FC,Southampton,2.82,3.05,2.52,2.0,1.6,Mais de2.5,1.33,2.66,Mais de1.5,3.45,1.19,Mais de3.5,1.75,1.8,Ambas Equipas Marcam (Sim/Não),1.47,1.3,1.38,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:44"
10,1599168747-15,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Estugarda
              
                Friburgo",https://www.betano.pt/odds/estugarda-friburgo/6170643/,Bundesliga,"Sábado, 19 Setembro 2020 14:30",Estugarda,Friburgo,2.2,3.35,3.05,1.7,1.85,Mais de2.5,1.22,3.2,Mais de1.5,2.72,1.31,Mais de3.5,1.57,2.02,Ambas Equipas Marcam (Sim/Não),1.33,1.25,1.60,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:30"
11,1599168773-18,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Bayern Munique
              
                FC Schalke 04",https://www.betano.pt/odds/bayern-munique-fc-schalke-04/6170476/,Bundesliga,"Sexta-feira, 18 Setembro 2020 19:30",Bayern Munique,FC Schalke 04,1.14,7.6,14.25,1.53,2.1,Mais de3.5,1.03,6.4,Mais de1.5,1.19,3.45,Mais de2.5,1.65,1.91,Ambas Equipas Marcam (Sim/Não),1.02,1.06,4.95,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:30"
12,1599169234-65,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Eibar
              
                Celta de Vigo",https://www.betano.pt/odds/eibar-celta-de-vigo/6384934/,LaLiga,"Sábado, 12 Setembro 2020 15:00",Eibar,Celta de Vigo,2.37,3.05,3.05,2.05,1.55,Mais de2.5,1.35,2.6,Mais de1.5,3.55,1.18,Mais de3.5,1.78,1.75,Ambas Equipas Marcam (Sim/Não),1.33,1.3,1.50,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:39"
13,1599168629-2,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Hoffenheim
              
                Bayern Munique",https://www.betano.pt/odds/hoffenheim-bayern-munique/6172675/,Bundesliga,"Domingo, 27 Setembro 2020 14:30",Hoffenheim,Bayern Munique,7.0,4.65,1.38,1.65,1.91,Mais de3.5,1.05,5.6,Mais de1.5,1.26,2.98,Mais de2.5,1.38,2.45,Ambas Equipas Marcam (Sim/Não),2.78,1.13,1.06,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:30"
14,1599169593-102,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"West Ham
              
                Newcastle",https://www.betano.pt/odds/west-ham-newcastle/6282784/,Premier League,"Sábado, 12 Setembro 2020 15:00",West Ham,Newcastle,2.12,3.35,3.25,1.85,1.7,Mais de2.5,1.26,2.96,Mais de1.5,3.1,1.24,Mais de3.5,1.67,1.87,Ambas Equipas Marcam (Sim/Não),1.30,1.24,1.65,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:44"
15,1599168863-27,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Lille
              
                FC Metz",https://www.betano.pt/odds/lille-fc-metz/6374130/,Ligue 1,"Domingo, 13 Setembro 2020 12:00",Lille,FC Metz,1.53,3.75,6.25,2.02,1.53,Mais de2.5,1.32,2.56,Mais de1.5,3.45,1.16,Mais de3.5,2.05,1.5,Ambas Equipas Marcam (Sim/Não),1.08,1.19,2.35,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:32"
16,1599169116-53,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Dinamo Moscovo
              
                Rubin Kazan",https://www.betano.pt/odds/dinamo-moscovo-rubin-kazan/6232016/,Premier Liga,"Domingo, 13 Setembro 2020 14:30",Dinamo Moscovo,Rubin Kazan,2.2,3.15,3.25,2.12,1.45,Mais de2.5,1.35,2.4,Mais de1.5,3.75,1.12,Mais de3.5,1.85,1.61,Ambas Equipas Marcam (Sim/Não),1.30,1.26,1.60,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:37"
17,1599169368-78,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Udinese
              
                Spezia",https://www.betano.pt/odds/udinese-spezia/6400676/,Série A,"Domingo, 20 Setembro 2020 14:00",Udinese,Spezia,1.78,3.55,4.3,1.75,1.8,Mais de2.5,1.23,3.15,Mais de1.5,2.84,1.28,Mais de3.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),1.18,1.23,1.91,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:42"
18,1599169207-62,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Villarreal
              
                Huesca",https://www.betano.pt/odds/villarreal-huesca/6384930/,LaLiga,"Domingo, 13 Setembro 2020 17:30",Villarreal,Huesca,1.57,3.75,5.65,1.75,1.78,Mais de2.5,1.24,3.1,Mais de1.5,2.86,1.28,Mais de3.5,1.8,1.75,Ambas Equipas Marcam (Sim/Não),1.10,1.2,2.25,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:39"
19,1599168809-21,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Montpellier
              
                Lyon",https://www.betano.pt/odds/montpellier-lyon/6345139/,Ligue 1,"Terça-feira, 15 Setembro 2020 20:00",Montpellier,Lyon,3.25,3.15,2.2,1.87,1.63,Mais de2.5,1.27,2.76,Mais de1.5,3.1,1.21,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.60,1.26,1.30,1X,12.0,2X,"Quinta-feira, 3 Setembro 2020 22:32"
