,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1597926181-68,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quinta-feira, 20 Agosto 2020 13:22"
1,1597925726-26,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Hertha Berlin
              
                Eintracht Frankfurt",https://www.betano.pt/odds/hertha-berlin-eintracht-frankfurt/6172674/,Bundesliga,"Sábado, 26 Setembro 2020 14:30",Hertha Berlin,Eintracht Frankfurt,2.16,3.4,3.1,1.53,2.11,Mais de2.5,1.15,3.85,Mais de1.5,2.25,1.45,Mais de3.5,1.44,2.3,Ambas Equipas Marcam (Sim/Não),1.32,1.25,1.63,1X,12,2X,"Quinta-feira, 20 Agosto 2020 13:14"
2,1597925743-28,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Borussia Mönchengladbach
              
                1. FC Union Berlin",https://www.betano.pt/odds/borussia-monchengladbach-1-fc-union-berlin/6172672/,Bundesliga,"Sábado, 26 Setembro 2020 14:30",Borussia Mönchengladbach,1. FC Union Berlin,1.53,4.1,5.65,1.63,1.95,Mais de2.5,1.18,3.55,Mais de1.5,2.54,1.36,Mais de3.5,1.67,1.87,Ambas Equipas Marcam (Sim/Não),1.11,1.17,2.37,1X,12,2X,"Quinta-feira, 20 Agosto 2020 13:14"
3,1597925833-34,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Wolfsburgo
              
                Bayer Leverkusen",https://www.betano.pt/odds/wolfsburgo-bayer-leverkusen/6170715/,Bundesliga,"Segunda-feira, 21 Setembro 2020 14:30",Wolfsburgo,Bayer Leverkusen,2.82,3.45,2.3,1.63,1.95,Mais de2.5,1.18,3.5,Mais de1.5,2.54,1.36,Mais de3.5,1.50,2.14,Ambas Equipas Marcam (Sim/Não),1.55,1.23,1.38,1X,12,2X,"Quinta-feira, 20 Agosto 2020 13:14"
4,1597925906-41,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"FC Lorient
              
                Estrasburgo",https://www.betano.pt/odds/fc-lorient-estrasburgo/5968646/,Ligue 1,"Domingo, 23 Agosto 2020 14:00",FC Lorient,Estrasburgo,2.5,3.05,2.84,2.12,1.53,Mais de2.5,1.36,2.52,Mais de1.5,3.75,1.16,Mais de3.5,1.83,1.72,Ambas Equipas Marcam (Sim/Não),1.38,1.3,1.47,1X,12,2X,"Quinta-feira, 20 Agosto 2020 13:18"
5,1597925701-23,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"FC Schalke 04
              
                Werder Bremen",https://www.betano.pt/odds/fc-schalke-04-werder-bremen/6172677/,Bundesliga,"Sábado, 26 Setembro 2020 14:30",FC Schalke 04,Werder Bremen,2.25,3.3,3.0,2.0,1.6,Mais de2.5,1.31,2.74,Mais de1.5,3.45,1.19,Mais de3.5,1.78,1.75,Ambas Equipas Marcam (Sim/Não),1.33,1.25,1.57,1X,12,2X,"Quinta-feira, 20 Agosto 2020 13:14"
6,1597926051-55,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"FC Ufa
              
                Rostov",https://www.betano.pt/odds/fc-ufa-rostov/6091992/,Premier Liga,"Domingo, 23 Agosto 2020 14:30",FC Ufa,Rostov,2.96,2.68,2.13,1.42,2.1,Mais de1.5,2.3,1.35,Mais de2.5,4.05,1.07,Mais de3.5,1.95,1.5,Ambas Equipas Marcam (Sim/Não),1.53,1.3,1.27,1X,12,2X,"Quinta-feira, 20 Agosto 2020 13:20"
7,1597926069-57,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Rotor Volgograd
              
                PFC Sochi",https://www.betano.pt/odds/rotor-volgograd-pfc-sochi/6091991/,Premier Liga,"Sábado, 22 Agosto 2020 18:00",Rotor Volgograd,PFC Sochi,3.05,2.74,2.05,2.05,1.44,Mais de2.5,1.35,2.3,Mais de1.5,3.55,1.11,Mais de3.5,1.78,1.61,Ambas Equipas Marcam (Sim/Não),1.57,1.28,1.26,1X,12,2X,"Quinta-feira, 20 Agosto 2020 13:20"
8,1597926007-51,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Rangers
              
                Kilmarnock FC",https://www.betano.pt/odds/rangers-kilmarnock-fc/6040672/,Premiership,"Sábado, 22 Agosto 2020 15:00",Rangers,Kilmarnock FC,1.19,6.65,11.0,2.17,1.45,Mais de3.5,1.11,4.05,Mais de1.5,1.44,2.19,Mais de2.5,2.05,1.5,Ambas Equipas Marcam (Sim/Não),1.02,1.08,4.15,1X,12,2X,"Quinta-feira, 20 Agosto 2020 13:19"
9,1597925852-36,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Colónia
              
                Hoffenheim",https://www.betano.pt/odds/colonia-hoffenheim/6170601/,Bundesliga,"Segunda-feira, 21 Setembro 2020 14:30",Colónia,Hoffenheim,2.4,3.6,2.6,1.5,2.17,Mais de2.5,1.14,3.95,Mais de1.5,2.2,1.47,Mais de3.5,1.42,2.35,Ambas Equipas Marcam (Sim/Não),1.44,1.23,1.5,1X,12,2X,"Quinta-feira, 20 Agosto 2020 13:14"
