,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1599827774-109,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Hellas Verona
              
                Udinese",https://www.betano.pt/odds/hellas-verona-udinese/6470820/,Série A,"Domingo, 27 Setembro 2020 14:00",Hellas Verona,Udinese,2.92,2.86,2.58,1.5,2.19,Mais de1.5,2.45,1.38,Mais de2.5,4.6,1.1,Mais de3.5,2.02,1.57,Ambas Equipas Marcam (Sim/Não),1.44,1.33,1.36,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:34"
1,1599826962-24,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Montpellier
              
                Angers",https://www.betano.pt/odds/montpellier-angers/6374153/,Ligue 1,"Domingo, 20 Setembro 2020 14:00",Montpellier,Angers,2.14,3.2,3.35,2.05,1.5,Mais de2.5,1.33,2.5,Mais de1.5,3.65,1.14,Mais de3.5,1.83,1.65,Ambas Equipas Marcam (Sim/Não),1.28,1.26,1.63,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:21"
2,1599826871-15,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Estugarda
              
                Friburgo",https://www.betano.pt/odds/estugarda-friburgo/6170643/,Bundesliga,"Sábado, 19 Setembro 2020 14:30",Estugarda,Friburgo,2.19,3.4,3.05,1.67,1.87,Mais de2.5,1.21,3.3,Mais de1.5,2.67,1.32,Mais de3.5,1.55,2.05,Ambas Equipas Marcam (Sim/Não),1.32,1.25,1.61,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:18"
3,1599827846-117,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Sassuolo
              
                Cagliari",https://www.betano.pt/odds/sassuolo-cagliari/6400675/,Série A,"Domingo, 20 Setembro 2020 17:00",Sassuolo,Cagliari,1.95,3.7,3.35,1.47,2.2,Mais de2.5,1.14,4.0,Mais de1.5,2.2,1.47,Mais de3.5,1.42,2.33,Ambas Equipas Marcam (Sim/Não),1.28,1.21,1.75,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:34"
4,1599826971-25,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Nice
              
                PSG",https://www.betano.pt/odds/nice-psg/6374152/,Ligue 1,"Domingo, 20 Setembro 2020 12:00",Nice,PSG,6.35,4.25,1.45,1.47,2.1,Mais de2.5,1.13,3.75,Mais de1.5,2.2,1.44,Mais de3.5,1.6,1.91,Ambas Equipas Marcam (Sim/Não),2.52,1.15,1.08,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:21"
5,1599826953-23,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Estrasburgo
              
                Dijon",https://www.betano.pt/odds/estrasburgo-dijon/6374154/,Ligue 1,"Domingo, 20 Setembro 2020 14:00",Estrasburgo,Dijon,1.88,3.4,3.95,1.9,1.61,Mais de2.5,1.27,2.76,Mais de1.5,3.15,1.2,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.21,1.23,1.83,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:21"
6,1599827392-69,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Zenit São Petersburgo
              
                Arsenal Tula",https://www.betano.pt/odds/zenit-sao-petersburgo-arsenal-tula/6232012/,Premier Liga,"Segunda-feira, 14 Setembro 2020 16:30",Zenit São Petersburgo,Arsenal Tula,1.25,5.6,10.0,1.63,1.83,Mais de2.5,1.17,3.3,Mais de1.5,2.58,1.3,Mais de3.5,2.19,1.42,Ambas Equipas Marcam (Sim/Não),1.03,1.11,3.65,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:28"
7,1599826794-7,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Augsburgo
              
                Borussia Dortmund",https://www.betano.pt/odds/augsburgo-borussia-dortmund/6172670/,Bundesliga,"Sábado, 26 Setembro 2020 14:30",Augsburgo,Borussia Dortmund,5.4,4.4,1.5,2.02,1.57,Mais de3.5,1.1,4.5,Mais de1.5,1.4,2.4,Mais de2.5,1.5,2.18,Ambas Equipas Marcam (Sim/Não),2.40,1.15,1.11,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:18"
8,1599827553-86,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Villarreal
              
                Huesca",https://www.betano.pt/odds/villarreal-huesca/6384930/,LaLiga,"Domingo, 13 Setembro 2020 17:30",Villarreal,Huesca,1.55,4.0,5.4,1.72,1.83,Mais de2.5,1.22,3.25,Mais de1.5,2.82,1.28,Mais de3.5,1.8,1.75,Ambas Equipas Marcam (Sim/Não),1.12,1.18,2.30,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:31"
9,1599827462-77,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sexta-feira, 11 Setembro 2020 13:30"
10,1599827311-60,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Dinamo Moscovo
              
                FC Akhmat Grozny",https://www.betano.pt/odds/dinamo-moscovo-fc-akhmat-grozny/6293937/,Premier Liga,"Segunda-feira, 21 Setembro 2020 17:00",Dinamo Moscovo,FC Akhmat Grozny,2.02,3.2,3.7,1.95,1.55,Mais de2.5,1.3,2.56,Mais de1.5,3.3,1.17,Mais de3.5,1.72,1.72,Ambas Equipas Marcam (Sim/Não),1.23,1.26,1.70,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:28"
11,1599827855-118,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Génova
              
                FC Crotone",https://www.betano.pt/odds/genova-fc-crotone/6400668/,Série A,"Domingo, 20 Setembro 2020 14:00",Génova,FC Crotone,1.91,3.3,3.9,1.75,1.8,Mais de2.5,1.23,3.15,Mais de1.5,2.8,1.3,Mais de3.5,1.63,1.95,Ambas Equipas Marcam (Sim/Não),1.21,1.25,1.78,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:34"
12,1599826944-22,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Stade Brestois 29
              
                FC Lorient",https://www.betano.pt/odds/stade-brestois-29-fc-lorient/6374156/,Ligue 1,"Domingo, 20 Setembro 2020 14:00",Stade Brestois 29,FC Lorient,2.4,3.0,3.05,2.05,1.5,Mais de2.5,1.35,2.45,Mais de1.5,3.55,1.15,Mais de3.5,1.78,1.7,Ambas Equipas Marcam (Sim/Não),1.33,1.28,1.50,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:21"
13,1599827445-75,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Tambov
              
                FC Ufa",https://www.betano.pt/odds/tambov-fc-ufa/6232017/,Premier Liga,"Sábado, 12 Setembro 2020 11:45",Tambov,FC Ufa,3.1,2.78,2.5,1.5,2.02,Mais de1.5,2.5,1.32,Mais de2.5,4.55,1.06,Mais de3.5,2.02,1.5,Ambas Equipas Marcam (Sim/Não),1.47,1.33,1.31,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:28"
14,1599827176-47,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Cardiff
              
                Sheffield Wednesday",https://www.betano.pt/odds/cardiff-sheffield-wednesday/6292086/,Championship,"Sábado, 12 Setembro 2020 15:00",Cardiff,Sheffield Wednesday,2.05,3.2,3.55,1.95,1.57,Mais de2.5,1.3,2.62,Mais de1.5,3.3,1.18,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.25,1.26,1.67,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:25"
15,1599827204-50,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Barnsley FC
              
                Luton Town",https://www.betano.pt/odds/barnsley-fc-luton-town/6292082/,Championship,"Sábado, 12 Setembro 2020 15:00",Barnsley FC,Luton Town,2.05,3.3,3.45,1.8,1.67,Mais de2.5,1.25,2.86,Mais de1.5,2.94,1.23,Mais de3.5,1.65,1.85,Ambas Equipas Marcam (Sim/Não),1.26,1.24,1.67,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:25"
16,1599827882-121,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Fiorentina
              
                Torino",https://www.betano.pt/odds/fiorentina-torino/6400667/,Série A,"Sábado, 19 Setembro 2020 17:00",Fiorentina,Torino,1.91,3.5,3.7,1.67,1.87,Mais de2.5,1.21,3.3,Mais de1.5,2.68,1.32,Mais de3.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),1.23,1.23,1.80,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:34"
17,1599827284-58,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Motherwell FC
              
                FC St Johnstone",https://www.betano.pt/odds/motherwell-fc-fc-st-johnstone/6222968/,Premiership,"Sábado, 12 Setembro 2020 15:00",Motherwell FC,FC St Johnstone,2.33,3.2,2.96,2.02,1.53,Mais de2.5,1.32,2.54,Mais de1.5,3.5,1.16,Mais de3.5,1.78,1.7,Ambas Equipas Marcam (Sim/Não),1.35,1.25,1.53,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:27"
18,1599827364-66,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Ural Sverdlovskaya Oblast
              
                Zenit São Petersburgo",https://www.betano.pt/odds/ural-sverdlovskaya-oblast-zenit-sao-petersburgo/6293930/,Premier Liga,"Sábado, 19 Setembro 2020 14:30",Ural Sverdlovskaya Oblast,Zenit São Petersburgo,6.3,4.1,1.47,1.57,1.91,Mais de2.5,1.16,3.35,Mais de1.5,2.4,1.35,Mais de3.5,1.67,1.78,Ambas Equipas Marcam (Sim/Não),2.45,1.16,1.08,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:28"
19,1599827908-123,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Aston Villa
              
                Sheffield United",https://www.betano.pt/odds/aston-villa-sheffield-united/6283411/,Premier League,"Segunda-feira, 21 Setembro 2020 18:00",Aston Villa,Sheffield United,2.64,3.0,2.72,2.0,1.6,Mais de2.5,1.32,2.67,Mais de1.5,3.4,1.2,Mais de3.5,1.72,1.83,Ambas Equipas Marcam (Sim/Não),1.40,1.31,1.42,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:38"
20,1599827729-104,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Benevento Calcio
              
                Inter de Milão",https://www.betano.pt/odds/benevento-calcio-inter-de-milao/6400665/,Série A,"Quarta-feira, 30 Setembro 2020 14:00",Benevento Calcio,Inter de Milão,7.25,5.05,1.35,2.16,1.5,Mais de3.5,1.11,4.3,Mais de1.5,1.45,2.25,Mais de2.5,1.7,1.85,Ambas Equipas Marcam (Sim/Não),2.98,1.11,1.06,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:34"
21,1599827693-101,https://www.betano.pt/sport/futebol/eua/mls/195161/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sexta-feira, 11 Setembro 2020 13:34"
22,1599826758-3,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"FC Schalke 04
              
                Werder Bremen",https://www.betano.pt/odds/fc-schalke-04-werder-bremen/6172677/,Bundesliga,"Sábado, 26 Setembro 2020 17:30",FC Schalke 04,Werder Bremen,2.25,3.45,2.9,1.63,1.95,Mais de2.5,1.18,3.5,Mais de1.5,2.52,1.36,Mais de3.5,1.5,2.16,Ambas Equipas Marcam (Sim/Não),1.36,1.24,1.57,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:18"
23,1599827719-103,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Lázio
              
                Atalanta",https://www.betano.pt/odds/lazio-atalanta/6400671/,Série A,"Quarta-feira, 30 Setembro 2020 14:00",Lázio,Atalanta,2.3,3.4,2.86,1.5,2.18,Mais de2.5,1.14,3.95,Mais de1.5,2.18,1.5,Mais de3.5,1.4,2.4,Ambas Equipas Marcam (Sim/Não),1.36,1.25,1.55,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:34"
24,1599827756-107,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"FC Crotone
              
                AC Milão",https://www.betano.pt/odds/fc-crotone-ac-milao/6470823/,Série A,"Domingo, 27 Setembro 2020 17:00",FC Crotone,AC Milão,5.55,4.05,1.53,1.55,2.05,Mais de2.5,1.16,3.75,Mais de1.5,2.35,1.42,Mais de3.5,1.61,1.95,Ambas Equipas Marcam (Sim/Não),2.33,1.18,1.11,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:34"
