web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
"1603488674-135","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Benevento Calcio
              
                Nápoles","https://www.betano.pt/odds/benevento-calcio-napoles/6797419/","Série A","Domingo, 25 Outubro 2020 14:00","Benevento Calcio","Nápoles","8.00","5.15","1.31","1.87","1.67","Mais de3.5","1.08","4.85","Mais de1.5","1.35","2.60","Mais de2.5","1.55","2.05","Ambas Equipas Marcam (Sim/Não)","3.10","1.10","1.04","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:29","null"
"1603487795-28","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Werder Bremen
              
                Hoffenheim","https://www.betano.pt/odds/werder-bremen-hoffenheim/6700534/","Bundesliga","Domingo, 25 Outubro 2020 17:00","Werder Bremen","Hoffenheim","2.82","3.55","2.25","1.50","2.18","Mais de2.5","1.14","3.95","Mais de1.5","2.20","1.47","Mais de3.5","1.42","2.37","Ambas Equipas Marcam (Sim/Não)","1.55","1.23","1.38","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:15","null"
"1603487938-46","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Nice
              
                Lille","https://www.betano.pt/odds/nice-lille/6618973/","Ligue 1","Domingo, 25 Outubro 2020 16:00","Nice","Lille","3.25","3.30","2.13","1.90","1.60","Mais de2.5","1.28","2.72","Mais de1.5","3.25","1.19","Mais de3.5","1.72","1.75","Ambas Equipas Marcam (Sim/Não)","1.63","1.24","1.30","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:17","null"
"1603488248-83","https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/","Rostov
              
                FK Khimki","https://www.betano.pt/odds/rostov-fk-khimki/6615687/","Premier Liga","Domingo, 25 Outubro 2020 13:30","Rostov","FK Khimki","1.70","3.65","4.55","1.78","1.67","Mais de2.5","1.23","2.90","Mais de1.5","2.90","1.23","Mais de3.5","1.72","1.72","Ambas Equipas Marcam (Sim/Não)","1.16","1.20","2.02","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:23","null"
"1603487692-16","https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/","FC Utrecht
              
                FC Twente Enschede","https://www.betano.pt/odds/fc-utrecht-fc-twente-enschede/6606632/","Eredivisie","Sábado, 24 Outubro 2020 17:45","FC Utrecht","FC Twente Enschede","1.65","4.05","4.40","1.47","2.10","Mais de2.5","1.12","3.85","Mais de1.5","2.25","1.42","Mais de3.5","1.50","2.05","Ambas Equipas Marcam (Sim/Não)","1.17","1.16","2.12","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:12","null"
"1603488791-149","https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/","Wolverhampton
              
                Crystal Palace FC","https://www.betano.pt/odds/wolverhampton-crystal-palace-fc/6457875/","Premier League","Sexta-feira, 30 Outubro 2020 20:00","Wolverhampton","Crystal Palace FC","1.83","3.30","4.35","2.10","1.53","Mais de2.5","1.35","2.56","Mais de1.5","3.65","1.17","Mais de3.5","1.91","1.65","Ambas Equipas Marcam (Sim/Não)","1.17","1.26","1.87","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:31","null"
"1603488649-132","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Juventus
              
                Hellas Verona","https://www.betano.pt/odds/juventus-hellas-verona/6797422/","Série A","Domingo, 25 Outubro 2020 19:45","Juventus","Hellas Verona","1.38","4.75","6.90","1.60","2.00","Mais de2.5","1.17","3.65","Mais de1.5","2.52","1.36","Mais de3.5","1.85","1.70","Ambas Equipas Marcam (Sim/Não)","1.07","1.12","2.82","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:29","null"
"1603488125-69","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Queens Park Rangers
              
                Birmingham","https://www.betano.pt/odds/queens-park-rangers-birmingham/6604626/","Championship","Sábado, 24 Outubro 2020 15:00","Queens Park Rangers","Birmingham","2.37","3.10","2.96","2.00","1.53","Mais de2.5","1.32","2.56","Mais de1.5","3.40","1.17","Mais de3.5","1.75","1.72","Ambas Equipas Marcam (Sim/Não)","1.35","1.26","1.53","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:19","null"
"1603488767-146","https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/","Liverpool
              
                West Ham","https://www.betano.pt/odds/liverpool-west-ham/6457869/","Premier League","Sábado, 31 Outubro 2020 17:30","Liverpool","West Ham","1.36","5.05","6.60","2.11","1.53","Mais de3.5","1.10","4.45","Mais de1.5","1.42","2.35","Mais de2.5","1.65","1.91","Ambas Equipas Marcam (Sim/Não)","1.07","1.11","2.86","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:31","null"
"1603487650-11","https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/","Vitesse
              
                PSV Eindhoven","https://www.betano.pt/odds/vitesse-psv-eindhoven/6615412/","Eredivisie","Domingo, 25 Outubro 2020 13:30","Vitesse","PSV Eindhoven","2.86","3.70","2.17","1.50","2.05","Mais de2.5","1.13","3.75","Mais de1.5","2.30","1.40","Mais de3.5","1.44","2.20","Ambas Equipas Marcam (Sim/Não)","1.61","1.19","1.36","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:12","null"
"1603487924-44","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Marselha
              
                RC Lens","https://www.betano.pt/odds/marselha-rc-lens/6686771/","Ligue 1","Sexta-feira, 30 Outubro 2020 20:00","Marselha","RC Lens","1.80","3.50","4.20","1.15","1.78","1X","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Sexta-feira, 23 Outubro 2020 22:17","null"
"1603487879-38","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Nimes
              
                FC Metz","https://www.betano.pt/odds/nimes-fc-metz/6686767/","Ligue 1","Domingo, 1 Novembro 2020 14:00","Nimes","FC Metz","2.25","3.05","3.20","1.95","1.57","Mais de2.5","1.31","2.60","Mais de1.5","3.30","1.18","Mais de3.5","1.72","1.75","Ambas Equipas Marcam (Sim/Não)","1.30","1.28","1.55","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:17","null"
"1603487763-24","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Eintracht Frankfurt
              
                Werder Bremen","https://www.betano.pt/odds/eintracht-frankfurt-werder-bremen/6710246/","Bundesliga","Sábado, 31 Outubro 2020 14:30","Eintracht Frankfurt","Werder Bremen","1.78","3.80","3.90","2.14","1.50","Mais de3.5","1.13","4.10","Mais de1.5","1.45","2.25","Mais de2.5","1.44","2.30","Ambas Equipas Marcam (Sim/Não)","1.21","1.20","1.91","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:15","null"
"1603488070-62","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Barnsley FC
              
                Queens Park Rangers","https://www.betano.pt/odds/barnsley-fc-queens-park-rangers/6637365/","Championship","Terça-feira, 27 Outubro 2020 19:45","Barnsley FC","Queens Park Rangers","2.35","3.05","3.05","1.90","1.60","Mais de2.5","1.28","2.68","Mais de1.5","3.15","1.20","Mais de3.5","1.67","1.80","Ambas Equipas Marcam (Sim/Não)","1.33","1.27","1.53","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:19","null"
"1603488156-73","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Coventry City
              
                Blackburn Rovers","https://www.betano.pt/odds/coventry-city-blackburn-rovers/6604621/","Championship","Sábado, 24 Outubro 2020 15:00","Coventry City","Blackburn Rovers","3.15","3.30","2.17","1.72","1.75","Mais de2.5","1.22","3.00","Mais de1.5","2.78","1.27","Mais de3.5","1.57","1.95","Ambas Equipas Marcam (Sim/Não)","1.61","1.24","1.30","1X","12","2X","Sexta-feira, 23 Outubro 2020 22:19","null"
