,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1595426332-1839,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Crystal Palace FC
              
                Tottenham",https://www.betano.pt/odds/crystal-palace-fc-tottenham/5793752/,Premier League,"Domingo, 26 Julho 2020 16:00",Crystal Palace FC,Tottenham,5.6,3.9,1.55,1.67,1.87,Mais de2.5,1.21,3.3,Mais de1.5,2.67,1.32,Mais de3.5,1.72,1.83,Ambas Equipas Marcam (Sim/Não),2.30,1.19,1.11,1X,12,2X,"Quarta-feira, 22 Julho 2020 14:57"
1,1595426234-1828,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Torino
              
                Hellas Verona",https://www.betano.pt/odds/torino-hellas-verona/5976751/,Série A,"Quarta-feira, 22 Julho 2020 20:45",Torino,Hellas Verona,2.45,3.3,2.72,1.67,1.88,Mais de2.5,1.21,3.3,Mais de1.5,2.64,1.33,Mais de3.5,1.53,2.1,Ambas Equipas Marcam (Sim/Não),1.40,1.26,1.47,1X,12,2X,"Quarta-feira, 22 Julho 2020 14:56"
2,1595426014-1804,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Atalanta
              
                PSG
                         
            Em local neutro",https://www.betano.pt/odds/atalanta-psg/5924176/,Liga dos Campeões - Jogos,"Quarta-feira, 12 Agosto 2020 20:00",Atalanta,PSG,3.2,3.6,2.05,2.13,1.53,Atalanta,,,,,,,1.02,6.9,Total de Golos Mais/Menos (alternativas),2.16,1.72,6.9,Atalanta,PSG,Sem Golos,"Quarta-feira, 22 Julho 2020 14:53"
3,1595425892-1791,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Rubin Kazan
              
                Spartak Moscovo",https://www.betano.pt/odds/rubin-kazan-spartak-moscovo/5984759/,Premier Liga,"Quarta-feira, 22 Julho 2020 17:00",Rubin Kazan,Spartak Moscovo,2.68,2.8,2.2,2.00,1.47,Mais de2.5,1.32,2.37,Mais de1.5,3.4,1.13,Mais de3.5,1.75,1.65,Ambas Equipas Marcam (Sim/Não),1.50,1.27,1.33,1X,12,2X,"Quarta-feira, 22 Julho 2020 14:50"
4,1595426161-1820,https://www.betano.pt/sport/futebol/eua/mls/195161/,"Los Angeles Galaxy
              
                Houston Dynamo",https://www.betano.pt/odds/los-angeles-galaxy-houston-dynamo/5986928/,MLS,"Sexta-feira, 24 Julho 2020 01:00",Los Angeles Galaxy,Houston Dynamo,2.5,4.0,2.33,1.67,1.78,Mais de3.5,1.04,5.05,Mais de1.5,1.25,2.78,Mais de2.5,1.24,2.82,Ambas Equipas Marcam (Sim/Não),1.53,1.17,1.47,1X,12,2X,"Quarta-feira, 22 Julho 2020 14:55"
5,1595425778-1779,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Leeds United
              
                Charlton",https://www.betano.pt/odds/leeds-united-charlton/5771388/,Championship,"Quarta-feira, 22 Julho 2020 19:30",Leeds United,Charlton,1.6,4.0,4.85,1.50,2.05,Mais de2.5,1.14,3.65,Mais de1.5,2.3,1.4,Mais de3.5,1.55,2.0,Ambas Equipas Marcam (Sim/Não),1.14,1.16,2.2,1X,12,2X,"Quarta-feira, 22 Julho 2020 14:48"
6,1595426185-1823,https://www.betano.pt/sport/futebol/eua/mls/195161/,"FC Cincinnati
              
                New York Red Bulls",https://www.betano.pt/odds/fc-cincinnati-new-york-red-bulls/5986917/,MLS,"Quinta-feira, 23 Julho 2020 01:00",FC Cincinnati,New York Red Bulls,3.55,3.2,2.05,1.57,1.9,Mais de2.5,1.16,3.35,Mais de1.5,2.4,1.35,Mais de3.5,1.47,2.1,Ambas Equipas Marcam (Sim/Não),1.70,1.25,1.25,1X,12,2X,"Quarta-feira, 22 Julho 2020 14:55"
7,1595426047-1808,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Juventus
              
                Lyon
                         
            Primeira mão: 0-1",https://www.betano.pt/odds/juventus-lyon/5916466/,Liga dos Campeões - Jogos,"Sexta-feira, 7 Agosto 2020 20:00",Juventus,Lyon,1.4,4.4,7.2,1.67,1.9,Juventus,,,,,,,1.02,6.7,Total de Golos Mais/Menos (alternativas),1.36,3.4,6.7,Juventus,Lyon,Sem Golos,"Quarta-feira, 22 Julho 2020 14:53"
8,1595425761-1777,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Reading
              
                Swansea City",https://www.betano.pt/odds/reading-swansea-city/5771390/,Championship,"Quarta-feira, 22 Julho 2020 19:30",Reading,Swansea City,3.6,3.55,1.91,1.57,1.95,Mais de2.5,1.16,3.45,Mais de1.5,2.4,1.36,Mais de3.5,1.47,2.1,Ambas Equipas Marcam (Sim/Não),1.78,1.21,1.25,1X,12,2X,"Quarta-feira, 22 Julho 2020 14:48"
9,1595426177-1822,https://www.betano.pt/sport/futebol/eua/mls/195161/,"Colorado Rapids
              
                Minnesota United",https://www.betano.pt/odds/colorado-rapids-minnesota-united/5986926/,MLS,"Quinta-feira, 23 Julho 2020 03:30",Colorado Rapids,Minnesota United,3.0,3.6,2.14,1.55,1.95,Mais de2.5,1.14,3.5,Mais de1.5,2.35,1.36,Mais de3.5,1.45,2.11,Ambas Equipas Marcam (Sim/Não),1.63,1.21,1.33,1X,12,2X,"Quarta-feira, 22 Julho 2020 14:55"
