,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1598353154-59,https://www.betano.pt/sport/futebol/eua/mls/195161/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terça-feira, 25 Agosto 2020 11:59"
1,1598353053-47,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Dinamo Moscovo
              
                Zenit São Petersburgo",https://www.betano.pt/odds/dinamo-moscovo-zenit-sao-petersburgo/6092001/,Premier Liga,"Quarta-feira, 26 Agosto 2020 18:45",Dinamo Moscovo,Zenit São Petersburgo,3.95,3.15,1.65,1.78,1.61,Mais de2.5,1.23,2.72,Mais de1.5,2.9,1.2,Mais de3.5,1.7,1.7,Ambas Equipas Marcam (Sim/Não),1.95,1.21,1.15,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:57"
2,1598352655-6,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Bayer Leverkusen
              
                RB Leipzig",https://www.betano.pt/odds/bayer-leverkusen-rb-leipzig/6172671/,Bundesliga,"Sábado, 26 Setembro 2020 14:30",Bayer Leverkusen,RB Leipzig,2.72,3.5,2.35,2.15,1.5,Mais de3.5,1.13,4.05,Mais de1.5,1.47,2.2,Mais de2.5,1.38,2.45,Ambas Equipas Marcam (Sim/Não),1.53,1.23,1.40,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:49"
3,1598352779-19,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"PSG
              
                FC Metz",https://www.betano.pt/odds/psg-fc-metz/6317840/,Ligue 1,"Quarta-feira, 16 Setembro 2020 20:00",PSG,FC Metz,1.1,9.0,17.5,2.02,1.57,Mais de4.5,1.02,6.6,Mais de1.5,1.15,3.85,Mais de2.5,1.75,1.78,Ambas Equipas Marcam (Sim/Não),-,1.04,6.00,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:52"
4,1598353244-68,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Wolverhampton
              
                Manchester City",https://www.betano.pt/odds/wolverhampton-manchester-city/6283450/,Premier League,"Sábado, 19 Setembro 2020 15:00",Wolverhampton,Manchester City,5.35,4.4,1.5,1.47,2.2,Mais de2.5,1.12,4.2,Mais de1.5,2.2,1.47,Mais de3.5,1.57,2.02,Ambas Equipas Marcam (Sim/Não),2.40,1.15,1.12,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:59"
5,1598352860-28,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Lyon
              
                Dijon",https://www.betano.pt/odds/lyon-dijon/6304101/,Ligue 1,"Sexta-feira, 28 Agosto 2020 20:00",Lyon,Dijon,1.31,4.75,9.5,1.55,2.05,Mais de2.5,1.16,3.75,Mais de1.5,2.35,1.42,Mais de3.5,1.87,1.67,Ambas Equipas Marcam (Sim/Não),1.03,1.15,3.20,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:52"
6,1598353333-78,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Crystal Palace FC
              
                Southampton",https://www.betano.pt/odds/crystal-palace-fc-southampton/6282736/,Premier League,"Sábado, 12 Setembro 2020 15:00",Crystal Palace FC,Southampton,2.82,3.05,2.52,2.05,1.55,Mais de2.5,1.35,2.6,Mais de1.5,3.55,1.18,Mais de3.5,1.78,1.75,Ambas Equipas Marcam (Sim/Não),1.47,1.3,1.38,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:59"
7,1598352974-40,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Barnsley FC
              
                Luton Town",https://www.betano.pt/odds/barnsley-fc-luton-town/6292082/,Championship,"Sábado, 12 Setembro 2020 15:00",Barnsley FC,Luton Town,2.11,3.3,3.3,1.78,1.7,Mais de2.5,1.24,2.9,Mais de1.5,2.94,1.23,Mais de3.5,1.63,1.87,Ambas Equipas Marcam (Sim/Não),1.28,1.24,1.65,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:54"
8,1598353190-62,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Leicester
              
                Burnley",https://www.betano.pt/odds/leicester-burnley/6283416/,Premier League,"Sábado, 19 Setembro 2020 16:00",Leicester,Burnley,1.63,3.9,4.75,1.67,1.88,Mais de2.5,1.2,3.4,Mais de1.5,2.66,1.33,Mais de3.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),1.15,1.19,2.13,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:59"
9,1598353113-54,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Tambov
              
                PFC Sochi",https://www.betano.pt/odds/tambov-pfc-sochi/6092003/,Premier Liga,"Terça-feira, 25 Agosto 2020 16:30",Tambov,PFC Sochi,3.35,2.9,1.87,2.02,1.47,Mais de2.5,1.32,2.37,Mais de1.5,3.45,1.12,Mais de3.5,1.8,1.6,Ambas Equipas Marcam (Sim/Não),1.72,1.25,1.22,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:57"
10,1598352708-12,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Borussia Dortmund
              
                Borussia Mönchengladbach",https://www.betano.pt/odds/borussia-dortmund-borussia-monchengladbach/6170552/,Bundesliga,"Sábado, 19 Setembro 2020 17:30",Borussia Dortmund,Borussia Mönchengladbach,1.61,4.2,4.5,1.95,1.61,Mais de3.5,1.1,4.6,Mais de1.5,1.38,2.45,Mais de2.5,1.42,2.35,Ambas Equipas Marcam (Sim/Não),1.16,1.17,2.17,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:49"
11,1598352939-36,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Cardiff
              
                Sheffield Wednesday",https://www.betano.pt/odds/cardiff-sheffield-wednesday/6292086/,Championship,"Sábado, 12 Setembro 2020 15:00",Cardiff,Sheffield Wednesday,2.15,3.15,3.35,1.91,1.6,Mais de2.5,1.3,2.64,Mais de1.5,3.25,1.19,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.28,1.26,1.63,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:54"
12,1598352717-13,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"1. FC Union Berlin
              
                Augsburgo",https://www.betano.pt/odds/1-fc-union-berlin-augsburgo/6170757/,Bundesliga,"Sábado, 19 Setembro 2020 14:30",1. FC Union Berlin,Augsburgo,2.18,3.3,3.15,1.85,1.7,Mais de2.5,1.27,2.92,Mais de1.5,3.1,1.24,Mais de3.5,1.67,1.87,Ambas Equipas Marcam (Sim/Não),1.31,1.26,1.61,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:49"
13,1598352690-10,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Wolfsburgo
              
                Bayer Leverkusen",https://www.betano.pt/odds/wolfsburgo-bayer-leverkusen/6170715/,Bundesliga,"Domingo, 20 Setembro 2020 17:00",Wolfsburgo,Bayer Leverkusen,2.8,3.45,2.3,1.63,1.95,Mais de2.5,1.19,3.45,Mais de1.5,2.54,1.36,Mais de3.5,1.5,2.14,Ambas Equipas Marcam (Sim/Não),1.53,1.23,1.38,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:49"
14,1598352681-9,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Hertha Berlin
              
                Eintracht Frankfurt",https://www.betano.pt/odds/hertha-berlin-eintracht-frankfurt/6172674/,Bundesliga,"Sexta-feira, 25 Setembro 2020 14:30",Hertha Berlin,Eintracht Frankfurt,2.16,3.4,3.1,1.53,2.11,Mais de2.5,1.15,3.85,Mais de1.5,2.25,1.45,Mais de3.5,1.44,2.3,Ambas Equipas Marcam (Sim/Não),1.32,1.25,1.63,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:49"
15,1598353009-43,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Hamilton Academical
              
                Rangers",https://www.betano.pt/odds/hamilton-academical-rangers/6103699/,Premiership,"Sábado, 29 Agosto 2020 17:30",Hamilton Academical,Rangers,16.0,6.45,1.16,2.05,1.5,Mais de3.5,1.1,4.15,Mais de1.5,1.42,2.25,Mais de2.5,2.1,1.47,Ambas Equipas Marcam (Sim/Não),4.60,1.07,-,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:56"
16,1598352699-11,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"RB Leipzig
              
                Mainz 05",https://www.betano.pt/odds/rb-leipzig-mainz-05/6170590/,Bundesliga,"Domingo, 20 Setembro 2020 14:30",RB Leipzig,Mainz 05,1.36,5.15,6.55,1.8,1.75,Mais de3.5,1.06,5.35,Mais de1.5,1.3,2.78,Mais de2.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.07,1.1,2.86,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:49"
17,1598353288-73,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"West Ham
              
                Newcastle",https://www.betano.pt/odds/west-ham-newcastle/6282784/,Premier League,"Sábado, 12 Setembro 2020 15:00",West Ham,Newcastle,2.17,3.3,3.15,1.85,1.7,Mais de2.5,1.27,2.92,Mais de1.5,3.1,1.24,Mais de3.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),1.30,1.26,1.61,1X,12.0,2X,"Terça-feira, 25 Agosto 2020 11:59"
