,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1597531593-14,https://www.betano.pt/sport/futebol/espanha/laliga/5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sábado, 15 Agosto 2020 23:46"
1,1597531489-4,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"St Mirren
              
                Ross County",https://www.betano.pt/odds/st-mirren-ross-county/6040677/,Premiership,"Sábado, 22 Agosto 2020 15:00",St Mirren,Ross County,2.6,3.2,2.6,1.9,1.61,Mais de2.5,1.27,2.74,Mais de1.5,3.15,1.2,Mais de3.5,1.67,1.8,Ambas Equipas Marcam (Sim/Não),1.44,1.25,1.44,1X,12,2X,
2,1597531601-15,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sábado, 15 Agosto 2020 23:46"
3,1597531526-8,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Livingston FC
              
                Rangers",https://www.betano.pt/odds/livingston-fc-rangers/5986921/,Premiership,"Domingo, 16 Agosto 2020 16:30",Livingston FC,Rangers,8.0,5.15,1.31,1.63,1.87,Mais de2.5,1.17,3.35,Mais de1.5,2.58,1.31,Mais de3.5,2.00,1.53,Ambas Equipas Marcam (Sim/Não),3.15,1.09,1.04,1X,12,2X,
4,1597531454-1,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sábado, 15 Agosto 2020 23:44"
5,1597531559-11,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Sevilha
              
                Manchester United
                SO        
            Em local neutro",https://www.betano.pt/odds/sevilha-manchester-united/6208951/,Liga Europa - Jogos,"Domingo, 16 Agosto 2020 20:00",Sevilha,Manchester United,3.24,3.36,2.53,1.95,1.65,Sevilha,,,,,,,1.07,6.85,Total de Golos Mais/Menos (alternativas),2.17,1.88,6.85,Sevilha,Manchester United,Sem Golos,"Sábado, 15 Agosto 2020 23:45"
6,1597531584-13,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"RB Leipzig
              
                PSG
                        
            Em local neutro",https://www.betano.pt/odds/rb-leipzig-psg/6226624/,Liga dos Campeões - Jogos,"Terça-feira, 18 Agosto 2020 20:00",RB Leipzig,PSG,4.0,3.8,1.75,2.58,1.36,RB Leipzig,,,,,,,1.02,6.85,Total de Golos Mais/Menos (alternativas),2.5,1.57,6.85,RB Leipzig,PSG,Sem Golos,"Sábado, 15 Agosto 2020 23:46"
7,1597531617-17,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sábado, 15 Agosto 2020 23:46"
8,1597531551-10,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Inter de Milão
              
                Shakhtar Donetsk
                        
            Em local neutro",https://www.betano.pt/odds/inter-de-milao-shakhtar-donetsk/6208532/,Liga Europa - Jogos,"Segunda-feira, 17 Agosto 2020 20:00",Inter de Milão,Shakhtar Donetsk,1.72,3.8,4.25,1.33,2.72,Inter de Milão,,,,,,,-,6.2,Total de Golos Mais/Menos (alternativas),1.55,2.52,6.2,Inter de Milão,Shakhtar Donetsk,Sem Golos,"Sábado, 15 Agosto 2020 23:45"
9,1597531507-6,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Motherwell FC
              
                Hamilton Academical",https://www.betano.pt/odds/motherwell-fc-hamilton-academical/6040664/,Premiership,"Sábado, 22 Agosto 2020 15:00",Motherwell FC,Hamilton Academical,1.44,4.05,7.25,1.67,1.8,Mais de2.5,1.2,3.15,Mais de1.5,2.64,1.3,Mais de3.5,1.80,1.67,Ambas Equipas Marcam (Sim/Não),1.06,1.16,2.6,1X,12,2X,
10,1597531626-18,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sábado, 15 Agosto 2020 23:46"
11,1597531534-9,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sábado, 15 Agosto 2020 23:45"
12,1597531609-16,https://www.betano.pt/sport/futebol/eua/mls/195161/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sábado, 15 Agosto 2020 23:46"
13,1597531499-5,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Rangers
              
                Kilmarnock FC",https://www.betano.pt/odds/rangers-kilmarnock-fc/6040672/,Premiership,"Sábado, 22 Agosto 2020 15:00",Rangers,Kilmarnock FC,1.2,5.85,12.75,2.1,1.47,Mais de3.5,1.11,4.0,Mais de1.5,1.44,2.2,Mais de2.5,1.95,1.57,Ambas Equipas Marcam (Sim/Não),1.02,1.1,4.0,1X,12,2X,
14,1597531472-2,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"FC St Johnstone
              
                Hibernian FC",https://www.betano.pt/odds/fc-st-johnstone-hibernian-fc/6050234/,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1597531576-12,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Lyon
              
                Bayern Munique
                        
            Em local neutro",https://www.betano.pt/odds/lyon-bayern-munique/6243549/,Liga dos Campeões - Jogos,"Quarta-feira, 19 Agosto 2020 20:00",Lyon,Bayern Munique,11.0,6.15,1.21,6.05,1.05,Lyon,,,,,,,-,7.15,Total de Golos Mais/Menos (alternativas),3.7,1.24,7.15,Lyon,Bayern Munique,Sem Golos,"Sábado, 15 Agosto 2020 23:46"
16,1597531481-3,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Dundee United
              
                Celtic",https://www.betano.pt/odds/dundee-united-celtic/6041706/,Premiership,"Sábado, 22 Agosto 2020 17:30",Dundee United,Celtic,10.0,5.3,1.26,1.53,2.0,Mais de2.5,1.15,3.55,Mais de1.5,2.35,1.38,Mais de3.5,1.95,1.57,Ambas Equipas Marcam (Sim/Não),3.5,1.12,1.03,1X,12,2X,
