,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1595703534-63,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"St Mirren
              
                Livingston FC",https://www.betano.pt/odds/st-mirren-livingston-fc/5906397/,Premiership,"Sábado, 1 Agosto 2020 15:00",St Mirren,Livingston FC,2.54,3.2,2.68,2.02,1.53,Mais de2.5,1.32,2.56,Mais de1.5,3.45,1.16,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.40,1.26,1.45,1X,12,2X,"Sábado, 25 Julho 2020 19:58"
1,1595703503-59,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Swansea City
              
                Brentford FC",https://www.betano.pt/odds/swansea-city-brentford-fc/6038045/,Championship,"Domingo, 26 Julho 2020 18:30",Swansea City,Brentford FC,3.75,3.3,1.95,2.70,1.35,Swansea City,,,,,,,1.02,5.9,Total de Golos Mais/Menos (alternativas),2.45,1.67,5.9,Swansea City,Brentford FC,Sem Golos,"Sábado, 25 Julho 2020 19:58"
2,1595703743-93,https://www.betano.pt/sport/futebol/eua/mls/195161/,"Sporting Kansas City
              
                Vancouver Whitecaps FC",https://www.betano.pt/odds/sporting-kansas-city-vancouver-whitecaps-fc/6048739/,MLS,"Segunda-feira, 27 Julho 2020 04:00",Sporting Kansas City,Vancouver Whitecaps FC,1.45,4.55,5.85,1.21,3.2,Sporting Kansas City,,,,,,,-,9.0,Total de Golos Mais/Menos (alternativas),1.35,2.66,9.0,Sporting Kansas City,Vancouver Whitecaps FC,Sem Golos,"Sábado, 25 Julho 2020 20:01"
3,1595703602-73,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Shakhtar Donetsk
              
                Wolfsburgo
                         
            Primeira mão: 2-1",https://www.betano.pt/odds/shakhtar-donetsk-wolfsburgo/5916255/,Liga Europa - Jogos,"Quarta-feira, 5 Agosto 2020 17:55",Shakhtar Donetsk,Wolfsburgo,2.56,3.35,2.56,1.18,3.7,Shakhtar Donetsk,,,,,,,1.02,6.6,Total de Golos Mais/Menos (alternativas),1.95,1.95,6.6,Shakhtar Donetsk,Wolfsburgo,Sem Golos,"Sábado, 25 Julho 2020 19:59"
4,1595703620-75,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"RB Leipzig
              
                Atlético de Madrid
                         
            Em local neutro",https://www.betano.pt/odds/rb-leipzig-atletico-de-madrid/5924209/,Liga dos Campeões - Jogos,"Quinta-feira, 13 Agosto 2020 20:00",RB Leipzig,Atlético de Madrid,3.3,3.1,2.2,2.13,1.53,RB Leipzig,,,,,,,1.04,5.95,Total de Golos Mais/Menos (alternativas),2.30,1.8,5.95,RB Leipzig,Atlético de Madrid,Sem Golos,"Sábado, 25 Julho 2020 20:00"
5,1595703675-83,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Portimonense
              
                Desp. Aves",https://www.betano.pt/odds/portimonense-desp-aves/6020686/,Primeira Liga,"Domingo, 26 Julho 2020 19:30",Portimonense,Desp. Aves,1.15,6.25,20.5,1.63,1.95,Mais de2.5,,,,,,,1.15,6.75,Próxima equipa a marcar (Golo 1),-,,6.95,Portimonense,,Desp. Aves,"Sábado, 25 Julho 2020 20:01"
6,1595703830-105,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"West Ham
              
                Aston Villa",https://www.betano.pt/odds/west-ham-aston-villa/5882509/,Premier League,"Domingo, 26 Julho 2020 16:00",West Ham,Aston Villa,2.96,3.4,2.25,1.57,2.02,Mais de2.5,1.17,3.6,Mais de1.5,2.4,1.4,Mais de3.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.57,1.24,1.35,1X,12,2X,"Sábado, 25 Julho 2020 20:03"
7,1595703571-68,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Wolverhampton
              
                Olympiacos
                         
            Primeira mão: 1-1",https://www.betano.pt/odds/wolverhampton-olympiacos/5915663/,Liga Europa - Jogos,"Quinta-feira, 6 Agosto 2020 20:00",Wolverhampton,Olympiacos,1.83,3.35,4.3,1.30,2.86,Wolverhampton,,,,,,,1.04,6.05,Total de Golos Mais/Menos (alternativas),1.61,2.7,6.05,Wolverhampton,Olympiacos,Sem Golos,"Sábado, 25 Julho 2020 19:59"
8,1595703799-101,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"AS Roma
              
                Fiorentina",https://www.betano.pt/odds/as-roma-fiorentina/6032412/,Série A,"Domingo, 26 Julho 2020 18:30",AS Roma,Fiorentina,1.61,4.15,4.6,2.12,1.53,Mais de3.5,1.11,4.3,Mais de1.5,1.44,2.3,Mais de2.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.16,1.17,2.17,1X,12,2X,"Sábado, 25 Julho 2020 20:02"
9,1595703719-89,https://www.betano.pt/sport/futebol/eua/mls/195161/,"Portland Timbers
              
                FC Cincinnati",https://www.betano.pt/odds/portland-timbers-fc-cincinnati/6048743/,MLS,"Quarta-feira, 29 Julho 2020 03:30",Portland Timbers,FC Cincinnati,1.78,3.85,3.85,1.38,2.4,Portland Timbers,,,,,,,-,7.65,Total de Golos Mais/Menos (alternativas),1.53,2.33,7.65,Portland Timbers,FC Cincinnati,Sem Golos,"Sábado, 25 Julho 2020 20:01"
