,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1598875720-51,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Rotor Volgograd
              
                Krasnodar",https://www.betano.pt/odds/rotor-volgograd-krasnodar/6232018/,Premier Liga,"Domingo, 13 Setembro 2020 15:00",Rotor Volgograd,Krasnodar,5.9,3.75,1.55,1.8,1.65,Mais de2.5,1.25,2.76,Mais de1.5,2.98,1.21,Mais de3.5,1.83,1.63,Ambas Equipas Marcam (Sim/Não),2.25,1.19,1.09,1X,12.0,2X,"Segunda-feira, 31 Agosto 2020 13:08"
1,1598875432-21,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Montpellier
              
                Lyon",https://www.betano.pt/odds/montpellier-lyon/6345139/,Ligue 1,"Terça-feira, 15 Setembro 2020 20:00",Montpellier,Lyon,3.25,3.15,2.2,1.87,1.63,Mais de2.5,1.27,2.76,Mais de1.5,3.1,1.21,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.60,1.26,1.30,1X,12.0,2X,"Segunda-feira, 31 Agosto 2020 13:03"
2,1598876037-85,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"West Brom
              
                Leicester",https://www.betano.pt/odds/west-brom-leicester/6282780/,Premier League,"Domingo, 13 Setembro 2020 14:00",West Brom,Leicester,3.6,3.4,1.95,1.72,1.83,Mais de2.5,1.22,3.2,Mais de1.5,2.72,1.31,Mais de3.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),1.72,1.25,1.25,1X,12.0,2X,"Segunda-feira, 31 Agosto 2020 13:11"
3,1598875878-68,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"CD Nacional Madeira
              
                Boavista FC",https://www.betano.pt/odds/cd-nacional-madeira-boavista-fc/6361733/,Primeira Liga,"Segunda-feira, 21 Setembro 2020 20:00",CD Nacional Madeira,Boavista FC,2.58,3.15,2.68,2.13,1.5,Mais de2.5,1.36,2.54,Mais de1.5,3.8,1.15,Mais de3.5,1.85,1.7,Ambas Equipas Marcam (Sim/Não),1.42,1.28,1.44,1X,12.0,2X,"Segunda-feira, 31 Agosto 2020 13:09"
4,1598875623-42,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Birmingham
              
                Brentford FC",https://www.betano.pt/odds/birmingham-brentford-fc/6292083/,Championship,"Sábado, 12 Setembro 2020 12:30",Birmingham,Brentford FC,3.85,3.35,1.91,1.8,1.67,Mais de2.5,1.25,2.86,Mais de1.5,2.96,1.23,Mais de3.5,1.67,1.8,Ambas Equipas Marcam (Sim/Não),1.80,1.23,1.22,1X,12.0,2X,"Segunda-feira, 31 Agosto 2020 13:05"
5,1598876002-81,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Everton
              
                West Brom",https://www.betano.pt/odds/everton-west-brom/6283413/,Premier League,"Sábado, 19 Setembro 2020 12:30",Everton,West Brom,1.57,3.9,5.2,1.57,2.02,Mais de2.5,1.17,3.65,Mais de1.5,2.4,1.4,Mais de3.5,1.61,1.95,Ambas Equipas Marcam (Sim/Não),1.12,1.19,2.25,1X,12.0,2X,"Segunda-feira, 31 Agosto 2020 13:11"
6,1598875930-73,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Chelsea
              
                Liverpool",https://www.betano.pt/odds/chelsea-liverpool/6283412/,Premier League,"Domingo, 20 Setembro 2020 16:30",Chelsea,Liverpool,3.25,3.3,2.13,1.57,2.02,Mais de2.5,1.17,3.6,Mais de1.5,2.4,1.4,Mais de3.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.63,1.25,1.30,1X,12.0,2X,"Segunda-feira, 31 Agosto 2020 13:11"
7,1598875896-70,https://www.betano.pt/sport/futebol/eua/mls/195161/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Segunda-feira, 31 Agosto 2020 13:11"
8,1598875737-53,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Dinamo Moscovo
              
                Rubin Kazan",https://www.betano.pt/odds/dinamo-moscovo-rubin-kazan/6232016/,Premier Liga,"Domingo, 13 Setembro 2020 15:00",Dinamo Moscovo,Rubin Kazan,2.2,3.0,3.4,2.1,1.47,Mais de2.5,1.35,2.4,Mais de1.5,3.55,1.14,Mais de3.5,1.78,1.67,Ambas Equipas Marcam (Sim/Não),1.27,1.28,1.57,1X,12.0,2X,"Segunda-feira, 31 Agosto 2020 13:08"
9,1598875966-77,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Manchester United
              
                Crystal Palace FC",https://www.betano.pt/odds/manchester-united-crystal-palace-fc/6283417/,Premier League,"Sábado, 19 Setembro 2020 17:30",Manchester United,Crystal Palace FC,1.21,5.85,12.0,2.14,1.5,Mais de3.5,1.12,4.2,Mais de1.5,1.45,2.25,Mais de2.5,1.95,1.63,Ambas Equipas Marcam (Sim/Não),1.02,1.11,3.95,1X,12.0,2X,"Segunda-feira, 31 Agosto 2020 13:11"
