,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1599828700-15,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Twente Enschede
              
                Fortuna Sittard",https://www.betano.pt/odds/fc-twente-enschede-fortuna-sittard/6225475/,Eredivisie,"Sábado, 12 Setembro 2020 20:00",FC Twente Enschede,Fortuna Sittard,1.85,3.65,3.75,1.60,1.91,Mais de2.5,1.17,3.4,Mais de1.5,2.45,1.35,Mais de3.5,1.53,2.02,Ambas Equipas Marcam (Sim/Não),1.23,1.2,1.85,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:49"
1,1599828620-6,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"PSV Eindhoven
              
                FC Emmen",https://www.betano.pt/odds/psv-eindhoven-fc-emmen/6294228/,Eredivisie,"Sábado, 19 Setembro 2020 19:00",PSV Eindhoven,FC Emmen,1.17,6.2,15.5,-,3.0,1X,,,,,,,,,,,,,,,,"Sexta-feira, 11 Setembro 2020 13:49"
2,1599828645-9,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"VVV Venlo
              
                FC Utrecht",https://www.betano.pt/odds/vvv-venlo-fc-utrecht/6277784/,Eredivisie,"Sexta-feira, 18 Setembro 2020 19:00",VVV Venlo,FC Utrecht,4.1,3.7,1.78,1.83,1.16,1X,,,,,,,,,,,,,,,,"Sexta-feira, 11 Setembro 2020 13:49"
3,1599828710-16,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Zwolle
              
                Feyenoord",https://www.betano.pt/odds/fc-zwolle-feyenoord/6224287/,Eredivisie,"Sábado, 12 Setembro 2020 19:00",PEC Zwolle,Feyenoord,4.15,3.9,1.72,1.47,2.1,Mais de2.5,1.13,3.8,Mais de1.5,2.2,1.44,Mais de3.5,1.47,2.11,Ambas Equipas Marcam (Sim/Não),2.0,1.17,1.19,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:49"
4,1599828578-1,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Ajax
              
                RKC Waalwijk",https://www.betano.pt/odds/ajax-rkc-waalwijk/6287343/,Eredivisie,"Domingo, 20 Setembro 2020 15:45",Ajax,RKC Waalwijk,1.05,12.25,22.0,-,4.7,1X,,,,,,,,,,,,,,,,"Sexta-feira, 11 Setembro 2020 13:49"
5,1599828691-14,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Emmen
              
                VVV Venlo",https://www.betano.pt/odds/fc-emmen-vvv-venlo/6230790/,Eredivisie,"Domingo, 13 Setembro 2020 11:15",FC Emmen,VVV Venlo,1.88,3.55,3.75,1.67,1.8,Mais de2.5,1.2,3.15,Mais de1.5,2.67,1.28,Mais de3.5,1.6,1.91,Ambas Equipas Marcam (Sim/Não),1.22,1.21,1.83,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:49"
6,1599828628-7,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Vitesse
              
                Sparta Rotterdam",https://www.betano.pt/odds/vitesse-sparta-rotterdam/6285829/,Eredivisie,"Sábado, 19 Setembro 2020 17:45",Vitesse,Sparta Rotterdam,1.53,4.15,5.45,1.08,2.2,1X,,,,,,,,,,,,,,,,"Sexta-feira, 11 Setembro 2020 13:49"
7,1599828673-12,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Heracles Almelo
              
                Den Haag",https://www.betano.pt/odds/heracles-almelo-den-haag/6231582/,Eredivisie,"Domingo, 13 Setembro 2020 13:30",Heracles Almelo,Den Haag,1.75,3.75,4.15,1.57,1.95,Mais de2.5,1.16,3.45,Mais de1.5,2.45,1.35,Mais de3.5,1.57,1.95,Ambas Equipas Marcam (Sim/Não),1.19,1.18,1.95,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:49"
8,1599828682-13,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Sparta Rotterdam
              
                Ajax",https://www.betano.pt/odds/sparta-rotterdam-ajax/6231581/,Eredivisie,"Domingo, 13 Setembro 2020 13:30",Sparta Rotterdam,Ajax,9.0,6.2,1.24,1.63,1.87,Mais de3.5,1.03,5.6,Mais de1.5,1.23,2.96,Mais de2.5,1.53,2.04,Ambas Equipas Marcam (Sim/Não),3.65,1.1,1.03,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:49"
9,1599828654-10,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Groningen
              
                PSV Eindhoven",https://www.betano.pt/odds/fc-groningen-psv-eindhoven/6232332/,Eredivisie,"Domingo, 13 Setembro 2020 15:45",FC Groningen,PSV Eindhoven,3.35,3.3,2.1,1.80,1.67,Mais de2.5,1.25,2.86,Mais de1.5,2.96,1.23,Mais de3.5,1.65,1.85,Ambas Equipas Marcam (Sim/Não),1.65,1.24,1.28,1X,12.0,2X,"Sexta-feira, 11 Setembro 2020 13:49"
