,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1595945537-74,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Sampdoria
              
                AC Milão",https://www.betano.pt/odds/sampdoria-ac-milao/6068699/,Série A,"Quarta-feira, 29 Julho 2020 18:30",Sampdoria,AC Milão,5.05,4.0,1.57,1.53,2.1,Mais de2.5,1.15,3.8,Mais de1.5,2.3,1.44,Mais de3.5,1.55,2.05,Ambas Equipas Marcam (Sim/Não),2.20,1.18,1.14,1X,12,2X,"Terça-feira, 28 Julho 2020 15:11"
1,1595945268-45,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Hibernian FC
              
                Kilmarnock FC",https://www.betano.pt/odds/hibernian-fc-kilmarnock-fc/5906396/,Premiership,"Sábado, 1 Agosto 2020 15:00",Hibernian FC,Kilmarnock FC,2.05,3.35,3.35,1.85,1.65,Mais de2.5,1.26,2.8,Mais de1.5,3.1,1.21,Mais de3.5,1.67,1.8,Ambas Equipas Marcam (Sim/Não),1.28,1.24,1.67,1X,12,2X,"Terça-feira, 28 Julho 2020 15:07"
2,1595945398-59,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Bayern Munique
              
                Chelsea
                         
            Primeira mão: 3-0",https://www.betano.pt/odds/bayern-munique-chelsea/5916353/,Liga dos Campeões - Jogos,"Sábado, 8 Agosto 2020 20:00",Bayern Munique,Chelsea,1.55,4.25,5.1,-,34.0,Bayern Munique,,,,,,,-,6.95,Total de Golos Mais/Menos (alternativas),1.45,2.65,6.95,Bayern Munique,Chelsea,Sem Golos,"Terça-feira, 28 Julho 2020 15:09"
3,1595945382-57,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"RB Leipzig
              
                Atlético de Madrid
                         
            Em local neutro",https://www.betano.pt/odds/rb-leipzig-atletico-de-madrid/5924209/,Liga dos Campeões - Jogos,"Quinta-feira, 13 Agosto 2020 20:00",RB Leipzig,Atlético de Madrid,3.25,3.15,2.2,2.11,1.55,RB Leipzig,,,,,,,1.04,5.95,Total de Golos Mais/Menos (alternativas),2.25,1.83,5.95,RB Leipzig,Atlético de Madrid,Sem Golos,"Terça-feira, 28 Julho 2020 15:09"
4,1595945415-61,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Manchester City
              
                Real Madrid
                         
            Primeira mão: 2-1",https://www.betano.pt/odds/manchester-city-real-madrid/5916498/,Liga dos Campeões - Jogos,"Sexta-feira, 7 Agosto 2020 20:00",Manchester City,Real Madrid,1.67,4.2,4.05,1.09,4.9,Manchester City,,,,,,,-,7.05,Total de Golos Mais/Menos (alternativas),1.53,2.35,7.05,Manchester City,Real Madrid,Sem Golos,"Terça-feira, 28 Julho 2020 15:09"
5,1595945513-71,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Hellas Verona
              
                Spal",https://www.betano.pt/odds/hellas-verona-spal/6068702/,Série A,"Quarta-feira, 29 Julho 2020 18:30",Hellas Verona,Spal,1.5,4.35,5.4,1.53,2.1,Mais de2.5,1.14,3.9,Mais de1.5,2.37,1.42,Mais de3.5,1.65,1.91,Ambas Equipas Marcam (Sim/Não),1.12,1.15,2.4,1X,12,2X,"Terça-feira, 28 Julho 2020 15:11"
6,1595945553-76,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Inter de Milão
              
                Nápoles
                SO",https://www.betano.pt/odds/inter-de-milao-napoles/6068693/,Série A,"Terça-feira, 28 Julho 2020 20:45",Inter de Milão,Nápoles,2.13,3.88,3.63,1.63,2.0,Mais de2.5,1.2,3.75,Mais de1.5,2.6,1.4,Mais de3.5,1.50,2.13,Ambas Equipas Marcam (Sim/Não),1.28,1.23,1.7,1X,12,2X,"Terça-feira, 28 Julho 2020 15:11"
7,1595945366-56,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"FC Copenhagen
              
                Istanbul Basaksehir
                         
            Primeira mão: 0-1",https://www.betano.pt/odds/fc-copenhagen-istanbul-basaksehir/5916196/,Liga Europa - Jogos,"Quarta-feira, 5 Agosto 2020 17:55",FC Copenhagen,Istanbul Basaksehir,2.2,3.2,3.15,3.50,1.2,FC Copenhagen,,,,,,,1.03,6.25,Total de Golos Mais/Menos (alternativas),1.83,2.2,6.25,FC Copenhagen,Istanbul Basaksehir,Sem Golos,"Terça-feira, 28 Julho 2020 15:08"
8,1595945325-51,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Sevilha
              
                AS Roma
                         
            Em local neutro",https://www.betano.pt/odds/sevilha-as-roma/5916298/,Liga Europa - Jogos,"Quinta-feira, 6 Agosto 2020 17:55",Sevilha,AS Roma,2.15,3.2,3.3,1.53,2.15,Sevilha,,,,,,,1.03,6.3,Total de Golos Mais/Menos (alternativas),1.78,2.3,6.3,Sevilha,AS Roma,Sem Golos,"Terça-feira, 28 Julho 2020 15:08"
9,1595945358-55,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Shakhtar Donetsk
              
                Wolfsburgo
                         
            Primeira mão: 2-1",https://www.betano.pt/odds/shakhtar-donetsk-wolfsburgo/5916255/,Liga Europa - Jogos,"Quarta-feira, 5 Agosto 2020 17:55",Shakhtar Donetsk,Wolfsburgo,2.4,3.4,2.7,1.15,3.95,Shakhtar Donetsk,,,,,,,1.02,6.65,Total de Golos Mais/Menos (alternativas),1.90,2.02,6.65,Shakhtar Donetsk,Wolfsburgo,Sem Golos,"Terça-feira, 28 Julho 2020 15:08"
