web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
1603400459-106,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Real Valladolid
              
                Alavés",https://www.betano.pt/odds/real-valladolid-alaves/6711919/,LaLiga,"Domingo, 25 Outubro 2020 11:00",Real Valladolid,Alavés,2.3,2.82,3.45,1.57,2.02,Mais de1.5,2.76,1.3,Mais de2.5,5.3,1.06,Mais de3.5,2.2,1.47,Ambas Equipas Marcam (Sim/Não),1.27,1.33,1.53,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:58",
1603399781-34,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Bayern Munique
              
                Eintracht Frankfurt",https://www.betano.pt/odds/bayern-munique-eintracht-frankfurt/6700528/,Bundesliga,"Sábado, 24 Outubro 2020 14:30",Bayern Munique,Eintracht Frankfurt,1.21,6.6,10.0,2.10,1.53,Mais de4.5,1.03,6.4,Mais de1.5,1.18,3.55,Mais de2.5,1.45,2.25,Ambas Equipas Marcam (Sim/Não),1.03,1.09,4.0,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:47",
1603400166-76,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Bristol City
              
                Swansea City",https://www.betano.pt/odds/bristol-city-swansea-city/6604619/,Championship,"Sábado, 24 Outubro 2020 15:00",Bristol City,Swansea City,2.54,3.15,2.72,1.91,1.6,Mais de2.5,1.28,2.68,Mais de1.5,3.25,1.19,Mais de3.5,1.67,1.8,Ambas Equipas Marcam (Sim/Não),1.40,1.26,1.45,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:52",
1603400624-123,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Nápoles
              
                Sassuolo",https://www.betano.pt/odds/napoles-sassuolo/6850078/,Série A,"Domingo, 1 Novembro 2020 17:00",Nápoles,Sassuolo,1.53,4.35,5.0,1.90,1.65,Mais de3.5,1.09,4.75,Mais de1.5,1.35,2.56,Mais de2.5,1.42,2.35,Ambas Equipas Marcam (Sim/Não),1.14,1.15,2.33,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:03",
1603400651-126,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Bolonha
              
                Cagliari",https://www.betano.pt/odds/bolonha-cagliari/6850073/,Série A,"Sábado, 31 Outubro 2020 19:45",Bolonha,Cagliari,2.02,3.6,3.25,1.55,2.05,Mais de2.5,1.15,3.8,Mais de1.5,2.35,1.42,Mais de3.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.30,1.22,1.7,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:03",
1603400793-141,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Newcastle
              
                Everton",https://www.betano.pt/odds/newcastle-everton/6457868/,Premier League,"Domingo, 1 Novembro 2020 14:00",Newcastle,Everton,3.85,3.65,1.83,1.72,1.83,Mais de2.5,1.22,3.25,Mais de1.5,2.8,1.3,Mais de3.5,1.65,1.91,Ambas Equipas Marcam (Sim/Não),1.87,1.21,1.22,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:05",
1603400360-95,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Celta de Vigo
              
                Real Sociedad",https://www.betano.pt/odds/celta-de-vigo-real-sociedad/6828739/,LaLiga,"Domingo, 1 Novembro 2020 15:00",Celta de Vigo,Real Sociedad,2.78,3.05,2.54,2.00,1.6,Mais de2.5,1.32,2.67,Mais de1.5,3.45,1.19,Mais de3.5,1.75,1.8,Ambas Equipas Marcam (Sim/Não),1.45,1.3,1.38,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:58",
1603400802-142,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Aston Villa
              
                Southampton",https://www.betano.pt/odds/aston-villa-southampton/6457870/,Premier League,"Domingo, 1 Novembro 2020 12:00",Aston Villa,Southampton,2.4,3.45,2.67,1.67,1.88,Mais de2.5,1.20,3.35,Mais de1.5,2.64,1.33,Mais de3.5,1.55,2.05,Ambas Equipas Marcam (Sim/Não),1.42,1.24,1.5,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:05",
1603400555-116,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Moreirense FC
              
                CS Marítimo",https://www.betano.pt/odds/moreirense-fc-cs-maritimo/6820089/,Primeira Liga,"Domingo, 25 Outubro 2020 15:00",Moreirense FC,CS Marítimo,2.63,2.92,2.8,2.00,1.55,Mais de2.5,1.31,2.58,Mais de1.5,3.35,1.17,Mais de3.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),1.38,1.31,1.42,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:01",
1603400413-101,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Eibar
              
                Cádiz CF",https://www.betano.pt/odds/eibar-cadiz-cf/6828735/,LaLiga,"Sexta-feira, 30 Outubro 2020 20:00",Eibar,Cádiz CF,2.2,2.94,3.5,1.45,2.25,Mais de1.5,2.37,1.42,Mais de2.5,4.35,1.11,Mais de3.5,2.0,1.6,Ambas Equipas Marcam (Sim/Não),1.26,1.32,1.6,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:58",
1603399592-14,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"SC Heerenveen
              
                FC Emmen",https://www.betano.pt/odds/sc-heerenveen-fc-emmen/6607891/,Eredivisie,"Sábado, 24 Outubro 2020 20:00",SC Heerenveen,FC Emmen,1.72,3.95,4.1,1.47,2.13,Mais de2.5,1.12,3.85,Mais de1.5,2.2,1.44,Mais de3.5,1.47,2.13,Ambas Equipas Marcam (Sim/Não),1.19,1.17,2.0,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:44",
1603400387-98,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"CA Osasuna
              
                Atlético de Madrid",https://www.betano.pt/odds/ca-osasuna-atletico-de-madrid/6828736/,LaLiga,"Sábado, 31 Outubro 2020 17:30",CA Osasuna,Atlético de Madrid,4.75,3.35,1.75,2.15,1.5,Mais de2.5,1.36,2.5,Mais de1.5,3.85,1.15,Mais de3.5,2.02,1.57,Ambas Equipas Marcam (Sim/Não),1.95,1.25,1.15,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:58",
1603400209-80,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Aberdeen FC
              
                Celtic",https://www.betano.pt/odds/aberdeen-fc-celtic/6604817/,Premiership,"Domingo, 25 Outubro 2020 12:00",Aberdeen FC,Celtic,5.85,3.55,1.6,1.78,1.7,Mais de2.5,1.24,2.92,Mais de1.5,2.9,1.24,Mais de3.5,1.78,1.7,Ambas Equipas Marcam (Sim/Não),2.20,1.21,1.1,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:56",
1603399554-10,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Sparta Rotterdam
              
                Heracles Almelo",https://www.betano.pt/odds/sparta-rotterdam-heracles-almelo/6616595/,Eredivisie,"Domingo, 25 Outubro 2020 15:45",Sparta Rotterdam,Heracles Almelo,2.05,3.55,3.2,1.57,1.95,Mais de2.5,1.16,3.45,Mais de1.5,2.4,1.36,Mais de3.5,1.47,2.13,Ambas Equipas Marcam (Sim/Não),1.31,1.21,1.67,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:44",
1603400740-136,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Sassuolo
              
                Torino",https://www.betano.pt/odds/sassuolo-torino/6797414/,Série A,"Sexta-feira, 23 Outubro 2020 19:45",Sassuolo,Torino,1.55,4.33,4.85,2.00,1.6,Mais de3.5,1.10,4.6,Mais de1.5,1.38,2.45,Mais de2.5,1.45,2.25,Ambas Equipas Marcam (Sim/Não),1.14,1.15,2.3,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:03",
1603400766-138,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Fulham
              
                West Brom",https://www.betano.pt/odds/fulham-west-brom/6493643/,Premier League,"Segunda-feira, 2 Novembro 2020 17:30",Fulham,West Brom,2.4,3.25,2.8,1.85,1.7,Mais de2.5,1.27,2.92,Mais de1.5,3.1,1.24,Mais de3.5,1.65,1.9,Ambas Equipas Marcam (Sim/Não),1.38,1.27,1.5,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:05",
1603400280-87,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Ural Sverdlovskaya Oblast
              
                Tambov",https://www.betano.pt/odds/ural-sverdlovskaya-oblast-tambov/6615683/,Premier Liga,"Domingo, 25 Outubro 2020 11:00",Ural Sverdlovskaya Oblast,Tambov,2.1,3.2,3.5,2.10,1.47,Mais de2.5,1.35,2.4,Mais de1.5,3.65,1.13,Mais de3.5,1.85,1.61,Ambas Equipas Marcam (Sim/Não),1.26,1.26,1.67,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:57",
1603400333-92,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Villarreal
              
                Real Valladolid",https://www.betano.pt/odds/villarreal-real-valladolid/6828741/,LaLiga,"Segunda-feira, 2 Novembro 2020 20:00",Villarreal,Real Valladolid,1.55,3.95,5.45,1.80,1.75,Mais de2.5,1.24,3.1,Mais de1.5,2.98,1.26,Mais de3.5,1.85,1.7,Ambas Equipas Marcam (Sim/Não),1.12,1.19,2.3,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:58",
1603400784-140,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Manchester United
              
                Arsenal",https://www.betano.pt/odds/manchester-united-arsenal/6422372/,Premier League,"Domingo, 1 Novembro 2020 16:30",Manchester United,Arsenal,2.05,3.55,3.2,1.57,2.02,Mais de2.5,1.17,3.6,Mais de1.5,2.45,1.38,Mais de3.5,1.5,2.18,Ambas Equipas Marcam (Sim/Não),1.31,1.23,1.67,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:05",
1603399673-22,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Arminia Bielefeld
              
                Borussia Dortmund",https://www.betano.pt/odds/arminia-bielefeld-borussia-dortmund/6710248/,Bundesliga,"Sábado, 31 Outubro 2020 14:30",Arminia Bielefeld,Borussia Dortmund,6.5,4.45,1.42,1.50,2.19,Mais de2.5,1.14,4.0,Mais de1.5,2.2,1.47,Mais de3.5,1.63,1.95,Ambas Equipas Marcam (Sim/Não),2.63,1.14,1.08,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:47",
1603399762-32,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"RB Leipzig
              
                Hertha Berlin",https://www.betano.pt/odds/rb-leipzig-hertha-berlin/6700530/,Bundesliga,"Sábado, 24 Outubro 2020 14:30",RB Leipzig,Hertha Berlin,1.44,4.5,6.1,1.88,1.67,Mais de3.5,1.09,4.75,Mais de1.5,1.35,2.56,Mais de2.5,1.45,2.25,Ambas Equipas Marcam (Sim/Não),1.09,1.14,2.58,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:47",
1603399528-7,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Groningen
              
                VVV Venlo",https://www.betano.pt/odds/fc-groningen-vvv-venlo/6677230/,Eredivisie,"Sábado, 31 Outubro 2020 19:00",FC Groningen,VVV Venlo,1.63,3.85,4.8,1.11,2.02,1X,,,,,,,,,,,,,,,,"Quinta-feira, 22 Outubro 2020 21:44",
1603400298-89,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Lokomotiv Moscovo
              
                Rotor Volgograd",https://www.betano.pt/odds/lokomotiv-moscovo-rotor-volgograd/6615678/,Premier Liga,"Sábado, 24 Outubro 2020 17:00",Lokomotiv Moscovo,Rotor Volgograd,1.53,3.8,6.05,2.05,1.5,Mais de2.5,1.32,2.5,Mais de1.5,3.55,1.14,Mais de3.5,2.12,1.45,Ambas Equipas Marcam (Sim/Não),1.09,1.18,2.33,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:57",
1603400828-145,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Sheffield United
              
                Manchester City",https://www.betano.pt/odds/sheffield-united-manchester-city/6457847/,Premier League,"Sábado, 31 Outubro 2020 12:30",Sheffield United,Manchester City,10.0,5.55,1.25,1.91,1.65,Mais de3.5,1.09,4.7,Mais de1.5,1.36,2.52,Mais de2.5,1.7,1.85,Ambas Equipas Marcam (Sim/Não),3.55,1.12,1.03,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:05",
1603399537-8,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Ajax
              
                Fortuna Sittard",https://www.betano.pt/odds/ajax-fortuna-sittard/6676603/,Eredivisie,"Sábado, 31 Outubro 2020 19:00",Ajax,Fortuna Sittard,1.05,11.0,27.0,-,4.75,1X,,,,,,,,,,,,,,,,"Quinta-feira, 22 Outubro 2020 21:44",
1603400236-83,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"FC St Johnstone
              
                Dundee United",https://www.betano.pt/odds/fc-st-johnstone-dundee-united/6604788/,Premiership,"Sábado, 24 Outubro 2020 15:00",FC St Johnstone,Dundee United,1.91,3.35,3.85,1.95,1.57,Mais de2.5,1.28,2.67,Mais de1.5,3.3,1.18,Mais de3.5,1.78,1.7,Ambas Equipas Marcam (Sim/Não),1.22,1.23,1.78,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:56",
1603400093-68,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Sheffield Wednesday
              
                Luton Town",https://www.betano.pt/odds/sheffield-wednesday-luton-town/6604630/,Championship,"Sábado, 24 Outubro 2020 15:00",Sheffield Wednesday,Luton Town,1.83,3.4,4.2,1.95,1.57,Mais de2.5,1.30,2.62,Mais de1.5,3.4,1.17,Mais de3.5,1.83,1.65,Ambas Equipas Marcam (Sim/Não),1.19,1.23,1.87,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:52",
1603400102-69,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Reading
              
                Rotherham",https://www.betano.pt/odds/reading-rotherham/6604627/,Championship,"Sábado, 24 Outubro 2020 15:00",Reading,Rotherham,2.02,3.2,3.65,1.95,1.57,Mais de2.5,1.30,2.63,Mais de1.5,3.3,1.18,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.24,1.25,1.7,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:52",
1603400899-153,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Manchester United
              
                Chelsea",https://www.betano.pt/odds/manchester-united-chelsea/6458229/,Premier League,"Sábado, 24 Outubro 2020 17:30",Manchester United,Chelsea,2.37,3.4,2.74,1.55,2.05,Mais de2.5,1.16,3.7,Mais de1.5,2.35,1.42,Mais de3.5,1.45,2.25,Ambas Equipas Marcam (Sim/Não),1.40,1.24,1.5,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:05",
1603400148-74,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Coventry City
              
                Blackburn Rovers",https://www.betano.pt/odds/coventry-city-blackburn-rovers/6604621/,Championship,"Sábado, 24 Outubro 2020 15:00",Coventry City,Blackburn Rovers,3.1,3.2,2.25,1.78,1.7,Mais de2.5,1.24,2.9,Mais de1.5,2.9,1.24,Mais de3.5,1.6,1.9,Ambas Equipas Marcam (Sim/Não),1.57,1.26,1.32,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:52",
1603400669-128,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Juventus
              
                Hellas Verona",https://www.betano.pt/odds/juventus-hellas-verona/6797422/,Série A,"Domingo, 25 Outubro 2020 19:45",Juventus,Hellas Verona,1.38,4.65,7.4,1.63,1.95,Mais de2.5,1.18,3.55,Mais de1.5,2.54,1.36,Mais de3.5,1.87,1.67,Ambas Equipas Marcam (Sim/Não),1.05,1.13,2.86,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:03",
1603400130-72,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Millwall FC
              
                Barnsley FC",https://www.betano.pt/odds/millwall-fc-barnsley-fc/6604624/,Championship,"Sábado, 24 Outubro 2020 15:00",Millwall FC,Barnsley FC,2.0,3.35,3.55,1.91,1.6,Mais de2.5,1.28,2.7,Mais de1.5,3.3,1.18,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.25,1.23,1.72,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:52",
1603400157-75,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Cardiff
              
                Middlesbrough",https://www.betano.pt/odds/cardiff-middlesbrough/6604620/,Championship,"Sábado, 24 Outubro 2020 15:00",Cardiff,Middlesbrough,2.35,3.1,3.0,2.05,1.5,Mais de2.5,1.35,2.45,Mais de1.5,3.65,1.14,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.33,1.27,1.53,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:52",
1603400218-81,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Motherwell FC
              
                Ross County",https://www.betano.pt/odds/motherwell-fc-ross-county/6604834/,Premiership,"Sábado, 24 Outubro 2020 15:00",Motherwell FC,Ross County,1.8,3.75,3.85,1.75,1.72,Mais de2.5,1.22,3.05,Mais de1.5,2.9,1.24,Mais de3.5,1.67,1.8,Ambas Equipas Marcam (Sim/Não),1.22,1.19,1.88,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:56",
1603399709-26,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"FC Schalke 04
              
                Estugarda",https://www.betano.pt/odds/fc-schalke-04-estugarda/6710244/,Bundesliga,"Sexta-feira, 30 Outubro 2020 19:30",FC Schalke 04,Estugarda,2.92,3.4,2.25,1.65,1.9,Mais de2.5,1.20,3.35,Mais de1.5,2.62,1.33,Mais de3.5,1.53,2.1,Ambas Equipas Marcam (Sim/Não),1.55,1.25,1.35,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:47",
1603399917-49,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Bordéus
              
                Nimes",https://www.betano.pt/odds/bordeus-nimes/6618966/,Ligue 1,"Domingo, 25 Outubro 2020 14:00",Bordéus,Nimes,1.91,3.4,3.8,1.90,1.6,Mais de2.5,1.27,2.74,Mais de1.5,3.25,1.19,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.23,1.23,1.78,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:49",
1603400183-78,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Nottingham Forest
              
                Derby County",https://www.betano.pt/odds/nottingham-forest-derby-county/6597600/,Championship,"Sexta-feira, 23 Outubro 2020 19:45",Nottingham Forest,Derby County,1.95,3.2,3.95,2.05,1.5,Mais de2.5,1.33,2.5,Mais de1.5,3.55,1.15,Mais de3.5,1.83,1.65,Ambas Equipas Marcam (Sim/Não),1.21,1.26,1.78,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:52",
1603400882-151,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Southampton
              
                Everton",https://www.betano.pt/odds/southampton-everton/6458250/,Premier League,"Domingo, 25 Outubro 2020 14:00",Southampton,Everton,2.67,3.3,2.5,1.67,1.88,Mais de2.5,1.21,3.3,Mais de1.5,2.63,1.33,Mais de3.5,1.53,2.1,Ambas Equipas Marcam (Sim/Não),1.47,1.25,1.42,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 22:05",
1603399997-57,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Luton Town
              
                Nottingham Forest",https://www.betano.pt/odds/luton-town-nottingham-forest/6647232/,Championship,"Quarta-feira, 28 Outubro 2020 19:45",Luton Town,Nottingham Forest,3.15,3.15,2.25,1.95,1.57,Mais de2.5,1.31,2.6,Mais de1.5,3.3,1.18,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.55,1.27,1.31,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:52",
1603399909-48,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Stade Brestois 29
              
                Estrasburgo",https://www.betano.pt/odds/stade-brestois-29-estrasburgo/6618967/,Ligue 1,"Domingo, 25 Outubro 2020 14:00",Stade Brestois 29,Estrasburgo,2.18,3.45,3.0,1.72,1.75,Mais de2.5,1.21,3.1,Mais de1.5,2.84,1.25,Mais de3.5,1.61,1.9,Ambas Equipas Marcam (Sim/Não),1.33,1.22,1.61,1X,12.0,2X,"Quinta-feira, 22 Outubro 2020 21:49",
1603399841-40,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Stade Reims
              
                Estrasburgo",https://www.betano.pt/odds/stade-reims-estrasburgo/6686763/,Ligue 1,"Domingo, 1 Novembro 2020 14:00",Stade Reims,Estrasburgo,2.05,3.25,3.5,1.21,1.6,1X,,,,,,,,,,,,,,,,"Quinta-feira, 22 Outubro 2020 21:49",
1603399495-3,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Emmen
              
                Feyenoord",https://www.betano.pt/odds/fc-emmen-feyenoord/6685631/,Eredivisie,"Domingo, 1 Novembro 2020 13:30",FC Emmen,Feyenoord,5.25,4.25,1.53,2.20,1.09,1X,,,,,,,,,,,,,,,,"Quinta-feira, 22 Outubro 2020 21:44",
