,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1601149369-129,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Génova
              
                Torino",https://www.betano.pt/odds/genova-torino/6595027/,Série A,"Sábado, 3 Outubro 2020 17:00",Génova,Torino,2.45,3.15,2.84,1.78,1.75,Mais de2.5,1.24,3.1,Mais de1.5,2.86,1.28,Mais de3.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),1.38,1.28,1.47,1X,12.0,2X,"Sábado, 26 Setembro 2020 20:41"
1,1601149203-109,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"CD Nacional Madeira
              
                Belenenses SAD",https://www.betano.pt/odds/cd-nacional-madeira-belenenses-sad/6568907/,Primeira Liga,"Domingo, 4 Outubro 2020 15:30",CD Nacional Madeira,Belenenses SAD,2.4,3.1,2.92,2.02,1.53,Mais de2.5,1.32,2.54,Mais de1.5,3.45,1.16,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.36,1.27,1.5,1X,12.0,2X,"Sábado, 26 Setembro 2020 20:39"
2,1601149430-137,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"FC Crotone
              
                AC Milão",https://www.betano.pt/odds/fc-crotone-ac-milao/6470823/,Série A,"Domingo, 27 Setembro 2020 17:00",FC Crotone,AC Milão,5.3,4.2,1.53,1.57,2.02,Mais de2.5,1.16,3.7,Mais de1.5,2.45,1.38,Mais de3.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),2.33,1.17,1.12,1X,12.0,2X,"Sábado, 26 Setembro 2020 20:41"
3,1601148594-36,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"PSG
              
                Angers",https://www.betano.pt/odds/psg-angers/6422096/,Ligue 1,"Sexta-feira, 2 Outubro 2020 20:00",PSG,Angers,1.19,6.15,12.6,1.91,1.6,Mais de3.5,1.08,4.45,Mais de1.5,1.36,2.4,Mais de2.5,1.83,1.65,Ambas Equipas Marcam (Sim/Não),1.02,1.09,4.1,1X,12.0,2X,"Sábado, 26 Setembro 2020 20:28"
4,1601148974-82,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Rotor Volgograd
              
                Rubin Kazan",https://www.betano.pt/odds/rotor-volgograd-rubin-kazan/6357059/,Premier Liga,"Domingo, 27 Setembro 2020 17:00",Rotor Volgograd,Rubin Kazan,6.05,3.85,1.53,1.91,1.57,Mais de2.5,1.28,2.66,Mais de1.5,3.2,1.18,Mais de3.5,2.0,1.53,Ambas Equipas Marcam (Sim/Não),2.37,1.17,1.09,1X,12.0,2X,"Sábado, 26 Setembro 2020 20:34"
5,1601148839-67,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Norwich City
              
                Derby County",https://www.betano.pt/odds/norwich-city-derby-county/6411301/,Championship,"Sábado, 3 Outubro 2020 12:30",Norwich City,Derby County,1.75,3.8,4.0,1.65,1.83,Mais de2.5,1.18,3.3,Mais de1.5,2.65,1.3,Mais de3.5,1.61,1.88,Ambas Equipas Marcam (Sim/Não),1.20,1.18,1.95,1X,12.0,2X,"Sábado, 26 Setembro 2020 20:30"
6,1601149044-90,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Celta de Vigo
              
                Barcelona",https://www.betano.pt/odds/celta-de-vigo-barcelona/6567451/,LaLiga,"Quinta-feira, 1 Outubro 2020 20:30",Celta de Vigo,Barcelona,5.4,3.95,1.55,1.55,2.05,Mais de2.5,1.16,3.75,Mais de1.5,2.35,1.42,Mais de3.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),2.25,1.18,1.12,1X,12.0,2X,"Sábado, 26 Setembro 2020 20:36"
7,1601148824-65,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Middlesbrough
              
                Barnsley FC",https://www.betano.pt/odds/middlesbrough-barnsley-fc/6411298/,Championship,"Sábado, 3 Outubro 2020 15:00",Middlesbrough,Barnsley FC,2.25,3.2,3.1,1.91,1.6,Mais de2.5,1.28,2.7,Mais de1.5,3.25,1.19,Mais de3.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),1.32,1.25,1.57,1X,12.0,2X,"Sábado, 26 Setembro 2020 20:30"
8,1601148467-21,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Colónia
              
                Borussia Mönchengladbach",https://www.betano.pt/odds/colonia-borussia-monchengladbach/6562364/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Colónia,Borussia Mönchengladbach,3.55,3.65,1.91,1.53,2.1,Mais de2.5,1.16,3.75,Mais de1.5,2.33,1.42,Mais de3.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.78,1.21,1.26,1X,12.0,2X,"Sábado, 26 Setembro 2020 20:26"
9,1601148328-4,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Groningen
              
                Ajax",https://www.betano.pt/odds/fc-groningen-ajax/6418630/,Eredivisie,"Domingo, 4 Outubro 2020 11:15",FC Groningen,Ajax,6.8,4.8,1.38,2.58,1.04,1X,,,,,,,,,,,,,,,,"Sábado, 26 Setembro 2020 20:24"
10,1601149377-130,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Sassuolo
              
                FC Crotone",https://www.betano.pt/odds/sassuolo-fc-crotone/6595026/,Série A,"Sábado, 3 Outubro 2020 14:00",Sassuolo,FC Crotone,1.53,4.15,5.55,1.57,2.02,Mais de2.5,1.16,3.7,Mais de1.5,2.4,1.4,Mais de3.5,1.65,1.91,Ambas Equipas Marcam (Sim/Não),1.11,1.17,2.37,1X,12.0,2X,"Sábado, 26 Setembro 2020 20:41"
11,1601149187-107,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"SL Benfica
              
                SC Farense",https://www.betano.pt/odds/sl-benfica-sc-farense/6568911/,Primeira Liga,"Domingo, 4 Outubro 2020 18:30",SL Benfica,SC Farense,1.19,5.7,15.5,1.50,2.05,Mais de2.5,1.13,3.75,Mais de1.5,2.25,1.42,Mais de3.5,2.15,1.47,Ambas Equipas Marcam (Sim/Não),-,1.09,4.15,1X,12.0,2X,"Sábado, 26 Setembro 2020 20:39"
