AAD,ABS,ACCC,ACorn,AF,AOff,AP,APass,AR,AS,ASOT,AST,ASaves,AT,ATack,AY,Attendance,Date,FTAG,FTHG,GameID,HAD,HBS,HCCC,HCorn,HF,HOff,HP,HPass,HR,HS,HSOT,HST,HSaves,HT,HTack,HY,League
50,4,1,8,11,3,43.5,63.7,0,13,5,4,4,Getafe,47.4,4,,"8:00pm, Sunday 19th July 2020.",0,1,416007,50,2,4,6,10,4,56.5,74.3,0,14,7,5,4,Levante,50,2, Spanish La Liga
49.1,3,1,3,11,4,63.2,77.4,0,11,5,3,5,Atletico Madrid,72.2,2,,"8:00pm, Thursday 16th July 2020.",2,0,415996,50.9,2,0,4,14,2,36.8,62,1,16,8,6,1,Getafe,68.4,1, Spanish La Liga
51.1,2,0,3,9,0,57,83.8,0,10,5,3,2,Real Sociedad,70,2,,"8:00pm, Sunday 19th July 2020.",1,1,416003,48.9,0,1,2,16,2,43,78.3,0,6,3,3,3,Atletico Madrid,80,1, Spanish La Liga
45.7,1,1,3,11,0,64,82.1,0,10,6,3,2,Athletic Bilbao,69.2,2,,"8:00pm, Sunday 19th July 2020.",0,4,416005,54.3,2,3,2,9,3,36,68.5,0,11,3,6,3,Granada,45.5,1, Spanish La Liga
59.3,1,1,4,9,1,30.8,72.2,0,12,7,4,1,Eibar,66.7,0,,"5:30pm, Sunday 19th July 2020.",0,4,416012,40.7,3,6,4,4,3,69.2,90.3,0,12,4,5,3,Villarreal,36.4,0, Spanish La Liga
50,3,0,5,10,1,71.3,91.3,0,10,4,3,2,Real Betis,77.8,2,,"5:30pm, Sunday 19th July 2020.",0,2,416009,50,3,0,3,17,2,28.7,76.4,0,13,6,4,3,Real Valladolid,66.7,2, Spanish La Liga
66.7,0,7,1,15,2,68.2,90.9,0,16,8,8,0,Barcelona,66.7,0,,"4:00pm, Sunday 19th July 2020.",5,0,416002,33.3,4,0,2,17,2,31.8,80.1,0,8,4,0,3,Alaves,60,0, Spanish La Liga
51.4,5,3,6,15,2,55.6,85.4,0,12,3,4,2,Inter Milan,50,3,,"6:30pm, Saturday 25th July 2020.",3,0,419427,48.6,1,0,4,12,0,44.4,79.8,0,9,6,2,1,Genoa,53.8,2, Italian Serie A
42.9,2,2,3,13,2,58.4,87.7,0,14,6,6,6,Parma,76.9,0,,"4:15pm, Saturday 25th July 2020.",2,1,419425,57.1,1,3,5,15,0,41.6,80.9,0,12,4,7,4,Brescia,56.3,4, Italian Serie A
53.3,2,5,5,13,1,37.4,81.3,1,14,7,5,4,Sampdoria,100,3,,"8:45pm, Sunday 26th July 2020.",0,2,419428,46.7,2,3,5,17,3,62.6,89.8,0,16,7,7,5,Juventus,55.6,4, Italian Serie A
47.4,2,0,5,7,1,43.7,77.2,0,13,5,6,3,Lazio,58.8,2,,"6:30pm, Sunday 26th July 2020.",5,1,419433,52.6,5,1,8,16,1,56.3,81.9,0,17,8,4,1,Verona,56.3,2, Italian Serie A
53.8,4,0,10,17,1,44.4,83.7,0,20,10,6,0,Torino,72.7,3,,"6:30pm, Sunday 26th July 2020.",1,1,419432,46.2,5,0,0,11,1,55.6,84.1,0,7,1,1,5,Spal,66.7,2, Italian Serie A
44.4,6,1,3,14,2,40.1,80.7,0,10,3,1,4,Fiorentina,64.7,4,,"6:30pm, Sunday 26th July 2020.",1,2,419431,55.6,9,2,8,13,2,59.9,85.7,0,22,7,6,0,Roma,73.3,1, Italian Serie A
22.2,2,1,4,10,6,49.7,87.6,0,7,3,2,6,Sassuolo,75,3,,"8:45pm, Saturday 25th July 2020.",0,2,419430,77.8,5,3,7,4,1,50.3,88.1,0,21,8,8,2,Napoli,62.5,1, Italian Serie A
66.7,5,0,8,17,1,50.8,85.6,0,15,4,6,6,Udinese,53.8,1,,"6:30pm, Sunday 26th July 2020.",1,0,419426,33.3,4,2,5,10,3,49.2,85.4,0,16,6,6,5,Cagliari,55.6,2, Italian Serie A
52.2,3,3,8,17,3,48.6,87.1,0,15,6,6,2,Roma,45.5,3,,"8:45pm, Wednesday 29th July 2020.",3,2,419441,47.8,4,1,4,8,1,51.4,87.3,0,9,1,4,3,Torino,60,2, Italian Serie A
48.3,13,0,9,12,4,66.4,89.9,0,34,11,10,3,Juventus,36.4,1,,"8:45pm, Wednesday 29th July 2020.",0,2,419434,51.7,1,1,1,13,1,33.6,75.2,0,11,5,5,10,Cagliari,46.7,2, Italian Serie A
60.7,4,1,6,8,2,44.4,83.6,0,25,11,10,7,Lecce,66.7,1,,"4:15pm, Sunday 26th July 2020.",2,3,419424,39.3,11,4,9,15,4,55.6,89.1,0,28,7,10,7,Bologna,85.7,1, Italian Serie A
56.5,4,1,5,11,3,53.3,85.5,0,12,6,2,2,Bologna,46.7,1,,"8:45pm, Wednesday 29th July 2020.",0,4,419435,43.5,1,2,3,14,1,46.7,83.7,0,14,6,7,2,Fiorentina,47.4,2, Italian Serie A
55.6,4,2,3,16,2,57.6,85.3,0,14,6,4,2,Atalanta,54.5,1,,"6:30pm, Tuesday 28th July 2020.",2,1,419438,44.4,6,2,3,17,3,42.4,79.6,0,14,4,4,2,Parma,35,2, Italian Serie A
40.9,1,1,5,11,2,53.7,90,0,14,6,7,2,Lecce,73.3,4,,"6:30pm, Wednesday 29th July 2020.",2,1,419442,59.1,2,2,5,12,1,46.3,86.2,0,10,5,3,5,Udinese,60,1, Italian Serie A
66.7,8,2,9,8,1,58.9,90.7,0,18,8,2,4,Napoli,44.4,1,,"8:45pm, Tuesday 28th July 2020.",0,2,419436,33.3,0,0,3,16,4,41.1,85.8,0,8,2,6,2,Inter Milan,100,4, Italian Serie A
67.6,2,0,1,13,1,45.9,82.1,0,14,7,5,7,Spal,50,1,,"6:30pm, Wednesday 29th July 2020.",0,3,419443,32.4,1,3,7,15,3,54.1,85.2,0,17,6,10,5,Verona,42.9,1, Italian Serie A
0,4,0,3,19,0,60.7,0,0,7,1,2,2,Hearts,0,2,"5,662.","7:45pm, Wednesday 11th March 2020.",0,1,411387,0,1,0,5,16,0,39.3,0,0,9,5,3,2,St Mirren,0,0, Scottish Premiership
50,4,6,6,6,3,57.1,85.2,0,20,7,9,5,AC Milan,80,1,,"6:30pm, Wednesday 29th July 2020.",4,1,419439,50,2,1,4,5,2,42.9,81.9,0,19,11,6,5,Sampdoria,37.5,1, Italian Serie A
76.9,3,1,3,5,2,45.5,84.8,0,12,7,2,3,Genoa,69.2,1,,"6:30pm, Wednesday 29th July 2020.",0,5,419440,23.1,4,3,2,11,1,54.5,87.2,0,18,6,8,2,Sassuolo,72.7,1, Italian Serie A
44.4,6,1,6,10,0,39.4,77.8,0,13,5,2,10,Brescia,66.7,2,,"6:30pm, Wednesday 29th July 2020.",0,2,419437,55.6,6,5,5,12,2,60.6,86.7,0,29,11,12,2,Lazio,23.1,1, Italian Serie A
50,3,3,0,19,0,43.7,64,0,16,7,6,2,Wigan Athletic,33.3,3,,"12:30pm, Saturday 18th July 2020.",2,2,409878,50,4,3,8,13,6,56.3,71.2,0,15,7,4,4,Charlton Athletic,66.7,1, Sky Bet Championship
28,6,2,5,10,7,54.1,87.8,0,23,9,8,1,Leeds United,66.7,0,,"2:00pm, Sunday 19th July 2020.",3,1,409879,72,3,1,4,8,0,45.9,80.1,0,10,5,2,6,Derby County,55.6,1, Sky Bet Championship
55.9,6,0,4,11,2,55.4,84,0,19,9,4,6,Fulham,65,4,,"7:30pm, Wednesday 22nd July 2020.",1,1,409899,44.1,1,2,5,14,2,44.6,79.7,0,13,5,7,3,Wigan Athletic,83.3,3, Sky Bet Championship
60.3,4,0,1,11,3,36.6,56.5,0,8,3,1,4,Nottingham Forest,61.1,1,,"3:00pm, Sunday 19th July 2020.",0,1,409876,39.7,5,3,9,9,2,63.4,76.5,0,20,8,7,1,Barnsley,66.7,0, Sky Bet Championship
42.9,2,3,8,10,1,64,84.8,0,20,10,8,5,Swansea City,57.1,0,,"7:30pm, Wednesday 22nd July 2020.",4,1,409896,57.1,3,1,4,17,1,36,76.7,1,19,10,6,4,Reading,71.4,1, Sky Bet Championship
43.8,3,2,4,13,0,37.9,67.2,0,10,3,4,3,Stoke City,80,1,,"7:30pm, Wednesday 22nd July 2020.",4,1,409895,56.3,5,4,6,9,1,62.1,82.8,0,16,6,5,1,Nottingham Forest,54.5,0, Sky Bet Championship
51.1,3,0,6,12,1,67.4,80.1,0,14,7,4,0,Blackburn Rovers,45.5,1,,"7:30pm, Wednesday 22nd July 2020.",2,3,409893,48.9,1,1,2,10,1,32.6,61.6,0,8,6,1,2,Luton Town,45.5,4, Sky Bet Championship
38.9,3,1,3,9,0,49.5,74.6,0,7,1,3,4,Queens Park Rangers,36.4,0,,"7:30pm, Wednesday 22nd July 2020.",2,2,409898,61.1,2,5,5,13,2,50.5,76,0,16,8,6,1,West Bromwich Albion,60,0, Sky Bet Championship
28.6,3,1,2,14,0,57.5,85.2,0,7,2,2,5,Huddersfield Town,45,0,,"7:30pm, Wednesday 22nd July 2020.",1,4,409894,71.4,3,1,9,14,1,42.5,81.7,0,15,3,9,1,Millwall,27.3,1, Sky Bet Championship
46.2,1,1,2,11,0,37.2,54,0,10,5,4,3,Middlesbrough,35.3,0,,"7:30pm, Wednesday 22nd July 2020.",2,1,409897,53.8,8,2,10,11,0,62.8,74.5,0,18,6,4,2,Sheffield Wednesday,68.4,0, Sky Bet Championship
60.8,4,1,5,16,6,48.1,78.2,0,8,2,2,4,Hull City,68.8,0,,"7:30pm, Wednesday 22nd July 2020.",0,3,409891,39.2,1,1,4,16,0,51.9,78.5,0,14,6,7,2,Cardiff City,80,0, Sky Bet Championship
57.1,6,2,7,11,0,48.5,73.3,0,22,10,6,5,Preston North End,50,0,,"7:30pm, Wednesday 22nd July 2020.",1,1,409890,42.9,3,1,4,10,3,51.5,75.4,0,13,4,6,5,Bristol City,50,0, Sky Bet Championship
60,2,1,4,10,4,32.7,69.5,0,10,4,4,4,Charlton Athletic,50,0,,"7:30pm, Wednesday 22nd July 2020.",0,4,409892,40,5,2,10,14,3,67.3,85.3,0,21,8,8,4,Leeds United,58.3,1, Sky Bet Championship
49,4,1,3,17,2,38.5,58.8,0,11,4,3,2,Barnsley,60,3,,"7:30pm, Wednesday 22nd July 2020.",2,1,409889,51,6,1,3,11,3,61.5,72.7,0,12,3,3,1,Brentford,54.5,3, Sky Bet Championship
62.2,4,1,3,14,4,42.2,73,1,12,5,3,6,Brentford,47.1,3,,"6:30pm, Sunday 26th July 2020.",0,1,426357,37.8,2,0,1,10,4,57.8,78.1,0,14,5,7,3,Swansea City,62.5,3, Sky Bet Championship Play-Offs Semi-Final
45.3,1,2,4,5,1,56.8,80.6,0,7,1,5,3,Derby County,77.3,0,,"7:30pm, Wednesday 22nd July 2020.",3,1,409888,54.7,3,0,4,14,3,43.2,75.5,0,13,6,4,2,Birmingham City,78.6,1, Sky Bet Championship
