AAD,ABS,ACCC,ACorn,AF,AOff,AP,APass,AR,AS,ASOT,AST,ASaves,AT,ATack,AY,Attendance,Date,FTAG,FTHG,GameID,HAD,HBS,HCCC,HCorn,HF,HOff,HP,HPass,HR,HS,HSOT,HST,HSaves,HT,HTack,HY,League
78.1,3,1,2,8,2,48.5,79.7,0,13,5,5,3,Villarreal,43.8,5,"19,621.","5:30pm, Sunday 10th March 2019.",2,0,399571,21.9,2,2,8,8,2,51.5,78.1,0,11,6,3,4,Levante,54.5,3, Spanish La Liga
63,4,5,12,14,1,62.3,88.6,1,15,5,6,1,Real Madrid,64.3,4,"21,914.","7:45pm, Sunday 10th March 2019.",4,1,399572,37,1,2,5,14,5,37.7,80.7,0,10,7,2,2,Real Valladolid,41.7,1, Spanish La Liga
64.5,1,1,2,12,2,50.7,77.6,0,9,6,2,5,Real Sociedad,42.9,2,"35,971.","5:30pm, Sunday 10th March 2019.",2,5,399573,35.5,5,2,7,12,5,49.3,76.9,0,21,6,10,0,Sevilla,70,2, Spanish La Liga
44.9,2,1,7,12,3,52.3,75.5,0,9,5,2,3,Atletico Madrid,76.5,1,"39,735.","5:30pm, Saturday 16th March 2019.",0,2,399574,55.1,0,1,1,12,0,47.7,76,0,8,3,5,2,Athletic Bilbao,38.9,3, Spanish La Liga
37.9,1,2,0,16,5,37.8,63.8,0,8,4,3,2,Real Valladolid,47.6,3,"3,956.","11:00am, Sunday 17th March 2019.",2,1,399575,62.1,1,2,5,16,4,62.2,74.6,0,15,11,3,1,Eibar,71.4,4, Spanish La Liga
51,6,0,5,11,5,49.7,78.2,1,12,3,3,3,Sevilla,57.1,2,"19,573.","3:15pm, Sunday 17th March 2019.",1,0,399576,49,3,0,6,11,2,50.3,77.7,1,13,7,3,2,Espanyol,66.7,1, Spanish La Liga
54.7,2,2,2,21,3,45.3,66.8,0,12,5,5,1,Alaves,69.2,3,"6,864.","12:00pm, Saturday 16th March 2019.",3,1,399577,45.3,0,1,2,21,1,54.7,69.9,0,7,6,1,2,SD Huesca,63.6,1, Spanish La Liga
42.6,0,3,2,20,0,46.6,74.6,0,8,4,4,3,Girona,50,1,"9,507.","7:45pm, Saturday 16th March 2019.",2,0,399578,57.4,5,0,6,20,2,53.4,76.9,0,12,4,3,2,Leganes,52.4,8, Spanish La Liga
70.6,1,4,7,10,2,44,87.2,0,16,6,9,2,Barcelona,71.4,2,"53,443.","7:45pm, Sunday 17th March 2019.",4,1,399579,29.4,8,1,3,10,1,56,87.1,0,13,2,3,5,Real Betis,63.2,1, Spanish La Liga
62.5,4,0,2,15,2,47,86.9,0,6,1,1,5,Celta Vigo,53.8,0,"61,971.","3:15pm, Saturday 16th March 2019.",0,2,399580,37.5,9,4,9,15,2,53,88.2,0,22,6,7,1,Real Madrid,43.8,1, Spanish La Liga
43.3,4,0,3,10,4,41.8,71.8,0,8,1,3,6,Levante,76.5,2,"20,541.","8:00pm, Friday 15th March 2019.",1,1,399581,56.7,3,4,5,10,5,58.2,80.3,0,23,13,7,2,Real Sociedad,46.2,2, Spanish La Liga
37.3,4,0,5,13,3,37.3,55.6,0,9,4,1,2,Getafe,82.4,4,"41,870.","5:30pm, Sunday 17th March 2019.",0,0,399582,62.7,1,1,3,13,6,62.7,76.1,0,8,5,2,1,Valencia,58.3,3, Spanish La Liga
52.6,3,0,5,16,3,45.8,78.2,0,7,1,3,1,Rayo Vallecano,52.2,3,"16,928.","5:30pm, Sunday 17th March 2019.",1,3,399583,47.4,4,2,5,16,3,54.2,85.1,0,12,4,4,2,Villarreal,45.5,3, Spanish La Liga
46.7,2,3,2,10,2,56,80.4,0,11,2,7,3,Atletico Madrid,64.3,2,"16,665.","7:45pm, Saturday 30th March 2019.",4,0,399584,53.3,3,1,9,10,0,44,74.7,0,14,7,4,3,Alaves,56.3,2, Spanish La Liga
52,2,0,2,15,3,30.1,72.3,0,4,0,2,2,Espanyol,76.2,4,"91,077.","3:15pm, Saturday 30th March 2019.",0,2,399585,48,3,0,5,15,2,69.9,87.7,0,13,7,3,2,Barcelona,80,0, Spanish La Liga
33.3,2,3,7,7,1,36.3,76.1,0,14,7,5,3,Villarreal,61.1,3,"22,564.","5:30pm, Saturday 30th March 2019.",2,3,399586,66.7,2,1,10,7,2,63.7,87.5,0,15,7,6,3,Celta Vigo,68.4,1, Spanish La Liga
58,1,0,4,15,4,43.8,58.9,0,7,3,3,2,Leganes,73.7,2,"11,894.","12:00pm, Saturday 30th March 2019.",2,0,399587,42,1,1,3,15,0,56.2,71.3,0,9,6,2,1,Getafe,62.5,5, Spanish La Liga
59.5,1,2,3,18,4,51,78.2,0,8,2,5,1,Athletic Bilbao,81.8,4,"10,516.","8:00pm, Friday 29th March 2019.",2,1,399588,40.5,3,1,3,18,1,49,76.8,0,6,1,2,3,Girona,76.9,2, Spanish La Liga
72.7,7,2,7,9,2,59.6,74.9,0,17,7,3,0,Eibar,61.1,1,"16,198.","11:00am, Sunday 31st March 2019.",2,2,399589,27.3,2,4,6,9,3,40.4,63.6,0,7,3,2,1,Levante,72.2,2, Spanish La Liga
39.1,3,0,3,22,4,54.1,77.8,0,7,2,2,4,Real Betis,41.4,3,"12,105.","1:00pm, Sunday 31st March 2019.",1,1,399590,60.9,6,4,6,22,1,45.9,74.9,1,20,9,5,1,Rayo Vallecano,44,5, Spanish La Liga
68,3,1,6,9,0,29,75.5,0,15,9,3,5,SD Huesca,65,3,"49,293.","7:45pm, Sunday 31st March 2019.",2,3,399591,32,1,6,4,9,3,71,89.7,0,16,7,8,1,Real Madrid,58.3,1, Spanish La Liga
51.7,4,2,5,18,2,59.3,85.6,0,10,5,1,2,Real Sociedad,68.8,1,"18,783.","5:30pm, Sunday 31st March 2019.",1,1,399592,48.3,2,3,7,18,3,40.7,76,0,11,5,4,0,Real Valladolid,53.8,4, Spanish La Liga
50,0,0,3,18,1,40,73.9,0,4,2,2,5,Valencia,70.6,1,"38,510.","3:15pm, Sunday 31st March 2019.",1,0,399593,50,3,0,5,18,4,60,82.9,0,17,9,5,1,Sevilla,54.5,3, Spanish La Liga
35.1,3,1,9,13,1,59.8,77.4,1,11,2,6,4,Levante,58.8,5,"36,450.","6:30pm, Wednesday 3rd April 2019.",2,3,399594,64.9,2,2,2,13,1,40.2,70.5,0,14,5,7,4,Athletic Bilbao,59.4,3, Spanish La Liga
31.8,2,1,3,10,0,51.3,84.9,0,12,6,4,6,Girona,58.3,0,"40,863.","6:30pm, Tuesday 2nd April 2019.",0,2,399595,68.2,3,5,4,10,2,48.7,82.5,0,17,7,7,4,Atletico Madrid,73.7,1, Spanish La Liga
42.4,4,0,6,14,5,54.9,65.9,0,14,7,3,4,Rayo Vallecano,63.6,2,"3,940.","7:30pm, Wednesday 3rd April 2019.",1,2,399596,57.6,1,2,2,14,2,45.1,62.5,0,12,5,6,2,Eibar,55.6,1, Spanish La Liga
48.1,6,2,4,14,1,49.2,66.3,0,13,4,3,2,Getafe,18.2,3,"16,322.","7:30pm, Tuesday 2nd April 2019.",1,1,399597,51.9,2,1,5,14,3,50.8,69.2,0,9,4,3,2,Espanyol,55.6,4, Spanish La Liga
36.5,3,3,0,9,5,47.2,70.4,0,11,3,5,3,Celta Vigo,61.1,3,"6,552.","7:30pm, Wednesday 3rd April 2019.",3,3,399598,63.5,4,2,5,9,0,52.8,69.1,0,22,12,6,2,SD Huesca,38.5,2, Spanish La Liga
43.9,1,0,4,13,2,44.1,62,0,8,6,1,1,Real Valladolid,87.5,2,"10,185.","7:30pm, Thursday 4th April 2019.",0,1,399599,56.1,2,2,3,13,1,55.9,74.9,0,18,14,2,1,Leganes,54.5,2, Spanish La Liga
37.5,2,2,6,12,2,63.9,87.7,0,11,3,6,5,Real Betis,44.4,3,"16,417.","8:30pm, Thursday 4th April 2019.",1,2,399600,62.5,2,2,3,12,1,36.1,77.5,0,15,6,7,5,Real Sociedad,56.3,2, Spanish La Liga
38.2,1,1,1,13,2,36,60.7,0,4,2,1,3,Alaves,58.8,4,"33,212.","6:30pm, Thursday 4th April 2019.",0,2,399601,61.8,7,3,11,13,3,64,79.5,0,18,6,5,1,Sevilla,66.7,3, Spanish La Liga
40.9,3,1,6,9,1,68.1,90.2,0,15,7,5,2,Real Madrid,56.3,2,"44,274.","8:30pm, Wednesday 3rd April 2019.",1,2,399602,59.1,1,3,6,9,2,31.9,78.1,0,11,6,4,4,Valencia,71.4,1, Spanish La Liga
33.3,2,4,4,10,4,67.8,89.8,0,15,4,9,5,Barcelona,75,7,"19,515.","8:30pm, Tuesday 2nd April 2019.",4,4,399603,66.7,2,2,5,10,2,32.2,80.1,1,16,5,9,5,Villarreal,56.3,2, Spanish La Liga
31.7,1,2,3,17,2,54.9,71.3,0,9,3,5,0,Leganes,55.6,3,"13,515.","11:00am, Sunday 7th April 2019.",1,1,399604,68.3,2,0,3,17,2,45.1,59.6,0,6,3,1,4,Alaves,63.6,6, Spanish La Liga
65.4,3,1,1,14,0,36,80.3,1,9,4,2,8,Atletico Madrid,45.2,4,"90,774.","7:45pm, Saturday 6th April 2019.",0,2,399605,34.6,5,3,5,14,1,64,90.5,0,21,6,10,2,Barcelona,57.1,3, Spanish La Liga
37.1,2,0,7,16,1,51.3,80.6,1,14,5,7,1,Real Sociedad,41.7,1,"20,648.","5:30pm, Sunday 7th April 2019.",1,3,399606,62.9,2,4,2,16,1,48.7,77.5,0,11,5,4,6,Celta Vigo,61.3,2, Spanish La Liga
54.2,3,0,2,16,0,51.1,57.7,0,10,6,1,1,Athletic Bilbao,60,1,"11,447.","1:00pm, Sunday 7th April 2019.",0,1,399607,45.8,1,3,1,16,4,48.9,57,0,6,3,2,1,Getafe,80,2, Spanish La Liga
48.1,3,0,4,23,2,44.8,77.6,0,10,5,2,4,Espanyol,83.3,2,"11,393.","12:00pm, Saturday 6th April 2019.",2,1,399608,51.9,3,0,1,23,3,55.2,82.9,0,14,6,5,1,Girona,69.2,5, Spanish La Liga
60,2,0,1,22,1,44.9,70.1,0,17,11,4,6,SD Huesca,61.3,4,"19,409.","5:30pm, Sunday 7th April 2019.",2,2,399609,40,2,2,9,22,0,55.1,75.1,0,14,4,8,2,Levante,71.4,2, Spanish La Liga
45.7,3,3,7,17,4,47.8,65,0,12,6,3,3,Valencia,59.1,3,"11,187.","5:30pm, Saturday 6th April 2019.",0,2,399610,54.3,3,3,4,17,1,52.2,76.7,0,15,7,5,3,Rayo Vallecano,63.2,2, Spanish La Liga
52,1,2,3,15,2,43.1,77.6,0,10,5,4,4,Villarreal,62.5,4,"28,212.","7:45pm, Sunday 7th April 2019.",1,2,399611,48,4,3,4,15,1,56.9,86.7,0,17,6,7,3,Real Betis,76.9,4, Spanish La Liga
45.2,1,1,4,9,3,43.7,73.1,0,3,1,1,5,Eibar,82.4,1,"50,355.","3:15pm, Saturday 6th April 2019.",1,2,399612,54.8,0,3,5,9,6,56.3,80.4,0,13,6,7,0,Real Madrid,72.7,0, Spanish La Liga
53.2,4,4,7,17,2,60.9,82.6,0,15,7,4,5,Sevilla,62.5,3,"18,023.","3:15pm, Sunday 7th April 2019.",2,0,399613,46.8,1,1,6,17,6,39.1,72.1,0,10,4,5,2,Real Valladolid,37.5,3, Spanish La Liga
51.4,2,1,6,10,2,53.9,75.6,1,8,2,4,5,Rayo Vallecano,71.4,1,"38,864.","1:00pm, Sunday 14th April 2019.",2,3,399614,48.6,2,2,3,10,3,46.1,72.5,0,15,4,9,2,Athletic Bilbao,46.9,1, Spanish La Liga
48,3,0,2,9,0,44,84.3,0,10,4,3,2,Celta Vigo,44.4,2,"55,090.","5:30pm, Saturday 13th April 2019.",0,2,399615,52,2,2,1,9,2,56,88.9,0,11,4,5,3,Atletico Madrid,84.2,2, Spanish La Liga
53.7,4,0,8,12,2,43.7,74.6,0,13,6,3,1,Alaves,42.9,2,"17,522.","12:00pm, Saturday 13th April 2019.",1,2,399616,46.3,2,0,4,12,4,56.3,76.9,0,6,2,2,2,Espanyol,63.6,3, Spanish La Liga
52.8,5,2,5,12,1,42,78.8,0,17,6,6,5,Villarreal,56.3,5,"11,403.","5:30pm, Sunday 14th April 2019.",1,0,399617,47.2,4,1,9,12,2,58,85.2,0,14,5,5,5,Girona,60,2, Spanish La Liga
45.5,3,1,5,18,8,74.1,89,0,10,5,2,1,Barcelona,45.8,2,"7,343.","3:15pm, Saturday 13th April 2019.",0,0,399618,54.5,0,0,6,18,3,25.9,62.3,0,6,5,1,2,SD Huesca,45,1, Spanish La Liga
43.3,1,1,5,11,0,70.6,88.7,0,13,6,6,1,Real Madrid,61.5,3,"11,638.","8:00pm, Monday 15th April 2019.",1,1,399619,56.7,1,1,1,11,3,29.4,66.3,0,5,2,2,5,Leganes,61.5,0, Spanish La Liga
50.8,3,2,3,15,0,63.1,71.9,0,17,12,2,1,Eibar,62.5,2,"24,217.","3:15pm, Sunday 14th April 2019.",1,1,399620,49.2,0,1,0,15,7,36.9,56.8,0,3,1,2,1,Real Sociedad,57.1,2, Spanish La Liga
50.8,2,1,3,22,2,40.1,52.5,1,8,3,3,2,Getafe,55.6,2,"16,953.","11:00am, Sunday 14th April 2019.",2,2,399621,49.2,4,1,5,22,5,59.9,68.8,0,8,0,4,1,Real Valladolid,42.9,4, Spanish La Liga
66.7,2,1,4,18,5,61.6,85.3,0,12,3,7,2,Real Betis,84.6,3,"42,877.","7:45pm, Saturday 13th April 2019.",2,3,399622,33.3,2,3,5,18,4,38.4,73.4,0,11,4,5,4,Sevilla,64.7,6, Spanish La Liga
52.2,0,0,3,12,1,46.6,79.5,0,6,3,3,3,Levante,71.4,2,"42,220.","7:45pm, Sunday 14th April 2019.",1,3,399623,47.8,4,1,8,12,0,53.4,81.6,0,23,13,6,3,Valencia,53.8,2, Spanish La Liga
47.1,2,1,7,17,1,53.8,70.8,0,12,3,7,1,Real Valladolid,54.5,5,"10,822.","8:00pm, Friday 19th April 2019.",2,2,399624,52.9,1,1,5,17,1,46.2,67.6,0,10,5,4,5,Alaves,84.6,3, Spanish La Liga
40,2,2,2,11,0,50.3,82,0,9,5,2,2,Real Sociedad,42.9,1,"75,470.","7:45pm, Saturday 20th April 2019.",1,2,399625,60,2,1,4,11,6,49.7,83,0,11,5,4,1,Barcelona,53.8,0, Spanish La Liga
56.3,2,0,1,7,1,37.1,76.6,0,9,6,1,6,Girona,63.2,1,"20,618.","12:00pm, Saturday 20th April 2019.",1,2,399626,43.8,1,3,5,7,2,62.9,83.9,0,13,4,8,0,Celta Vigo,66.7,2, Spanish La Liga
53.4,0,4,8,11,4,48.4,72.1,0,8,4,4,2,Atletico Madrid,68.2,1,"4,725.","3:15pm, Saturday 20th April 2019.",1,0,399627,46.6,2,1,5,11,1,51.6,75.7,0,10,6,2,3,Eibar,71.4,3, Spanish La Liga
44.9,4,1,7,19,3,64.1,75.9,1,12,6,2,0,Sevilla,92.9,4,"11,226.","1:00pm, Sunday 21st April 2019.",0,3,399628,55.1,5,0,2,19,2,35.9,60,1,10,2,3,2,Getafe,69.2,3, Spanish La Liga
34.5,2,4,7,13,0,49.6,74.8,0,15,6,7,3,Espanyol,66.7,1,"16,456.","11:00am, Sunday 21st April 2019.",2,2,399629,65.5,8,4,12,13,2,50.4,72.3,1,19,6,5,5,Levante,80,2, Spanish La Liga
45.6,3,1,3,12,8,43.9,61.3,0,10,4,3,3,SD Huesca,62.5,2,"10,541.","5:30pm, Saturday 20th April 2019.",0,0,399630,54.4,4,1,8,12,3,56.1,71,0,16,9,3,3,Rayo Vallecano,75,4, Spanish La Liga
29.2,0,0,2,19,1,34.2,79.8,1,4,1,3,6,Valencia,70,0,"42,263.","7:45pm, Sunday 21st April 2019.",2,1,399631,70.8,9,2,8,19,0,65.8,88.9,0,23,7,7,1,Real Betis,50,4, Spanish La Liga
59.3,0,1,2,12,1,43.2,80,0,5,2,3,1,Athletic Bilbao,58.3,4,"60,566.","3:15pm, Sunday 21st April 2019.",0,3,399632,40.7,2,6,8,12,2,56.8,84.6,0,11,5,4,3,Real Madrid,59.1,2, Spanish La Liga
69,1,0,4,12,3,33.4,67.8,0,6,3,2,3,Leganes,66.7,1,"14,661.","5:30pm, Sunday 21st April 2019.",1,2,399633,31,4,1,7,12,4,66.6,81.8,0,11,2,5,1,Villarreal,42.9,2, Spanish La Liga
56.7,5,3,4,19,1,76.5,87.9,0,16,5,6,1,Barcelona,75,1,"18,735.","8:30pm, Tuesday 23rd April 2019.",2,0,399634,43.3,1,0,1,19,1,23.5,69.7,0,6,4,1,4,Alaves,45,3, Spanish La Liga
52.4,2,2,3,17,0,43.3,85.5,0,12,6,4,3,Valencia,80,3,"43,531.","6:30pm, Wednesday 24th April 2019.",2,3,399635,47.6,2,2,4,17,2,56.7,85.7,0,14,6,6,2,Atletico Madrid,58.3,3, Spanish La Liga
30.8,3,3,4,15,2,51.9,82.4,0,18,9,6,1,Celta Vigo,77.8,1,"15,680.","7:30pm, Wednesday 24th April 2019.",1,1,399636,69.2,1,3,2,15,2,48.1,81,0,9,6,2,5,Espanyol,27.3,2, Spanish La Liga
62.5,4,3,4,17,3,67.4,84.3,0,12,4,4,5,Real Madrid,52.9,3,"13,135.","8:30pm, Thursday 25th April 2019.",0,0,399637,37.5,3,0,9,17,1,32.6,59.3,0,9,1,5,4,Getafe,60,1, Spanish La Liga
54.1,0,1,3,16,3,52.6,62.5,0,8,4,4,1,Eibar,47.6,1,"6,157.","6:30pm, Tuesday 23rd April 2019.",0,2,399638,45.9,4,1,5,16,7,47.4,63.4,0,12,5,3,4,SD Huesca,57.1,4, Spanish La Liga
49.2,0,1,2,11,0,43.2,72.5,0,3,1,2,1,Athletic Bilbao,66.7,2,"4,155.","7:30pm, Wednesday 24th April 2019.",1,0,399639,50.8,3,0,2,11,2,56.8,73.5,0,14,10,1,2,Leganes,66.7,1, Spanish La Liga
45.5,1,0,4,9,1,70.1,89.8,0,7,4,2,0,Real Betis,65,3,"20,394.","8:30pm, Wednesday 24th April 2019.",0,4,399640,54.5,0,2,3,9,7,29.9,75.1,0,6,2,4,2,Levante,72.7,2, Spanish La Liga
48.3,1,1,3,11,1,34.9,76.8,0,8,4,3,2,Villarreal,76,3,"20,060.","7:30pm, Thursday 25th April 2019.",1,0,399641,51.7,4,1,6,11,1,65.1,88.6,0,13,7,2,2,Real Sociedad,53.3,2, Spanish La Liga
54.8,1,0,5,17,0,49.7,79,0,5,4,0,3,Girona,85.7,3,"19,106.","7:30pm, Tuesday 23rd April 2019.",0,1,399642,45.2,3,2,4,17,2,50.3,77.5,0,13,6,4,0,Real Valladolid,50,4, Spanish La Liga
58.6,0,1,4,10,2,50.9,82,0,12,9,3,7,Rayo Vallecano,68.8,2,"31,636.","6:30pm, Thursday 25th April 2019.",0,5,399643,41.4,0,5,5,10,5,49.1,73.8,0,21,10,11,3,Sevilla,57.1,1, Spanish La Liga
40.3,7,2,6,14,0,38,65.9,0,14,4,3,0,Alaves,70,2,"40,576.","12:00pm, Saturday 27th April 2019.",1,1,399644,59.7,4,2,8,14,2,62,78.4,0,14,9,1,2,Athletic Bilbao,22.2,2, Spanish La Liga
44.7,2,0,3,19,0,41.4,76.8,0,13,7,4,1,Real Valladolid,45.5,2,"52,969.","3:15pm, Saturday 27th April 2019.",0,1,399645,55.3,6,0,7,19,0,58.6,85.5,0,13,6,1,4,Atletico Madrid,66.7,4, Spanish La Liga
66.7,2,2,3,17,0,37.8,79.5,0,7,3,2,11,Levante,46.7,3,"90,603.","7:45pm, Saturday 27th April 2019.",0,1,399646,33.3,4,3,6,17,1,62.2,87,0,23,7,12,2,Barcelona,47.4,4, Spanish La Liga
46.2,2,1,6,12,0,57,81.4,1,7,2,3,3,Sevilla,73.3,2,"11,149.","1:00pm, Sunday 28th April 2019.",0,1,399647,53.8,2,1,3,12,5,43,75.5,0,15,9,4,3,Girona,65.5,1, Spanish La Liga
42.9,2,0,6,16,1,52.8,76.5,0,8,4,2,1,Celta Vigo,76.9,0,"10,324.","5:30pm, Saturday 27th April 2019.",0,0,399648,57.1,2,0,4,16,1,47.2,74,0,10,7,1,1,Leganes,78.6,1, Spanish La Liga
40.6,3,0,6,21,6,51.2,82,0,9,3,3,3,Real Madrid,77.3,5,"13,130.","7:45pm, Sunday 28th April 2019.",0,1,399649,59.4,4,1,6,21,3,48.8,80.9,0,12,3,5,3,Rayo Vallecano,60,2, Spanish La Liga
51.6,0,2,5,16,2,46.5,82.2,0,10,6,4,5,Espanyol,36.4,1,"30,561.","8:00pm, Monday 29th April 2019.",1,1,399650,48.4,5,2,6,16,1,53.5,84.8,0,18,8,5,2,Real Betis,63.6,4, Spanish La Liga
30,7,0,7,17,1,49.6,63.3,0,12,2,3,5,Getafe,70.6,3,"19,354.","3:15pm, Sunday 28th April 2019.",1,2,399651,70,1,3,5,17,3,50.4,70.3,0,11,3,7,2,Real Sociedad,36.4,2, Spanish La Liga
44,3,1,6,10,1,51.2,75.2,0,13,7,3,2,Eibar,54.5,3,"35,518.","11:00am, Sunday 28th April 2019.",1,0,399652,56,2,1,7,10,6,48.8,77.4,0,7,3,2,3,Valencia,56.3,2, Spanish La Liga
50,3,1,1,15,3,53.3,76.7,1,14,8,3,4,SD Huesca,41.9,2,"17,880.","5:30pm, Sunday 28th April 2019.",1,1,399653,50,4,0,0,15,1,46.7,76.6,0,18,9,5,2,Villarreal,54.5,5, Spanish La Liga
37.5,3,0,6,7,2,49.6,72.9,0,9,4,2,6,Real Sociedad,33.3,3,"18,509.","5:30pm, Saturday 4th May 2019.",1,0,399654,62.5,3,0,13,7,3,50.4,73.2,0,18,9,6,2,Alaves,75,1, Spanish La Liga
39.1,2,0,1,11,1,65.2,90.5,0,8,5,1,4,Barcelona,75,5,"22,519.","7:45pm, Saturday 4th May 2019.",0,2,399655,60.9,3,1,11,11,2,34.8,83.2,0,14,5,6,1,Celta Vigo,53.8,1, Spanish La Liga
40,0,3,8,15,3,54.1,74.1,0,12,6,6,5,Real Betis,69.2,2,"4,725.","1:00pm, Sunday 5th May 2019.",0,1,399656,60,2,0,11,15,1,45.9,73,0,14,6,6,6,Eibar,57.1,3, Spanish La Liga
42.9,5,0,6,11,2,50.2,84.8,0,11,3,3,3,Atletico Madrid,72,2,"20,207.","3:15pm, Saturday 4th May 2019.",0,3,399657,57.1,2,1,5,11,0,49.8,85.2,0,11,4,5,3,Espanyol,50,1, Spanish La Liga
38.5,0,1,3,15,2,59.4,75.4,1,4,2,2,6,Girona,35.3,3,"10,615.","11:00am, Sunday 5th May 2019.",0,2,399658,61.5,0,2,1,15,1,40.6,65.7,0,13,5,8,2,Getafe,63.6,3, Spanish La Liga
36.7,1,4,5,10,0,48.7,83.1,0,10,2,7,2,Valencia,50,1,"6,378.","7:45pm, Sunday 5th May 2019.",6,2,399659,63.3,5,1,7,10,0,51.3,82.4,0,24,15,4,2,SD Huesca,80,2, Spanish La Liga
34.6,7,2,7,17,0,65.1,82.6,1,20,10,3,3,Rayo Vallecano,84.6,2,"19,868.","12:00pm, Saturday 4th May 2019.",1,4,399660,65.4,1,3,6,17,4,34.9,64.9,0,12,4,7,2,Levante,69.6,1, Spanish La Liga
75,1,1,4,9,3,40.2,84.6,0,15,7,7,8,Villarreal,60,3,"46,294.","3:15pm, Sunday 5th May 2019.",2,3,399661,25,5,1,8,9,3,59.8,88.4,0,24,8,11,5,Real Madrid,42.9,0, Spanish La Liga
58.2,2,2,3,14,1,59.7,76.9,0,9,6,1,2,Athletic Bilbao,60,5,"21,151.","5:30pm, Sunday 5th May 2019.",0,1,399662,41.8,1,2,1,14,1,40.3,66.9,0,10,6,3,1,Real Valladolid,81.8,5, Spanish La Liga
65.3,1,1,4,11,3,35.8,67,0,9,3,5,3,Leganes,61.1,1,"32,797.","8:00pm, Friday 3rd May 2019.",3,0,399663,34.7,1,0,3,11,3,64.2,80.2,0,7,3,3,2,Sevilla,70.6,1, Spanish La Liga
43.1,1,1,3,16,1,48.4,79.5,0,4,1,2,1,Celta Vigo,62.5,3,"42,494.","5:30pm, Sunday 12th May 2019.",1,3,399664,56.9,3,1,3,16,1,51.6,82.9,0,8,1,4,1,Athletic Bilbao,66.7,4, Spanish La Liga
37.5,2,1,7,16,5,51.6,86.1,0,11,4,5,3,Sevilla,75,4,"60,234.","5:30pm, Sunday 12th May 2019.",1,1,399665,62.5,2,2,5,16,7,48.4,86.1,0,11,5,4,4,Atletico Madrid,69.2,5, Spanish La Liga
60,3,2,3,9,5,20.8,57,0,11,8,0,7,Getafe,50,3,"57,088.","5:30pm, Sunday 12th May 2019.",0,2,399666,40,1,4,4,9,1,79.2,88.8,0,13,4,8,0,Barcelona,80,1, Spanish La Liga
52.3,0,2,2,15,0,40.5,61.9,0,7,4,3,5,Levante,63.6,3,"13,342.","5:30pm, Sunday 12th May 2019.",2,1,399667,47.7,4,1,9,15,2,59.5,75.3,0,14,4,6,1,Girona,72.4,2, Spanish La Liga
48.3,3,2,7,11,6,53.3,84.3,0,19,9,7,4,Espanyol,46.7,1,"10,597.","5:30pm, Sunday 12th May 2019.",2,0,399668,51.7,2,0,6,11,2,46.7,79.8,1,11,5,4,5,Leganes,54.5,2, Spanish La Liga
47.1,1,1,2,13,2,29.8,57.8,0,9,2,6,4,Real Valladolid,75,2,"10,040.","5:30pm, Sunday 12th May 2019.",2,1,399669,52.9,1,3,4,13,3,70.2,86.7,0,16,10,5,4,Rayo Vallecano,60,2, Spanish La Liga
58.3,4,0,2,13,3,38.2,78,1,9,3,2,6,SD Huesca,55,5,"28,078.","5:30pm, Sunday 12th May 2019.",1,2,399670,41.7,3,2,9,13,1,61.8,87.9,0,17,6,8,1,Real Betis,20,3, Spanish La Liga
50,2,2,2,12,3,46,83.7,1,6,2,2,4,Real Madrid,35.7,2,"27,322.","5:30pm, Sunday 12th May 2019.",1,3,399671,50,5,2,5,12,3,54,86.5,0,19,7,7,1,Real Sociedad,80,1, Spanish La Liga
45.6,2,1,4,9,0,56.7,77.3,0,10,5,3,1,Alaves,60,5,"37,744.","5:30pm, Sunday 12th May 2019.",1,3,399672,54.4,1,2,7,9,3,43.3,72,0,10,5,4,2,Valencia,47.8,2, Spanish La Liga
55.1,1,0,3,11,6,58.1,75.3,0,5,4,0,2,Eibar,64.7,2,"17,901.","5:30pm, Sunday 12th May 2019.",0,1,399673,44.9,2,4,5,11,6,41.9,67.9,0,11,6,3,0,Villarreal,63.6,3, Spanish La Liga
58.5,2,2,4,13,4,56.6,80.5,0,13,7,4,5,Girona,47.1,3,"10,282.","7:45pm, Saturday 18th May 2019.",1,2,399674,41.5,2,1,6,13,1,43.4,72.8,0,14,5,7,3,Alaves,40.9,3, Spanish La Liga
45.8,4,0,5,16,2,54.9,85.2,0,11,3,4,3,Rayo Vallecano,72.7,4,"21,606.","7:45pm, Saturday 18th May 2019.",2,2,399675,54.2,5,1,3,16,1,45.1,78.9,0,14,4,5,2,Celta Vigo,41.2,0, Spanish La Liga
61.7,1,2,2,17,6,60.8,85.9,0,8,4,3,6,Barcelona,40,2,"5,184.","3:15pm, Sunday 19th May 2019.",2,2,399676,38.3,0,1,5,17,0,39.2,72.8,0,18,10,8,1,Eibar,22.2,4, Spanish La Liga
50,4,0,5,13,1,62.6,82.1,0,11,5,2,2,Real Sociedad,58.8,2,"25,700.","3:15pm, Saturday 18th May 2019.",0,2,399677,50,1,3,4,13,3,37.4,72.5,0,10,5,4,2,Espanyol,57.9,3, Spanish La Liga
48.8,2,2,4,16,4,59.2,75.3,0,8,2,4,3,Villarreal,47.4,3,"13,579.","3:15pm, Saturday 18th May 2019.",2,2,399678,51.2,3,6,6,16,6,40.8,67.2,0,17,9,5,2,Getafe,50,2, Spanish La Liga
