web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,Teams,Warning,Country
1600881612-109,https://www.oddsportal.com/soccer/usa/mls/,New York Red Bulls - Montreal Impact,https://www.oddsportal.com/soccer/usa/mls/new-york-red-bulls-montreal-impact-EqIpt5W7/,MLS,"Sunday, 27 Sep  2020, 23:00",New York Red Bulls - Montreal Impact,,USA
1600881880-156,https://www.oddsportal.com/soccer/germany/bundesliga/,Mainz - Stuttgart,https://www.oddsportal.com/soccer/germany/bundesliga/mainz-vfb-stuttgart-fuPcYJM0/,Bundesliga,"Saturday, 26 Sep  2020, 13:30",Mainz - Stuttgart,,Germany
1600881367-67,https://www.oddsportal.com/soccer/spain/laliga/,Celta Vigo - Barcelona,https://www.oddsportal.com/soccer/spain/laliga/celta-vigo-barcelona-4UpcrAIG/,LaLiga,"Wednesday, 30 Sep  2020, 15:00",Celta Vigo - Barcelona,,Spain
1600881427-78,https://www.oddsportal.com/soccer/spain/laliga/,Eibar - Ath Bilbao,https://www.oddsportal.com/soccer/spain/laliga/eibar-ath-bilbao-j5qmHXJH/,LaLiga,"Friday, 25 Sep  2020, 19:00",Eibar - Ath Bilbao,,Spain
1600882086-192,https://www.oddsportal.com/soccer/italy/serie-a/,Cagliari - Lazio,https://www.oddsportal.com/soccer/italy/serie-a/cagliari-lazio-UkThm4J4/,Serie A,"Saturday, 26 Sep  2020, 16:00",Cagliari - Lazio,,Italy
1600882275-224,https://www.oddsportal.com/soccer/england/championship/,Norwich - Derby,https://www.oddsportal.com/soccer/england/championship/norwich-derby-MPw1bZI5/,Championship,"Saturday, 03 Oct  2020, 11:30",Norwich - Derby,,England
1600882153-203,https://www.oddsportal.com/soccer/france/ligue-1/,Paris SG - Angers,https://www.oddsportal.com/soccer/france/ligue-1/paris-sg-angers-SUtfeYN1/,Ligue 1,"Friday, 02 Oct  2020, 19:00",Paris SG - Angers,,France
1600882390-244,https://www.oddsportal.com/soccer/england/premier-league/,Everton - Brighton,https://www.oddsportal.com/soccer/england/premier-league/everton-brighton-Eq4T0OUf/,Premier League,"Saturday, 03 Oct  2020, 14:00",Everton - Brighton,,England
1600882108-195,https://www.oddsportal.com/soccer/france/ligue-1/,Rennes - Reims,https://www.oddsportal.com/soccer/france/ligue-1/rennes-reims-AV3Qgt4f/,Ligue 1,"Sunday, 04 Oct  2020, 15:00",Rennes - Reims,,France
1600881508-92,https://www.oddsportal.com/soccer/russia/premier-league/,Zenit - Ufa,https://www.oddsportal.com/soccer/russia/premier-league/zenit-st-petersburg-ufa-pprcZxDB/,Premier League,"Saturday, 26 Sep  2020, 13:30",Zenit - Ufa,,Russia
1600881950-168,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Benfica - Moreirense,https://www.oddsportal.com/soccer/portugal/primeira-liga/benfica-moreirense-ENfZVMwg/,Primeira Liga,"Saturday, 26 Sep  2020, 17:30",Benfica - Moreirense,,Portugal
1600881362-66,https://www.oddsportal.com/soccer/spain/laliga/,Eibar - Elche,https://www.oddsportal.com/soccer/spain/laliga/eibar-elche-QNcVTA3N/,LaLiga,"Wednesday, 30 Sep  2020, 15:00",Eibar - Elche,,Spain
1600881400-73,https://www.oddsportal.com/soccer/spain/laliga/,Osasuna - Levante,https://www.oddsportal.com/soccer/spain/laliga/osasuna-levante-nXxdFBlU/,LaLiga,"Sunday, 27 Sep  2020, 10:00",Osasuna - Levante,,Spain
1600881514-93,https://www.oddsportal.com/soccer/russia/premier-league/,Tambov - Spartak Moscow,https://www.oddsportal.com/soccer/russia/premier-league/fc-tambov-spartak-moscow-Ozs1YdSH/,Premier League,"Saturday, 26 Sep  2020, 11:00",Tambov - Spartak Moscow,,Russia
1600881421-77,https://www.oddsportal.com/soccer/spain/laliga/,Alaves - Getafe,https://www.oddsportal.com/soccer/spain/laliga/alaves-getafe-2qD5ZEZo/,LaLiga,"Saturday, 26 Sep  2020, 11:00",Alaves - Getafe,,Spain
1600882291-227,https://www.oddsportal.com/soccer/england/championship/,Bristol City - Sheffield Wed,https://www.oddsportal.com/soccer/england/championship/bristol-city-sheffield-wed-80xiXdK6/,Championship,"Sunday, 27 Sep  2020, 12:00",Bristol City - Sheffield Wed,,England
1600881666-119,https://www.oddsportal.com/soccer/usa/mls/,Sporting Kansas City - Orlando City,https://www.oddsportal.com/soccer/usa/mls/sporting-kansas-city-orlando-city-U1yTimDT/,MLS,"Today, 23 Sep  2020, 23:30",Sporting Kansas City - Orlando City,,USA
1600881569-101,https://www.oddsportal.com/soccer/usa/mls/,Los Angeles FC - San Jose Earthquakes,https://www.oddsportal.com/soccer/usa/mls/los-angeles-fc-san-jose-earthquakes-619tHruk/,MLS,"Monday, 28 Sep  2020, 02:30",Los Angeles FC - San Jose Earthquakes,,USA
1600881858-152,https://www.oddsportal.com/soccer/germany/bundesliga/,Union Berlin - Mainz,https://www.oddsportal.com/soccer/germany/bundesliga/union-berlin-mainz-8nLYZWc5/,Bundesliga,"Friday, 02 Oct  2020, 18:30",Union Berlin - Mainz,,Germany
1600881328-60,https://www.oddsportal.com/soccer/spain/laliga/,Sevilla - Levante,https://www.oddsportal.com/soccer/spain/laliga/sevilla-levante-Qwngqj3A/,LaLiga,"Wednesday, 30 Sep  2020, 15:00",Sevilla - Levante,,Spain
1600881732-130,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Twente - FC Emmen,https://www.oddsportal.com/soccer/netherlands/eredivisie/twente-fc-emmen-KznAXS2q/,Eredivisie,"Saturday, 03 Oct  2020, 19:00",Twente - FC Emmen,,Netherlands
1600881737-131,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Venlo - Den Haag,https://www.oddsportal.com/soccer/netherlands/eredivisie/venlo-den-haag-Srfrx9fS/,Eredivisie,"Saturday, 03 Oct  2020, 18:00",Venlo - Den Haag,,Netherlands
1600881563-100,https://www.oddsportal.com/soccer/usa/mls/,Los Angeles Galaxy - Seattle Sounders,https://www.oddsportal.com/soccer/usa/mls/los-angeles-galaxy-seattle-sounders-AeBu1o7s/,MLS,"Monday, 28 Sep  2020, 02:30",Los Angeles Galaxy - Seattle Sounders,,USA
1600882075-190,https://www.oddsportal.com/soccer/italy/serie-a/,Inter - Fiorentina,https://www.oddsportal.com/soccer/italy/serie-a/inter-fiorentina-QHM1orlH/,Serie A,"Saturday, 26 Sep  2020, 18:45",Inter - Fiorentina,,Italy
1600881999-176,https://www.oddsportal.com/soccer/italy/serie-a/,Atalanta - Cagliari,https://www.oddsportal.com/soccer/italy/serie-a/atalanta-cagliari-rBrXmyAF/,Serie A,"Sunday, 04 Oct  2020, 10:30",Atalanta - Cagliari,,Italy
1600881934-165,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Gil Vicente - Portimonense,https://www.oddsportal.com/soccer/portugal/primeira-liga/gil-vicente-portimonense-GnFbxP0P/,Primeira Liga,"Sunday, 27 Sep  2020, 15:00",Gil Vicente - Portimonense,,Portugal
1600882142-201,https://www.oddsportal.com/soccer/france/ligue-1/,Nice - Nantes,https://www.oddsportal.com/soccer/france/ligue-1/nice-nantes-G84MfMll/,Ligue 1,"Saturday, 03 Oct  2020, 19:00",Nice - Nantes,,France
1600882203-212,https://www.oddsportal.com/soccer/france/ligue-1/,St Etienne - Rennes,https://www.oddsportal.com/soccer/france/ligue-1/st-etienne-rennes-pltFf1Xj/,Ligue 1,"Saturday, 26 Sep  2020, 15:00",St Etienne - Rennes,,France
1600882280-225,https://www.oddsportal.com/soccer/england/championship/,Coventry - Bournemouth,https://www.oddsportal.com/soccer/england/championship/coventry-bournemouth-jqfsrEYO/,Championship,"Friday, 02 Oct  2020, 17:00",Coventry - Bournemouth,,England
1600881633-113,https://www.oddsportal.com/soccer/usa/mls/,Los Angeles FC - Vancouver Whitecaps,https://www.oddsportal.com/soccer/usa/mls/los-angeles-fc-vancouver-whitecaps-44DO5bUr/,MLS,"Tomorrow, 24 Sep  2020, 02:30",Los Angeles FC - Vancouver Whitecaps,,USA
1600882264-222,https://www.oddsportal.com/soccer/england/championship/,Brentford - Preston,https://www.oddsportal.com/soccer/england/championship/brentford-preston-rJjZqz4C/,Championship,"Saturday, 03 Oct  2020, 14:00",Brentford - Preston,,England
1600882137-200,https://www.oddsportal.com/soccer/france/ligue-1/,Montpellier - Nimes,https://www.oddsportal.com/soccer/france/ligue-1/montpellier-nimes-250Ie2Zs/,Ligue 1,"Sunday, 04 Oct  2020, 11:00",Montpellier - Nimes,,France
1600881836-148,https://www.oddsportal.com/soccer/germany/bundesliga/,Stuttgart - Bayer Leverkusen,https://www.oddsportal.com/soccer/germany/bundesliga/vfb-stuttgart-bayer-leverkusen-byEoXUsO/,Bundesliga,"Saturday, 03 Oct  2020, 13:30",Stuttgart - Bayer Leverkusen,,Germany
1600882170-206,https://www.oddsportal.com/soccer/france/ligue-1/,Nimes - Lens,https://www.oddsportal.com/soccer/france/ligue-1/nimes-lens-Y7sjdE8e/,Ligue 1,"Sunday, 27 Sep  2020, 13:00",Nimes - Lens,,France
1600881416-76,https://www.oddsportal.com/soccer/spain/laliga/,Valencia - Huesca,https://www.oddsportal.com/soccer/spain/laliga/valencia-huesca-OhE1zeKu/,LaLiga,"Saturday, 26 Sep  2020, 14:00",Valencia - Huesca,,Spain
1600882455-256,https://www.oddsportal.com/soccer/england/premier-league/,Crystal Palace - Everton,https://www.oddsportal.com/soccer/england/premier-league/crystal-palace-everton-UXkskRVr/,Premier League,"Saturday, 26 Sep  2020, 14:00",Crystal Palace - Everton,,England
1600882241-218,https://www.oddsportal.com/soccer/england/championship/,Reading - Watford,https://www.oddsportal.com/soccer/england/championship/reading-watford-j5VHfiIU/,Championship,"Saturday, 03 Oct  2020, 14:00",Reading - Watford,,England
1600881644-115,https://www.oddsportal.com/soccer/usa/mls/,Real Salt Lake - Los Angeles Galaxy,https://www.oddsportal.com/soccer/usa/mls/real-salt-lake-los-angeles-galaxy-hGtnYzGt/,MLS,"Tomorrow, 24 Sep  2020, 01:30",Real Salt Lake - Los Angeles Galaxy,,USA
1600881617-110,https://www.oddsportal.com/soccer/usa/mls/,DC United - New England Revolution,https://www.oddsportal.com/soccer/usa/mls/dc-united-new-england-revolution-8nmKg9rH/,MLS,"Sunday, 27 Sep  2020, 23:00",DC United - New England Revolution,,USA
1600881546-98,https://www.oddsportal.com/soccer/scotland/premiership/,Livingston - St Johnstone,https://www.oddsportal.com/soccer/scotland/premiership/livingston-st-johnstone-vst7DaND/,Premiership,"Saturday, 26 Sep  2020, 14:00",Livingston - St Johnstone,,Scotland
1600882302-229,https://www.oddsportal.com/soccer/england/championship/,Preston - Stoke,https://www.oddsportal.com/soccer/england/championship/preston-stoke-city-dMIogvsQ/,Championship,"Saturday, 26 Sep  2020, 14:00",Preston - Stoke,,England
1600882181-208,https://www.oddsportal.com/soccer/france/ligue-1/,Dijon - Montpellier,https://www.oddsportal.com/soccer/france/ligue-1/dijon-montpellier-fJN5HOv4/,Ligue 1,"Sunday, 27 Sep  2020, 13:00",Dijon - Montpellier,,France
1600882318-232,https://www.oddsportal.com/soccer/england/championship/,Cardiff - Reading,https://www.oddsportal.com/soccer/england/championship/cardiff-reading-hfcg5TuJ/,Championship,"Saturday, 26 Sep  2020, 14:00",Cardiff - Reading,,England
1600881574-102,https://www.oddsportal.com/soccer/usa/mls/,Vancouver Whitecaps - Portland Timbers,https://www.oddsportal.com/soccer/usa/mls/vancouver-whitecaps-portland-timbers-tKPbQjCP/,MLS,"Monday, 28 Sep  2020, 02:00",Vancouver Whitecaps - Portland Timbers,,USA
1600881671-120,https://www.oddsportal.com/soccer/usa/mls/,FC Cincinnati - Philadelphia Union,https://www.oddsportal.com/soccer/usa/mls/fc-cincinnati-philadelphia-union-CWw1RxdQ/,MLS,"Today, 23 Sep  2020, 23:30",FC Cincinnati - Philadelphia Union,,USA
1600882340-236,https://www.oddsportal.com/soccer/england/championship/,Watford - Luton,https://www.oddsportal.com/soccer/england/championship/watford-luton-ATbMnxKg/,Championship,"Saturday, 26 Sep  2020, 11:30",Watford - Luton,,England
1600881492-89,https://www.oddsportal.com/soccer/russia/premier-league/,Akhmat Grozny - Ural,https://www.oddsportal.com/soccer/russia/premier-league/akhmat-grozny-ural-tCy6XGsO/,Premier League,"Sunday, 27 Sep  2020, 13:30",Akhmat Grozny - Ural,,Russia
1600881579-103,https://www.oddsportal.com/soccer/usa/mls/,Colorado Rapids - Sporting Kansas City,https://www.oddsportal.com/soccer/usa/mls/colorado-rapids-sporting-kansas-city-SvGnrIrC/,MLS,"Monday, 28 Sep  2020, 01:00",Colorado Rapids - Sporting Kansas City,,USA
1600882032-182,https://www.oddsportal.com/soccer/italy/serie-a/,Udinese - Spezia,https://www.oddsportal.com/soccer/italy/serie-a/udinese-spezia-EkNyL2UD/,Serie A,"Wednesday, 30 Sep  2020, 16:00",Udinese - Spezia,,Italy
1600882037-183,https://www.oddsportal.com/soccer/italy/serie-a/,Benevento - Inter,https://www.oddsportal.com/soccer/italy/serie-a/benevento-inter-YHn363FK/,Serie A,"Wednesday, 30 Sep  2020, 16:00",Benevento - Inter,,Italy
1600882346-237,https://www.oddsportal.com/soccer/england/championship/,Huddersfield - Nottingham,https://www.oddsportal.com/soccer/england/championship/huddersfield-nottingham-4SVaVzkJ/,Championship,"Friday, 25 Sep  2020, 18:45",Huddersfield - Nottingham,,England
1600881853-151,https://www.oddsportal.com/soccer/germany/bundesliga/,FC Koln - B. Monchengladbach,https://www.oddsportal.com/soccer/germany/bundesliga/1-fc-koln-b-monchengladbach-xMPxZjDB/,Bundesliga,"Saturday, 03 Oct  2020, 13:30",FC Koln - B. Monchengladbach,,Germany
1600881622-111,https://www.oddsportal.com/soccer/usa/mls/,New York City - FC Cincinnati,https://www.oddsportal.com/soccer/usa/mls/new-york-city-fc-cincinnati-ARi172n4/,MLS,"Saturday, 26 Sep  2020, 23:00",New York City - FC Cincinnati,,USA
1600881781-139,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Ajax - Vitesse,https://www.oddsportal.com/soccer/netherlands/eredivisie/ajax-vitesse-Qa7XJ9Yq/,Eredivisie,"Saturday, 26 Sep  2020, 19:00",Ajax - Vitesse,,Netherlands
1600881864-153,https://www.oddsportal.com/soccer/germany/bundesliga/,Freiburg - Wolfsburg,https://www.oddsportal.com/soccer/germany/bundesliga/freiburg-wolfsburg-KMWpyMxr/,Bundesliga,"Sunday, 27 Sep  2020, 16:00",Freiburg - Wolfsburg,,Germany
1600882428-251,https://www.oddsportal.com/soccer/england/premier-league/,Manchester City - Leicester,https://www.oddsportal.com/soccer/england/premier-league/manchester-city-leicester-KMrfnPF1/,Premier League,"Sunday, 27 Sep  2020, 15:30",Manchester City - Leicester,,England
1600881945-167,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Boavista - FC Porto,https://www.oddsportal.com/soccer/portugal/primeira-liga/boavista-fc-porto-8pfwVtga/,Primeira Liga,"Saturday, 26 Sep  2020, 20:00",Boavista - FC Porto,,Portugal
1600881776-138,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Feyenoord - Den Haag,https://www.oddsportal.com/soccer/netherlands/eredivisie/feyenoord-den-haag-KM6yJTmj/,Eredivisie,"Sunday, 27 Sep  2020, 10:15",Feyenoord - Den Haag,,Netherlands
1600882285-226,https://www.oddsportal.com/soccer/england/championship/,Bournemouth - Norwich,https://www.oddsportal.com/soccer/england/championship/bournemouth-norwich-U9wmYx50/,Championship,"Sunday, 27 Sep  2020, 15:00",Bournemouth - Norwich,,England
1600882449-255,https://www.oddsportal.com/soccer/england/premier-league/,West Brom - Chelsea,https://www.oddsportal.com/soccer/england/premier-league/west-brom-chelsea-ELPp9nNE/,Premier League,"Saturday, 26 Sep  2020, 16:30",West Brom - Chelsea,,England
1600882186-209,https://www.oddsportal.com/soccer/france/ligue-1/,Angers - Brest,https://www.oddsportal.com/soccer/france/ligue-1/angers-brest-Y3ZdJpAi/,Ligue 1,"Sunday, 27 Sep  2020, 13:00",Angers - Brest,,France
1600882444-254,https://www.oddsportal.com/soccer/england/premier-league/,Burnley - Southampton,https://www.oddsportal.com/soccer/england/premier-league/burnley-southampton-SO3Fg7NR/,Premier League,"Saturday, 26 Sep  2020, 19:00",Burnley - Southampton,,England
1600881650-116,https://www.oddsportal.com/soccer/usa/mls/,Colorado Rapids - San Jose Earthquakes,https://www.oddsportal.com/soccer/usa/mls/colorado-rapids-san-jose-earthquakes-vFsaiMLP/,MLS,"Tomorrow, 24 Sep  2020, 01:00",Colorado Rapids - San Jose Earthquakes,,USA
1600882368-240,https://www.oddsportal.com/soccer/england/premier-league/,Newcastle - Burnley,https://www.oddsportal.com/soccer/england/premier-league/newcastle-utd-burnley-25pOM5iE/,Premier League,"Saturday, 03 Oct  2020, 14:00",Newcastle - Burnley,,England
1600881438-79,https://www.oddsportal.com/soccer/russia/premier-league/,Dynamo Moscow - Krasnodar,https://www.oddsportal.com/soccer/russia/premier-league/dynamo-moscow-krasnodar-48HZndsB/,Premier League,"Sunday, 04 Oct  2020, 17:00",Dynamo Moscow - Krasnodar,,Russia
1600881803-143,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Twente - Groningen,https://www.oddsportal.com/soccer/netherlands/eredivisie/twente-groningen-priivvKb/,Eredivisie,"Friday, 25 Sep  2020, 18:00",Twente - Groningen,,Netherlands
1600881639-114,https://www.oddsportal.com/soccer/usa/mls/,Portland Timbers - Seattle Sounders,https://www.oddsportal.com/soccer/usa/mls/portland-timbers-seattle-sounders-lb4XOymJ/,MLS,"Tomorrow, 24 Sep  2020, 02:00",Portland Timbers - Seattle Sounders,,USA
1600882021-180,https://www.oddsportal.com/soccer/italy/serie-a/,Fiorentina - Sampdoria,https://www.oddsportal.com/soccer/italy/serie-a/fiorentina-sampdoria-vwxtnFvS/,Serie A,"Friday, 02 Oct  2020, 18:45",Fiorentina - Sampdoria,,Italy
1600881715-127,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Willem II - Feyenoord,https://www.oddsportal.com/soccer/netherlands/eredivisie/willem-ii-feyenoord-tjzJV6Xe/,Eredivisie,"Sunday, 04 Oct  2020, 12:30",Willem II - Feyenoord,,Netherlands
1600881677-121,https://www.oddsportal.com/soccer/usa/mls/,Columbus Crew - Minnesota United,https://www.oddsportal.com/soccer/usa/mls/columbus-crew-minnesota-united-SCFpaAJ3/,MLS,"Today, 23 Sep  2020, 23:30",Columbus Crew - Minnesota United,,USA
1600882054-186,https://www.oddsportal.com/soccer/italy/serie-a/,Crotone - AC Milan,https://www.oddsportal.com/soccer/italy/serie-a/crotone-ac-milan-8tSdnOYA/,Serie A,"Sunday, 27 Sep  2020, 16:00",Crotone - AC Milan,,Italy
1600881988-174,https://www.oddsportal.com/soccer/italy/serie-a/,Lazio - Inter,https://www.oddsportal.com/soccer/italy/serie-a/lazio-inter-GKv9uDHe/,Serie A,"Sunday, 04 Oct  2020, 13:00",Lazio - Inter,,Italy
1600882059-187,https://www.oddsportal.com/soccer/italy/serie-a/,Verona - Udinese,https://www.oddsportal.com/soccer/italy/serie-a/verona-udinese-4KqTlHf9/,Serie A,"Sunday, 27 Sep  2020, 13:00",Verona - Udinese,,Italy
1600881764-136,https://www.oddsportal.com/soccer/netherlands/eredivisie/,FC Emmen - Willem II,https://www.oddsportal.com/soccer/netherlands/eredivisie/fc-emmen-willem-ii-ELmSuie3/,Eredivisie,"Sunday, 27 Sep  2020, 14:45",FC Emmen - Willem II,,Netherlands
1600882064-188,https://www.oddsportal.com/soccer/italy/serie-a/,Napoli - Genoa,https://www.oddsportal.com/soccer/italy/serie-a/napoli-genoa-2spVTFIq/,Serie A,"Sunday, 27 Sep  2020, 13:00",Napoli - Genoa,,Italy
1600882439-253,https://www.oddsportal.com/soccer/england/premier-league/,Sheffield Utd - Leeds,https://www.oddsportal.com/soccer/england/premier-league/sheffield-utd-leeds-YPnboqV7/,Premier League,"Sunday, 27 Sep  2020, 11:00",Sheffield Utd - Leeds,,England
1600881956-169,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Maritimo - Tondela,https://www.oddsportal.com/soccer/portugal/primeira-liga/maritimo-tondela-2qmnTKNB/,Primeira Liga,"Saturday, 26 Sep  2020, 14:30",Maritimo - Tondela,,Portugal
1600881918-162,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Belenenses - Famalicao,https://www.oddsportal.com/soccer/portugal/primeira-liga/belenenses-famalicao-zXeVW2On/,Primeira Liga,"Monday, 28 Sep  2020, 18:45",Belenenses - Famalicao,,Portugal
1600882113-196,https://www.oddsportal.com/soccer/france/ligue-1/,Strasbourg - Lille,https://www.oddsportal.com/soccer/france/ligue-1/strasbourg-lille-lM2Uh0J0/,Ligue 1,"Sunday, 04 Oct  2020, 13:00",Strasbourg - Lille,,France
1600881961-170,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Braga - Santa Clara,https://www.oddsportal.com/soccer/portugal/primeira-liga/braga-santa-clara-KKcsU085/,Primeira Liga,"Friday, 25 Sep  2020, 19:30",Braga - Santa Clara,,Portugal
1600881394-72,https://www.oddsportal.com/soccer/spain/laliga/,Atl. Madrid - Granada CF,https://www.oddsportal.com/soccer/spain/laliga/atl-madrid-granada-cf-bB6EXh4b/,LaLiga,"Sunday, 27 Sep  2020, 14:00",Atl. Madrid - Granada CF,,Spain
1600881345-63,https://www.oddsportal.com/soccer/spain/laliga/,Huesca - Atl. Madrid,https://www.oddsportal.com/soccer/spain/laliga/huesca-atl-madrid-bBSqmY3o/,LaLiga,"Wednesday, 30 Sep  2020, 15:00",Huesca - Atl. Madrid,,Spain
1600881351-64,https://www.oddsportal.com/soccer/spain/laliga/,Granada CF - Osasuna,https://www.oddsportal.com/soccer/spain/laliga/granada-cf-osasuna-h6s8wLWl/,LaLiga,"Wednesday, 30 Sep  2020, 15:00",Granada CF - Osasuna,,Spain
1600882247-219,https://www.oddsportal.com/soccer/england/championship/,Nottingham - Bristol City,https://www.oddsportal.com/soccer/england/championship/nottingham-bristol-city-Uks9dDmI/,Championship,"Saturday, 03 Oct  2020, 14:00",Nottingham - Bristol City,,England
1600882460-257,https://www.oddsportal.com/soccer/england/premier-league/,Brighton - Manchester Utd,https://www.oddsportal.com/soccer/england/premier-league/brighton-manchester-united-Y14Bfm8L/,Premier League,"Saturday, 26 Sep  2020, 11:30",Brighton - Manchester Utd,,England
1600881660-118,https://www.oddsportal.com/soccer/usa/mls/,Inter Miami - New York Red Bulls,https://www.oddsportal.com/soccer/usa/mls/inter-miami-new-york-red-bulls-EFbEK2Tj/,MLS,"Tomorrow, 24 Sep  2020, 00:00",Inter Miami - New York Red Bulls,,USA
1600881606-108,https://www.oddsportal.com/soccer/usa/mls/,Chicago Fire - Atlanta Utd,https://www.oddsportal.com/soccer/usa/mls/chicago-fire-atlanta-united-SYtQrLWa/,MLS,"Sunday, 27 Sep  2020, 23:30",Chicago Fire - Atlanta Utd,,USA
1600881411-75,https://www.oddsportal.com/soccer/spain/laliga/,Elche - Real Sociedad,https://www.oddsportal.com/soccer/spain/laliga/elche-real-sociedad-hY5IWCJ4/,LaLiga,"Saturday, 26 Sep  2020, 16:30",Elche - Real Sociedad,,Spain
