web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,Teams,Warning,Country
1601551359-158,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Moreirense - Boavista,https://www.oddsportal.com/soccer/portugal/primeira-liga/moreirense-boavista-G6BFUXbG/,Primeira Liga,"Tomorrow, 02 Oct  2020, 18:00",Moreirense - Boavista,,Portugal
1601551103-113,https://www.oddsportal.com/soccer/usa/mls/,Orlando City - New York Red Bulls,https://www.oddsportal.com/soccer/usa/mls/orlando-city-new-york-red-bulls-SxNsMF4e/,MLS,"Saturday, 03 Oct  2020, 20:30",Orlando City - New York Red Bulls,,USA
1601551327-152,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Benfica - SC Farense,https://www.oddsportal.com/soccer/portugal/primeira-liga/benfica-sc-farense-2sdAXZEc/,Primeira Liga,"Sunday, 04 Oct  2020, 17:30",Benfica - SC Farense,,Portugal
1601551023-99,https://www.oddsportal.com/soccer/scotland/premiership/,Dundee Utd - Livingston,https://www.oddsportal.com/soccer/scotland/premiership/dundee-utd-livingston-rFOk5yVg/,Premiership,"Tomorrow, 02 Oct  2020, 18:45",Dundee Utd - Livingston,,Scotland
1601551690-217,https://www.oddsportal.com/soccer/england/championship/,Luton - Wycombe,https://www.oddsportal.com/soccer/england/championship/luton-wycombe-U9Pi2HJt/,Championship,"Saturday, 03 Oct  2020, 14:00",Luton - Wycombe,,England
1601551813-239,https://www.oddsportal.com/soccer/england/premier-league/,Chelsea - Crystal Palace,https://www.oddsportal.com/soccer/england/premier-league/chelsea-crystal-palace-KM4P14Fl/,Premier League,"Saturday, 03 Oct  2020, 11:30",Chelsea - Crystal Palace,,England
1601551487-180,https://www.oddsportal.com/soccer/france/ligue-1/,Nimes - Paris SG,https://www.oddsportal.com/soccer/france/ligue-1/nimes-paris-sg-OYTa8uJm/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Nimes - Paris SG,,France
1601551055-104,https://www.oddsportal.com/soccer/usa/mls/,Seattle Sounders - Vancouver Whitecaps,https://www.oddsportal.com/soccer/usa/mls/seattle-sounders-vancouver-whitecaps-nyJ9NaKB/,MLS,"Sunday, 04 Oct  2020, 02:00",Seattle Sounders - Vancouver Whitecaps,,USA
1601551061-105,https://www.oddsportal.com/soccer/usa/mls/,FC Dallas - Columbus Crew,https://www.oddsportal.com/soccer/usa/mls/fc-dallas-columbus-crew-UwVP6Gw3/,MLS,"Sunday, 04 Oct  2020, 00:30",FC Dallas - Columbus Crew,,USA
1601550922-81,https://www.oddsportal.com/soccer/russia/premier-league/,Lokomotiv Moscow - Ufa,https://www.oddsportal.com/soccer/russia/premier-league/lokomotiv-moscow-ufa-80zMbgtN/,Premier League,"Saturday, 17 Oct  2020, 13:00",Lokomotiv Moscow - Ufa,,Russia
1601551215-132,https://www.oddsportal.com/soccer/germany/bundesliga/,Schalke - Union Berlin,https://www.oddsportal.com/soccer/germany/bundesliga/schalke-union-berlin-Y3NalWCb/,Bundesliga,"Sunday, 18 Oct  2020, 16:00",Schalke - Union Berlin,,Germany
1601551093-111,https://www.oddsportal.com/soccer/usa/mls/,Montreal Impact - Chicago Fire,https://www.oddsportal.com/soccer/usa/mls/montreal-impact-chicago-fire-pU9KIAYq/,MLS,"Saturday, 03 Oct  2020, 23:30",Montreal Impact - Chicago Fire,,USA
1601550895-77,https://www.oddsportal.com/soccer/spain/laliga/,Celta Vigo - Barcelona,https://www.oddsportal.com/soccer/spain/laliga/celta-vigo-barcelona-4UpcrAIG/,LaLiga,"Today, 01 Oct  2020, 19:30",Celta Vigo - Barcelona,,Spain
1601551407-166,https://www.oddsportal.com/soccer/italy/serie-a/,Napoli - Atalanta,https://www.oddsportal.com/soccer/italy/serie-a/napoli-atalanta-dv0rfCWl/,Serie A,"Saturday, 17 Oct  2020, 13:00",Napoli - Atalanta,,Italy
1601551045-102,https://www.oddsportal.com/soccer/usa/mls/,Portland Timbers - Colorado Rapids,https://www.oddsportal.com/soccer/usa/mls/portland-timbers-colorado-rapids-Q5OY4f8F/,MLS,"Sunday, 04 Oct  2020, 03:00",Portland Timbers - Colorado Rapids,,USA
1601550917-80,https://www.oddsportal.com/soccer/russia/premier-league/,Zenit - Sochi,https://www.oddsportal.com/soccer/russia/premier-league/zenit-st-petersburg-pfc-sochi-6yv52ysb/,Premier League,"Saturday, 17 Oct  2020, 13:00",Zenit - Sochi,,Russia
1601551050-103,https://www.oddsportal.com/soccer/usa/mls/,San Jose Earthquakes - Los Angeles Galaxy,https://www.oddsportal.com/soccer/usa/mls/san-jose-earthquakes-los-angeles-galaxy-fmPrVRZN/,MLS,"Sunday, 04 Oct  2020, 02:30",San Jose Earthquakes - Los Angeles Galaxy,,USA
1601551524-187,https://www.oddsportal.com/soccer/france/ligue-1/,Lyon - Marseille,https://www.oddsportal.com/soccer/france/ligue-1/lyon-marseille-IXOo1OBK/,Ligue 1,"Sunday, 04 Oct  2020, 19:00",Lyon - Marseille,,France
1601551386-162,https://www.oddsportal.com/soccer/italy/serie-a/,Bologna - Sassuolo,https://www.oddsportal.com/soccer/italy/serie-a/bologna-sassuolo-rXJ70EgL/,Serie A,"Sunday, 18 Oct  2020, 10:30",Bologna - Sassuolo,,Italy
1601551631-206,https://www.oddsportal.com/soccer/england/championship/,Birmingham - Sheffield Wed,https://www.oddsportal.com/soccer/england/championship/birmingham-sheffield-wed-M11M3Ufo/,Championship,"Saturday, 17 Oct  2020, 14:00",Birmingham - Sheffield Wed,,England
1601551626-205,https://www.oddsportal.com/soccer/england/championship/,Blackburn - Nottingham,https://www.oddsportal.com/soccer/england/championship/blackburn-nottingham-4QQ6BtEi/,Championship,"Saturday, 17 Oct  2020, 14:00",Blackburn - Nottingham,,England
1601551503-183,https://www.oddsportal.com/soccer/france/ligue-1/,Marseille - Bordeaux,https://www.oddsportal.com/soccer/france/ligue-1/marseille-bordeaux-pldwivlD/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Marseille - Bordeaux,,France
1601551509-184,https://www.oddsportal.com/soccer/france/ligue-1/,Lille - Lens,https://www.oddsportal.com/soccer/france/ligue-1/lille-lens-6ccZiKY6/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Lille - Lens,,France
1601551338-154,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Tondela - Braga,https://www.oddsportal.com/soccer/portugal/primeira-liga/tondela-braga-Qu1kOVyp/,Primeira Liga,"Saturday, 03 Oct  2020, 20:00",Tondela - Braga,,Portugal
1601551760-229,https://www.oddsportal.com/soccer/england/premier-league/,Chelsea - Southampton,https://www.oddsportal.com/soccer/england/premier-league/chelsea-southampton-pOvbG3Us/,Premier League,"Saturday, 17 Oct  2020, 14:00",Chelsea - Southampton,,England
1601551146-120,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Willem II - Twente,https://www.oddsportal.com/soccer/netherlands/eredivisie/willem-ii-twente-6ksAj89L/,Eredivisie,"Saturday, 17 Oct  2020, 18:00",Willem II - Twente,,Netherlands
1601551706-220,https://www.oddsportal.com/soccer/england/championship/,Coventry - Bournemouth,https://www.oddsportal.com/soccer/england/championship/coventry-bournemouth-jqfsrEYO/,Championship,"Tomorrow, 02 Oct  2020, 18:45",Coventry - Bournemouth,,England
1601550906-79,https://www.oddsportal.com/soccer/spain/laliga/,Ath Bilbao - Cadiz CF,https://www.oddsportal.com/soccer/spain/laliga/ath-bilbao-cadiz-pSUepWm4/,LaLiga,"Today, 01 Oct  2020, 17:00",Ath Bilbao - Cadiz CF,,Spain
1601551162-123,https://www.oddsportal.com/soccer/netherlands/eredivisie/,PSV - Sittard,https://www.oddsportal.com/soccer/netherlands/eredivisie/psv-sittard-8dS4gAP2/,Eredivisie,"Sunday, 04 Oct  2020, 14:45",PSV - Sittard,,Netherlands
1601551322-151,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Famalicao - Rio Ave,https://www.oddsportal.com/soccer/portugal/primeira-liga/famalicao-rio-ave-nZDN9WMj/,Primeira Liga,"Sunday, 04 Oct  2020, 17:30",Famalicao - Rio Ave,,Portugal
1601551151-121,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Heracles - Waalwijk,https://www.oddsportal.com/soccer/netherlands/eredivisie/heracles-waalwijk-Sbr6ilfF/,Eredivisie,"Saturday, 17 Oct  2020, 18:00",Heracles - Waalwijk,,Netherlands
1601551114-114,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Zwolle - PSV,https://www.oddsportal.com/soccer/netherlands/eredivisie/zwolle-psv-SMQhrpH1/,Eredivisie,"Sunday, 18 Oct  2020, 14:45",Zwolle - PSV,,Netherlands
1601551002-95,https://www.oddsportal.com/soccer/scotland/premiership/,Rangers - Ross County,https://www.oddsportal.com/soccer/scotland/premiership/rangers-ross-county-Y3H22ZEC/,Premiership,"Sunday, 04 Oct  2020, 14:00",Rangers - Ross County,,Scotland
1601551471-177,https://www.oddsportal.com/soccer/france/ligue-1/,Strasbourg - Lyon,https://www.oddsportal.com/soccer/france/ligue-1/strasbourg-lyon-faPe9L3s/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Strasbourg - Lyon,,France
1601551493-181,https://www.oddsportal.com/soccer/france/ligue-1/,Nantes - Brest,https://www.oddsportal.com/soccer/france/ligue-1/nantes-brest-ARmPEstK/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Nantes - Brest,,France
1601551605-201,https://www.oddsportal.com/soccer/england/championship/,Middlesbrough - Reading,https://www.oddsportal.com/soccer/england/championship/middlesbrough-reading-MPFfAiZE/,Championship,"Saturday, 17 Oct  2020, 14:00",Middlesbrough - Reading,,England
1601551375-160,https://www.oddsportal.com/soccer/italy/serie-a/,Udinese - Parma,https://www.oddsportal.com/soccer/italy/serie-a/udinese-parma-dzpsFD8E/,Serie A,"Sunday, 18 Oct  2020, 16:00",Udinese - Parma,,Italy
1601551450-174,https://www.oddsportal.com/soccer/italy/serie-a/,Genoa - Torino,https://www.oddsportal.com/soccer/italy/serie-a/genoa-torino-dIO7sZnq/,Serie A,"Saturday, 03 Oct  2020, 16:00",Genoa - Torino,,Italy
1601551263-141,https://www.oddsportal.com/soccer/germany/bundesliga/,Bayern Munich - Hertha Berlin,https://www.oddsportal.com/soccer/germany/bundesliga/bayern-munich-hertha-berlin-4A6lesUD/,Bundesliga,"Sunday, 04 Oct  2020, 16:00",Bayern Munich - Hertha Berlin,,Germany
1601551402-165,https://www.oddsportal.com/soccer/italy/serie-a/,Inter - AC Milan,https://www.oddsportal.com/soccer/italy/serie-a/inter-ac-milan-EFAwehHr/,Serie A,"Saturday, 17 Oct  2020, 16:00",Inter - AC Milan,,Italy
1601551167-124,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Willem II - Feyenoord,https://www.oddsportal.com/soccer/netherlands/eredivisie/willem-ii-feyenoord-tjzJV6Xe/,Eredivisie,"Sunday, 04 Oct  2020, 12:30",Willem II - Feyenoord,,Netherlands
1601550874-73,https://www.oddsportal.com/soccer/spain/laliga/,Real Sociedad - Getafe,https://www.oddsportal.com/soccer/spain/laliga/real-sociedad-getafe-Wr1wOuX1/,LaLiga,"Saturday, 03 Oct  2020, 16:30",Real Sociedad - Getafe,,Spain
1601551354-157,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Vitoria Guimaraes - Ferreira,https://www.oddsportal.com/soccer/portugal/primeira-liga/vitoria-guimaraes-ferreira-zefIVDqA/,Primeira Liga,"Tomorrow, 02 Oct  2020, 20:15",Vitoria Guimaraes - Ferreira,,Portugal
1601551039-101,https://www.oddsportal.com/soccer/usa/mls/,Real Salt Lake - Los Angeles FC,https://www.oddsportal.com/soccer/usa/mls/real-salt-lake-los-angeles-fc-M1FjsxbI/,MLS,"Monday, 05 Oct  2020, 01:30",Real Salt Lake - Los Angeles FC,,USA
1601551183-127,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Twente - FC Emmen,https://www.oddsportal.com/soccer/netherlands/eredivisie/twente-fc-emmen-KznAXS2q/,Eredivisie,"Saturday, 03 Oct  2020, 19:00",Twente - FC Emmen,,Netherlands
1601550943-85,https://www.oddsportal.com/soccer/russia/premier-league/,CSKA Moscow - Dynamo Moscow,https://www.oddsportal.com/soccer/russia/premier-league/cska-moscow-dynamo-moscow-vRVHaZQG/,Premier League,"Saturday, 17 Oct  2020, 13:00",CSKA Moscow - Dynamo Moscow,,Russia
1601550927-82,https://www.oddsportal.com/soccer/russia/premier-league/,Krasnodar - Rubin Kazan,https://www.oddsportal.com/soccer/russia/premier-league/krasnodar-rubin-kazan-0zXD0FBA/,Premier League,"Saturday, 17 Oct  2020, 13:00",Krasnodar - Rubin Kazan,,Russia
1601551343-155,https://www.oddsportal.com/soccer/portugal/primeira-liga/,FC Porto - Maritimo,https://www.oddsportal.com/soccer/portugal/primeira-liga/fc-porto-maritimo-fcAJTiEM/,Primeira Liga,"Saturday, 03 Oct  2020, 17:30",FC Porto - Maritimo,,Portugal
1601551514-185,https://www.oddsportal.com/soccer/france/ligue-1/,Dijon - Rennes,https://www.oddsportal.com/soccer/france/ligue-1/dijon-rennes-biMC5w36/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Dijon - Rennes,,France
1601551647-209,https://www.oddsportal.com/soccer/england/championship/,Stoke - Birmingham,https://www.oddsportal.com/soccer/england/championship/stoke-city-birmingham-fiHsBC2B/,Championship,"Sunday, 04 Oct  2020, 14:00",Stoke - Birmingham,,England
1601551194-129,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Waalwijk - Zwolle,https://www.oddsportal.com/soccer/netherlands/eredivisie/waalwijk-zwolle-lhevwkuM/,Eredivisie,"Saturday, 03 Oct  2020, 16:45",Waalwijk - Zwolle,,Netherlands
1601551119-115,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Groningen - Utrecht,https://www.oddsportal.com/soccer/netherlands/eredivisie/groningen-utrecht-6DPds4W7/,Eredivisie,"Sunday, 18 Oct  2020, 14:45",Groningen - Utrecht,,Netherlands
1601551418-168,https://www.oddsportal.com/soccer/italy/serie-a/,AC Milan - Spezia,https://www.oddsportal.com/soccer/italy/serie-a/ac-milan-spezia-fBwDvXW1/,Serie A,"Sunday, 04 Oct  2020, 16:00",AC Milan - Spezia,,Italy
1601551610-202,https://www.oddsportal.com/soccer/england/championship/,Luton - Stoke,https://www.oddsportal.com/soccer/england/championship/luton-stoke-city-SQMoCD42/,Championship,"Saturday, 17 Oct  2020, 14:00",Luton - Stoke,,England
1601551738-225,https://www.oddsportal.com/soccer/england/premier-league/,Leicester - Aston Villa,https://www.oddsportal.com/soccer/england/premier-league/leicester-aston-villa-lGyFCLT6/,Premier League,"Saturday, 17 Oct  2020, 14:00",Leicester - Aston Villa,,England
1601551316-150,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Portimonense - Sporting,https://www.oddsportal.com/soccer/portugal/primeira-liga/portimonense-sporting-lK9NSBTS/,Primeira Liga,"Sunday, 04 Oct  2020, 20:00",Portimonense - Sporting,,Portugal
1601550986-93,https://www.oddsportal.com/soccer/russia/premier-league/,Tambov - Arsenal Tula,https://www.oddsportal.com/soccer/russia/premier-league/fc-tambov-arsenal-tula-0zBrozCN/,Premier League,"Saturday, 03 Oct  2020, 13:30",Tambov - Arsenal Tula,,Russia
1601551156-122,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Ajax - Heerenveen,https://www.oddsportal.com/soccer/netherlands/eredivisie/ajax-heerenveen-nmR8hUv9/,Eredivisie,"Saturday, 17 Oct  2020, 16:45",Ajax - Heerenveen,,Netherlands
1601551029-100,https://www.oddsportal.com/soccer/scotland/premiership/,Aberdeen - St. Mirren,https://www.oddsportal.com/soccer/scotland/premiership/aberdeen-st-mirren-4OPo6HFm/,Premiership,"Tomorrow, 02 Oct  2020, 18:45",Aberdeen - St. Mirren,,Scotland
1601551348-156,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Santa Clara - Gil Vicente,https://www.oddsportal.com/soccer/portugal/primeira-liga/santa-clara-gil-vicente-d4eEWgU3/,Primeira Liga,"Saturday, 03 Oct  2020, 15:00",Santa Clara - Gil Vicente,,Portugal
1601551535-189,https://www.oddsportal.com/soccer/france/ligue-1/,Strasbourg - Lille,https://www.oddsportal.com/soccer/france/ligue-1/strasbourg-lille-lM2Uh0J0/,Ligue 1,"Sunday, 04 Oct  2020, 13:00",Strasbourg - Lille,,France
1601550975-91,https://www.oddsportal.com/soccer/russia/premier-league/,Spartak Moscow - Zenit,https://www.oddsportal.com/soccer/russia/premier-league/spartak-moscow-zenit-st-petersburg-QHIVmxS4/,Premier League,"Saturday, 03 Oct  2020, 16:00",Spartak Moscow - Zenit,,Russia
1601551556-193,https://www.oddsportal.com/soccer/france/ligue-1/,Montpellier - Nimes,https://www.oddsportal.com/soccer/france/ligue-1/montpellier-nimes-250Ie2Zs/,Ligue 1,"Sunday, 04 Oct  2020, 11:00",Montpellier - Nimes,,France
1601551551-192,https://www.oddsportal.com/soccer/france/ligue-1/,Bordeaux - Dijon,https://www.oddsportal.com/soccer/france/ligue-1/bordeaux-dijon-p6Bv3ps8/,Ligue 1,"Sunday, 04 Oct  2020, 13:00",Bordeaux - Dijon,,France
1601551098-112,https://www.oddsportal.com/soccer/usa/mls/,DC United - Atlanta Utd,https://www.oddsportal.com/soccer/usa/mls/dc-united-atlanta-united-OjDbDqXp/,MLS,"Saturday, 03 Oct  2020, 23:00",DC United - Atlanta Utd,,USA
1601551621-204,https://www.oddsportal.com/soccer/england/championship/,Bournemouth - QPR,https://www.oddsportal.com/soccer/england/championship/bournemouth-qpr-jsPE9Kr4/,Championship,"Saturday, 17 Oct  2020, 14:00",Bournemouth - QPR,,England
1601551199-130,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Vitesse - Heracles,https://www.oddsportal.com/soccer/netherlands/eredivisie/vitesse-heracles-6T5ZwVPF/,Eredivisie,"Saturday, 03 Oct  2020, 14:30",Vitesse - Heracles,,Netherlands
1601551412-167,https://www.oddsportal.com/soccer/italy/serie-a/,Juventus - Napoli,https://www.oddsportal.com/soccer/italy/serie-a/juventus-napoli-z9NBtg2k/,Serie A,"Sunday, 04 Oct  2020, 18:45",Juventus - Napoli,,Italy
