web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,Teams,Warning,Country
1600463099-7,https://www.oddsportal.com/soccer/spain/laliga/,Betis - Real Madrid,https://www.oddsportal.com/soccer/spain/laliga/betis-real-madrid-nXbRUjlH/,LaLiga,"Sunday, 27 Sep  2020, 15:00",Betis - Real Madrid,,Spain
1600464281-157,https://www.oddsportal.com/soccer/italy/serie-a/,Fiorentina - Torino,https://www.oddsportal.com/soccer/italy/serie-a/fiorentina-torino-C8o75NUQ/,Serie A,"Tomorrow, 19 Sep  2020, 16:00",Fiorentina - Torino,,Italy
1600463450-52,https://www.oddsportal.com/soccer/europe/europa-league/,Ararat-Armenia (Arm)  - Celje (Slo),https://www.oddsportal.com/soccer/europe/europa-league/ararat-armenia-celje-WABbHr7b/,Europa League,"Thursday, 24 Sep  2020, 17:00",Ararat-Armenia (Arm)  - Celje (Slo),,Europe
1600463940-113,https://www.oddsportal.com/soccer/germany/bundesliga/,Mainz - Stuttgart,https://www.oddsportal.com/soccer/germany/bundesliga/mainz-vfb-stuttgart-fuPcYJM0/,Bundesliga,"Saturday, 26 Sep  2020, 13:30",Mainz - Stuttgart,,Germany
1600463584-69,https://www.oddsportal.com/soccer/russia/premier-league/,Arsenal Tula - Sochi,https://www.oddsportal.com/soccer/russia/premier-league/arsenal-tula-pfc-sochi-dOkpxuTh/,Premier League,"Sunday, 20 Sep  2020, 11:00",Arsenal Tula - Sochi,,Russia
1600464527-188,https://www.oddsportal.com/soccer/england/championship/,Huddersfield - Nottingham,https://www.oddsportal.com/soccer/england/championship/huddersfield-nottingham-4SVaVzkJ/,Championship,"Friday, 25 Sep  2020, 18:45",Huddersfield - Nottingham,,England
1600463821-98,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Sittard - AZ Alkmaar,https://www.oddsportal.com/soccer/netherlands/eredivisie/sittard-az-alkmaar-WbkaxIlB/,Eredivisie,"Saturday, 26 Sep  2020, 16:45",Sittard - AZ Alkmaar,,Netherlands
1600464438-177,https://www.oddsportal.com/soccer/france/ligue-1/,Lyon - Nimes,https://www.oddsportal.com/soccer/france/ligue-1/lyon-nimes-fcnV4oeb/,Ligue 1,"Today, 18 Sep  2020, 19:00",Lyon - Nimes,Final result,France
1600464512-186,https://www.oddsportal.com/soccer/england/championship/,Barnsley - Coventry,https://www.oddsportal.com/soccer/england/championship/barnsley-coventry-drQuzazl/,Championship,"Saturday, 26 Sep  2020, 14:00",Barnsley - Coventry,,England
1600464668-206,https://www.oddsportal.com/soccer/england/premier-league/,Tottenham - Newcastle,https://www.oddsportal.com/soccer/england/premier-league/tottenham-newcastle-utd-zVQtAS78/,Premier League,"Sunday, 27 Sep  2020, 13:00",Tottenham - Newcastle,,England
1600464616-200,https://www.oddsportal.com/soccer/england/championship/,Nottingham - Cardiff,https://www.oddsportal.com/soccer/england/championship/nottingham-cardiff-Wv9p7kB6/,Championship,"Tomorrow, 19 Sep  2020, 11:30",Nottingham - Cardiff,,England
1600464757-218,https://www.oddsportal.com/soccer/england/premier-league/,Arsenal - West Ham,https://www.oddsportal.com/soccer/england/premier-league/arsenal-west-ham-vVXZfd24/,Premier League,"Tomorrow, 19 Sep  2020, 19:00",Arsenal - West Ham,,England
1600463292-31,https://www.oddsportal.com/soccer/europe/europa-league/,Wolfsburg (Ger)  - Desna (Ukr),https://www.oddsportal.com/soccer/europe/europa-league/wolfsburg-desna-GI1l2PE0/,Europa League,"Thursday, 24 Sep  2020, 17:00",Wolfsburg (Ger)  - Desna (Ukr),,Europe
1600463106-8,https://www.oddsportal.com/soccer/spain/laliga/,Barcelona - Villarreal,https://www.oddsportal.com/soccer/spain/laliga/barcelona-villarreal-489MVWYA/,LaLiga,"Sunday, 27 Sep  2020, 15:00",Barcelona - Villarreal,,Spain
1600464207-147,https://www.oddsportal.com/soccer/italy/serie-a/,Inter - Fiorentina,https://www.oddsportal.com/soccer/italy/serie-a/inter-fiorentina-QHM1orlH/,Serie A,"Saturday, 26 Sep  2020, 18:45",Inter - Fiorentina,,Italy
1600464601-198,https://www.oddsportal.com/soccer/england/championship/,Brentford - Huddersfield,https://www.oddsportal.com/soccer/england/championship/brentford-huddersfield-2snxwSjS/,Championship,"Tomorrow, 19 Sep  2020, 14:00",Brentford - Huddersfield,,England
1600463322-35,https://www.oddsportal.com/soccer/europe/europa-league/,Rosenborg (Nor)  - Alanyaspor (Tur),https://www.oddsportal.com/soccer/europe/europa-league/rosenborg-alanyaspor-6BSpRHzb/,Europa League,"Thursday, 24 Sep  2020, 17:00",Rosenborg (Nor)  - Alanyaspor (Tur),,Europe
1600463636-75,https://www.oddsportal.com/soccer/scotland/premiership/,St Johnstone - Ross County,https://www.oddsportal.com/soccer/scotland/premiership/st-johnstone-ross-county-SrCI6Tl1/,Premiership,"Tomorrow, 19 Sep  2020, 14:00",St Johnstone - Ross County,,Scotland
1600463225-23,https://www.oddsportal.com/soccer/europe/champions-league/,Krasnodar (Rus)  - PAOK (Gre),https://www.oddsportal.com/soccer/europe/champions-league/krasnodar-paok-0x0Amqv7/,Champions League,"Tuesday, 22 Sep  2020, 19:00",Krasnodar (Rus)  - PAOK (Gre),,Europe
1600464698-210,https://www.oddsportal.com/soccer/england/premier-league/,Crystal Palace - Everton,https://www.oddsportal.com/soccer/england/premier-league/crystal-palace-everton-UXkskRVr/,Premier League,"Saturday, 26 Sep  2020, 14:00",Crystal Palace - Everton,,England
1600464764-219,https://www.oddsportal.com/soccer/england/premier-league/,Manchester Utd - Crystal Palace,https://www.oddsportal.com/soccer/england/premier-league/manchester-united-crystal-palace-CdJGY5o2/,Premier League,"Tomorrow, 19 Sep  2020, 16:30",Manchester Utd - Crystal Palace,,England
1600463629-74,https://www.oddsportal.com/soccer/scotland/premiership/,Hibernian - Rangers,https://www.oddsportal.com/soccer/scotland/premiership/hibernian-rangers-6TN98kKl/,Premiership,"Sunday, 20 Sep  2020, 11:00",Hibernian - Rangers,,Scotland
1600464572-194,https://www.oddsportal.com/soccer/england/championship/,Reading - Barnsley,https://www.oddsportal.com/soccer/england/championship/reading-barnsley-UT9afTL2/,Championship,"Tomorrow, 19 Sep  2020, 14:00",Reading - Barnsley,,England
1600464423-175,https://www.oddsportal.com/soccer/france/ligue-1/,Rennes - Monaco,https://www.oddsportal.com/soccer/france/ligue-1/rennes-monaco-nD0v13fN/,Ligue 1,"Tomorrow, 19 Sep  2020, 19:00",Rennes - Monaco,,France
1600463480-56,https://www.oddsportal.com/soccer/europe/europa-league/,FK Rostov (Rus)  - Maccabi Haifa (Isr),https://www.oddsportal.com/soccer/europe/europa-league/fk-rostov-maccabi-haifa-Y1p0zGPj/,Europa League,"Thursday, 24 Sep  2020, 16:30",FK Rostov (Rus)  - Maccabi Haifa (Isr),,Europe
1600464482-182,https://www.oddsportal.com/soccer/england/championship/,Derby - Blackburn,https://www.oddsportal.com/soccer/england/championship/derby-blackburn-jPReWGZC/,Championship,"Saturday, 26 Sep  2020, 14:00",Derby - Blackburn,,England
1600463865-104,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Den Haag - Groningen,https://www.oddsportal.com/soccer/netherlands/eredivisie/den-haag-groningen-Y3NYLd4U/,Eredivisie,"Sunday, 20 Sep  2020, 10:15",Den Haag - Groningen,,Netherlands
1600463887-107,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Vitesse - Sparta Rotterdam,https://www.oddsportal.com/soccer/netherlands/eredivisie/vitesse-sparta-rotterdam-boVLObKB/,Eredivisie,"Tomorrow, 19 Sep  2020, 16:45",Vitesse - Sparta Rotterdam,,Netherlands
1600464705-211,https://www.oddsportal.com/soccer/england/premier-league/,Brighton - Manchester Utd,https://www.oddsportal.com/soccer/england/premier-league/brighton-manchester-united-Y14Bfm8L/,Premier League,"Saturday, 26 Sep  2020, 11:30",Brighton - Manchester Utd,,England
1600464169-142,https://www.oddsportal.com/soccer/italy/serie-a/,AS Roma - Juventus,https://www.oddsportal.com/soccer/italy/serie-a/as-roma-juventus-d4qZSZXk/,Serie A,"Sunday, 27 Sep  2020, 18:45",AS Roma - Juventus,,Italy
1600463917-110,https://www.oddsportal.com/soccer/germany/bundesliga/,Freiburg - Wolfsburg,https://www.oddsportal.com/soccer/germany/bundesliga/freiburg-wolfsburg-KMWpyMxr/,Bundesliga,"Sunday, 27 Sep  2020, 16:00",Freiburg - Wolfsburg,,Germany
1600464348-165,https://www.oddsportal.com/soccer/france/ligue-1/,Marseille - Metz,https://www.oddsportal.com/soccer/france/ligue-1/marseille-metz-xtlsbzvq/,Ligue 1,"Saturday, 26 Sep  2020, 19:00",Marseille - Metz,,France
1600464058-128,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Portimonense - Ferreira,https://www.oddsportal.com/soccer/portugal/primeira-liga/portimonense-ferreira-SQY3Gsv6/,Primeira Liga,"Monday, 21 Sep  2020, 18:45",Portimonense - Ferreira,,Portugal
1600463540-63,https://www.oddsportal.com/soccer/russia/premier-league/,Zenit - Ufa,https://www.oddsportal.com/soccer/russia/premier-league/zenit-st-petersburg-ufa-pprcZxDB/,Premier League,"Saturday, 26 Sep  2020, 13:30",Zenit - Ufa,,Russia
1600463828-99,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Zwolle - Sparta Rotterdam,https://www.oddsportal.com/soccer/netherlands/eredivisie/zwolle-sparta-rotterdam-h8jewbZ4/,Eredivisie,"Saturday, 26 Sep  2020, 14:30",Zwolle - Sparta Rotterdam,,Netherlands
1600463651-77,https://www.oddsportal.com/soccer/scotland/premiership/,Dundee Utd - St. Mirren,https://www.oddsportal.com/soccer/scotland/premiership/dundee-utd-st-mirren-hQJ59V4r/,Premiership,"Tomorrow, 19 Sep  2020, 14:00",Dundee Utd - St. Mirren,,Scotland
1600464453-178,https://www.oddsportal.com/soccer/england/championship/,Watford - Luton,https://www.oddsportal.com/soccer/england/championship/watford-luton-ATbMnxKg/,Championship,"Saturday, 26 Sep  2020, 14:00",Watford - Luton,,England
1600463525-61,https://www.oddsportal.com/soccer/russia/premier-league/,Arsenal Tula - FK Rostov,https://www.oddsportal.com/soccer/russia/premier-league/arsenal-tula-fk-rostov-ARFJjvrn/,Premier League,"Sunday, 27 Sep  2020, 11:00",Arsenal Tula - FK Rostov,,Russia
1600463599-71,https://www.oddsportal.com/soccer/russia/premier-league/,Ural - Zenit,https://www.oddsportal.com/soccer/russia/premier-league/ural-zenit-st-petersburg-jNrgzJc5/,Premier League,"Tomorrow, 19 Sep  2020, 13:30",Ural - Zenit,,Russia
1600463969-117,https://www.oddsportal.com/soccer/germany/bundesliga/,Arminia Bielefeld - FC Koln,https://www.oddsportal.com/soccer/germany/bundesliga/arminia-bielefeld-1-fc-koln-ShN5WciD/,Bundesliga,"Saturday, 26 Sep  2020, 13:30",Arminia Bielefeld - FC Koln,,Germany
1600463555-65,https://www.oddsportal.com/soccer/russia/premier-league/,Dynamo Moscow - Akhmat Grozny,https://www.oddsportal.com/soccer/russia/premier-league/dynamo-moscow-akhmat-grozny-nk0ArsjP/,Premier League,"Monday, 21 Sep  2020, 16:00",Dynamo Moscow - Akhmat Grozny,,Russia
1600464505-185,https://www.oddsportal.com/soccer/england/championship/,Birmingham - Rotherham,https://www.oddsportal.com/soccer/england/championship/birmingham-rotherham-zZOqZIkf/,Championship,"Saturday, 26 Sep  2020, 14:00",Birmingham - Rotherham,,England
1600463947-114,https://www.oddsportal.com/soccer/germany/bundesliga/,Bayer Leverkusen - RB Leipzig,https://www.oddsportal.com/soccer/germany/bundesliga/bayer-leverkusen-rb-leipzig-AmoFtrFK/,Bundesliga,"Saturday, 26 Sep  2020, 13:30",Bayer Leverkusen - RB Leipzig,,Germany
1600464065-129,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Tondela - Rio Ave,https://www.oddsportal.com/soccer/portugal/primeira-liga/tondela-rio-ave-ltNCEL8I/,Primeira Liga,"Sunday, 20 Sep  2020, 20:00",Tondela - Rio Ave,,Portugal
1600464720-213,https://www.oddsportal.com/soccer/england/premier-league/,Aston Villa - Sheffield Utd,https://www.oddsportal.com/soccer/england/premier-league/aston-villa-sheffield-utd-6i4WgGHA/,Premier League,"Monday, 21 Sep  2020, 17:00",Aston Villa - Sheffield Utd,,England
1600464586-196,https://www.oddsportal.com/soccer/england/championship/,Middlesbrough - Bournemouth,https://www.oddsportal.com/soccer/england/championship/middlesbrough-bournemouth-ELRCWPTe/,Championship,"Tomorrow, 19 Sep  2020, 14:00",Middlesbrough - Bournemouth,,England
1600463136-12,https://www.oddsportal.com/soccer/spain/laliga/,Granada CF - Alaves,https://www.oddsportal.com/soccer/spain/laliga/granada-cf-alaves-lbvPMyjt/,LaLiga,"Sunday, 20 Sep  2020, 16:30",Granada CF - Alaves,,Spain
1600463217-22,https://www.oddsportal.com/soccer/europe/champions-league/,Maccabi Tel Aviv (Isr)  - Salzburg (Aut),https://www.oddsportal.com/soccer/europe/champions-league/maccabi-tel-aviv-salzburg-AqTFZcyp/,Champions League,"Tuesday, 22 Sep  2020, 19:00",Maccabi Tel Aviv (Isr)  - Salzburg (Aut),,Europe
1600464184-144,https://www.oddsportal.com/soccer/italy/serie-a/,Verona - Udinese,https://www.oddsportal.com/soccer/italy/serie-a/verona-udinese-4KqTlHf9/,Serie A,"Sunday, 27 Sep  2020, 13:00",Verona - Udinese,,Italy
1600463880-106,https://www.oddsportal.com/soccer/netherlands/eredivisie/,PSV - FC Emmen,https://www.oddsportal.com/soccer/netherlands/eredivisie/psv-fc-emmen-6ihmuK4h/,Eredivisie,"Tomorrow, 19 Sep  2020, 18:00",PSV - FC Emmen,,Netherlands
1600463894-108,https://www.oddsportal.com/soccer/netherlands/eredivisie/,AZ Alkmaar - Zwolle,https://www.oddsportal.com/soccer/netherlands/eredivisie/az-alkmaar-zwolle-4OVHPv55/,Eredivisie,"Tomorrow, 19 Sep  2020, 14:30",AZ Alkmaar - Zwolle,,Netherlands
1600463269-28,https://www.oddsportal.com/soccer/europe/europa-league/,Sheriff Tiraspol (Mda)  - Dundalk (Irl),https://www.oddsportal.com/soccer/europe/europa-league/sheriff-tiraspol-dundalk-AqJ7geWS/,Europa League,"Thursday, 24 Sep  2020, 18:00",Sheriff Tiraspol (Mda)  - Dundalk (Irl),,Europe
1600464394-171,https://www.oddsportal.com/soccer/france/ligue-1/,Montpellier - Angers,https://www.oddsportal.com/soccer/france/ligue-1/montpellier-angers-hj1z2quH/,Ligue 1,"Sunday, 20 Sep  2020, 13:00",Montpellier - Angers,,France
1600463710-84,https://www.oddsportal.com/soccer/usa/mls/,Orlando City - Chicago Fire,https://www.oddsportal.com/soccer/usa/mls/orlando-city-chicago-fire-8Eg0DoMN/,MLS,"Tomorrow, 19 Sep  2020, 23:30",Orlando City - Chicago Fire,,USA
1600464333-163,https://www.oddsportal.com/soccer/france/ligue-1/,Angers - Brest,https://www.oddsportal.com/soccer/france/ligue-1/angers-brest-Y3ZdJpAi/,Ligue 1,"Sunday, 27 Sep  2020, 13:00",Angers - Brest,,France
1600463925-111,https://www.oddsportal.com/soccer/germany/bundesliga/,Hoffenheim - Bayern Munich,https://www.oddsportal.com/soccer/germany/bundesliga/hoffenheim-bayern-munich-lvpJu2UQ/,Bundesliga,"Sunday, 27 Sep  2020, 13:30",Hoffenheim - Bayern Munich,,Germany
1600463954-115,https://www.oddsportal.com/soccer/germany/bundesliga/,B. Monchengladbach - Union Berlin,https://www.oddsportal.com/soccer/germany/bundesliga/b-monchengladbach-union-berlin-SOeAsOaE/,Bundesliga,"Saturday, 26 Sep  2020, 13:30",B. Monchengladbach - Union Berlin,,Germany
1600463806-96,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Ajax - Vitesse,https://www.oddsportal.com/soccer/netherlands/eredivisie/ajax-vitesse-Qa7XJ9Yq/,Eredivisie,"Saturday, 26 Sep  2020, 19:00",Ajax - Vitesse,,Netherlands
1600464416-174,https://www.oddsportal.com/soccer/france/ligue-1/,Nice - Paris SG,https://www.oddsportal.com/soccer/france/ligue-1/nice-paris-sg-rJICn4uU/,Ligue 1,"Sunday, 20 Sep  2020, 11:00",Nice - Paris SG,,France
1600464259-154,https://www.oddsportal.com/soccer/italy/serie-a/,Genoa - Crotone,https://www.oddsportal.com/soccer/italy/serie-a/genoa-crotone-U1mY0swr/,Serie A,"Sunday, 20 Sep  2020, 13:00",Genoa - Crotone,,Italy
1600463562-66,https://www.oddsportal.com/soccer/russia/premier-league/,Lokomotiv Moscow - Tambov,https://www.oddsportal.com/soccer/russia/premier-league/lokomotiv-moscow-fc-tambov-lbnxv1bt/,Premier League,"Sunday, 20 Sep  2020, 16:00",Lokomotiv Moscow - Tambov,,Russia
1600463570-67,https://www.oddsportal.com/soccer/russia/premier-league/,Rubin Kazan - Spartak Moscow,https://www.oddsportal.com/soccer/russia/premier-league/rubin-kazan-spartak-moscow-IXjtwLDn/,Premier League,"Sunday, 20 Sep  2020, 13:30",Rubin Kazan - Spartak Moscow,,Russia
1600463717-85,https://www.oddsportal.com/soccer/usa/mls/,DC United - Toronto FC,https://www.oddsportal.com/soccer/usa/mls/dc-united-toronto-fc-IeVdQ1zg/,MLS,"Tomorrow, 19 Sep  2020, 23:30",DC United - Toronto FC,,USA
1600464460-179,https://www.oddsportal.com/soccer/england/championship/,QPR - Middlesbrough,https://www.oddsportal.com/soccer/england/championship/qpr-middlesbrough-xG0Elbks/,Championship,"Saturday, 26 Sep  2020, 14:00",QPR - Middlesbrough,,England
1600464742-216,https://www.oddsportal.com/soccer/england/premier-league/,Newcastle - Brighton,https://www.oddsportal.com/soccer/england/premier-league/newcastle-utd-brighton-0CCbckO2/,Premier League,"Sunday, 20 Sep  2020, 13:00",Newcastle - Brighton,,England
1600463607-72,https://www.oddsportal.com/soccer/russia/premier-league/,Krasnodar - Khimki,https://www.oddsportal.com/soccer/russia/premier-league/krasnodar-khimki-ppMRJcDO/,Premier League,"Today, 18 Sep  2020, 17:00",Krasnodar - Khimki,Final result,Russia
1600463510-59,https://www.oddsportal.com/soccer/russia/premier-league/,CSKA Moscow - Lokomotiv Moscow,https://www.oddsportal.com/soccer/russia/premier-league/cska-moscow-lokomotiv-moscow-K2zAWzcU/,Premier League,"Sunday, 27 Sep  2020, 16:00",CSKA Moscow - Lokomotiv Moscow,,Russia
1600463473-55,https://www.oddsportal.com/soccer/europe/europa-league/,AC Milan (Ita)  - Bodo/Glimt (Nor),https://www.oddsportal.com/soccer/europe/europa-league/ac-milan-bodo-glimt-WSj3NZp9/,Europa League,"Thursday, 24 Sep  2020, 17:00",AC Milan (Ita)  - Bodo/Glimt (Nor),,Europe
1600464401-172,https://www.oddsportal.com/soccer/france/ligue-1/,Metz - Reims,https://www.oddsportal.com/soccer/france/ligue-1/metz-reims-Ea2W2PPA/,Ligue 1,"Sunday, 20 Sep  2020, 13:00",Metz - Reims,,France
1600464676-207,https://www.oddsportal.com/soccer/england/premier-league/,Sheffield Utd - Leeds,https://www.oddsportal.com/soccer/england/premier-league/sheffield-utd-leeds-YPnboqV7/,Premier League,"Sunday, 27 Sep  2020, 11:00",Sheffield Utd - Leeds,,England
1600463405-46,https://www.oddsportal.com/soccer/europe/europa-league/,FC Copenhagen (Den)  - Piast Gliwice (Pol),https://www.oddsportal.com/soccer/europe/europa-league/fc-copenhagen-piast-gliwice-QT8y5RUs/,Europa League,"Thursday, 24 Sep  2020, 17:00",FC Copenhagen (Den)  - Piast Gliwice (Pol),,Europe
1600464229-150,https://www.oddsportal.com/soccer/italy/serie-a/,Torino - Atalanta,https://www.oddsportal.com/soccer/italy/serie-a/torino-atalanta-zouPkcu3/,Serie A,"Saturday, 26 Sep  2020, 13:00",Torino - Atalanta,,Italy
1600464498-184,https://www.oddsportal.com/soccer/england/championship/,Bristol City - Sheffield Wed,https://www.oddsportal.com/soccer/england/championship/bristol-city-sheffield-wed-80xiXdK6/,Championship,"Saturday, 26 Sep  2020, 14:00",Bristol City - Sheffield Wed,,England
1600464727-214,https://www.oddsportal.com/soccer/england/premier-league/,Leicester - Burnley,https://www.oddsportal.com/soccer/england/premier-league/leicester-burnley-Y5KCZoWe/,Premier League,"Sunday, 20 Sep  2020, 18:00",Leicester - Burnley,,England
1600463547-64,https://www.oddsportal.com/soccer/russia/premier-league/,Tambov - Spartak Moscow,https://www.oddsportal.com/soccer/russia/premier-league/fc-tambov-spartak-moscow-Ozs1YdSH/,Premier League,"Saturday, 26 Sep  2020, 11:00",Tambov - Spartak Moscow,,Russia
1600463858-103,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Feyenoord - Twente,https://www.oddsportal.com/soccer/netherlands/eredivisie/feyenoord-twente-OS2rt0kn/,Eredivisie,"Sunday, 20 Sep  2020, 12:30",Feyenoord - Twente,,Netherlands
1600463277-29,https://www.oddsportal.com/soccer/europe/europa-league/,Klaksvik (Fai)  - Dinamo Tbilisi (Geo),https://www.oddsportal.com/soccer/europe/europa-league/klaksvik-dinamo-tbilisi-buxnbJHc/,Europa League,"Thursday, 24 Sep  2020, 18:00",Klaksvik (Fai)  - Dinamo Tbilisi (Geo),,Europe
1600463412-47,https://www.oddsportal.com/soccer/europe/europa-league/,Djurgarden (Swe)  - CFR Cluj (Rou),https://www.oddsportal.com/soccer/europe/europa-league/djurgarden-cfr-cluj-zR4PtInN/,Europa League,"Thursday, 24 Sep  2020, 17:00",Djurgarden (Swe)  - CFR Cluj (Rou),,Europe
1600464357-166,https://www.oddsportal.com/soccer/france/ligue-1/,St Etienne - Rennes,https://www.oddsportal.com/soccer/france/ligue-1/st-etienne-rennes-pltFf1Xj/,Ligue 1,"Saturday, 26 Sep  2020, 15:00",St Etienne - Rennes,,France
1600463754-90,https://www.oddsportal.com/soccer/usa/mls/,Sporting Kansas City - FC Dallas,https://www.oddsportal.com/soccer/usa/mls/sporting-kansas-city-fc-dallas-2TU6bXTo/,MLS,"Tomorrow, 19 Sep  2020, 19:30",Sporting Kansas City - FC Dallas,,USA
1600464749-217,https://www.oddsportal.com/soccer/england/premier-league/,Southampton - Tottenham,https://www.oddsportal.com/soccer/england/premier-league/southampton-tottenham-v3B2d9w9/,Premier League,"Sunday, 20 Sep  2020, 11:00",Southampton - Tottenham,,England
1600464244-152,https://www.oddsportal.com/soccer/italy/serie-a/,Juventus - Sampdoria,https://www.oddsportal.com/soccer/italy/serie-a/juventus-sampdoria-8hnx01hl/,Serie A,"Sunday, 20 Sep  2020, 18:45",Juventus - Sampdoria,,Italy
1600464095-133,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Sporting - Gil Vicente,https://www.oddsportal.com/soccer/portugal/primeira-liga/sporting-gil-vicente-6HX7F1gC/,Primeira Liga,"Tomorrow, 19 Sep  2020, 17:30",Sporting - Gil Vicente,Postponed,Portugal
1600463398-45,https://www.oddsportal.com/soccer/europe/europa-league/,FCSB (Rou)  - Liberec (Cze),https://www.oddsportal.com/soccer/europe/europa-league/fcsb-liberec-0f5gYui5/,Europa League,"Thursday, 24 Sep  2020, 17:00",FCSB (Rou)  - Liberec (Cze),,Europe
1600464013-123,https://www.oddsportal.com/soccer/germany/bundesliga/,Stuttgart - Freiburg,https://www.oddsportal.com/soccer/germany/bundesliga/vfb-stuttgart-freiburg-ELi6r4p8/,Bundesliga,"Tomorrow, 19 Sep  2020, 13:30",Stuttgart - Freiburg,,Germany
1600463843-101,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Ajax - Waalwijk,https://www.oddsportal.com/soccer/netherlands/eredivisie/ajax-waalwijk-xxUPNIZH/,Eredivisie,"Sunday, 20 Sep  2020, 14:45",Ajax - Waalwijk,,Netherlands
1600464199-146,https://www.oddsportal.com/soccer/italy/serie-a/,Spezia - Sassuolo,https://www.oddsportal.com/soccer/italy/serie-a/spezia-sassuolo-dftLjwQd/,Serie A,"Sunday, 27 Sep  2020, 10:30",Spezia - Sassuolo,,Italy
1600464564-193,https://www.oddsportal.com/soccer/england/championship/,Rotherham - Millwall,https://www.oddsportal.com/soccer/england/championship/rotherham-millwall-8K83gmy9/,Championship,"Tomorrow, 19 Sep  2020, 14:00",Rotherham - Millwall,,England
1600464036-126,https://www.oddsportal.com/soccer/germany/bundesliga/,FC Koln - Hoffenheim,https://www.oddsportal.com/soccer/germany/bundesliga/1-fc-koln-hoffenheim-MR4KK0h1/,Bundesliga,"Tomorrow, 19 Sep  2020, 13:30",FC Koln - Hoffenheim,,Germany
1600463836-100,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Twente - Groningen,https://www.oddsportal.com/soccer/netherlands/eredivisie/twente-groningen-priivvKb/,Eredivisie,"Friday, 25 Sep  2020, 18:00",Twente - Groningen,,Netherlands
1600463791-94,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Heracles - PSV,https://www.oddsportal.com/soccer/netherlands/eredivisie/heracles-psv-bD5uIm3d/,Eredivisie,"Sunday, 27 Sep  2020, 12:30",Heracles - PSV,,Netherlands
1600463658-78,https://www.oddsportal.com/soccer/scotland/premiership/,Celtic - Livingston,https://www.oddsportal.com/soccer/scotland/premiership/celtic-livingston-zoXwEBdR/,Premiership,"Tomorrow, 19 Sep  2020, 14:00",Celtic - Livingston,,Scotland
1600463390-44,https://www.oddsportal.com/soccer/europe/europa-league/,Floriana (Mlt)  - Flora (Est),https://www.oddsportal.com/soccer/europe/europa-league/floriana-flora-vohQYiQI/,Europa League,"Thursday, 24 Sep  2020, 17:00",Floriana (Mlt)  - Flora (Est),,Europe
1600464779-221,https://www.oddsportal.com/soccer/england/premier-league/,Everton - West Brom,https://www.oddsportal.com/soccer/england/premier-league/everton-west-brom-xvR3y81q/,Premier League,"Tomorrow, 19 Sep  2020, 11:30",Everton - West Brom,,England
1600463873-105,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Sittard - Heerenveen,https://www.oddsportal.com/soccer/netherlands/eredivisie/sittard-heerenveen-fDOUMxkO/,Eredivisie,"Tomorrow, 19 Sep  2020, 19:00",Sittard - Heerenveen,,Netherlands
1600464028-125,https://www.oddsportal.com/soccer/germany/bundesliga/,Eintracht Frankfurt - Arminia Bielefeld,https://www.oddsportal.com/soccer/germany/bundesliga/eintracht-frankfurt-arminia-bielefeld-QaBBMMNl/,Bundesliga,"Tomorrow, 19 Sep  2020, 13:30",Eintracht Frankfurt - Arminia Bielefeld,,Germany
1600463739-88,https://www.oddsportal.com/soccer/usa/mls/,Atlanta Utd - Inter Miami,https://www.oddsportal.com/soccer/usa/mls/atlanta-united-inter-miami-EuCKRw30/,MLS,"Tomorrow, 19 Sep  2020, 23:00",Atlanta Utd - Inter Miami,,USA
1600464326-162,https://www.oddsportal.com/soccer/france/ligue-1/,Dijon - Montpellier,https://www.oddsportal.com/soccer/france/ligue-1/dijon-montpellier-fJN5HOv4/,Ligue 1,"Sunday, 27 Sep  2020, 13:00",Dijon - Montpellier,,France
1600464043-127,https://www.oddsportal.com/soccer/germany/bundesliga/,Bayern Munich - Schalke,https://www.oddsportal.com/soccer/germany/bundesliga/bayern-munich-schalke-lKHXT4VE/,Bundesliga,"Today, 18 Sep  2020, 18:30",Bayern Munich - Schalke,Final result,Germany
1600463850-102,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Willem II - Heracles,https://www.oddsportal.com/soccer/netherlands/eredivisie/willem-ii-heracles-APbvstzt/,Eredivisie,"Sunday, 20 Sep  2020, 12:30",Willem II - Heracles,,Netherlands
1600464468-180,https://www.oddsportal.com/soccer/england/championship/,Preston - Stoke,https://www.oddsportal.com/soccer/england/championship/preston-stoke-city-dMIogvsQ/,Championship,"Saturday, 26 Sep  2020, 14:00",Preston - Stoke,,England
