AAD,ABS,Time,ACCC,ACorn,AF,AOff,AP,APass,AR,AS,ASOT,AST,ASaves,AT,ATack,AY,Attendance,Date,FTAG,FTHG,GameID,HAD,HBS,HCCC,HCorn,HF,HOff,HP,HPass,HR,HS,HSOT,HST,HSaves,HT,HTack,HY,League
31.8,1,1430,5,1,7,3,52.8,85.9,0,11,3,7,4,Borussia Dortmund,57.9,3,,2020-06-20,2,0,413027,68.2,4,1,4,13,0,47.2,87.3,0,16,8,4,5,RB Leipzig,52.6,3,Bundesliga
60.0,4,1430,1,3,12,2,42.9,72.8,0,11,4,3,1,FC Augsburg,69.2,0,,2020-06-20,1,1,413025,40.0,2,0,5,14,0,57.1,80.9,0,8,4,2,2,Fortuna Dusseldorf,62.5,1,Bundesliga
45.5,0,1430,5,6,9,1,61.1,85.9,0,16,7,9,4,Bayern Munich,45.0,0,,2020-06-27,4,0,413038,54.5,1,1,3,13,1,38.9,78.2,1,12,7,4,6,Wolfsburg,50.0,1,Bundesliga
32.3,1,1430,2,2,8,2,39.0,79.6,0,11,7,3,6,SC Freiburg,84.6,0,,2020-06-20,1,3,413023,67.7,6,1,8,13,1,61.0,86.6,0,23,8,9,2,Bayern Munich,50.0,0,Bundesliga
31.6,6,1430,0,5,5,1,43.8,85.6,0,22,10,6,4,Schalke,72.7,0,,2020-06-27,0,4,413037,68.4,4,1,1,14,3,56.2,86.9,0,15,3,8,6,SC Freiburg,41.7,1,Bundesliga
52.2,1,1500,1,7,8,1,47.8,79.6,0,7,5,1,1,Crystal Palace,44.4,1,,2020-07-04,0,3,408303,47.8,5,5,3,18,1,52.2,84.4,0,15,6,4,1,Leicester City,58.6,2,Premier_League
52.9,1,1430,0,5,16,1,47.1,78.6,0,6,3,2,3,Cologne,75.0,2,,2020-06-27,1,6,413036,47.1,5,3,7,22,1,52.9,83.6,0,18,4,9,1,Werder Bremen,50.0,1,Bundesliga
21.1,1,1430,1,3,15,2,44.2,81.3,0,5,2,2,6,Hertha Berlin,85.7,2,,2020-06-27,1,2,413033,78.9,6,3,3,7,0,55.8,86.0,0,23,9,8,1,M'gladbach,72.7,1,Bundesliga
58.3,5,1430,5,5,5,0,40.9,85.6,0,16,4,7,4,Hoffenheim,70.0,0,,2020-06-27,4,0,413032,41.7,2,0,2,7,0,59.1,89.0,0,7,1,4,3,Borussia Dortmund,58.3,1,Bundesliga
61.5,4,1430,2,8,10,3,65.3,83.4,0,14,5,5,0,RB Leipzig,70.6,1,,2020-06-27,2,1,413035,38.5,3,0,2,12,1,34.7,73.1,0,5,1,1,3,FC Augsburg,43.3,4,Bundesliga
32.1,3,1430,2,2,3,2,39.0,74.8,0,17,9,5,1,SC Paderborn 07,75.0,1,,2020-06-27,2,3,413034,67.9,4,3,6,13,3,61.0,85.2,0,13,5,4,3,Eintracht Frankfurt,53.3,0,Bundesliga
50.0,3,1230,1,2,13,0,42.0,82.5,0,8,3,2,1,Brighton and Hove Albion,45.5,2,,2020-07-04,1,0,408307,50.0,7,0,0,11,4,58.0,86.2,0,12,4,1,1,Norwich City,71.4,2,Premier_League
36.7,2,1800,5,9,10,0,58.0,83.8,0,14,6,6,2,Chelsea,47.6,0,,2020-07-07,3,2,408315,63.3,5,2,7,11,1,42.0,77.7,0,13,4,4,3,Crystal Palace,57.9,1,Premier_League
60.0,2,1630,1,5,8,5,28.8,66.5,0,9,4,3,2,Aston Villa,62.5,1,,2020-07-05,0,2,408304,40.0,1,1,7,18,1,71.2,84.2,0,6,1,4,3,Liverpool,57.1,1,Premier_League
55.6,11,1900,4,13,7,3,73.7,89.5,0,26,9,6,3,Manchester City,62.5,2,,2020-07-05,0,1,408308,44.4,1,1,2,6,3,26.3,70.4,0,8,3,4,6,Southampton,65.0,1,Premier_League
57.1,1,1430,0,4,10,3,33.0,73.6,0,6,4,1,1,Mainz,38.5,1,,2020-06-27,0,1,413031,42.9,8,2,11,10,3,67.0,89.1,0,13,3,2,1,Bayer Leverkusen,63.2,1,Bundesliga
56.1,4,1200,2,9,14,1,52.6,71.4,0,10,3,3,3,Sheffield United,66.7,0,,2020-07-05,1,1,408301,43.9,0,2,3,8,2,47.4,72.8,0,9,5,4,2,Burnley,77.8,0,Premier_League
59.2,4,1415,3,4,11,1,42.6,76.8,0,17,6,7,2,West Ham United,50.0,0,,2020-07-05,2,2,408306,40.8,2,2,6,9,1,57.4,82.0,0,11,5,4,5,Newcastle United,59.1,1,Premier_League
48.5,1,1800,0,3,7,5,46.8,76.7,0,8,3,4,4,Burnley,82.4,1,,2020-07-08,1,0,408320,51.5,9,2,10,7,0,53.2,74.9,0,21,7,5,3,West Ham United,84.2,1,Premier_League
30.2,3,1800,2,3,15,0,56.5,82.7,0,12,6,3,2,Norwich City,36.8,4,,2020-07-07,1,2,408319,69.8,0,1,4,11,0,43.5,73.3,0,9,5,4,2,Watford,47.6,2,Premier_League
51.4,1,2015,1,1,14,1,62.5,82.4,0,13,7,5,6,Leicester City,70.6,0,,2020-07-07,1,1,408311,48.6,2,2,10,10,4,37.5,69.0,1,11,2,7,4,Arsenal,66.7,1,Premier_League
64.7,4,2000,0,6,18,2,48.4,82.6,0,11,4,3,2,Everton,80.0,2,,2020-07-06,0,1,408309,35.3,4,0,5,14,2,51.6,82.6,0,12,6,2,3,Tottenham Hotspur,53.8,3,Premier_League
53.6,7,2015,3,10,15,0,55.6,82.8,0,20,5,8,1,Liverpool,36.4,4,,2020-07-08,3,1,408314,46.4,3,4,6,7,5,44.4,78.7,0,12,7,2,5,Brighton and Hove Albion,58.3,1,Premier_League
43.4,0,2100,2,3,14,1,46.2,70.4,0,4,1,3,2,Valencia,64.3,2,,2020-07-04,2,2,415966,56.6,2,2,7,18,3,53.8,74.9,0,17,11,4,1,Granada,53.3,2,La_Liga
56.0,6,2100,0,5,11,1,51.5,82.2,0,13,6,1,0,Real Mallorca,70.0,1,,2020-07-03,0,3,415963,44.0,5,2,4,14,2,48.5,84.6,0,15,7,3,1,Atletico Madrid,66.7,2,La_Liga
47.8,0,1830,0,3,15,2,36.9,74.0,0,4,1,3,2,Espanyol,50.0,1,,2020-07-02,1,2,415959,52.2,3,3,4,11,4,63.1,83.1,0,12,5,4,2,Real Sociedad,50.0,2,La_Liga
26.3,5,1800,0,1,7,0,26.4,72.3,0,6,0,1,5,Newcastle United,73.3,0,,2020-07-08,0,5,408317,73.7,8,4,8,13,2,73.6,93.5,0,23,6,9,1,Manchester City,20.0,0,Premier_League
58.6,0,1830,1,4,12,2,45.5,57.5,0,9,3,6,4,Osasuna,66.7,1,,2020-07-02,2,0,415954,41.4,3,1,9,8,2,54.5,66.9,0,11,4,4,4,Eibar,70.0,1,La_Liga
61.9,2,2015,3,5,13,1,66.6,89.0,0,14,6,6,1,Manchester United,45.5,3,,2020-07-09,3,0,408312,38.1,3,0,3,7,2,33.4,76.1,0,9,5,1,3,Aston Villa,66.7,2,Premier_League
44.9,0,1800,0,1,6,0,57.2,79.8,0,6,5,1,2,Wolverhampton Wanderers,46.2,0,,2020-07-08,0,1,408318,55.1,1,0,6,5,3,42.8,72.5,0,7,3,3,1,Sheffield United,50.0,2,Premier_League
48.8,6,1800,1,5,14,2,61.3,81.1,0,16,6,4,3,Southampton,69.2,3,,2020-07-09,1,1,408316,51.2,3,3,3,13,3,38.7,73.0,0,11,4,4,3,Everton,41.7,3,Premier_League
50.8,2,1830,0,3,17,2,46.8,69.6,0,7,5,0,2,Alaves,87.5,2,,2020-07-04,0,1,415981,49.2,1,1,1,13,2,53.2,73.9,0,5,1,3,0,Real Valladolid,40.0,3,La_Liga
64.4,5,1800,0,12,14,0,64.3,81.2,0,9,4,0,2,Tottenham Hotspur,76.2,2,,2020-07-09,0,0,408313,35.6,4,1,8,11,1,35.7,67.9,0,9,3,2,0,Bournemouth,73.3,3,Premier_League
43.6,3,1400,0,4,17,2,47.9,77.4,0,8,3,2,3,Bordeaux,50.0,3,"24,912.",2020-03-08,1,1,408641,56.4,5,1,7,14,1,52.1,80.4,1,11,2,4,1,St Etienne,66.7,2,Ligue_1
68.4,2,2100,5,6,11,3,68.0,92.8,0,18,4,12,3,Barcelona,50.0,0,,2020-07-05,4,1,415971,31.6,1,0,2,11,1,32.0,81.3,0,10,5,4,9,Villarreal,46.7,1,La_Liga
50.7,3,1830,0,2,21,2,51.6,58.9,0,6,2,1,2,Getafe,55.0,4,,2020-07-05,0,0,415968,49.3,2,1,2,18,3,48.4,55.8,0,6,2,2,1,Osasuna,30.0,5,La_Liga
61.1,1,1600,1,8,18,1,55.2,80.3,0,10,6,3,0,Real Betis,50.0,4,,2020-07-04,1,1,415964,38.9,0,0,2,20,4,44.8,71.7,0,5,4,1,2,Celta Vigo,90.9,5,La_Liga
53.3,2,2100,0,2,13,3,49.3,81.3,0,10,6,2,3,Atletico Madrid,68.4,3,,2020-07-07,1,1,415974,46.7,2,0,6,14,1,50.7,83.6,0,9,3,4,1,Celta Vigo,75.0,4,La_Liga
53.6,4,2100,1,5,12,1,25.6,72.9,1,11,5,2,1,Espanyol,71.4,3,,2020-07-08,0,1,415973,46.4,3,0,6,8,3,74.4,90.4,1,9,4,2,2,Barcelona,70.0,0,La_Liga
35.5,1,2045,3,1,12,3,52.5,85.9,0,8,2,5,2,AC Milan,80.0,1,,2020-07-04,3,0,419368,64.5,1,0,5,14,2,47.5,82.7,0,8,5,2,2,Lazio,45.5,1,Serie_A
52.2,3,1830,0,1,13,3,41.5,52.3,0,10,6,1,1,Leganes,62.5,3,,2020-07-09,0,0,415975,47.8,2,0,8,21,1,58.5,61.3,0,4,1,1,1,Eibar,57.1,3,La_Liga
47.4,1,1600,1,3,22,2,36.7,65.7,0,4,1,2,2,Leganes,42.9,3,,2020-07-05,1,0,415965,52.6,1,1,0,15,4,63.3,81.2,1,7,4,2,1,Espanyol,64.3,2,La_Liga
22.2,2,1830,0,2,5,3,40.8,81.4,0,11,4,5,2,Real Valladolid,58.8,0,,2020-07-07,1,2,415990,77.8,3,1,5,9,1,59.2,86.5,0,10,3,4,4,Valencia,70.0,3,La_Liga
40.4,6,2100,0,8,16,0,37.3,67.9,0,19,10,3,2,Eibar,66.7,1,,2020-07-06,0,1,415970,59.6,1,3,11,11,2,62.7,84.4,0,8,4,3,2,Sevilla,60.0,2,La_Liga
32.0,0,1300,4,2,8,1,56.2,85.2,0,10,6,4,1,Real Madrid,61.5,3,,2020-07-05,1,0,415962,68.0,2,0,3,13,3,43.8,82.1,0,7,4,1,3,Athletic Bilbao,57.1,4,La_Liga
53.3,4,1930,0,8,17,1,43.3,64.7,0,8,2,2,5,Osasuna,77.8,5,,2020-07-08,0,3,415978,46.7,1,2,5,9,3,56.7,75.1,0,14,5,8,3,Real Betis,61.5,1,La_Liga
65.0,1,1930,1,4,10,2,59.4,74.0,1,6,2,3,1,Villarreal,41.2,1,,2020-07-08,3,1,415976,35.0,2,1,1,19,4,40.6,64.6,3,5,1,2,0,Getafe,66.7,4,La_Liga
38.5,7,1830,1,5,20,2,54.5,80.6,0,14,5,2,3,Levante,35.3,1,,2020-07-09,0,2,415977,61.5,1,0,1,11,0,45.5,78.9,0,15,9,5,2,Real Mallorca,38.5,3,La_Liga
36.4,4,1615,0,8,9,2,48.5,89.1,0,18,8,6,4,Torino,30.0,2,,2020-07-04,1,4,419367,63.6,6,1,6,10,3,51.5,87.1,0,22,9,7,5,Juventus,55.6,4,Serie_A
66.7,4,2045,1,1,16,0,40.1,85.6,0,9,2,3,8,Roma,66.7,4,,2020-07-05,1,2,419369,33.3,4,3,8,10,1,59.9,89.2,0,21,7,10,2,Napoli,91.7,2,Serie_A
44.8,1,1830,2,2,12,3,54.0,82.3,0,8,4,3,3,Real Sociedad,64.3,1,,2020-07-06,1,1,415967,55.2,2,1,4,17,0,46.0,80.3,0,9,3,4,2,Levante,50.0,3,La_Liga
48.1,2,1830,0,4,14,1,53.2,81.6,0,8,2,4,2,Genoa,75.0,2,,2020-07-05,2,2,419373,51.9,0,1,2,13,3,46.8,80.6,0,7,3,4,2,Udinese,57.1,3,Serie_A
66.7,4,1830,3,4,21,4,34.2,84.1,0,10,3,3,3,Lecce,36.4,4,,2020-07-04,2,4,419372,33.3,2,1,4,15,0,65.8,91.6,0,9,0,7,1,Sassuolo,60.0,3,Serie_A
40.7,1,1830,2,0,17,0,44.5,79.1,0,10,3,6,2,Fiorentina,83.3,6,,2020-07-05,2,1,419370,59.3,1,1,3,19,1,55.5,85.4,0,9,5,3,4,Parma,33.3,4,Serie_A
72.5,6,1830,3,4,17,2,64.5,87.3,0,25,12,7,0,Atalanta,47.8,2,,2020-07-05,1,0,419365,27.5,2,0,6,15,0,35.5,73.3,1,7,5,0,6,Cagliari,75.0,3,Serie_A
55.3,6,2100,2,7,9,0,67.0,83.0,0,20,7,7,3,Sevilla,75.0,2,,2020-07-09,2,1,415972,44.7,3,0,4,18,1,33.0,68.0,0,13,6,4,5,Athletic Bilbao,60.0,3,La_Liga
57.1,3,1830,0,11,13,1,63.8,85.9,0,16,7,6,2,Verona,62.5,1,,2020-07-05,0,2,419364,42.9,4,1,3,11,1,36.2,75.5,0,11,2,5,6,Brescia,33.3,3,Serie_A
42.1,4,2045,3,6,16,1,51.1,88.3,0,14,6,4,5,Juventus,58.3,1,,2020-07-07,2,4,419379,57.9,4,2,2,14,4,48.9,87.0,0,13,0,9,2,AC Milan,52.4,4,Serie_A
33.3,1,1615,2,9,12,1,37.4,70.9,1,13,5,7,5,Bologna,88.9,3,,2020-07-05,2,1,419366,66.7,2,1,12,16,1,62.6,83.1,1,18,10,6,5,Inter Milan,33.3,1,Serie_A
45.5,7,1830,0,13,12,1,60.8,87.1,0,16,5,4,2,Spal,63.6,1,,2020-07-05,0,3,419371,54.5,2,2,4,18,1,39.2,78.9,0,12,5,5,4,Sampdoria,60.0,1,Serie_A
50.0,4,2045,0,3,10,3,41.4,81.6,0,8,3,1,6,Parma,50.0,1,,2020-07-08,1,2,419380,50.0,8,5,9,19,1,58.6,88.1,0,25,9,8,0,Roma,56.3,5,Serie_A
32.6,2,1900,1,1,17,1,43.8,72.9,0,6,2,2,1,Toulouse,66.7,2,"12,549.",2020-03-07,1,2,408634,67.4,4,0,5,14,2,56.2,81.0,0,14,7,3,1,Dijon,60.0,2,Ligue_1
45.0,2,2000,2,3,13,2,56.7,79.0,0,9,5,2,2,Lyon,60.9,3,"40,164.",2020-03-08,0,1,408635,55.0,1,4,4,21,0,43.3,73.2,0,12,8,3,2,Lille,87.5,1,Ligue_1
34.1,1,2045,1,5,19,0,43.4,76.2,0,15,9,5,6,Brescia,40.0,3,,2020-07-08,1,3,419382,65.9,5,1,7,24,2,56.6,83.2,0,20,7,8,4,Torino,58.3,1,Serie_A
76.5,3,1900,2,6,6,1,54.9,84.1,0,15,8,4,1,Nantes,63.2,3,"12,132.",2020-03-07,0,2,408633,23.5,3,1,4,9,3,45.1,79.8,0,8,2,3,4,Angers,56.5,0,Ligue_1
37.5,2,2045,0,8,15,1,55.4,88.1,0,15,7,6,0,Sassuolo,50.0,4,,2020-07-08,2,1,419375,62.5,4,0,7,17,3,44.6,79.7,0,10,5,1,4,Bologna,60.0,3,Serie_A
60.0,5,1830,3,8,6,0,66.3,88.8,0,20,6,9,2,Napoli,62.5,0,,2020-07-08,2,1,419377,40.0,1,0,6,13,3,33.7,78.2,0,8,4,3,8,Genoa,81.3,1,Serie_A
73.3,5,1600,1,7,10,0,45.6,85.2,0,11,5,1,4,Montpellier,44.4,3,"24,818.",2020-03-08,0,5,408640,26.7,2,3,2,9,0,54.4,88.6,0,16,5,9,1,Rennes,78.6,2,Ligue_1
52.9,3,2045,1,5,12,4,57.7,79.4,0,17,8,6,1,Inter Milan,58.3,2,,2020-07-09,2,2,419383,47.1,0,1,0,19,0,42.3,76.2,0,8,6,2,5,Verona,62.5,3,Serie_A
37.9,4,1830,1,15,10,3,57.9,86.0,1,22,8,10,1,Lazio,64.3,3,,2020-07-07,1,2,419378,62.1,5,3,3,7,0,42.1,81.3,0,15,7,3,8,Lecce,58.3,3,Serie_A
43.1,4,2045,1,9,20,2,36.5,65.6,0,13,6,3,4,Sampdoria,34.8,3,,2020-07-08,0,2,419374,56.9,1,1,7,12,0,63.5,83.2,0,13,6,6,3,Atalanta,26.7,2,Serie_A
44.0,1,1830,1,3,11,3,38.9,82.4,0,13,6,6,5,Cagliari,60.9,2,,2020-07-08,0,0,419376,56.0,4,0,6,12,0,61.1,88.9,0,14,5,5,6,Fiorentina,50.0,2,Serie_A
21.1,1,1830,2,1,9,1,48.4,87.0,0,8,4,3,2,Udinese,71.4,0,,2020-07-09,3,0,419381,78.9,2,0,10,11,0,51.6,87.3,0,14,10,2,0,Spal,66.7,0,Serie_A
