AAD,ABS,ACCC,ACorn,AF,AOff,AP,APass,AR,AS,ASOT,AST,ASaves,AT,ATack,AY,Attendance,Date,FTAG,FTHG,GameID,HAD,HBS,HCCC,HCorn,HF,HOff,HP,HPass,HR,HS,HSOT,HST,HSaves,HT,HTack,HY,League
40,1,0,2,13,0,49.2,86.8,0,7,4,2,7,Nice,68.8,1,"23,706.","2:00pm, Sunday 14th April 2019.",0,0,390000,60,1,1,4,13,2,50.8,87,0,14,6,7,2,Rennes,57.9,2, French Ligue 1
45.2,0,1,4,13,1,49.7,79.7,0,4,3,1,3,Bordeaux,63.2,0,"33,935.","4:00pm, Sunday 14th April 2019.",0,3,390001,54.8,2,3,8,13,1,50.3,79,0,14,6,6,1,St Etienne,61.5,2, French Ligue 1
53.5,5,2,4,12,1,35.9,67.7,0,15,5,5,3,Guingamp,83.3,2,"25,190.","7:00pm, Saturday 13th April 2019.",3,3,390002,46.5,0,2,1,12,0,64.1,79.4,0,9,3,6,2,Strasbourg,50,1, French Ligue 1
54.9,5,1,6,17,3,69.3,85.5,0,10,1,4,6,Rennes,50,3,"12,751.","6:00pm, Friday 19th April 2019.",2,3,390003,45.1,0,1,6,17,1,30.7,68.8,0,12,2,10,2,Dijon,64.7,2, French Ligue 1
47.2,3,2,5,16,0,56,76.1,0,15,6,6,2,Marseille,60,3,"18,164.","4:00pm, Saturday 20th April 2019.",3,1,390004,52.8,3,2,3,16,2,44,69.8,0,9,3,3,3,Guingamp,56.3,2, French Ligue 1
60,3,1,7,9,1,35.8,81.5,0,11,5,3,9,Angers,69.2,2,"43,917.","7:45pm, Friday 19th April 2019.",1,2,390005,40,3,4,7,9,1,64.2,91,0,24,10,11,3,Lyon,53.3,0, French Ligue 1
51.4,2,1,1,14,0,45.1,78.8,0,8,2,4,1,Amiens,72.7,3,"19,253.","2:00pm, Sunday 21st April 2019.",2,3,390006,48.6,3,2,4,14,6,54.9,82.7,0,11,4,4,2,Nantes,55.6,2, French Ligue 1
57.9,0,1,4,8,0,35.5,78.7,0,7,5,2,8,Caen,59.1,3,"17,092.","7:00pm, Saturday 20th April 2019.",1,0,390007,42.1,7,2,11,8,1,64.5,89.8,0,21,6,8,1,Nice,70.6,2, French Ligue 1
50,3,1,6,14,5,60.1,87,0,11,6,2,0,Bordeaux,70.6,4,"13,910.","7:00pm, Saturday 20th April 2019.",1,2,390008,50,2,0,3,14,0,39.9,75.7,0,8,4,2,1,Nimes,81.3,0, French Ligue 1
46.7,3,1,6,16,0,57.4,84.7,0,14,8,3,1,St Etienne,57.1,0,"19,102.","4:00pm, Sunday 21st April 2019.",2,0,390009,53.3,1,1,1,16,4,42.6,79.3,0,8,6,1,2,Reims,55,3, French Ligue 1
61.1,3,2,5,16,1,45.8,79.4,0,20,10,7,0,Montpellier,27.3,2,"25,192.","7:00pm, Saturday 20th April 2019.",3,1,390010,38.9,3,0,2,16,2,54.2,78.2,0,6,2,1,4,Strasbourg,66.7,2, French Ligue 1
48.6,3,1,3,16,1,51,77.2,0,16,9,4,2,Lille,48.1,3,"15,002.","2:00pm, Sunday 21st April 2019.",0,0,390011,51.4,4,0,2,16,3,49,72.1,0,10,4,2,4,Toulouse,73.7,2, French Ligue 1
55.6,5,1,4,13,1,36.9,78.3,0,15,6,4,2,Monaco,54.8,1,"43,581.","8:00pm, Sunday 21st April 2019.",1,3,390012,44.4,0,5,3,13,3,63.1,87.3,0,10,5,5,3,Paris Saint-Germain,61.5,0, French Ligue 1
43.9,3,0,1,12,2,52.7,81,0,7,3,1,1,Strasbourg,56.5,3,"11,833.","2:00pm, Sunday 28th April 2019.",0,0,390013,56.1,2,1,3,12,2,47.3,81.3,0,8,5,1,1,Amiens,71.4,1, French Ligue 1
33.3,0,0,0,6,1,42.3,81.3,0,5,1,4,3,Reims,64.3,3,"11,464.","2:00pm, Sunday 28th April 2019.",1,1,390014,66.7,3,1,4,6,2,57.7,87,0,9,2,4,3,Angers,66.7,0, French Ligue 1
75,3,4,3,15,3,63,87.2,0,18,10,5,0,Lyon,50,3,"27,455.","7:45pm, Friday 26th April 2019.",3,2,390015,25,3,1,2,15,0,37,79.1,1,10,5,2,2,Bordeaux,31.8,3, French Ligue 1
46.9,2,1,3,17,0,48.5,69.9,0,13,8,3,1,Dijon,70,4,"19,004.","2:00pm, Sunday 28th April 2019.",0,1,390016,53.1,6,2,5,17,0,51.5,75.4,0,14,6,2,3,Caen,46.2,1, French Ligue 1
32,0,1,4,8,2,40.3,78.9,0,8,5,3,3,Nimes,80,2,"36,356.","2:00pm, Sunday 28th April 2019.",0,5,390017,68,2,4,1,8,3,59.7,87.2,0,14,4,8,3,Lille,64.3,1, French Ligue 1
48.1,3,0,4,13,3,35.1,64.2,0,14,5,6,2,Nantes,76.9,1,"51,969.","8:00pm, Sunday 28th April 2019.",2,1,390018,51.9,5,2,7,13,0,64.9,83.8,0,17,10,2,4,Marseille,65,4, French Ligue 1
40.7,2,1,3,17,0,66.2,89.2,0,8,3,3,5,Paris Saint-Germain,88.9,4,"20,477.","6:00pm, Tuesday 30th April 2019.",2,3,390019,59.3,2,3,9,17,1,33.8,76,0,15,5,8,1,Montpellier,59.3,3, French Ligue 1
43.6,1,1,4,12,1,38.8,80.9,0,13,9,3,2,Guingamp,65,3,"16,374.","2:00pm, Sunday 28th April 2019.",0,3,390020,56.4,5,2,2,12,1,61.2,90.1,0,15,5,5,3,Nice,58.3,4, French Ligue 1
55.9,4,0,9,13,1,49.1,80.9,0,16,7,5,2,Monaco,36.4,2,"28,285.","6:00pm, Wednesday 1st May 2019.",2,2,390021,44.1,1,2,5,13,0,50.9,79.9,0,10,5,4,3,Rennes,50,2, French Ligue 1
33.3,3,0,6,17,2,45.8,73.6,0,12,6,3,5,Toulouse,72.7,2,"28,203.","4:00pm, Sunday 28th April 2019.",0,2,390022,66.7,3,2,5,17,1,54.2,83.3,0,14,4,7,3,St Etienne,58.8,1, French Ligue 1
60.7,3,2,1,17,0,37.2,79.5,0,9,5,1,2,Angers,52.6,0,"18,584.","7:00pm, Saturday 4th May 2019.",1,0,390023,39.3,3,0,5,17,3,62.8,87.6,0,10,5,2,0,Bordeaux,65,2, French Ligue 1
62.5,0,1,0,24,1,35.9,61.3,0,1,1,0,1,Caen,53.8,4,"16,879.","7:00pm, Saturday 4th May 2019.",0,0,390024,37.5,1,0,5,24,1,64.1,78.6,0,10,8,1,0,Guingamp,33.3,1, French Ligue 1
42.9,3,0,4,13,0,38.9,79.6,0,13,4,6,5,Lille,56.3,2,"56,642.","8:00pm, Sunday 5th May 2019.",2,2,390025,57.1,6,1,5,13,2,61.1,88.2,0,20,6,8,4,Lyon,54.5,0, French Ligue 1
50,4,1,8,12,0,57.9,79.9,0,9,2,3,3,St Etienne,68.8,5,"9,047.","4:00pm, Sunday 5th May 2019.",3,2,390026,50,3,2,2,12,3,42.1,70.4,0,13,5,5,1,Monaco,63.6,3, French Ligue 1
40,0,0,0,14,2,48.1,71.5,0,4,3,1,3,Amiens,75,2,"14,330.","2:00pm, Sunday 5th May 2019.",1,1,390027,60,5,0,5,14,2,51.9,70.4,0,15,6,4,0,Montpellier,21.4,1, French Ligue 1
53.2,1,1,2,9,1,42.1,76.4,1,8,4,3,2,Dijon,57.1,2,"19,482.","2:00pm, Sunday 5th May 2019.",0,3,390028,46.8,4,0,3,9,4,57.9,85.1,0,22,13,5,3,Nantes,64.7,0, French Ligue 1
71.4,2,1,1,15,2,38.7,88.2,0,8,4,2,4,Nice,75,3,"47,283.","4:00pm, Saturday 4th May 2019.",1,1,390029,28.6,4,0,9,15,2,61.3,90.6,0,16,7,5,1,Paris Saint-Germain,52.2,2, French Ligue 1
36.4,3,0,5,17,1,43.2,76.6,0,15,7,5,2,Nimes,66.7,3,"13,314.","7:00pm, Saturday 4th May 2019.",3,0,390030,63.6,1,0,3,17,0,56.8,83,0,8,5,2,2,Reims,73.7,3, French Ligue 1
52,4,2,4,12,2,56.7,85.6,0,13,7,2,2,Marseille,66.7,2,"25,962.","7:45pm, Friday 3rd May 2019.",1,1,390031,48,1,0,0,12,3,43.3,83.1,0,7,2,4,1,Strasbourg,57.1,1, French Ligue 1
56.7,1,2,6,20,1,44.1,71.7,0,12,8,3,2,Rennes,55.6,3,"16,794.","2:00pm, Sunday 5th May 2019.",2,2,390032,43.3,7,0,6,20,2,55.9,78.2,0,19,8,4,1,Toulouse,50,3, French Ligue 1
49.1,4,0,3,13,2,44.8,72.6,0,7,1,2,3,Toulouse,22.2,4,"11,684.","7:00pm, Saturday 11th May 2019.",0,0,390033,50.9,8,0,3,13,4,55.2,76.3,0,19,8,3,2,Amiens,52.9,2, French Ligue 1
38.5,0,2,3,27,1,63.7,90.9,1,8,5,3,3,Paris Saint-Germain,58.8,0,"14,728.","4:00pm, Saturday 11th May 2019.",2,1,390034,61.5,3,1,2,27,3,36.3,88.1,0,14,7,4,1,Angers,64.7,0, French Ligue 1
63.6,5,1,9,7,2,56.9,79.2,0,15,6,4,7,Reims,52.9,2,"18,339.","7:00pm, Saturday 11th May 2019.",2,3,390035,36.4,1,1,4,7,1,43.1,73.8,0,14,3,10,2,Caen,65,1, French Ligue 1
58.3,3,0,7,12,1,54,82.4,0,17,6,8,4,Strasbourg,76.2,1,"13,105.","7:00pm, Saturday 11th May 2019.",1,2,390036,41.7,1,0,2,12,2,46,80.8,0,11,4,6,5,Dijon,42.9,1, French Ligue 1
46.9,3,1,4,7,1,52.5,85.7,1,6,2,1,3,Bordeaux,66.7,4,"41,413.","4:00pm, Sunday 12th May 2019.",0,1,390037,53.1,1,2,3,7,1,47.5,83.9,0,9,4,4,1,Lille,62.5,2, French Ligue 1
50,2,3,1,13,3,44.8,79.8,0,13,8,3,1,Nantes,48.5,3,"16,372.","7:00pm, Saturday 11th May 2019.",1,1,390038,50,1,1,4,13,0,55.2,85.4,0,8,5,2,2,Nice,50,2, French Ligue 1
53.2,2,0,9,19,0,54.8,76.7,0,12,5,5,4,Monaco,59.1,4,"14,811.","7:00pm, Saturday 11th May 2019.",0,1,390039,46.8,1,2,5,19,0,45.2,72.4,0,13,7,5,5,Nimes,68.8,1, French Ligue 1
40.5,4,2,8,12,2,45.5,79.8,0,23,10,9,3,Guingamp,63.2,1,"26,119.","2:00pm, Sunday 12th May 2019.",1,1,390040,59.5,1,2,6,12,2,54.5,79.6,1,7,2,4,8,Rennes,62.5,1, French Ligue 1
42.3,0,2,1,11,0,35.8,71,1,11,7,4,5,Montpellier,55,4,"35,644.","7:45pm, Friday 10th May 2019.",1,0,390041,57.7,6,1,11,11,1,64.2,84.8,1,17,6,5,3,St Etienne,62.5,1, French Ligue 1
37,5,2,1,16,8,51.7,80.7,0,15,5,5,5,Lyon,90,1,"61,707.","8:00pm, Sunday 12th May 2019.",3,0,390042,63,2,0,4,16,1,48.3,76.8,1,17,9,6,2,Marseille,47.1,3, French Ligue 1
56.3,1,1,0,11,5,33.9,71.3,0,9,6,2,5,Reims,86.4,1,"14,247.","8:00pm, Saturday 18th May 2019.",1,0,390043,43.8,4,0,10,11,1,66.1,84.3,0,13,4,5,1,Bordeaux,80,0, French Ligue 1
48.5,9,3,5,17,1,43.4,81.9,0,21,8,4,7,Nimes,52.6,2,"12,096.","8:00pm, Saturday 18th May 2019.",2,2,390044,51.5,4,3,5,17,1,56.6,85,0,18,5,9,2,Guingamp,66.7,2, French Ligue 1
52.4,2,1,6,13,2,51.3,84.5,0,13,8,3,7,Angers,62.5,3,"42,704.","8:00pm, Saturday 18th May 2019.",0,5,390045,47.6,2,2,3,13,0,48.7,86.5,0,18,4,12,3,Lille,68.8,1, French Ligue 1
30.6,0,0,4,10,0,40.4,79.7,0,7,5,2,4,Caen,37.5,1,"51,408.","8:00pm, Saturday 18th May 2019.",0,4,390046,69.4,2,4,4,10,1,59.6,84.2,0,16,6,8,2,Lyon,65,3, French Ligue 1
49.2,1,1,5,22,2,59.4,73.9,0,9,5,3,1,Amiens,69.2,2,"10,188.","8:00pm, Saturday 18th May 2019.",0,2,390047,50.8,6,1,4,22,3,40.6,60.9,0,10,1,3,3,Monaco,73.1,5, French Ligue 1
53.4,2,0,3,13,1,39.3,62.9,0,10,6,2,1,Nantes,75,3,"16,063.","8:00pm, Saturday 18th May 2019.",1,1,390048,46.6,8,0,4,13,0,60.7,78.5,0,16,6,2,1,Montpellier,20,0, French Ligue 1
53.6,4,0,5,13,0,33.1,77.2,0,13,6,3,2,Dijon,61.1,1,"47,532.","8:00pm, Saturday 18th May 2019.",0,4,390049,46.4,2,5,2,13,0,66.9,87.2,0,17,8,7,3,Paris Saint-Germain,50,1, French Ligue 1
53.7,3,0,9,17,1,66,86.8,0,19,11,5,2,Nice,77.8,3,"36,759.","8:00pm, Saturday 18th May 2019.",0,3,390050,46.3,1,3,2,17,0,34,73.1,0,9,4,4,5,St Etienne,56.5,0, French Ligue 1
50,2,1,1,10,2,47.2,86.3,0,11,3,6,5,Rennes,76.9,2,"25,086.","8:00pm, Saturday 18th May 2019.",2,0,390051,50,7,1,11,10,0,52.8,85.4,0,19,6,6,4,Strasbourg,61.1,1, French Ligue 1
36.8,9,2,9,4,1,57.5,85.7,0,22,5,8,3,Marseille,47.6,2,"24,293.","8:00pm, Saturday 18th May 2019.",5,2,390052,63.2,3,4,5,4,0,42.5,79.7,0,19,11,5,3,Toulouse,75,1, French Ligue 1
48.8,5,2,3,7,1,62.7,81.9,0,16,7,4,7,Guingamp,56.3,0,"11,932.","8:05pm, Friday 24th May 2019.",1,2,390053,51.2,1,2,3,7,0,37.3,70.7,0,19,9,9,3,Amiens,57.1,0, French Ligue 1
57.1,6,2,8,12,2,67.6,89.2,0,15,5,4,5,St Etienne,45,1,"16,071.","8:05pm, Friday 24th May 2019.",1,1,390054,42.9,3,2,7,12,1,32.4,79.2,0,14,6,5,3,Angers,37.5,1, French Ligue 1
57.1,4,3,3,21,1,62,81.7,0,12,3,5,1,Bordeaux,52.6,1,"19,355.","8:05pm, Friday 24th May 2019.",1,0,390055,42.9,4,1,6,21,2,38,69.9,0,14,9,1,4,Caen,77.8,1, French Ligue 1
65,3,0,5,9,0,58.2,81.9,0,13,7,3,5,Toulouse,61.1,2,"14,050.","8:05pm, Friday 24th May 2019.",1,2,390056,35,1,1,4,9,0,41.8,72.8,0,13,5,7,2,Dijon,56.5,2, French Ligue 1
30.6,4,0,13,12,3,44.5,75.9,0,15,7,4,2,Montpellier,63.6,0,"53,788.","8:05pm, Friday 24th May 2019.",0,1,390057,69.4,3,1,7,12,2,55.5,79.1,1,10,4,3,4,Marseille,58.3,2, French Ligue 1
40.5,4,0,4,7,2,49,76.8,0,5,0,1,1,Strasbourg,54.2,1,"30,636.","8:05pm, Friday 24th May 2019.",1,0,390058,59.5,8,2,4,7,2,51,79.1,0,21,12,1,0,Nantes,30.8,2, French Ligue 1
44.4,1,2,4,13,0,43.4,86.3,0,11,6,4,1,Monaco,64,3,"23,356.","8:05pm, Friday 24th May 2019.",0,2,390059,55.6,2,1,3,13,1,56.6,90.6,0,8,4,2,4,Nice,58.3,2, French Ligue 1
55.6,5,2,9,8,3,58.5,86,0,19,6,8,6,Lyon,47.6,1,"14,986.","8:05pm, Friday 24th May 2019.",3,2,390060,44.4,3,2,11,8,0,41.5,79.4,0,17,6,8,5,Nimes,61.1,1, French Ligue 1
77.8,4,1,5,14,0,62.6,87.7,0,13,7,2,3,Paris Saint-Germain,76.9,1,"20,299.","8:05pm, Friday 24th May 2019.",1,3,390061,22.2,0,1,4,14,3,37.4,80.8,0,10,4,6,1,Reims,69.2,2, French Ligue 1
44.8,4,1,7,10,0,56.3,82.8,1,14,3,7,5,Lille,42.1,2,"28,185.","8:05pm, Friday 24th May 2019.",1,3,390062,55.2,3,0,4,10,3,43.7,80.2,0,14,3,8,6,Rennes,65.2,1, French Ligue 1
36.4,4,0,10,11,2,58,84.1,0,17,5,8,3,Manchester City,83.3,2,"59,934.","4:00pm, Sunday 12th August 2018.",2,0,390757,63.6,2,0,2,11,7,42,79.8,0,9,4,3,6,Arsenal,63.6,2, Premier League
49.2,4,1,4,11,2,37.1,61,0,10,5,1,2,Cardiff City,54.5,1,"10,353.","3:00pm, Saturday 11th August 2018.",0,2,390758,50.8,2,3,7,11,0,62.9,79.1,0,12,6,4,1,Bournemouth,45.5,1, Premier League
66.7,2,2,5,9,3,33.7,74.4,0,12,0,10,6,Crystal Palace,66.7,2,"24,821.","3:00pm, Saturday 11th August 2018.",2,0,390759,33.3,5,0,5,9,2,66.3,87.9,0,15,4,6,8,Fulham,76,1, Premier League
43.6,6,2,5,9,1,62.8,88.4,0,13,3,4,1,Chelsea,50,1,"24,121.","3:00pm, Saturday 11th August 2018.",3,0,390760,56.4,1,1,2,9,2,37.2,75.5,0,6,4,1,1,Huddersfield Town,84,2, Premier League
58.8,1,0,4,14,3,35.2,82.5,0,5,2,2,4,West Ham United,60.9,2,"53,235.","1:30pm, Sunday 12th August 2018.",0,4,390761,41.2,3,4,5,14,5,64.8,90,0,18,7,8,2,Liverpool,73.7,1, Premier League
56.5,6,1,5,11,2,53.7,82.9,0,13,3,4,4,Leicester City,78.6,1,"74,439.","8:00pm, Friday 10th August 2018.",1,2,390762,43.5,1,1,2,11,4,46.3,82.3,0,8,1,6,3,Manchester United,50,2, Premier League
38.9,3,4,5,11,0,59.6,81.5,0,15,7,5,1,Tottenham Hotspur,59.3,2,"51,749.","12:30pm, Saturday 11th August 2018.",2,1,390763,61.1,5,2,3,11,1,40.4,69.3,0,15,8,2,3,Newcastle United,66.7,2, Premier League
52.8,4,1,5,10,5,52.3,76.2,0,16,6,6,3,Burnley,77.8,1,"30,784.","1:30pm, Sunday 12th August 2018.",0,0,390764,47.2,9,1,8,10,2,47.7,75.9,0,18,6,3,6,Southampton,43.8,0, Premier League
60,1,0,2,10,3,46.8,77.1,0,6,5,0,3,Brighton and Hove Albion,64.7,2,"20,051.","3:00pm, Saturday 11th August 2018.",0,2,390765,40,5,2,8,10,0,53.2,75.1,0,19,9,5,0,Watford,64.7,2, Premier League
53.3,0,1,6,8,3,42.6,75.1,1,8,3,5,2,Everton,65.2,1,"31,231.","5:30pm, Saturday 11th August 2018.",2,2,390766,46.7,2,2,3,8,2,57.4,82.6,0,11,5,4,3,Wolverhampton Wanderers,53.8,0, Premier League
65.7,2,0,5,16,2,66.6,84.8,0,9,4,3,0,Manchester United,41.7,1,"30,592.","4:00pm, Sunday 19th August 2018.",2,3,390767,34.3,0,1,3,16,2,33.4,64.7,0,6,3,3,1,Brighton and Hove Albion,46.4,1, Premier League
44.8,3,3,2,8,4,41.6,67.5,0,9,0,6,2,Watford,55.6,2,"18,822.","1:30pm, Sunday 19th August 2018.",3,1,390768,55.2,2,1,5,8,2,58.4,75.3,0,8,3,3,3,Burnley,66.7,1, Premier League
49.3,5,1,5,14,0,48.7,59.7,1,12,1,6,0,Newcastle United,75,2,"30,720.","12:30pm, Saturday 18th August 2018.",0,0,390769,50.7,5,2,5,14,2,51.3,64.3,0,12,6,1,6,Cardiff City,54.5,2, Premier League
44.4,3,5,1,12,3,37.7,82.3,0,15,6,6,8,Arsenal,42.9,2,"40,491.","5:30pm, Saturday 18th August 2018.",2,3,390770,55.6,6,1,5,12,3,62.3,89,0,24,7,11,4,Chelsea,56.3,0, Premier League
40.6,6,4,7,6,2,63.2,89.4,0,16,4,6,2,Liverpool,63.6,1,"25,750.","8:00pm, Monday 20th August 2018.",2,0,390771,59.4,1,0,6,6,2,36.8,78,1,8,5,2,4,Crystal Palace,64.3,1, Premier League
58.5,5,1,6,8,3,42,61.9,0,15,6,4,5,Southampton,45.5,5,"38,601.","3:00pm, Saturday 18th August 2018.",1,2,390772,41.5,3,3,2,8,2,58,74,0,13,3,7,3,Everton,55.6,0, Premier League
51.4,1,0,9,10,1,57.2,80.8,0,11,7,3,1,Wolverhampton Wanderers,50,1,"32,043.","3:00pm, Saturday 18th August 2018.",0,2,390773,48.6,2,0,1,10,0,42.8,82.7,1,6,2,2,2,Leicester City,66.7,2, Premier League
52.8,2,1,3,9,1,23.1,65.2,0,5,2,1,9,Huddersfield Town,43.8,2,"54,021.","1:30pm, Sunday 19th August 2018.",1,6,390774,47.2,9,5,10,9,1,76.9,92.9,0,32,9,14,0,Manchester City,60,0, Premier League
33.3,2,3,3,9,3,40.4,81.8,0,10,5,3,8,Fulham,61.5,0,"58,297.","3:00pm, Saturday 18th August 2018.",1,3,390775,66.7,4,3,6,9,1,59.6,88.6,0,25,10,11,2,Tottenham Hotspur,66.7,0, Premier League
42.2,4,3,4,14,0,39,76.6,0,12,3,5,4,Bournemouth,81.8,2,"56,888.","3:00pm, Saturday 18th August 2018.",2,1,390776,57.8,3,0,6,14,1,61,80.8,0,11,3,5,3,West Ham United,28.6,6, Premier League
51.7,3,1,2,16,3,38.5,75.4,0,13,5,5,9,West Ham United,71.4,3,"59,830.","3:00pm, Saturday 25th August 2018.",1,3,390777,48.3,5,2,7,16,3,61.5,84.7,0,17,2,10,4,Arsenal,73.3,1, Premier League
54.3,3,0,2,12,0,50.1,77.9,1,11,5,3,3,Everton,57.1,3,"10,654.","3:00pm, Saturday 25th August 2018.",2,2,390778,45.7,2,3,6,12,5,49.9,78.8,1,17,10,5,1,Bournemouth,66.7,0, Premier League
54.8,5,1,4,11,5,36.2,74.1,0,12,5,2,8,Burnley,47.6,1,"23,438.","4:00pm, Sunday 26th August 2018.",2,4,390779,45.2,3,2,6,11,1,63.8,85.3,0,25,10,12,0,Fulham,88.9,2, Premier League
56.5,4,1,7,8,1,42,67.1,0,14,6,4,1,Cardiff City,68.4,1,"21,193.","3:00pm, Saturday 25th August 2018.",0,0,390780,43.5,2,0,7,8,1,58,76,1,5,2,1,4,Huddersfield Town,64.3,0, Premier League
51.4,2,1,5,8,3,30,72.8,0,6,2,2,6,Brighton and Hove Albion,42.9,1,"53,294.","5:30pm, Saturday 25th August 2018.",0,1,390781,48.6,7,1,8,8,1,70,87.5,0,22,7,8,2,Liverpool,61.9,1, Premier League
35.1,2,2,2,11,1,43,67.8,0,9,2,5,5,Tottenham Hotspur,69.6,3,"74,400.","8:00pm, Monday 27th August 2018.",3,0,390782,64.9,6,0,5,11,2,57,76.8,0,23,12,5,2,Manchester United,54.5,2, Premier League
52,5,0,5,16,2,81.1,91.9,0,15,7,3,1,Chelsea,47.1,1,"51,791.","4:00pm, Sunday 26th August 2018.",2,1,390783,48,2,0,4,16,2,18.9,65.5,0,6,2,2,2,Newcastle United,38.1,3, Premier League
48.8,0,1,3,13,0,48.3,82.8,0,8,3,5,4,Leicester City,42.9,1,"29,925.","3:00pm, Saturday 25th August 2018.",2,1,390784,51.2,2,0,11,13,1,51.7,83.4,1,11,4,5,3,Southampton,55.6,1, Premier League
50,1,1,3,14,3,56.3,74.8,0,9,5,3,3,Crystal Palace,63.2,2,"20,014.","1:30pm, Sunday 26th August 2018.",1,2,390785,50,4,0,6,14,1,43.7,68.6,0,13,4,5,2,Watford,61.5,4, Premier League
46.4,6,2,9,13,3,71.1,89.6,0,18,6,6,1,Manchester City,88.9,2,"31,322.","12:30pm, Saturday 25th August 2018.",1,1,390786,53.6,3,1,5,13,4,28.9,68.1,0,11,6,2,5,Wolverhampton Wanderers,52.6,1, Premier League
50,2,1,1,12,4,58.5,84.6,0,10,3,5,3,Fulham,85.7,3,"30,526.","3:00pm, Saturday 1st September 2018.",2,2,390787,50,3,2,7,12,2,41.5,76.8,0,15,7,5,3,Brighton and Hove Albion,70.6,3, Premier League
47.5,6,3,5,7,1,53.4,85.4,1,21,6,9,2,Manchester United,50,3,"21,525.","4:00pm, Sunday 2nd September 2018.",2,0,390788,52.5,1,2,2,7,1,46.6,80.1,0,9,6,2,7,Burnley,50,2, Premier League
47.8,2,0,9,12,1,72.3,84.3,0,17,4,11,1,Arsenal,81.8,4,"32,316.","1:30pm, Sunday 2nd September 2018.",3,2,390789,52.2,1,0,3,12,3,27.7,66.2,0,14,10,3,8,Cardiff City,66.7,3, Premier League
40.6,1,2,6,10,1,27.4,69.4,0,8,6,1,4,Bournemouth,57.1,2,"40,178.","3:00pm, Saturday 1st September 2018.",0,2,390790,59.4,12,0,7,10,2,72.6,87.5,0,24,6,6,1,Chelsea,58.3,2, Premier League
37.7,7,3,4,11,1,49.3,77.1,0,19,6,6,6,Southampton,42.1,1,"25,495.","3:00pm, Saturday 1st September 2018.",2,0,390791,62.3,7,4,7,11,0,50.7,78.2,0,20,7,6,5,Crystal Palace,68.8,1, Premier League
53.4,2,0,3,13,0,42.4,75.2,0,9,1,6,0,Huddersfield Town,70,3,"38,767.","3:00pm, Saturday 1st September 2018.",1,1,390792,46.6,2,1,4,13,1,57.6,83,0,11,8,1,5,Everton,80,3, Premier League
50,2,1,4,9,2,48.8,79.1,0,10,4,4,4,Liverpool,72.2,2,"32,149.","12:30pm, Saturday 1st September 2018.",2,1,390793,50,4,2,4,9,3,51.2,80.8,0,12,3,5,2,Leicester City,69.6,3, Premier League
55.6,0,1,0,5,1,21.9,63.1,0,3,1,2,6,Newcastle United,66.7,0,"53,946.","5:30pm, Saturday 1st September 2018.",1,2,390794,44.4,7,3,4,5,2,78.1,89.7,0,24,9,8,1,Manchester City,66.7,0, Premier League
36.6,2,1,10,9,2,65.6,78.9,0,11,7,2,1,Tottenham Hotspur,65.2,1,"20,141.","4:00pm, Sunday 2nd September 2018.",1,2,390795,63.4,1,0,3,9,2,34.4,64.7,0,7,3,3,2,Watford,86.7,2, Premier League
61.5,2,2,4,10,0,52.3,83.6,0,15,7,6,3,Wolverhampton Wanderers,68,1,"56,947.","3:00pm, Saturday 1st September 2018.",1,0,390796,38.5,5,1,4,10,1,47.7,80.2,0,13,5,3,5,West Ham United,68.2,2, Premier League
59.5,2,2,6,13,3,53.3,76.1,1,14,4,8,1,Leicester City,60,2,"10,543.","3:00pm, Saturday 15th September 2018.",2,4,390797,40.5,3,3,4,13,1,46.7,71.4,0,10,2,5,5,Bournemouth,66.7,3, Premier League
56.1,0,1,4,8,0,23.2,58.6,0,6,4,2,3,Cardiff City,61.5,0,"40,499.","3:00pm, Saturday 15th September 2018.",1,4,390798,43.9,3,2,5,8,0,76.8,87.3,0,18,8,7,1,Chelsea,90,0, Premier League
53.1,3,2,2,15,0,44.1,74.5,0,9,2,4,3,West Ham United,73.7,5,"39,161.","4:00pm, Sunday 16th September 2018.",3,1,390799,46.9,6,2,4,15,3,55.9,76.9,0,16,6,4,1,Everton,59.1,2, Premier League
42.9,3,0,3,11,2,41.6,79.1,0,7,2,2,2,Crystal Palace,69.2,2,"23,696.","3:00pm, Saturday 15th September 2018.",1,0,390800,57.1,4,1,5,11,5,58.4,83.2,0,15,9,2,1,Huddersfield Town,47.1,1, Premier League
44.4,1,0,4,7,2,35.3,80.5,0,9,5,3,6,Fulham,42.9,0,"53,307.","3:00pm, Saturday 15th September 2018.",0,3,390801,55.6,11,6,10,7,5,64.7,91,0,28,8,9,3,Manchester City,68.8,0, Premier League
50,5,0,4,13,1,63.7,84.1,0,12,5,2,1,Arsenal,40,0,"52,165.","3:00pm, Saturday 15th September 2018.",2,1,390802,50,2,1,10,13,3,36.3,66.1,0,4,0,2,0,Newcastle United,40,0, Premier League
59.5,3,2,4,10,2,48.8,76.2,0,12,5,4,2,Brighton and Hove Albion,64.3,3,"28,811.","8:00pm, Monday 17th September 2018.",2,2,390803,40.5,3,1,1,10,2,51.2,78.8,0,14,6,5,2,Southampton,62.5,2, Premier League
40,2,1,4,17,2,39.6,75,0,17,5,10,2,Liverpool,64.7,0,"80,188.","12:30pm, Saturday 15th September 2018.",2,1,390804,60,3,0,5,17,3,60.4,80.7,0,11,5,3,8,Tottenham Hotspur,44.4,0, Premier League
