AAD,ABS,Time,ACCC,ACorn,AF,AOff,AP,APass,AR,AS,ASOT,AST,ASaves,AT,ATack,AY,Attendance,Date,FTAG,FTHG,GameID,HAD,HBS,HCCC,HCorn,HF,HOff,HP,HPass,HR,HS,HSOT,HST,HSaves,HT,HTack,HY,League
50.0,1,1730,0,2,9,2,24.2,69.6,0,6,4,1,4,ADO Den Haag,73.3,3,"16,117.",2020-03-07,0,4,408970,50.0,5,0,6,9,2,75.8,88.3,0,16,3,8,1,AZ Alkmaar,63.6,1, Dutch Eredivisie
54.8,2,1545,0,6,11,2,43.2,75.6,0,7,3,2,4,PSV Eindhoven,80.0,0,"19,116.",2020-03-08,1,0,408974,45.2,4,0,11,5,0,56.8,78.9,0,13,5,4,1,Groningen,58.3,1, Dutch Eredivisie
56.5,1,1330,0,3,12,2,42.2,75.6,0,3,2,0,1,Willem II,68.2,1,"47,500.",2020-03-08,0,2,408976,43.5,4,3,6,15,0,57.8,80.7,0,12,5,3,0,Feyenoord,84.6,4, Dutch Eredivisie
25.0,2,1330,0,4,11,2,41.5,76.3,0,11,5,4,6,RKC Waalwijk,52.6,3,"10,412.",2020-03-08,2,4,408977,75.0,4,8,7,11,3,58.5,82.9,0,23,9,10,2,Heracles Almelo,53.3,2, Dutch Eredivisie
57.1,0,1800,1,1,19,2,49.4,77.8,0,5,3,2,0,Everton,70.0,3,,2020-07-20,1,0,408347,42.9,5,0,7,11,1,50.6,78.8,0,8,3,0,1,Sheffield United,64.7,1,Premier_League
45.0,3,2015,0,2,15,1,46.6,77.7,0,7,1,3,3,Crystal Palace,38.5,1,,2020-07-20,0,2,408350,55.0,3,2,5,11,0,53.4,81.7,0,11,3,5,3,Wolverhampton Wanderers,50.0,2,Premier_League
41.4,10,1800,3,8,11,3,76.9,89.9,0,26,6,10,1,Manchester City,45.5,0,,2020-07-21,4,0,408349,58.6,0,0,0,14,4,23.1,66.4,0,2,2,0,6,Watford,50.0,2,Premier_League
52.6,5,1400,3,6,11,1,57.0,69.0,0,16,3,8,3,Southampton,54.5,2,,2020-07-19,2,0,408342,47.4,4,0,12,12,2,43.0,60.4,0,11,4,3,6,Bournemouth,41.2,2,Premier_League
54.2,3,1800,0,3,9,1,42.8,79.1,0,12,6,3,3,West Ham United,30.0,1,,2020-07-22,1,1,408345,45.8,2,1,2,10,3,57.2,86.5,0,11,5,4,2,Manchester United,66.7,3,Premier_League
48.3,7,1800,1,7,12,1,37.5,76.5,0,12,4,1,3,Newcastle United,53.3,2,,2020-07-20,0,0,408343,51.7,3,1,9,13,1,62.5,88.0,0,11,5,3,1,Brighton and Hove Albion,58.3,4,Premier_League
40.5,3,1600,1,7,13,1,37.0,67.1,0,13,6,4,0,Aston Villa,23.1,1,,2020-07-26,1,1,408360,59.5,3,0,0,16,0,63.0,81.5,0,10,6,1,3,West Ham United,53.3,2,Premier_League
53.1,3,1600,0,4,5,1,74.7,89.0,0,14,5,6,1,Liverpool,41.7,0,,2020-07-26,3,1,408358,46.9,0,1,2,11,3,25.3,65.5,0,3,1,2,3,Newcastle United,65.2,1,Premier_League
55.9,2,1600,3,1,16,2,27.9,61.9,0,5,0,3,1,Sheffield United,75.0,1,,2020-07-26,1,3,408359,44.1,6,0,9,9,2,72.1,85.8,0,13,3,4,2,Southampton,90.9,0,Premier_League
52.2,1,1600,0,3,11,2,54.2,82.2,0,7,3,3,3,Manchester United,57.1,5,,2020-07-26,2,0,408356,47.8,4,0,3,12,2,45.8,80.9,1,14,7,3,1,Leicester City,47.8,1,Premier_League
51.6,3,2015,1,9,19,1,69.0,88.4,0,7,4,0,2,Arsenal,100.0,4,,2020-07-21,0,1,408341,48.4,1,1,8,13,1,31.0,75.8,0,8,4,3,0,Aston Villa,56.3,2,Premier_League
43.8,0,1600,2,0,4,2,26.9,71.6,0,5,1,4,4,Norwich City,35.7,1,,2020-07-26,0,5,408357,56.3,9,1,9,7,0,73.1,91.6,0,31,12,10,4,Manchester City,66.7,1,Premier_League
51.2,4,1600,1,5,9,1,30.0,67.0,0,13,2,7,4,Bournemouth,72.2,0,,2020-07-26,3,1,408355,48.8,3,2,2,11,0,70.0,85.7,0,13,5,5,4,Everton,61.5,1,Premier_League
43.3,2,1600,0,2,13,0,52.8,83.0,0,7,3,2,1,Tottenham Hotspur,80.8,2,,2020-07-26,1,1,408354,56.7,2,1,7,11,1,47.2,79.9,0,13,9,2,1,Crystal Palace,54.5,3,Premier_League
42.3,0,2015,4,0,11,3,50.0,83.7,0,10,5,5,2,Chelsea,44.4,0,,2020-07-22,3,5,408344,57.7,1,4,6,8,0,50.0,81.2,0,10,2,7,2,Liverpool,42.1,1,Premier_League
55.3,3,1600,0,3,16,1,37.1,69.2,0,5,1,1,1,Wolverhampton Wanderers,72.7,3,,2020-07-26,0,2,408353,44.7,3,1,3,10,3,62.9,82.8,0,11,5,3,1,Chelsea,63.3,2,Premier_League
61.0,5,1600,2,7,11,2,45.8,77.5,0,15,6,4,1,Brighton and Hove Albion,66.7,0,,2020-07-26,2,1,408352,39.0,3,3,6,11,3,54.2,74.9,0,13,8,2,2,Burnley,55.0,3,Premier_League
41.2,1,2000,1,2,13,1,43.3,85.2,0,8,3,4,5,Villarreal,36.4,2,,2020-07-16,1,2,415999,58.8,1,1,4,13,2,56.7,88.6,0,12,4,7,3,Real Madrid,53.8,3,La_Liga
62.2,6,1600,5,8,12,3,48.9,83.7,0,19,7,6,2,Watford,71.4,3,,2020-07-26,2,3,408351,37.8,4,1,4,9,1,51.1,83.3,0,13,4,5,4,Arsenal,57.1,3,Premier_League
57.4,4,2000,1,6,18,3,47.3,74.4,0,14,4,6,4,Granada,71.4,5,,2020-07-16,2,1,415997,42.6,6,1,5,14,0,52.7,80.7,2,18,7,5,4,Real Mallorca,55.6,5,La_Liga
48.8,1,2000,4,6,18,3,27.3,68.9,1,8,3,4,6,Alaves,53.8,4,,2020-07-16,2,1,415998,51.2,3,3,6,14,2,72.7,87.8,1,14,4,7,2,Real Betis,66.7,6,La_Liga
38.5,4,1730,3,12,13,4,50.4,68.3,0,17,5,8,4,Real Valladolid,72.7,0,,2020-07-16,1,3,415995,61.5,1,1,3,19,0,49.6,70.0,0,13,5,7,8,Eibar,50.0,4,La_Liga
44.7,6,2000,3,3,11,1,39.2,76.6,0,16,6,4,3,Leganes,56.3,3,,2020-07-16,2,0,415992,55.3,2,1,3,11,3,60.8,84.4,1,10,5,3,2,Athletic Bilbao,72.7,2,La_Liga
44.0,1,2000,3,4,15,1,42.9,74.5,1,8,3,4,4,Levante,57.1,0,,2020-07-16,3,2,415994,56.0,4,2,8,11,3,57.1,80.1,1,17,7,6,1,Celta Vigo,58.3,1,La_Liga
44.8,0,2000,1,2,14,1,20.4,61.4,1,9,4,5,1,Osasuna,62.5,1,,2020-07-16,2,1,415993,55.2,4,1,10,7,2,79.6,90.0,0,18,12,2,3,Barcelona,70.0,4,La_Liga
61.1,0,2000,2,2,11,0,64.8,88.9,0,7,3,4,5,Real Madrid,59.1,1,,2020-07-19,2,2,416006,38.9,4,2,5,9,2,35.2,75.7,0,15,4,7,2,Leganes,55.0,4,La_Liga
60.0,1,2000,1,5,10,1,56.3,84.6,0,12,7,4,3,Real Mallorca,50.0,0,,2020-07-19,2,2,416008,40.0,1,1,3,17,0,43.7,80.1,0,12,6,5,2,Osasuna,73.7,2,La_Liga
45.9,2,2000,0,7,6,3,37.6,78.9,0,8,4,2,3,Valencia,66.7,1,,2020-07-19,0,1,416010,54.1,2,1,4,11,1,62.4,87.4,0,16,10,4,2,Sevilla,50.0,0,La_Liga
48.4,1,2000,1,4,11,2,50.3,78.5,0,9,5,3,1,Celta Vigo,68.4,3,,2020-07-19,0,0,416004,51.6,0,0,1,11,6,49.7,75.7,0,8,7,1,3,Espanyol,59.1,2,La_Liga
50.0,4,2000,1,8,11,3,43.5,63.7,0,13,5,4,4,Getafe,47.4,4,,2020-07-19,0,1,416007,50.0,2,4,6,10,4,56.5,74.3,0,14,7,5,4,Levante,50.0,2,La_Liga
49.1,3,2000,1,3,11,4,63.2,77.4,0,11,5,3,5,Atletico Madrid,72.2,2,,2020-07-16,2,0,415996,50.9,2,0,4,14,2,36.8,62.0,1,16,8,6,1,Getafe,68.4,1,La_Liga
51.1,2,2000,0,3,9,0,57.0,83.8,0,10,5,3,2,Real Sociedad,70.0,2,,2020-07-19,1,1,416003,48.9,0,1,2,16,2,43.0,78.3,0,6,3,3,3,Atletico Madrid,80.0,1,La_Liga
45.7,1,2000,1,3,11,0,64.0,82.1,0,10,6,3,2,Athletic Bilbao,69.2,2,,2020-07-19,0,4,416005,54.3,2,3,2,9,3,36.0,68.5,0,11,3,6,3,Granada,45.5,1,La_Liga
59.3,1,1730,1,4,9,1,30.8,72.2,0,12,7,4,1,Eibar,66.7,0,,2020-07-19,0,4,416012,40.7,3,6,4,4,3,69.2,90.3,0,12,4,5,3,Villarreal,36.4,0,La_Liga
50.0,3,1730,0,5,10,1,71.3,91.3,0,10,4,3,2,Real Betis,77.8,2,,2020-07-19,0,2,416009,50.0,3,0,3,17,2,28.7,76.4,0,13,6,4,3,Real Valladolid,66.7,2,La_Liga
66.7,0,1600,7,1,15,2,68.2,90.9,0,16,8,8,0,Barcelona,66.7,0,,2020-07-19,5,0,416002,33.3,4,0,2,17,2,31.8,80.1,0,8,4,0,3,Alaves,60.0,0,La_Liga
51.4,5,1830,3,6,15,2,55.6,85.4,0,12,3,4,2,Inter Milan,50.0,3,,2020-07-25,3,0,419427,48.6,1,0,4,12,0,44.4,79.8,0,9,6,2,1,Genoa,53.8,2,Serie_A
42.9,2,1615,2,3,13,2,58.4,87.7,0,14,6,6,6,Parma,76.9,0,,2020-07-25,2,1,419425,57.1,1,3,5,15,0,41.6,80.9,0,12,4,7,4,Brescia,56.3,4,Serie_A
53.3,2,2045,5,5,13,1,37.4,81.3,1,14,7,5,4,Sampdoria,100.0,3,,2020-07-26,0,2,419428,46.7,2,3,5,17,3,62.6,89.8,0,16,7,7,5,Juventus,55.6,4,Serie_A
47.4,2,1830,0,5,7,1,43.7,77.2,0,13,5,6,3,Lazio,58.8,2,,2020-07-26,5,1,419433,52.6,5,1,8,16,1,56.3,81.9,0,17,8,4,1,Verona,56.3,2,Serie_A
53.8,4,1830,0,10,17,1,44.4,83.7,0,20,10,6,0,Torino,72.7,3,,2020-07-26,1,1,419432,46.2,5,0,0,11,1,55.6,84.1,0,7,1,1,5,Spal,66.7,2,Serie_A
44.4,6,1830,1,3,14,2,40.1,80.7,0,10,3,1,4,Fiorentina,64.7,4,,2020-07-26,1,2,419431,55.6,9,2,8,13,2,59.9,85.7,0,22,7,6,0,Roma,73.3,1,Serie_A
22.2,2,2045,1,4,10,6,49.7,87.6,0,7,3,2,6,Sassuolo,75.0,3,,2020-07-25,0,2,419430,77.8,5,3,7,4,1,50.3,88.1,0,21,8,8,2,Napoli,62.5,1,Serie_A
66.7,5,1830,0,8,17,1,50.8,85.6,0,15,4,6,6,Udinese,53.8,1,,2020-07-26,1,0,419426,33.3,4,2,5,10,3,49.2,85.4,0,16,6,6,5,Cagliari,55.6,2,Serie_A
52.2,3,2045,3,8,17,3,48.6,87.1,0,15,6,6,2,Roma,45.5,3,,2020-07-29,3,2,419441,47.8,4,1,4,8,1,51.4,87.3,0,9,1,4,3,Torino,60.0,2,Serie_A
48.3,13,2045,0,9,12,4,66.4,89.9,0,34,11,10,3,Juventus,36.4,1,,2020-07-29,0,2,419434,51.7,1,1,1,13,1,33.6,75.2,0,11,5,5,10,Cagliari,46.7,2,Serie_A
60.7,4,1615,1,6,8,2,44.4,83.6,0,25,11,10,7,Lecce,66.7,1,,2020-07-26,2,3,419424,39.3,11,4,9,15,4,55.6,89.1,0,28,7,10,7,Bologna,85.7,1,Serie_A
56.5,4,2045,1,5,11,3,53.3,85.5,0,12,6,2,2,Bologna,46.7,1,,2020-07-29,0,4,419435,43.5,1,2,3,14,1,46.7,83.7,0,14,6,7,2,Fiorentina,47.4,2,Serie_A
55.6,4,1830,2,3,16,2,57.6,85.3,0,14,6,4,2,Atalanta,54.5,1,,2020-07-28,2,1,419438,44.4,6,2,3,17,3,42.4,79.6,0,14,4,4,2,Parma,35.0,2,Serie_A
40.9,1,1830,1,5,11,2,53.7,90.0,0,14,6,7,2,Lecce,73.3,4,,2020-07-29,2,1,419442,59.1,2,2,5,12,1,46.3,86.2,0,10,5,3,5,Udinese,60.0,1,Serie_A
66.7,8,2045,2,9,8,1,58.9,90.7,0,18,8,2,4,Napoli,44.4,1,,2020-07-28,0,2,419436,33.3,0,0,3,16,4,41.1,85.8,0,8,2,6,2,Inter Milan,100.0,4,Serie_A
67.6,2,1830,0,1,13,1,45.9,82.1,0,14,7,5,7,Spal,50.0,1,,2020-07-29,0,3,419443,32.4,1,3,7,15,3,54.1,85.2,0,17,6,10,5,Verona,42.9,1,Serie_A
0.0,4,1945,0,3,19,0,60.7,0.0,0,7,1,2,2,Hearts,0.0,2,"5,662.",2020-03-11,0,1,411387,0.0,1,0,5,16,0,39.3,0.0,0,9,5,3,2,St Mirren,0.0,0, Scottish Premiership
50.0,4,1830,6,6,6,3,57.1,85.2,0,20,7,9,5,AC Milan,80.0,1,,2020-07-29,4,1,419439,50.0,2,1,4,5,2,42.9,81.9,0,19,11,6,5,Sampdoria,37.5,1,Serie_A
76.9,3,1830,1,3,5,2,45.5,84.8,0,12,7,2,3,Genoa,69.2,1,,2020-07-29,0,5,419440,23.1,4,3,2,11,1,54.5,87.2,0,18,6,8,2,Sassuolo,72.7,1,Serie_A
44.4,6,1830,1,6,10,0,39.4,77.8,0,13,5,2,10,Brescia,66.7,2,,2020-07-29,0,2,419437,55.6,6,5,5,12,2,60.6,86.7,0,29,11,12,2,Lazio,23.1,1,Serie_A
50.0,3,1230,3,0,19,0,43.7,64.0,0,16,7,6,2,Wigan Athletic,33.3,3,,2020-07-18,2,2,409878,50.0,4,3,8,13,6,56.3,71.2,0,15,7,4,4,Charlton Athletic,66.7,1, Sky Bet Championship
28.0,6,1400,2,5,10,7,54.1,87.8,0,23,9,8,1,Leeds United,66.7,0,,2020-07-19,3,1,409879,72.0,3,1,4,8,0,45.9,80.1,0,10,5,2,6,Derby County,55.6,1, Sky Bet Championship
55.9,6,1930,0,4,11,2,55.4,84.0,0,19,9,4,6,Fulham,65.0,4,,2020-07-22,1,1,409899,44.1,1,2,5,14,2,44.6,79.7,0,13,5,7,3,Wigan Athletic,83.3,3, Sky Bet Championship
60.3,4,1500,0,1,11,3,36.6,56.5,0,8,3,1,4,Nottingham Forest,61.1,1,,2020-07-19,0,1,409876,39.7,5,3,9,9,2,63.4,76.5,0,20,8,7,1,Barnsley,66.7,0, Sky Bet Championship
42.9,2,1930,3,8,10,1,64.0,84.8,0,20,10,8,5,Swansea City,57.1,0,,2020-07-22,4,1,409896,57.1,3,1,4,17,1,36.0,76.7,1,19,10,6,4,Reading,71.4,1, Sky Bet Championship
43.8,3,1930,2,4,13,0,37.9,67.2,0,10,3,4,3,Stoke City,80.0,1,,2020-07-22,4,1,409895,56.3,5,4,6,9,1,62.1,82.8,0,16,6,5,1,Nottingham Forest,54.5,0, Sky Bet Championship
51.1,3,1930,0,6,12,1,67.4,80.1,0,14,7,4,0,Blackburn Rovers,45.5,1,,2020-07-22,2,3,409893,48.9,1,1,2,10,1,32.6,61.6,0,8,6,1,2,Luton Town,45.5,4, Sky Bet Championship
38.9,3,1930,1,3,9,0,49.5,74.6,0,7,1,3,4,Queens Park Rangers,36.4,0,,2020-07-22,2,2,409898,61.1,2,5,5,13,2,50.5,76.0,0,16,8,6,1,West Bromwich Albion,60.0,0, Sky Bet Championship
28.6,3,1930,1,2,14,0,57.5,85.2,0,7,2,2,5,Huddersfield Town,45.0,0,,2020-07-22,1,4,409894,71.4,3,1,9,14,1,42.5,81.7,0,15,3,9,1,Millwall,27.3,1, Sky Bet Championship
46.2,1,1930,1,2,11,0,37.2,54.0,0,10,5,4,3,Middlesbrough,35.3,0,,2020-07-22,2,1,409897,53.8,8,2,10,11,0,62.8,74.5,0,18,6,4,2,Sheffield Wednesday,68.4,0, Sky Bet Championship
60.8,4,1930,1,5,16,6,48.1,78.2,0,8,2,2,4,Hull City,68.8,0,,2020-07-22,0,3,409891,39.2,1,1,4,16,0,51.9,78.5,0,14,6,7,2,Cardiff City,80.0,0, Sky Bet Championship
57.1,6,1930,2,7,11,0,48.5,73.3,0,22,10,6,5,Preston North End,50.0,0,,2020-07-22,1,1,409890,42.9,3,1,4,10,3,51.5,75.4,0,13,4,6,5,Bristol City,50.0,0, Sky Bet Championship
60.0,2,1930,1,4,10,4,32.7,69.5,0,10,4,4,4,Charlton Athletic,50.0,0,,2020-07-22,0,4,409892,40.0,5,2,10,14,3,67.3,85.3,0,21,8,8,4,Leeds United,58.3,1, Sky Bet Championship
49.0,4,1930,1,3,17,2,38.5,58.8,0,11,4,3,2,Barnsley,60.0,3,,2020-07-22,2,1,409889,51.0,6,1,3,11,3,61.5,72.7,0,12,3,3,1,Brentford,54.5,3, Sky Bet Championship
62.2,4,1830,1,3,14,4,42.2,73.0,1,12,5,3,6,Brentford,47.1,3,,2020-07-26,0,1,426357,37.8,2,0,1,10,4,57.8,78.1,0,14,5,7,3,Swansea City,62.5,3, Sky Bet Championship Play-Offs Semi-Final
45.3,1,1930,2,4,5,1,56.8,80.6,0,7,1,5,3,Derby County,77.3,0,,2020-07-22,3,1,409888,54.7,3,0,4,14,3,43.2,75.5,0,13,6,4,2,Birmingham City,78.6,1, Sky Bet Championship
55.6,4,1945,1,4,9,4,62.9,87.1,0,13,5,4,3,Fulham,54.5,0,,2020-07-27,2,0,426358,44.4,3,0,0,17,4,37.1,74.6,0,6,0,3,2,Cardiff City,76.9,2, Sky Bet Championship Play-Offs Semi-Final
45.7,1,1945,1,3,10,2,57.1,79.1,0,7,1,5,2,Swansea City,64.7,4,,2020-07-29,1,3,426359,54.3,2,2,3,11,4,42.9,78.4,0,16,9,5,4,Brentford,38.5,2, Sky Bet Championship Play-Offs Semi-Final
53.8,1,330,0,1,9,1,44.4,75.8,0,10,6,3,2,Minnesota United FC,61.1,2,,2020-07-18,0,0,425343,46.2,4,1,4,13,2,55.6,82.4,0,10,4,2,3,Real Salt Lake,60.9,3, American MLS League
63.2,1,100,3,2,11,1,41.2,83.9,0,8,1,6,3,Toronto FC,33.3,0,,2020-07-17,4,3,425339,36.8,1,2,7,11,3,58.8,88.8,0,12,5,6,2,Montreal Impact,70.0,1, American MLS League
64.7,2,100,0,1,11,3,40.3,76.5,2,8,2,4,5,Colorado Rapids,73.7,4,,2020-07-18,2,3,425344,35.3,5,3,5,15,1,59.7,84.8,0,19,5,9,2,Sporting Kansas City,64.3,2, American MLS League
42.9,4,1400,1,6,14,5,39.6,76.2,0,10,4,2,5,New England Revolution,38.1,2,,2020-07-21,0,0,425352,57.1,3,2,5,11,1,60.4,83.5,0,14,6,5,2,Toronto FC,84.6,1, American MLS League
34.6,2,330,1,4,7,0,52.1,83.4,0,8,4,2,4,Vancouver Whitecaps,33.3,2,,2020-07-20,0,3,425351,65.4,5,3,8,13,2,47.9,83.3,0,17,5,7,2,Seattle Sounders FC,57.1,1, American MLS League
