web-scraper-order,web-scraper-start-url,Games,Games-href,Date,Teams,ODDH,ODDD,ODDA,Warning
"1600973013-524","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Huddersfield - Bristol City","https://www.oddsportal.com/soccer/england/championship-2019-2020/huddersfield-bristol-city-dAUG69gn/","Tuesday, 25 Feb  2020, 18:45","Huddersfield - Bristol City","2.15","3.33","3.55","Final result"
"1600972170-188","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Swansea - Nottingham","https://www.oddsportal.com/soccer/england/championship-2019-2020/swansea-nottingham-t2SEVrbB/","Saturday, 14 Sep  2019, 14:00","Swansea - Nottingham","1.90","3.72","4.05","Final result"
"1600972039-136","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Cardiff - Luton","https://www.oddsportal.com/soccer/england/championship-2019-2020/cardiff-luton-ShFSJoaa/","Saturday, 10 Aug  2019, 14:00","Cardiff - Luton","1.92","3.56","4.25","Final result"
"1600972338-255","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Brentford - Millwall","https://www.oddsportal.com/soccer/england/championship-2019-2020/brentford-millwall-QktFmNI3/","Saturday, 19 Oct  2019, 14:00","Brentford - Millwall","1.77","3.51","5.18","Final result"
"1600972356-262","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Millwall - Cardiff","https://www.oddsportal.com/soccer/england/championship-2019-2020/millwall-cardiff-8UJPQgCq/","Tuesday, 22 Oct  2019, 18:45","Millwall - Cardiff","2.73","3.16","2.78","Final result"
"1600972871-468","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Leeds - Wigan","https://www.oddsportal.com/soccer/england/championship-2019-2020/leeds-wigan-foM3dADl/","Saturday, 01 Feb  2020, 14:00","Leeds - Wigan","1.33","5.27","9.31","Final result"
"1600972763-425","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Brentford - QPR","https://www.oddsportal.com/soccer/england/championship-2019-2020/brentford-qpr-8EDPvonn/","Saturday, 11 Jan  2020, 11:30","Brentford - QPR","1.61","4.21","5.35","Final result"
"1600972561-344","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Reading - Birmingham","https://www.oddsportal.com/soccer/england/championship-2019-2020/reading-birmingham-6inpht4C/","Saturday, 07 Dec  2019, 14:00","Reading - Birmingham","2.03","3.53","3.73","Final result"
"1600972949-498","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Hull - Swansea","https://www.oddsportal.com/soccer/england/championship-2019-2020/hull-city-swansea-r1HOuG8C/","Friday, 14 Feb  2020, 18:45","Hull - Swansea","3.10","3.43","2.31","Final result"
"1600972526-330","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Charlton - Sheffield Wed","https://www.oddsportal.com/soccer/england/championship-2019-2020/charlton-sheffield-wed-j1cTQ35D/","Saturday, 30 Nov  2019, 11:30","Charlton - Sheffield Wed","4.02","3.62","1.93","Final result"
"1600973224-609","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Brentford - Charlton","https://www.oddsportal.com/soccer/england/championship-2019-2020/brentford-charlton-dl5OaGbh/","Tuesday, 07 Jul  2020, 17:00","Brentford - Charlton","1.29","5.52","10.46","Final result"
"1600972641-376","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Barnsley - QPR","https://www.oddsportal.com/soccer/england/championship-2019-2020/barnsley-qpr-n9SanBXj/","Saturday, 14 Dec  2019, 14:00","Barnsley - QPR","2.63","3.69","2.55","Final result"
"1600972225-210","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Fulham - Wigan","https://www.oddsportal.com/soccer/england/championship-2019-2020/fulham-wigan-xW4S8Rk5/","Friday, 27 Sep  2019, 18:45","Fulham - Wigan","1.48","4.40","6.97","Final result"
"1600973236-614","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Bristol City - Hull","https://www.oddsportal.com/soccer/england/championship-2019-2020/bristol-city-hull-city-zu4SbzEb/","Wednesday, 08 Jul  2020, 17:00","Bristol City - Hull","2.38","3.47","2.93","Final result"
"1600972045-138","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Huddersfield - Fulham","https://www.oddsportal.com/soccer/england/championship-2019-2020/huddersfield-fulham-nm75v4Na/","Friday, 16 Aug  2019, 18:45","Huddersfield - Fulham","3.18","3.34","2.35","Final result"
"1600972651-380","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Reading - Derby","https://www.oddsportal.com/soccer/england/championship-2019-2020/reading-derby-n7y2bxrq/","Saturday, 21 Dec  2019, 14:00","Reading - Derby","2.11","3.40","3.64","Final result"
"1600972240-216","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Hull - Cardiff","https://www.oddsportal.com/soccer/england/championship-2019-2020/hull-city-cardiff-8GviCfcj/","Saturday, 28 Sep  2019, 14:00","Hull - Cardiff","2.46","3.41","2.93","Final result"
"1600972218-207","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Brentford - Stoke","https://www.oddsportal.com/soccer/england/championship-2019-2020/brentford-stoke-city-I7BIVTuL/","Saturday, 21 Sep  2019, 14:00","Brentford - Stoke","1.87","3.49","4.52","Final result"
"1600972696-398","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Barnsley - West Brom","https://www.oddsportal.com/soccer/england/championship-2019-2020/barnsley-west-brom-MPTEezS1/","Thursday, 26 Dec  2019, 14:00","Barnsley - West Brom","3.64","3.78","1.97","Final result"
"1600972979-510","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Derby - Fulham","https://www.oddsportal.com/soccer/england/championship-2019-2020/derby-fulham-dCLh2f20/","Friday, 21 Feb  2020, 18:45","Derby - Fulham","2.87","3.24","2.57","Final result"
"1600972278-231","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Cardiff - QPR","https://www.oddsportal.com/soccer/england/championship-2019-2020/cardiff-qpr-zNWxzbkc/","Wednesday, 02 Oct  2019, 18:45","Cardiff - QPR","2.03","3.59","3.70","Final result"
"1600973075-549","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Swansea - West Brom","https://www.oddsportal.com/soccer/england/championship-2019-2020/swansea-west-brom-IVXbsTqH/","Saturday, 07 Mar  2020, 14:00","Swansea - West Brom","3.75","3.52","2.02","Final result"
"1600972594-357","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Bristol City - Millwall","https://www.oddsportal.com/soccer/england/championship-2019-2020/bristol-city-millwall-v5phjKYO/","Tuesday, 10 Dec  2019, 18:45","Bristol City - Millwall","2.25","3.30","3.37","Final result"
"1600972050-140","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Swansea - Preston","https://www.oddsportal.com/soccer/england/championship-2019-2020/swansea-preston-0r7uHqqI/","Saturday, 17 Aug  2019, 14:00","Swansea - Preston","2.12","3.39","3.61","Final result"
"1600972909-482","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Brentford - Middlesbrough","https://www.oddsportal.com/soccer/england/championship-2019-2020/brentford-middlesbrough-zocJW2CF/","Saturday, 08 Feb  2020, 14:00","Brentford - Middlesbrough","1.52","4.22","6.62","Final result"
"1600972738-415","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","QPR - Cardiff","https://www.oddsportal.com/soccer/england/championship-2019-2020/qpr-cardiff-t0wcJhxa/","Wednesday, 01 Jan  2020, 14:00","QPR - Cardiff","2.14","3.63","3.29","Final result"
"1600973234-613","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Wigan - QPR","https://www.oddsportal.com/soccer/england/championship-2019-2020/wigan-qpr-zgq1DZSi/","Wednesday, 08 Jul  2020, 17:00","Wigan - QPR","2.16","3.36","3.47","Final result"
"1600973329-651","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Blackburn - Reading","https://www.oddsportal.com/soccer/england/championship-2019-2020/blackburn-reading-UDXRNsmR/","Saturday, 18 Jul  2020, 14:00","Blackburn - Reading","2.16","3.43","3.42","Final result"
"1600972160-184","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Brentford - Derby","https://www.oddsportal.com/soccer/england/championship-2019-2020/brentford-derby-U3Og6DC9/","Saturday, 31 Aug  2019, 14:00","Brentford - Derby","1.82","3.67","4.54","Final result"
"1600973162-584","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Cardiff - Charlton","https://www.oddsportal.com/soccer/england/championship-2019-2020/cardiff-charlton-neqWz9xi/","Tuesday, 30 Jun  2020, 17:00","Cardiff - Charlton","1.76","3.62","4.93","Final result"
"1600972698-399","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Leeds - Preston","https://www.oddsportal.com/soccer/england/championship-2019-2020/leeds-preston-OlA9HHlL/","Thursday, 26 Dec  2019, 16:15","Leeds - Preston","1.44","4.52","7.78","Final result"
"1600972072-149","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Reading - Cardiff","https://www.oddsportal.com/soccer/england/championship-2019-2020/reading-cardiff-l83yIPTB/","Sunday, 18 Aug  2019, 11:00","Reading - Cardiff","3.08","3.34","2.40","Final result"
"1600972813-445","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Bristol City - Barnsley","https://www.oddsportal.com/soccer/england/championship-2019-2020/bristol-city-barnsley-r9m2h4Go/","Saturday, 18 Jan  2020, 14:00","Bristol City - Barnsley","2.18","3.55","3.28","Final result"
"1600972464-305","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Fulham - QPR","https://www.oddsportal.com/soccer/england/championship-2019-2020/fulham-qpr-6eGQgavO/","Friday, 22 Nov  2019, 18:45","Fulham - QPR","1.80","3.86","4.43","Final result"
"1600972195-198","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Leeds - Derby","https://www.oddsportal.com/soccer/england/championship-2019-2020/leeds-derby-WAFMUmeR/","Saturday, 21 Sep  2019, 11:30","Leeds - Derby","1.44","4.67","7.32","Final result"
"1600972381-272","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Preston - Blackburn","https://www.oddsportal.com/soccer/england/championship-2019-2020/preston-blackburn-lYnSjmVC/","Saturday, 26 Oct  2019, 14:00","Preston - Blackburn","2.15","3.35","3.57","Final result"
"1600973172-588","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Leeds - Luton","https://www.oddsportal.com/soccer/england/championship-2019-2020/leeds-luton-S8V6Yw0g/","Tuesday, 30 Jun  2020, 18:45","Leeds - Luton","1.26","5.95","11.83","Final result"
"1600972248-219","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Charlton - Leeds","https://www.oddsportal.com/soccer/england/championship-2019-2020/charlton-leeds-rXBJAmLh/","Saturday, 28 Sep  2019, 14:00","Charlton - Leeds","6.08","4.48","1.53","Final result"
"1600973043-536","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Sheffield Wed - Derby","https://www.oddsportal.com/soccer/england/championship-2019-2020/sheffield-wed-derby-2iin8MUj/","Saturday, 29 Feb  2020, 14:00","Sheffield Wed - Derby","2.13","3.38","3.58","Final result"
"1600972825-450","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Barnsley - Preston","https://www.oddsportal.com/soccer/england/championship-2019-2020/barnsley-preston-IR1p5s0i/","Tuesday, 21 Jan  2020, 18:45","Barnsley - Preston","2.55","3.44","2.76","Final result"
"1600973262-624","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Middlesbrough - Bristol City","https://www.oddsportal.com/soccer/england/championship-2019-2020/middlesbrough-bristol-city-GWEnj3Re/","Saturday, 11 Jul  2020, 14:00","Middlesbrough - Bristol City","1.90","3.42","4.36","Final result"
"1600972971-507","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Charlton - Blackburn","https://www.oddsportal.com/soccer/england/championship-2019-2020/charlton-blackburn-4fIWdaQK/","Saturday, 15 Feb  2020, 14:00","Charlton - Blackburn","2.93","3.13","2.60","Final result"
"1600972833-453","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Stoke - Swansea","https://www.oddsportal.com/soccer/england/championship-2019-2020/stoke-city-swansea-byANZDMu/","Saturday, 25 Jan  2020, 14:00","Stoke - Swansea","2.04","3.40","3.80","Final result"
"1600972098-159","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Charlton - Nottingham","https://www.oddsportal.com/soccer/england/championship-2019-2020/charlton-nottingham-GSKij1MB/","Wednesday, 21 Aug  2019, 18:45","Charlton - Nottingham","2.98","3.26","2.52","Final result"
"1600972283-233","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Barnsley - Derby","https://www.oddsportal.com/soccer/england/championship-2019-2020/barnsley-derby-t6WLI2JT/","Wednesday, 02 Oct  2019, 18:45","Barnsley - Derby","2.82","3.54","2.47","Final result"
"1600972544-337","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Brentford - Luton","https://www.oddsportal.com/soccer/england/championship-2019-2020/brentford-luton-4peHT5Lf/","Saturday, 30 Nov  2019, 14:00","Brentford - Luton","1.51","4.37","6.45","Final result"
"1600973135-573","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Charlton - QPR","https://www.oddsportal.com/soccer/england/championship-2019-2020/charlton-qpr-fRPXL0Gm/","Saturday, 27 Jun  2020, 11:30","Charlton - QPR","3.19","3.29","2.34","Final result"
"1600972888-474","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Bristol City - Birmingham","https://www.oddsportal.com/soccer/england/championship-2019-2020/bristol-city-birmingham-hMiOVMRL/","Friday, 07 Feb  2020, 18:45","Bristol City - Birmingham","2.25","3.38","3.28","Final result"
"1600972406-282","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Wigan - Swansea","https://www.oddsportal.com/soccer/england/championship-2019-2020/wigan-swansea-bJnIWq02/","Saturday, 02 Nov  2019, 11:30","Wigan - Swansea","2.84","3.33","2.55","Final result"
"1600972343-257","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Wigan - Nottingham","https://www.oddsportal.com/soccer/england/championship-2019-2020/wigan-nottingham-691l2MXd/","Sunday, 20 Oct  2019, 13:00","Wigan - Nottingham","2.62","3.18","2.87","Final result"
"1600973125-569","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Cardiff - Leeds","https://www.oddsportal.com/soccer/england/championship-2019-2020/cardiff-leeds-0fN3tmaN/","Sunday, 21 Jun  2020, 11:00","Cardiff - Leeds","5.03","3.56","1.77","Final result"
"1600972311-244","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Derby - Luton","https://www.oddsportal.com/soccer/england/championship-2019-2020/derby-luton-4K3rz4l4/","Saturday, 05 Oct  2019, 14:00","Derby - Luton","2.02","3.67","3.66","Final result"
"1600972007-123","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Nottingham - West Brom","https://www.oddsportal.com/soccer/england/championship-2019-2020/nottingham-west-brom-EL7gCov7/","Saturday, 03 Aug  2019, 16:30","Nottingham - West Brom","2.46","3.29","3.06","Final result"
"1600973264-625","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Hull - Millwall","https://www.oddsportal.com/soccer/england/championship-2019-2020/hull-city-millwall-Y7PsiqCk/","Saturday, 11 Jul  2020, 14:00","Hull - Millwall","2.98","3.33","2.44","Final result"
"1600972976-509","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Birmingham - Brentford","https://www.oddsportal.com/soccer/england/championship-2019-2020/birmingham-brentford-zLDScuBE/","Saturday, 15 Feb  2020, 14:00","Birmingham - Brentford","3.77","3.40","2.06","Final result"
"1600972753-421","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Huddersfield - Stoke","https://www.oddsportal.com/soccer/england/championship-2019-2020/huddersfield-stoke-city-fBmjQoXh/","Wednesday, 01 Jan  2020, 14:00","Huddersfield - Stoke","2.84","3.03","2.75","Final result"
"1600972082-153","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Derby - Bristol City","https://www.oddsportal.com/soccer/england/championship-2019-2020/derby-bristol-city-nmTzfqNn/","Tuesday, 20 Aug  2019, 18:45","Derby - Bristol City","2.00","3.48","3.91","Final result"
"1600972476-310","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Luton - Leeds","https://www.oddsportal.com/soccer/england/championship-2019-2020/luton-leeds-tA6yCtfh/","Saturday, 23 Nov  2019, 14:00","Luton - Leeds","5.90","4.33","1.56","Final result"
"1600973033-532","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Blackburn - Stoke","https://www.oddsportal.com/soccer/england/championship-2019-2020/blackburn-stoke-city-OMLX2RhB/","Wednesday, 26 Feb  2020, 18:45","Blackburn - Stoke","2.35","3.14","3.28","Final result"
"1600972961-503","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Middlesbrough - Luton","https://www.oddsportal.com/soccer/england/championship-2019-2020/middlesbrough-luton-fPdBkHIf/","Saturday, 15 Feb  2020, 14:00","Middlesbrough - Luton","1.57","4.15","5.86","Final result"
"1600972043-137","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Birmingham - Bristol City","https://www.oddsportal.com/soccer/england/championship-2019-2020/birmingham-bristol-city-KIbqZ8oK/","Saturday, 10 Aug  2019, 14:00","Birmingham - Bristol City","2.73","3.16","2.81","Final result"
"1600972609-363","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Birmingham - QPR","https://www.oddsportal.com/soccer/england/championship-2019-2020/birmingham-qpr-EHBN5aYB/","Wednesday, 11 Dec  2019, 18:45","Birmingham - QPR","2.39","3.47","2.95","Final result"
"1600972539-335","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Derby - QPR","https://www.oddsportal.com/soccer/england/championship-2019-2020/derby-qpr-WdzGl7cK/","Saturday, 30 Nov  2019, 14:00","Derby - QPR","2.23","3.56","3.19","Final result"
"1600972168-187","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Fulham - West Brom","https://www.oddsportal.com/soccer/england/championship-2019-2020/fulham-west-brom-h6ypHUQR/","Saturday, 14 Sep  2019, 11:30","Fulham - West Brom","2.09","3.67","3.44","Final result"
"1600973184-593","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Hull - Middlesbrough","https://www.oddsportal.com/soccer/england/championship-2019-2020/hull-city-middlesbrough-bZQ2ZJpm/","Thursday, 02 Jul  2020, 16:00","Hull - Middlesbrough","3.26","3.28","2.31","Final result"
"1600973346-658","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Nottingham - Stoke","https://www.oddsportal.com/soccer/england/championship-2019-2020/nottingham-stoke-city-Q3VhSdvD/","Wednesday, 22 Jul  2020, 18:30","Nottingham - Stoke","2.26","3.21","3.43","Final result"
"1600973147-578","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Leeds - Fulham","https://www.oddsportal.com/soccer/england/championship-2019-2020/leeds-fulham-trSqJb06/","Saturday, 27 Jun  2020, 14:00","Leeds - Fulham","1.70","3.82","5.10","Final result"
"1600972678-391","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Middlesbrough - Huddersfield","https://www.oddsportal.com/soccer/england/championship-2019-2020/middlesbrough-huddersfield-KKeuCeCr/","Thursday, 26 Dec  2019, 14:00","Middlesbrough - Huddersfield","2.35","3.18","3.29","Final result"
"1600973100-559","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Fulham - Brentford","https://www.oddsportal.com/soccer/england/championship-2019-2020/fulham-brentford-CtcKsNL9/","Saturday, 20 Jun  2020, 11:30","Fulham - Brentford","2.85","3.27","2.56","Final result"
"1600972748-419","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Bristol City - Brentford","https://www.oddsportal.com/soccer/england/championship-2019-2020/bristol-city-brentford-MJWDqzYD/","Wednesday, 01 Jan  2020, 14:00","Bristol City - Brentford","3.47","3.37","2.17","Final result"
"1600972639-375","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Brentford - Fulham","https://www.oddsportal.com/soccer/england/championship-2019-2020/brentford-fulham-v3FoAEPc/","Saturday, 14 Dec  2019, 14:00","Brentford - Fulham","2.04","3.55","3.68","Final result"
"1600972147-179","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Reading - Charlton","https://www.oddsportal.com/soccer/england/championship-2019-2020/reading-charlton-0h2xbkKk/","Saturday, 31 Aug  2019, 14:00","Reading - Charlton","2.04","3.54","3.72","Final result"
"1600972298-239","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","QPR - Blackburn","https://www.oddsportal.com/soccer/england/championship-2019-2020/qpr-blackburn-hpxWQaBj/","Saturday, 05 Oct  2019, 14:00","QPR - Blackburn","2.23","3.58","3.18","Final result"
"1600972418-287","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Derby - Middlesbrough","https://www.oddsportal.com/soccer/england/championship-2019-2020/derby-middlesbrough-2yD15np6/","Saturday, 02 Nov  2019, 14:00","Derby - Middlesbrough","2.16","3.43","3.49","Final result"
"1600972288-235","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Fulham - Charlton","https://www.oddsportal.com/soccer/england/championship-2019-2020/fulham-charlton-nqgmZN3A/","Saturday, 05 Oct  2019, 11:30","Fulham - Charlton","1.41","4.76","7.93","Final result"
"1600972621-368","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Preston - Luton","https://www.oddsportal.com/soccer/england/championship-2019-2020/preston-luton-z5wa5jvT/","Saturday, 14 Dec  2019, 14:00","Preston - Luton","1.57","4.35","5.59","Final result"
"1600972321-248","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Stoke - Fulham","https://www.oddsportal.com/soccer/england/championship-2019-2020/stoke-city-fulham-44N5wwed/","Saturday, 19 Oct  2019, 14:00","Stoke - Fulham","2.94","3.34","2.48","Final result"
"1600973221-608","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Luton - Barnsley","https://www.oddsportal.com/soccer/england/championship-2019-2020/luton-barnsley-SnMZdErB/","Tuesday, 07 Jul  2020, 17:00","Luton - Barnsley","3.06","3.31","2.40","Final result"
"1600973174-589","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Preston - Derby","https://www.oddsportal.com/soccer/england/championship-2019-2020/preston-derby-lOJFWHU5/","Wednesday, 01 Jul  2020, 16:00","Preston - Derby","2.55","3.35","2.85","Final result"
"1600972238-215","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Middlesbrough - Sheffield Wed","https://www.oddsportal.com/soccer/england/championship-2019-2020/middlesbrough-sheffield-wed-Aq3z75KH/","Saturday, 28 Sep  2019, 14:00","Middlesbrough - Sheffield Wed","2.66","3.11","2.91","Final result"
"1600972047-139","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Wigan - Leeds","https://www.oddsportal.com/soccer/england/championship-2019-2020/wigan-leeds-UVn4a5aP/","Saturday, 17 Aug  2019, 14:00","Wigan - Leeds","5.33","3.93","1.67","Final result"
"1600972396-278","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Swansea - Cardiff","https://www.oddsportal.com/soccer/england/championship-2019-2020/swansea-cardiff-GfNXOXtd/","Sunday, 27 Oct  2019, 11:00","Swansea - Cardiff","2.43","3.32","3.04","Final result"
"1600973102-560","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Millwall - Derby","https://www.oddsportal.com/soccer/england/championship-2019-2020/millwall-derby-visazuEq/","Saturday, 20 Jun  2020, 12:00","Millwall - Derby","2.48","3.09","3.16","Final result"
"1600972501-320","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Cardiff - Stoke","https://www.oddsportal.com/soccer/england/championship-2019-2020/cardiff-stoke-city-pzyn9mcf/","Tuesday, 26 Nov  2019, 18:45","Cardiff - Stoke","2.36","3.21","3.24","Final result"
"1600972567-346","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Middlesbrough - Charlton","https://www.oddsportal.com/soccer/england/championship-2019-2020/middlesbrough-charlton-WYgXfrKg/","Saturday, 07 Dec  2019, 14:00","Middlesbrough - Charlton","1.90","3.69","4.08","Final result"
"1600972996-517","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Leeds - Reading","https://www.oddsportal.com/soccer/england/championship-2019-2020/leeds-reading-AFPd1EH6/","Saturday, 22 Feb  2020, 14:00","Leeds - Reading","1.31","5.48","9.82","Final result"
"1600972384-273","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Millwall - Stoke","https://www.oddsportal.com/soccer/england/championship-2019-2020/millwall-stoke-city-GKlKh900/","Saturday, 26 Oct  2019, 14:00","Millwall - Stoke","2.88","3.05","2.74","Final result"
"1600972469-307","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","West Brom - Sheffield Wed","https://www.oddsportal.com/soccer/england/championship-2019-2020/west-brom-sheffield-wed-6Hi16xOT/","Saturday, 23 Nov  2019, 14:00","West Brom - Sheffield Wed","1.96","3.49","4.04","Final result"
"1600973018-526","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","West Brom - Preston","https://www.oddsportal.com/soccer/england/championship-2019-2020/west-brom-preston-pWMT37w5/","Tuesday, 25 Feb  2020, 19:00","West Brom - Preston","1.67","3.78","5.40","Final result"
"1600973120-567","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Huddersfield - Wigan","https://www.oddsportal.com/soccer/england/championship-2019-2020/huddersfield-wigan-Qq1OtsyG/","Saturday, 20 Jun  2020, 14:00","Huddersfield - Wigan","2.50","3.16","3.07","Final result"
"1600973296-638","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Brentford - Preston","https://www.oddsportal.com/soccer/england/championship-2019-2020/brentford-preston-GSboB43L/","Wednesday, 15 Jul  2020, 16:00","Brentford - Preston","1.37","4.99","8.61","Final result"
"1600972790-436","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Cardiff - Swansea","https://www.oddsportal.com/soccer/england/championship-2019-2020/cardiff-swansea-lQt5HW6B/","Sunday, 12 Jan  2020, 11:00","Cardiff - Swansea","2.49","3.30","2.91","Final result"
"1600973321-648","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Middlesbrough - Cardiff","https://www.oddsportal.com/soccer/england/championship-2019-2020/middlesbrough-cardiff-8OCDmnMd/","Saturday, 18 Jul  2020, 14:00","Middlesbrough - Cardiff","3.23","3.17","2.36","Final result"
"1600972606-362","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Brentford - Cardiff","https://www.oddsportal.com/soccer/england/championship-2019-2020/brentford-cardiff-h00PM6Rg/","Wednesday, 11 Dec  2019, 18:45","Brentford - Cardiff","1.59","4.14","5.82","Final result"
"1600972369-267","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Fulham - Luton","https://www.oddsportal.com/soccer/england/championship-2019-2020/fulham-luton-vZwtujW0/","Wednesday, 23 Oct  2019, 18:45","Fulham - Luton","1.48","4.53","6.89","Final result"
"1600973008-522","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","QPR - Derby","https://www.oddsportal.com/soccer/england/championship-2019-2020/qpr-derby-27XO4mOb/","Tuesday, 25 Feb  2020, 18:45","QPR - Derby","2.18","3.51","3.29","Final result"
"1600972569-347","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Luton - Wigan","https://www.oddsportal.com/soccer/england/championship-2019-2020/luton-wigan-O8fTeO4m/","Saturday, 07 Dec  2019, 14:00","Luton - Wigan","2.49","3.46","2.84","Final result"
"1600973299-639","https://www.oddsportal.com/soccer/england/championship-2019-2020/results/","Nottingham - Swansea","https://www.oddsportal.com/soccer/england/championship-2019-2020/nottingham-swansea-K8JVO2qd/","Wednesday, 15 Jul  2020, 17:00","Nottingham - Swansea","2.50","3.20","2.99","Final result"
