web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
"1603231363-2","https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/","PSV Eindhoven
              
                Den Haag","https://www.betano.pt/odds/psv-eindhoven-den-haag/6684399/","Eredivisie","Domingo, 1 Novembro 2020 15:45","PSV Eindhoven","Den Haag","1.08","9.50","21.50","-","3.75","1X","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Terça-feira, 20 Outubro 2020 23:02","null"
"1603231659-34","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Mainz 05
              
                Borussia Mönchengladbach","https://www.betano.pt/odds/mainz-05-borussia-monchengladbach/6700529/","Bundesliga","Sábado, 24 Outubro 2020 14:30","Mainz 05","Borussia Mönchengladbach","4.60","3.90","1.65","1.50","2.19","Mais de2.5","1.14","3.95","Mais de1.5","2.20","1.47","Mais de3.5","1.50","2.16","Ambas Equipas Marcam (Sim/Não)","2.12","1.18","1.16","1X","12","2X","Terça-feira, 20 Outubro 2020 23:05","null"
"1603232688-140","https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/","Aston Villa
              
                Leeds United","https://www.betano.pt/odds/aston-villa-leeds-united/6493493/","Premier League","Sexta-feira, 23 Outubro 2020 20:00","Aston Villa","Leeds United","2.25","3.40","2.92","1.65","1.90","Mais de2.5","1.20","3.35","Mais de1.5","2.63","1.33","Mais de3.5","1.53","2.10","Ambas Equipas Marcam (Sim/Não)","1.35","1.24","1.57","1X","12","2X","Terça-feira, 20 Outubro 2020 23:21","null"
"1603231758-44","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","FC Lorient
              
                Marselha","https://www.betano.pt/odds/fc-lorient-marselha/6618970/","Ligue 1","Sábado, 24 Outubro 2020 16:00","FC Lorient","Marselha","3.05","3.25","2.25","1.85","1.65","Mais de2.5","1.27","2.78","Mais de1.5","3.10","1.21","Mais de3.5","1.65","1.83","Ambas Equipas Marcam (Sim/Não)","1.55","1.25","1.33","1X","12","2X","Terça-feira, 20 Outubro 2020 23:08","null"
"1603231577-25","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Eintracht Frankfurt
              
                Werder Bremen","https://www.betano.pt/odds/eintracht-frankfurt-werder-bremen/6710246/","Bundesliga","Sábado, 31 Outubro 2020 14:30","Eintracht Frankfurt","Werder Bremen","1.78","3.80","3.90","2.14","1.50","Mais de3.5","1.13","4.10","Mais de1.5","1.45","2.25","Mais de2.5","1.44","2.30","Ambas Equipas Marcam (Sim/Não)","1.21","1.19","1.91","1X","12","2X","Terça-feira, 20 Outubro 2020 23:05","null"
"1603232174-86","https://www.betano.pt/sport/futebol/espanha/laliga/5/","Levante
              
                Celta de Vigo","https://www.betano.pt/odds/levante-celta-de-vigo/6711915/","LaLiga","Segunda-feira, 26 Outubro 2020 20:00","Levante","Celta de Vigo","2.40","3.20","2.84","1.95","1.63","Mais de2.5","1.30","2.78","Mais de1.5","3.30","1.21","Mais de3.5","1.72","1.83","Ambas Equipas Marcam (Sim/Não)","1.38","1.28","1.50","1X","12","2X","Terça-feira, 20 Outubro 2020 23:14","null"
"1603231902-59","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Watford
              
                Blackburn Rovers","https://www.betano.pt/odds/watford-blackburn-rovers/6579726/","Championship","Quarta-feira, 21 Outubro 2020 19:45","Watford","Blackburn Rovers","2.05","3.30","3.45","1.95","1.57","Mais de2.5","1.30","2.66","Mais de1.5","3.30","1.18","Mais de3.5","1.75","1.72","Ambas Equipas Marcam (Sim/Não)","1.26","1.24","1.67","1X","12","2X","Terça-feira, 20 Outubro 2020 23:09","null"
"1603232409-110","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Bolonha
              
                Cagliari","https://www.betano.pt/odds/bolonha-cagliari/6850073/","Série A","Sábado, 31 Outubro 2020 19:45","Bolonha","Cagliari","2.05","3.65","3.15","1.50","2.14","Mais de2.5","1.14","3.90","Mais de1.5","2.25","1.45","Mais de3.5","1.45","2.25","Ambas Equipas Marcam (Sim/Não)","1.32","1.21","1.67","1X","12","2X","Terça-feira, 20 Outubro 2020 23:19","null"
"1603231605-28","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Bayer Leverkusen
              
                Augsburgo","https://www.betano.pt/odds/bayer-leverkusen-augsburgo/6700535/","Bundesliga","Segunda-feira, 26 Outubro 2020 19:30","Bayer Leverkusen","Augsburgo","1.63","4.00","4.70","1.50","2.17","Mais de2.5","1.14","3.95","Mais de1.5","2.20","1.47","Mais de3.5","1.53","2.12","Ambas Equipas Marcam (Sim/Não)","1.15","1.18","2.16","1X","12","2X","Terça-feira, 20 Outubro 2020 23:05","null"
"1603232580-128","https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/","Burnley
              
                Chelsea","https://www.betano.pt/odds/burnley-chelsea/6457845/","Premier League","Sábado, 31 Outubro 2020 15:00","Burnley","Chelsea","5.15","4.30","1.53","1.50","2.14","Mais de2.5","1.14","4.00","Mais de1.5","2.30","1.44","Mais de3.5","1.60","2.00","Ambas Equipas Marcam (Sim/Não)","2.35","1.15","1.13","1X","12","2X","Terça-feira, 20 Outubro 2020 23:21","null"
