web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
"1602941702-17","https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/","AZ Alkmaar
              
                VVV Venlo","https://www.betano.pt/odds/az-alkmaar-vvv-venlo/6542812/","Eredivisie","Sábado, 17 Outubro 2020 19:00","AZ Alkmaar","VVV Venlo","1.33","5.20","7.40","1.95","1.57","Mais de3.5","1.08","4.50","Mais de1.5","1.36","2.40","Mais de2.5","1.57","1.95","Ambas Equipas Marcam (Sim/Não)","1.05","1.09","3.05","1X","12","2X","Sábado, 17 Outubro 2020 14:32","null"
"1602941902-39","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Borussia Mönchengladbach
              
                Wolfsburgo","https://www.betano.pt/odds/borussia-monchengladbach-wolfsburgo/6632983/","Bundesliga","Sábado, 17 Outubro 2020 19:30","Borussia Mönchengladbach","Wolfsburgo","1.80","3.70","3.95","1.57","2.02","Mais de2.5","1.17","3.65","Mais de1.5","2.45","1.38","Mais de3.5","1.53","2.10","Ambas Equipas Marcam (Sim/Não)","1.21","1.20","1.91","1X","12","2X","Sábado, 17 Outubro 2020 14:35","null"
"1602942086-59","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Estrasburgo
              
                Lyon","https://www.betano.pt/odds/estrasburgo-lyon/6551748/","Ligue 1","Domingo, 18 Outubro 2020 12:00","Estrasburgo","Lyon","3.55","3.30","2.02","1.80","1.67","Mais de2.5","1.25","2.84","Mais de1.5","2.98","1.23","Mais de3.5","1.65","1.83","Ambas Equipas Marcam (Sim/Não)","1.70","1.24","1.25","1X","12","2X","Sábado, 17 Outubro 2020 14:39","null"
"1602941978-47","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Nice
              
                Lille","https://www.betano.pt/odds/nice-lille/6618973/","Ligue 1","Domingo, 25 Outubro 2020 16:00","Nice","Lille","3.10","3.20","2.25","1.95","1.57","Mais de2.5","1.30","2.62","Mais de1.5","3.35","1.17","Mais de3.5","1.72","1.75","Ambas Equipas Marcam (Sim/Não)","1.57","1.26","1.32","1X","12","2X","Sábado, 17 Outubro 2020 14:39","null"
"1602942776-128","https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/","Belenenses SAD
              
                Moreirense FC","https://www.betano.pt/odds/belenenses-sad-moreirense-fc/6644918/","Primeira Liga","Domingo, 18 Outubro 2020 15:00","Belenenses SAD","Moreirense FC","2.37","2.92","3.15","2.04","1.53","Mais de2.5","1.33","2.50","Mais de1.5","3.45","1.16","Mais de3.5","1.75","1.72","Ambas Equipas Marcam (Sim/Não)","1.31","1.30","1.50","1X","12","2X","Sábado, 17 Outubro 2020 14:50","null"
"1602942702-120","https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/","Moreirense FC
              
                CS Marítimo","https://www.betano.pt/odds/moreirense-fc-cs-maritimo/6820089/","Primeira Liga","Domingo, 25 Outubro 2020 15:00","Moreirense FC","CS Marítimo","2.25","3.30","2.98","1.91","1.60","Mais de2.5","1.28","2.70","Mais de1.5","3.30","1.18","Mais de3.5","1.72","1.75","Ambas Equipas Marcam (Sim/Não)","1.33","1.25","1.55","1X","12","2X","Sábado, 17 Outubro 2020 14:50","null"
"1602942962-148","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Inter de Milão
              
                AC Milão
                SO","https://www.betano.pt/odds/inter-de-milao-ac-milao/6650712/","Série A","Sábado, 17 Outubro 2020 17:00","Inter de Milão","AC Milão","2.23","3.73","3.50","1.55","2.05","Mais de2.5","1.16","3.70","Mais de1.5","2.35","1.42","Mais de3.5","1.45","2.25","Ambas Equipas Marcam (Sim/Não)","1.30","1.24","1.65","1X","12","2X","Sábado, 17 Outubro 2020 14:53","SO"
"1602941564-2","https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/","RKC Waalwijk
              
                Feyenoord","https://www.betano.pt/odds/rkc-waalwijk-feyenoord/6614298/","Eredivisie","Domingo, 25 Outubro 2020 15:45","RKC Waalwijk","Feyenoord","11.00","5.90","1.22","1.83","1.65","Mais de3.5","1.07","4.65","Mais de1.5","1.32","2.54","Mais de2.5","1.70","1.78","Ambas Equipas Marcam (Sim/Não)","3.85","1.10","1.02","1X","12","2X","Sábado, 17 Outubro 2020 14:32","null"
"1602942749-125","https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/","Boavista FC
              
                Vitória Guimarães","https://www.betano.pt/odds/boavista-fc-vitoria-guimaraes/6644919/","Primeira Liga","Segunda-feira, 19 Outubro 2020 20:15","Boavista FC","Vitória Guimarães","3.80","3.10","2.02","2.02","1.53","Mais de2.5","1.33","2.52","Mais de1.5","3.45","1.16","Mais de3.5","1.78","1.70","Ambas Equipas Marcam (Sim/Não)","1.72","1.27","1.22","1X","12","2X","Sábado, 17 Outubro 2020 14:50","null"
"1602941944-44","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Augsburgo
              
                RB Leipzig
                    AO VIVO","https://www.betano.pt/live/augsburgo-rb-leipzig/6632981/","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Sábado, 17 Outubro 2020 14:35","null"
