,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1595864176-350,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Dundee United
              
                FC St Johnstone",https://www.betano.pt/odds/dundee-united-fc-st-johnstone/5906395/,Premiership,"Sábado, 1 Agosto 2020 15:00",Dundee United,FC St Johnstone,2.74,3.05,2.58,2.02,1.53,Mais de2.5,1.32,2.54,Mais de1.5,3.45,1.16,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.44,1.27,1.4,1X,12,2X,"Segunda-feira, 27 Julho 2020 16:35"
1,1595864257-359,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Shakhtar Donetsk
              
                Wolfsburgo
                         
            Primeira mão: 2-1",https://www.betano.pt/odds/shakhtar-donetsk-wolfsburgo/5916255/,Liga Europa - Jogos,"Quarta-feira, 5 Agosto 2020 17:55",Shakhtar Donetsk,Wolfsburgo,2.54,3.35,2.58,1.17,3.75,Shakhtar Donetsk,,,,,,,1.02,6.6,Total de Golos Mais/Menos (alternativas),1.95,1.95,6.6,Shakhtar Donetsk,Wolfsburgo,Sem Golos,"Segunda-feira, 27 Julho 2020 16:36"
2,1595864241-357,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Inter de Milão
              
                Getafe
                         
            Em local neutro",https://www.betano.pt/odds/inter-de-milao-getafe/5916276/,Liga Europa - Jogos,"Quarta-feira, 5 Agosto 2020 20:00",Inter de Milão,Getafe,1.95,3.3,3.8,1.42,2.4,Inter de Milão,,,,,,,1.04,6.1,Total de Golos Mais/Menos (alternativas),1.67,2.52,6.1,Inter de Milão,Getafe,Sem Golos,"Segunda-feira, 27 Julho 2020 16:36"
3,1595864477-383,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Segunda-feira, 27 Julho 2020 16:41"
4,1595864428-377,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Udinese
              
                US Lecce",https://www.betano.pt/odds/udinese-us-lecce/6068701/,Série A,"Quarta-feira, 29 Julho 2020 18:30",Udinese,US Lecce,2.2,3.55,2.9,1.55,2.05,Mais de2.5,1.16,3.75,Mais de1.5,2.35,1.42,Mais de3.5,1.45,2.25,Ambas Equipas Marcam (Sim/Não),1.36,1.22,1.57,1X,12,2X,"Segunda-feira, 27 Julho 2020 16:39"
5,1595864469-382,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Parma
              
                Atalanta",https://www.betano.pt/odds/parma-atalanta/6068692/,Série A,"Terça-feira, 28 Julho 2020 18:30",Parma,Atalanta,6.85,5.15,1.35,1.85,1.7,Mais de3.5,1.07,5.05,Mais de1.5,1.33,2.64,Mais de2.5,1.50,2.13,Ambas Equipas Marcam (Sim/Não),2.92,1.1,1.07,1X,12,2X,"Segunda-feira, 27 Julho 2020 16:39"
6,1595864192-352,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Segunda-feira, 27 Julho 2020 16:36"
7,1595864322-366,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Juventus
              
                Lyon
                         
            Primeira mão: 0-1",https://www.betano.pt/odds/juventus-lyon/5916466/,Liga dos Campeões - Jogos,"Sexta-feira, 7 Agosto 2020 20:00",Juventus,Lyon,1.4,4.45,7.3,1.67,1.91,Juventus,,,,,,,1.02,6.7,Total de Golos Mais/Menos (alternativas),1.35,3.45,6.7,Juventus,Lyon,Sem Golos,"Segunda-feira, 27 Julho 2020 16:37"
8,1595864249-358,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Manchester United
              
                Linz
                         
            Primeira mão: 5-0",https://www.betano.pt/odds/manchester-united-linz/5916232/,Liga Europa - Jogos,"Quarta-feira, 5 Agosto 2020 20:00",Manchester United,Linz,1.28,5.45,8.5,1.47,2.2,Mais de2.5,1.12,4.2,Mais de1.5,2.2,1.47,Mais de3.5,1.85,1.7,Ambas Equipas Marcam (Sim/Não),1.04,1.13,3.35,1X,12,2X,"Segunda-feira, 27 Julho 2020 16:36"
9,1595864355-369,https://www.betano.pt/sport/futebol/eua/mls/195161/,"Portland Timbers
              
                FC Cincinnati",https://www.betano.pt/odds/portland-timbers-fc-cincinnati/6048743/,MLS,"Quarta-feira, 29 Julho 2020 03:30",Portland Timbers,FC Cincinnati,1.75,3.8,4.05,1.36,2.45,Portland Timbers,,,,,,,-,7.3,Total de Golos Mais/Menos (alternativas),1.53,2.4,7.3,Portland Timbers,FC Cincinnati,Sem Golos,"Segunda-feira, 27 Julho 2020 16:39"
