,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1597188703-2,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Livingston FC
              
                Rangers",https://www.betano.pt/odds/livingston-fc-rangers/5986921/,Premiership,"Domingo, 16 Agosto 2020 16:30",Livingston FC,Rangers,7.05,4.45,1.4,1.6,1.91,Mais de2.5,1.16,3.45,Mais de1.5,2.45,1.35,Mais de3.5,1.78,1.7,Ambas Equipas Marcam (Sim/Não),2.74,1.13,1.06,1X,12,2X,"Quarta-feira, 12 Agosto 2020 00:31"
1,1597188766-8,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Rostov
              
                Zenit São Petersburgo",https://www.betano.pt/odds/rostov-zenit-sao-petersburgo/6091974/,Premier Liga,"Sábado, 15 Agosto 2020 18:00",Rostov,Zenit São Petersburgo,3.7,3.1,1.7,1.78,1.61,Mais de2.5,1.23,2.72,Mais de1.5,2.92,1.19,Mais de3.5,1.70,1.7,Ambas Equipas Marcam (Sim/Não),1.88,1.21,1.18,1X,12,2X,"Quarta-feira, 12 Agosto 2020 00:32"
2,1597188819-14,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"PFC Sochi
              
                FK Khimki",https://www.betano.pt/odds/pfc-sochi-fk-khimki/6091978/,Premier Liga,"Sexta-feira, 14 Agosto 2020 17:00",PFC Sochi,FK Khimki,1.91,3.0,3.1,1.95,1.5,Mais de2.5,1.28,2.52,Mais de1.5,3.25,1.15,Mais de3.5,1.75,1.65,Ambas Equipas Marcam (Sim/Não),1.25,1.24,1.67,1X,12,2X,"Quarta-feira, 12 Agosto 2020 00:32"
3,1597188894-21,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Atalanta
              
                PSG
                        
            Em local neutro",https://www.betano.pt/odds/atalanta-psg/5924176/,Liga dos Campeões - Jogos,"Quarta-feira, 12 Agosto 2020 20:00",Atalanta,PSG,3.5,3.75,1.9,2.35,1.44,Atalanta,,,,,,,-,6.95,Total de Golos Mais/Menos (alternativas),2.2,1.65,6.95,Atalanta,PSG,Sem Golos,"Quarta-feira, 12 Agosto 2020 00:34"
4,1597188944-26,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quarta-feira, 12 Agosto 2020 00:35"
5,1597188869-18,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Manchester City
              
                Lyon
                        
            Em local neutro",https://www.betano.pt/odds/manchester-city-lyon/6174838/,Liga dos Campeões - Jogos,"Sábado, 15 Agosto 2020 20:00",Manchester City,Lyon,1.27,5.85,8.0,1.08,5.05,Manchester City,,,,,,,-,7.0,Total de Golos Mais/Menos (alternativas),1.27,3.55,7.0,Manchester City,Lyon,Sem Golos,"Quarta-feira, 12 Agosto 2020 00:34"
6,1597188827-15,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Arsenal Tula
              
                FC Ufa",https://www.betano.pt/odds/arsenal-tula-fc-ufa/6091980/,Premier Liga,"Sexta-feira, 14 Agosto 2020 16:00",Arsenal Tula,FC Ufa,2.25,2.66,2.76,1.42,2.1,Mais de1.5,2.3,1.35,Mais de2.5,4.05,1.07,Mais de3.5,1.95,1.5,Ambas Equipas Marcam (Sim/Não),1.32,1.31,1.47,1X,12,2X,"Quarta-feira, 12 Agosto 2020 00:32"
7,1597188792-11,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Rubin Kazan
              
                Ural Sverdlovskaya Oblast",https://www.betano.pt/odds/rubin-kazan-ural-sverdlovskaya-oblast/6091979/,Premier Liga,"Sábado, 15 Agosto 2020 13:30",Rubin Kazan,Ural Sverdlovskaya Oblast,1.95,2.96,3.05,1.85,1.57,Mais de2.5,1.26,2.6,Mais de1.5,3.05,1.17,Mais de3.5,1.67,1.72,Ambas Equipas Marcam (Sim/Não),1.27,1.25,1.63,1X,12,2X,"Quarta-feira, 12 Agosto 2020 00:32"
8,1597188749-7,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Ross County
              
                Kilmarnock FC",https://www.betano.pt/odds/ross-county-kilmarnock-fc/5952765/,Premiership,"Quarta-feira, 12 Agosto 2020 19:45",Ross County,Kilmarnock FC,2.9,3.15,2.4,2.0,1.53,Mais de2.5,1.32,2.56,Mais de1.5,3.45,1.16,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.5,1.26,1.36,1X,12,2X,"Quarta-feira, 12 Agosto 2020 00:31"
9,1597188877-19,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Barcelona
              
                Bayern Munique
                        
            Em local neutro",https://www.betano.pt/odds/barcelona-bayern-munique/6182718/,Liga dos Campeões - Jogos,"Sexta-feira, 14 Agosto 2020 20:00",Barcelona,Bayern Munique,3.3,3.75,1.95,2.2,1.5,Barcelona,,,,,,,-,6.95,Total de Golos Mais/Menos (alternativas),2.14,1.67,6.95,Barcelona,Bayern Munique,Sem Golos,"Quarta-feira, 12 Agosto 2020 00:34"
