,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
10,1599608244-104,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Aston Villa
              
                Sheffield United",https://www.betano.pt/odds/aston-villa-sheffield-united/6283411/,Premier League,"Segunda-feira, 21 Setembro 2020 18:00",Aston Villa,Sheffield United,2.68,3.05,2.64,2.0,1.6,Mais de2.5,1.32,2.67,Mais de1.5,3.45,1.19,Mais de3.5,1.75,1.8,Ambas Equipas Marcam (Sim/Não),1.42,1.3,1.40,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:37"
11,1599607492-26,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"RC Lens
              
                Bordéus",https://www.betano.pt/odds/rc-lens-bordeus/6374148/,Ligue 1,"Sábado, 19 Setembro 2020 16:00",RC Lens,Bordéus,2.78,3.0,2.58,2.02,1.53,Mais de2.5,1.33,2.52,Mais de1.5,3.45,1.16,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.45,1.28,1.38,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:23"
12,1599608316-112,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Everton
              
                West Brom",https://www.betano.pt/odds/everton-west-brom/6283413/,Premier League,"Sábado, 19 Setembro 2020 12:30",Everton,West Brom,1.57,4.05,4.95,1.57,2.02,Mais de2.5,1.16,3.7,Mais de1.5,2.45,1.38,Mais de3.5,1.63,1.95,Ambas Equipas Marcam (Sim/Não),1.14,1.18,2.20,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:37"
13,1599607259-1,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Friburgo
              
                Wolfsburgo",https://www.betano.pt/odds/friburgo-wolfsburgo/6172673/,Bundesliga,"Domingo, 27 Setembro 2020 17:00",Friburgo,Wolfsburgo,2.86,3.25,2.37,1.75,1.8,Mais de2.5,1.23,3.15,Mais de1.5,2.82,1.28,Mais de3.5,1.57,2.02,Ambas Equipas Marcam (Sim/Não),1.50,1.27,1.36,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:20"
14,1599607926-71,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Granada CF
              
                Alavés",https://www.betano.pt/odds/granada-cf-alaves/6444109/,LaLiga,"Domingo, 20 Setembro 2020 17:30",Granada CF,Alavés,2.4,3.1,2.94,2.19,1.5,Mais de2.5,1.38,2.45,Mais de1.5,3.95,1.14,Mais de3.5,1.88,1.67,Ambas Equipas Marcam (Sim/Não),1.35,1.28,1.50,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:31"
15,1599608059-85,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Moreirense FC
              
                SC Farense",https://www.betano.pt/odds/moreirense-fc-sc-farense/6361740/,Primeira Liga,"Domingo, 20 Setembro 2020 18:30",Moreirense FC,SC Farense,2.2,2.96,3.45,2.11,1.53,Mais de2.5,1.36,2.54,Mais de1.5,3.65,1.17,Mais de3.5,1.83,1.72,Ambas Equipas Marcam (Sim/Não),1.27,1.32,1.57,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:33"
16,1599607527-30,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Montpellier
              
                Lyon",https://www.betano.pt/odds/montpellier-lyon/6345139/,Ligue 1,"Terça-feira, 15 Setembro 2020 20:00",Montpellier,Lyon,3.55,3.1,2.1,1.87,1.63,Mais de2.5,1.27,2.76,Mais de1.5,3.05,1.22,Mais de3.5,1.67,1.8,Ambas Equipas Marcam (Sim/Não),1.65,1.27,1.25,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:23"
17,1599607650-43,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Millwall FC
              
                Stoke City",https://www.betano.pt/odds/millwall-fc-stoke-city/6292089/,Championship,"Sábado, 12 Setembro 2020 15:00",Millwall FC,Stoke City,2.52,3.0,2.86,2.11,1.47,Mais de2.5,1.36,2.4,Mais de1.5,3.65,1.14,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.36,1.28,1.47,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:26"
18,1599608334-114,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Sheffield United
              
                Wolverhampton",https://www.betano.pt/odds/sheffield-united-wolverhampton/6282798/,Premier League,"Segunda-feira, 14 Setembro 2020 18:00",Sheffield United,Wolverhampton,3.25,2.92,2.33,1.44,2.3,Mais de1.5,2.3,1.44,Mais de2.5,4.2,1.12,Mais de3.5,1.95,1.63,Ambas Equipas Marcam (Sim/Não),1.53,1.32,1.30,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:37"
19,1599607785-57,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Motherwell FC
              
                FC St Johnstone",https://www.betano.pt/odds/motherwell-fc-fc-st-johnstone/6222968/,Premiership,"Sábado, 12 Setembro 2020 15:00",Motherwell FC,FC St Johnstone,2.3,3.15,3.05,2.04,1.53,Mais de2.5,1.32,2.54,Mais de1.5,3.5,1.16,Mais de3.5,1.78,1.7,Ambas Equipas Marcam (Sim/Não),1.33,1.26,1.55,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:28"
20,1599608095-89,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"CD Nacional Madeira
              
                Boavista FC",https://www.betano.pt/odds/cd-nacional-madeira-boavista-fc/6361733/,Primeira Liga,"Sábado, 19 Setembro 2020 16:00",CD Nacional Madeira,Boavista FC,2.45,2.86,3.1,1.44,2.3,Mais de1.5,2.3,1.44,Mais de2.5,4.2,1.12,Mais de3.5,1.91,1.65,Ambas Equipas Marcam (Sim/Não),1.32,1.33,1.47,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:33"
21,1599607776-56,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Rangers
              
                Dundee United",https://www.betano.pt/odds/rangers-dundee-united/6222969/,Premiership,"Sábado, 12 Setembro 2020 15:00",Rangers,Dundee United,1.15,7.05,15.0,2.1,1.47,Mais de3.5,1.1,4.2,Mais de1.5,1.42,2.25,Mais de2.5,2.25,1.42,Ambas Equipas Marcam (Sim/Não),-,1.07,4.80,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:28"
22,1599607988-78,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Villarreal
              
                Huesca",https://www.betano.pt/odds/villarreal-huesca/6384930/,LaLiga,"Domingo, 13 Setembro 2020 17:30",Villarreal,Huesca,1.57,3.9,5.3,1.75,1.8,Mais de2.5,1.23,3.15,Mais de1.5,2.86,1.28,Mais de3.5,1.8,1.75,Ambas Equipas Marcam (Sim/Não),1.12,1.18,2.25,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:31"
23,1599607268-2,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Hoffenheim
              
                Bayern Munique",https://www.betano.pt/odds/hoffenheim-bayern-munique/6172675/,Bundesliga,"Domingo, 27 Setembro 2020 14:30",Hoffenheim,Bayern Munique,6.75,5.2,1.35,1.65,1.91,Mais de3.5,1.05,5.75,Mais de1.5,1.24,3.1,Mais de2.5,1.4,2.4,Ambas Equipas Marcam (Sim/Não),2.94,1.1,1.07,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:20"
24,1599608218-102,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Fiorentina
              
                Torino",https://www.betano.pt/odds/fiorentina-torino/6400667/,Série A,"Sábado, 19 Setembro 2020 17:00",Fiorentina,Torino,1.91,3.5,3.7,1.67,1.87,Mais de2.5,1.21,3.3,Mais de1.5,2.68,1.32,Mais de3.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),1.23,1.23,1.80,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:35"
25,1599607615-40,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"RC Lens
              
                PSG",https://www.betano.pt/odds/rc-lens-psg/6372740/,Ligue 1,"Quinta-feira, 10 Setembro 2020 20:00",RC Lens,PSG,4.55,3.6,1.72,1.75,1.72,Mais de2.5,1.23,2.98,Mais de1.5,2.86,1.25,Mais de3.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),2.00,1.2,1.16,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:23"
26,1599607979-77,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Valência
              
                Levante",https://www.betano.pt/odds/valencia-levante/6384928/,LaLiga,"Domingo, 13 Setembro 2020 20:00",Valência,Levante,2.02,3.4,3.45,1.67,1.87,Mais de2.5,1.21,3.3,Mais de1.5,2.67,1.32,Mais de3.5,1.57,2.02,Ambas Equipas Marcam (Sim/Não),1.27,1.24,1.72,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:31"
27,1599608370-118,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Liverpool
              
                Leeds United",https://www.betano.pt/odds/liverpool-leeds-united/6282778/,Premier League,"Sábado, 12 Setembro 2020 17:30",Liverpool,Leeds United,1.28,5.85,7.95,2.13,1.5,Mais de3.5,1.11,4.4,Mais de1.5,1.42,2.33,Mais de2.5,1.78,1.75,Ambas Equipas Marcam (Sim/Não),1.04,1.07,3.35,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:37"
28,1599608388-120,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Fulham
              
                Arsenal",https://www.betano.pt/odds/fulham-arsenal/6282760/,Premier League,"Sábado, 12 Setembro 2020 12:30",Fulham,Arsenal,5.2,4.1,1.55,1.61,1.95,Mais de2.5,1.17,3.65,Mais de1.5,2.52,1.36,Mais de3.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),2.30,1.17,1.12,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:37"
29,1599607349-11,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"RB Leipzig
              
                Mainz 05",https://www.betano.pt/odds/rb-leipzig-mainz-05/6170590/,Bundesliga,"Domingo, 20 Setembro 2020 14:30",RB Leipzig,Mainz 05,1.35,5.15,6.85,1.75,1.78,Mais de3.5,1.06,5.3,Mais de1.5,1.3,2.8,Mais de2.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.07,1.1,2.94,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:20"
30,1599608253-105,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Leicester
              
                Burnley",https://www.betano.pt/odds/leicester-burnley/6283416/,Premier League,"Domingo, 20 Setembro 2020 19:00",Leicester,Burnley,1.57,3.9,5.2,1.75,1.8,Mais de2.5,1.22,3.2,Mais de1.5,2.86,1.28,Mais de3.5,1.78,1.75,Ambas Equipas Marcam (Sim/Não),1.13,1.19,2.20,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:37"
31,1599608006-80,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Cádiz CF
              
                CA Osasuna",https://www.betano.pt/odds/cadiz-cf-ca-osasuna/6384935/,LaLiga,"Sábado, 12 Setembro 2020 20:00",Cádiz CF,CA Osasuna,2.74,2.92,2.68,1.47,2.2,Mais de1.5,2.4,1.4,Mais de2.5,4.45,1.1,Mais de3.5,2.0,1.6,Ambas Equipas Marcam (Sim/Não),1.42,1.32,1.40,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:31"
32,1599608138-93,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Udinese
              
                Spezia",https://www.betano.pt/odds/udinese-spezia/6400676/,Série A,"Quarta-feira, 30 Setembro 2020 14:00",Udinese,Spezia,1.72,3.6,4.5,1.78,1.75,Mais de2.5,1.24,3.1,Mais de1.5,2.9,1.27,Mais de3.5,1.72,1.83,Ambas Equipas Marcam (Sim/Não),1.17,1.22,2.00,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:35"
33,1599607403-17,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Eintracht Frankfurt
              
                Arminia Bielefeld",https://www.betano.pt/odds/eintracht-frankfurt-arminia-bielefeld/6170553/,Bundesliga,"Sábado, 19 Setembro 2020 14:30",Eintracht Frankfurt,Arminia Bielefeld,1.63,4.0,4.6,1.5,2.15,Mais de2.5,1.14,3.95,Mais de1.5,2.25,1.45,Mais de3.5,1.53,2.11,Ambas Equipas Marcam (Sim/Não),1.16,1.18,2.14,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:20"
34,1599607732-52,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Watford
              
                Middlesbrough",https://www.betano.pt/odds/watford-middlesbrough/6292092/,Championship,"Sexta-feira, 11 Setembro 2020 19:45",Watford,Middlesbrough,1.87,3.4,4.0,2.0,1.53,Mais de2.5,1.31,2.6,Mais de1.5,3.45,1.16,Mais de3.5,1.83,1.65,Ambas Equipas Marcam (Sim/Não),1.20,1.23,1.83,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:26"
35,1599607331-9,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Hertha Berlin
              
                Eintracht Frankfurt",https://www.betano.pt/odds/hertha-berlin-eintracht-frankfurt/6172674/,Bundesliga,"Sexta-feira, 25 Setembro 2020 14:30",Hertha Berlin,Eintracht Frankfurt,2.18,3.4,3.05,1.6,2.0,Mais de2.5,1.18,3.55,Mais de1.5,2.45,1.38,Mais de3.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.33,1.24,1.61,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:20"
36,1599607448-21,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"FC Metz
              
                Stade Reims",https://www.betano.pt/odds/fc-metz-stade-reims/6374157/,Ligue 1,"Domingo, 20 Setembro 2020 14:00",FC Metz,Stade Reims,2.72,2.84,2.78,1.42,2.25,Mais de1.5,2.25,1.42,Mais de2.5,4.0,1.11,Mais de3.5,1.88,1.61,Ambas Equipas Marcam (Sim/Não),1.38,1.32,1.40,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:23"
37,1599607970-76,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Alavés
              
                Bétis",https://www.betano.pt/odds/alaves-betis/6384933/,LaLiga,"Segunda-feira, 14 Setembro 2020 20:00",Alavés,Bétis,2.7,3.2,2.52,2.0,1.6,Mais de2.5,1.32,2.7,Mais de1.5,3.45,1.19,Mais de3.5,1.75,1.8,Ambas Equipas Marcam (Sim/Não),1.45,1.27,1.40,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:31"
38,1599607758-54,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Ross County
              
                Celtic",https://www.betano.pt/odds/ross-county-celtic/6222971/,Premiership,"Sábado, 12 Setembro 2020 15:00",Ross County,Celtic,17.0,6.65,1.15,2.02,1.53,Mais de3.5,1.1,4.15,Mais de1.5,1.4,2.3,Mais de2.5,2.12,1.47,Ambas Equipas Marcam (Sim/Não),4.75,1.07,-,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:28"
39,1599608343-115,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Tottenham
              
                Everton",https://www.betano.pt/odds/tottenham-everton/6282779/,Premier League,"Domingo, 13 Setembro 2020 16:30",Tottenham,Everton,1.8,3.55,4.1,1.8,1.75,Mais de2.5,1.25,3.05,Mais de1.5,2.98,1.26,Mais de3.5,1.72,1.83,Ambas Equipas Marcam (Sim/Não),1.20,1.22,1.90,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:37"
40,1599607820-60,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Zenit São Petersburgo
              
                Arsenal Tula",https://www.betano.pt/odds/zenit-sao-petersburgo-arsenal-tula/6232012/,Premier Liga,"Segunda-feira, 14 Setembro 2020 16:30",Zenit São Petersburgo,Arsenal Tula,1.26,5.35,10.0,1.65,1.8,Mais de2.5,1.18,3.2,Mais de1.5,2.62,1.28,Mais de3.5,2.18,1.42,Ambas Equipas Marcam (Sim/Não),1.03,1.12,3.50,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:29"
41,1599607296-5,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Borussia Mönchengladbach
              
                1. FC Union Berlin",https://www.betano.pt/odds/borussia-monchengladbach-1-fc-union-berlin/6172672/,Bundesliga,"Sábado, 26 Setembro 2020 14:30",Borussia Mönchengladbach,1. FC Union Berlin,1.5,4.1,5.7,1.63,1.95,Mais de2.5,1.18,3.55,Mais de1.5,2.54,1.36,Mais de3.5,1.7,1.85,Ambas Equipas Marcam (Sim/Não),1.10,1.17,2.37,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:20"
42,1599607581-36,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Lille
              
                FC Metz",https://www.betano.pt/odds/lille-fc-metz/6374130/,Ligue 1,"Domingo, 13 Setembro 2020 12:00",Lille,FC Metz,1.53,3.8,6.15,1.95,1.57,Mais de2.5,1.3,2.63,Mais de1.5,3.35,1.17,Mais de3.5,2.02,1.53,Ambas Equipas Marcam (Sim/Não),1.09,1.18,2.35,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:23"
43,1599607856-64,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"FC Akhmat Grozny
              
                PFC Sochi",https://www.betano.pt/odds/fc-akhmat-grozny-pfc-sochi/6232014/,Premier Liga,"Sábado, 12 Setembro 2020 17:00",FC Akhmat Grozny,PFC Sochi,2.5,3.15,2.76,2.15,1.44,Mais de2.5,1.36,2.35,Mais de1.5,3.8,1.12,Mais de3.5,1.85,1.61,Ambas Equipas Marcam (Sim/Não),1.38,1.26,1.47,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:29"
44,1599607607-39,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Bordéus
              
                Lyon",https://www.betano.pt/odds/bordeus-lyon/6374123/,Ligue 1,"Sexta-feira, 11 Setembro 2020 20:00",Bordéus,Lyon,3.95,3.05,2.0,1.95,1.57,Mais de2.5,1.3,2.62,Mais de1.5,3.3,1.18,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.72,1.27,1.21,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:23"
45,1599607367-13,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"1. FC Union Berlin
              
                Augsburgo",https://www.betano.pt/odds/1-fc-union-berlin-augsburgo/6170757/,Bundesliga,"Sábado, 19 Setembro 2020 14:30",1. FC Union Berlin,Augsburgo,2.17,3.25,3.2,1.88,1.67,Mais de2.5,1.28,2.86,Mais de1.5,3.15,1.23,Mais de3.5,1.67,1.87,Ambas Equipas Marcam (Sim/Não),1.30,1.26,1.61,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:20"
46,1599607501-27,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Lyon
              
                Nimes",https://www.betano.pt/odds/lyon-nimes/6374145/,Ligue 1,"Sexta-feira, 18 Setembro 2020 20:00",Lyon,Nimes,1.44,4.1,7.15,1.67,1.8,Mais de2.5,1.2,3.15,Mais de1.5,2.65,1.3,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.06,1.16,2.60,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:23"
47,1599607794-58,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Livingston FC
              
                Hamilton Academical",https://www.betano.pt/odds/livingston-fc-hamilton-academical/6222967/,Premiership,"Sábado, 12 Setembro 2020 15:00",Livingston FC,Hamilton Academical,1.67,3.65,4.85,2.02,1.53,Mais de2.5,1.31,2.58,Mais de1.5,3.5,1.16,Mais de3.5,1.95,1.57,Ambas Equipas Marcam (Sim/Não),1.14,1.2,2.05,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:28"
48,1599608147-94,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Lázio
              
                Atalanta",https://www.betano.pt/odds/lazio-atalanta/6400671/,Série A,"Quarta-feira, 30 Setembro 2020 14:00",Lázio,Atalanta,2.3,3.4,2.84,1.5,2.19,Mais de2.5,1.14,3.95,Mais de1.5,2.19,1.5,Mais de3.5,1.4,2.4,Ambas Equipas Marcam (Sim/Não),1.36,1.24,1.55,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:35"
49,1599607430-19,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Marselha
              
                Lille",https://www.betano.pt/odds/marselha-lille/6374159/,Ligue 1,"Domingo, 20 Setembro 2020 20:00",Marselha,Lille,2.25,3.15,3.15,2.05,1.5,Mais de2.5,1.33,2.5,Mais de1.5,3.6,1.15,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.31,1.26,1.55,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:23"
50,1599607510-28,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Marselha
              
                Saint-Étienne",https://www.betano.pt/odds/marselha-saint-etienne/6374143/,Ligue 1,"Quinta-feira, 17 Setembro 2020 20:00",Marselha,Saint-Étienne,1.83,3.25,4.45,1.9,1.6,Mais de2.5,1.28,2.68,Mais de1.5,3.15,1.2,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.17,1.25,1.87,1X,12.0,2X,"Quarta-feira, 9 Setembro 2020 00:23"
51,1599607882-67,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quarta-feira, 9 Setembro 2020 00:31"
