,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
75,1601640699-111,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"SC Braga
              
                CD Nacional Madeira",https://www.betano.pt/odds/sc-braga-cd-nacional-madeira/6644921/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",SC Braga,CD Nacional Madeira,1.35,4.75,7.75,1.55,2.00,Mais de2.5,1.15,3.55,Mais de1.5,2.37,1.38,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.05,1.11,2.94,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:10",
76,1601640808-125,https://www.betano.pt/sport/futebol/eua/mls/195161/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, 2 October 2020 13:13",
77,1601640895-135,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"AC Milão
              
                Spezia",https://www.betano.pt/odds/ac-milao-spezia/6595033/,Série A,"Domingo, 4 Outubro 2020 17:00",AC Milão,Spezia,1.28,5.45,8.5,1.50,2.18,Mais de2.5,1.13,4.1,Mais de1.5,2.25,1.45,Mais de3.5,1.88,1.67,Ambas Equipas Marcam (Sim/Não),1.03,1.13,3.35,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:13",
78,1601640408-78,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Luton Town
              
                Wycombe",https://www.betano.pt/odds/luton-town-wycombe/6411295/,Championship,"Sábado, 3 Outubro 2020 15:00",Luton Town,Wycombe,1.75,3.5,4.45,1.80,1.67,Mais de2.5,1.25,2.86,Mais de1.5,3.0,1.22,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.17,1.21,1.95,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:03",
79,1601639850-9,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Ajax
              
                SC Heerenveen",https://www.betano.pt/odds/ajax-sc-heerenveen/6541619/,Eredivisie,"Sábado, 17 Outubro 2020 17:45",Ajax,SC Heerenveen,1.09,9.0,18.5,-,3.60,1X,,,,,,,,,,,,,,,,"Sexta-feira, 2 Outubro 2020 12:56",
80,1601641090-159,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Leeds United
              
                Manchester City",https://www.betano.pt/odds/leeds-united-manchester-city/6493287/,Premier League,"Sábado, 3 Outubro 2020 17:30",Leeds United,Manchester City,6.65,5.05,1.36,1.75,1.78,Mais de3.5,1.06,5.25,Mais de1.5,1.3,2.8,Mais de2.5,1.45,2.25,Ambas Equipas Marcam (Sim/Não),2.86,1.11,1.07,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:15",
81,1601640886-134,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Juventus
              
                Nápoles",https://www.betano.pt/odds/juventus-napoles/6595034/,Série A,"Domingo, 4 Outubro 2020 19:45",Juventus,Nápoles,1.95,3.45,3.6,1.80,1.75,Mais de2.5,1.25,3.05,Mais de1.5,2.96,1.26,Mais de3.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),1.25,1.23,1.75,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:13",
82,1601640119-41,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Lille
              
                RC Lens",https://www.betano.pt/odds/lille-rc-lens/6551756/,Ligue 1,"Domingo, 18 Outubro 2020 19:00",Lille,RC Lens,1.67,3.6,4.95,1.10,1.95,1X,,,,,,,,,,,,,,,,"Sexta-feira, 2 Outubro 2020 13:01",
83,1601640777-121,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"FC Porto
              
                CS Marítimo",https://www.betano.pt/odds/fc-porto-cs-maritimo/6568906/,Primeira Liga,"Sábado, 3 Outubro 2020 18:30",FC Porto,CS Marítimo,1.14,7.55,14.25,1.57,1.95,Mais de2.5,1.15,3.55,Mais de1.5,2.45,1.35,Mais de3.5,2.54,1.32,Ambas Equipas Marcam (Sim/Não),1.02,1.06,4.95,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:10",
84,1601640027-30,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"RB Leipzig
              
                FC Schalke 04",https://www.betano.pt/odds/rb-leipzig-fc-schalke-04/6562367/,Bundesliga,"Sábado, 3 Outubro 2020 17:30",RB Leipzig,FC Schalke 04,1.25,6.0,9.0,1.90,1.65,Mais de3.5,1.07,5.05,Mais de1.5,1.33,2.62,Mais de2.5,1.72,1.83,Ambas Equipas Marcam (Sim/Não),1.03,1.11,3.6,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 12:58",
85,1601640204-52,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Stade Brestois 29
              
                Mónaco",https://www.betano.pt/odds/stade-brestois-29-monaco/6422090/,Ligue 1,"Domingo, 4 Outubro 2020 14:00",Stade Brestois 29,Mónaco,2.92,3.55,2.19,1.57,1.95,Mais de2.5,1.16,3.45,Mais de1.5,2.45,1.35,Mais de3.5,1.47,2.1,Ambas Equipas Marcam (Sim/Não),1.61,1.21,1.35,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:01",
86,1601640156-46,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Estrasburgo
              
                Lyon",https://www.betano.pt/odds/estrasburgo-lyon/6551748/,Ligue 1,"Domingo, 18 Outubro 2020 19:00",Estrasburgo,Lyon,2.78,3.2,2.45,1.42,1.33,1X,,,,,,,,,,,,,,,,"Sexta-feira, 2 Outubro 2020 13:01",
87,1601640549-94,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sexta-feira, 2 Outubro 2020 13:09",
88,1601640675-108,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Rio Ave FC
              
                SL Benfica",https://www.betano.pt/odds/rio-ave-fc-sl-benfica/6644924/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",Rio Ave FC,SL Benfica,5.85,4.55,1.45,2.00,1.53,Mais de3.5,1.09,4.3,Mais de1.5,1.38,2.33,Mais de2.5,1.5,2.05,Ambas Equipas Marcam (Sim/Não),2.54,1.12,1.1,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:10",
89,1601640126-42,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Dijon
              
                Rennes",https://www.betano.pt/odds/dijon-rennes/6551755/,Ligue 1,"Domingo, 18 Outubro 2020 19:00",Dijon,Rennes,3.35,3.25,2.11,1.57,1.23,1X,,,,,,,,,,,,,,,,"Sexta-feira, 2 Outubro 2020 13:01",
90,1601640668-107,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Sporting CP
              
                FC Porto",https://www.betano.pt/odds/sporting-cp-fc-porto/6644925/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",Sporting CP,FC Porto,3.05,3.3,2.25,1.83,1.65,Mais de2.5,1.25,2.84,Mais de1.5,3.05,1.22,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.57,1.25,1.33,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:10",
91,1601640051-33,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Colónia
              
                Borussia Mönchengladbach",https://www.betano.pt/odds/colonia-borussia-monchengladbach/6562364/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Colónia,Borussia Mönchengladbach,3.75,3.65,1.85,1.55,2.05,Mais de2.5,1.16,3.75,Mais de1.5,2.35,1.42,Mais de3.5,1.5,2.18,Ambas Equipas Marcam (Sim/Não),1.85,1.21,1.23,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 12:58",
92,1601640604-100,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Alavés
              
                Athletic Bilbao",https://www.betano.pt/odds/alaves-athletic-bilbao/6641039/,LaLiga,"Domingo, 4 Outubro 2020 13:00",Alavés,Athletic Bilbao,3.3,2.86,2.35,1.53,2.12,Mais de1.5,2.56,1.35,Mais de2.5,4.8,1.09,Mais de3.5,2.1,1.53,Ambas Equipas Marcam (Sim/Não),1.53,1.33,1.28,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:09",
93,1601639994-26,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Friburgo
              
                Werder Bremen",https://www.betano.pt/odds/friburgo-werder-bremen/6632978/,Bundesliga,"Sábado, 17 Outubro 2020 14:30",Friburgo,Werder Bremen,2.25,3.3,3.0,1.80,1.75,Mais de2.5,1.25,3.05,Mais de1.5,2.94,1.27,Mais de3.5,1.63,1.95,Ambas Equipas Marcam (Sim/Não),1.33,1.26,1.57,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 12:58",
94,1601640324-67,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Middlesbrough
              
                Reading",https://www.betano.pt/odds/middlesbrough-reading/6539917/,Championship,"Sábado, 17 Outubro 2020 15:00",Middlesbrough,Reading,2.05,3.3,3.45,1.22,1.60,1X,,,,,,,,,,,,,,,,"Sexta-feira, 2 Outubro 2020 13:03",
95,1601640423-80,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Coventry City
              
                Bournemouth",https://www.betano.pt/odds/coventry-city-bournemouth/6411336/,Championship,"Sexta-feira, 2 Outubro 2020 19:45",Coventry City,Bournemouth,3.5,3.25,2.05,1.88,1.61,Mais de2.5,1.28,2.72,Mais de1.5,3.15,1.2,Mais de3.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),1.67,1.25,1.26,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:03",
96,1601640180-49,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Bordéus
              
                Dijon",https://www.betano.pt/odds/bordeus-dijon/6422098/,Ligue 1,"Domingo, 4 Outubro 2020 14:00",Bordéus,Dijon,1.67,3.65,4.75,1.87,1.63,Mais de2.5,1.26,2.8,Mais de1.5,3.15,1.2,Mais de3.5,1.83,1.65,Ambas Equipas Marcam (Sim/Não),1.15,1.2,2.05,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:01",
97,1601640368-73,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Sheffield Wednesday
              
                Queens Park Rangers",https://www.betano.pt/odds/sheffield-wednesday-queens-park-rangers/6411319/,Championship,"Sábado, 3 Outubro 2020 15:00",Sheffield Wednesday,Queens Park Rangers,2.04,3.15,3.7,1.83,1.65,Mais de2.5,1.26,2.8,Mais de1.5,3.05,1.22,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.23,1.27,1.7,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:03",
98,1601640510-89,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Lokomotiv Moscovo
              
                FK Khimki",https://www.betano.pt/odds/lokomotiv-moscovo-fk-khimki/6418891/,Premier Liga,"Domingo, 4 Outubro 2020 12:00",Lokomotiv Moscovo,FK Khimki,1.53,4.0,5.7,1.72,1.72,Mais de2.5,1.21,2.98,Mais de1.5,2.82,1.24,Mais de3.5,1.8,1.65,Ambas Equipas Marcam (Sim/Não),1.10,1.16,2.35,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:07",
99,1601640965-143,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"West Brom
              
                Burnley",https://www.betano.pt/odds/west-brom-burnley/6493474/,Premier League,"Sábado, 17 Outubro 2020 16:00",West Brom,Burnley,2.52,3.1,2.78,2.00,1.60,Mais de2.5,1.33,2.66,Mais de1.5,3.45,1.19,Mais de3.5,1.75,1.8,Ambas Equipas Marcam (Sim/Não),1.38,1.3,1.45,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:15",
100,1601640272-60,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Bournemouth
              
                Queens Park Rangers",https://www.betano.pt/odds/bournemouth-queens-park-rangers/6539930/,Championship,"Sábado, 17 Outubro 2020 15:00",Bournemouth,Queens Park Rangers,1.83,3.5,4.05,1.16,1.75,1X,,,,,,,,,,,,,,,,"Sexta-feira, 2 Outubro 2020 13:03",
101,1601639946-20,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Colónia
              
                Eintracht Frankfurt",https://www.betano.pt/odds/colonia-eintracht-frankfurt/6632984/,Bundesliga,"Domingo, 18 Outubro 2020 14:30",Colónia,Eintracht Frankfurt,2.52,3.4,2.58,2.05,1.55,Mais de3.5,1.12,4.2,Mais de1.5,1.44,2.3,Mais de2.5,1.36,2.54,Ambas Equipas Marcam (Sim/Não),1.45,1.24,1.47,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 12:58",
102,1601640019-29,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Wolfsburgo
              
                Augsburgo",https://www.betano.pt/odds/wolfsburgo-augsburgo/6562369/,Bundesliga,"Domingo, 4 Outubro 2020 14:30",Wolfsburgo,Augsburgo,1.95,3.45,3.6,1.67,1.87,Mais de2.5,1.21,3.3,Mais de1.5,2.68,1.32,Mais de3.5,1.57,2.02,Ambas Equipas Marcam (Sim/Não),1.24,1.23,1.75,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 12:58",
103,1601640918-138,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Benevento Calcio
              
                Bolonha",https://www.betano.pt/odds/benevento-calcio-bolonha/6595030/,Série A,"Domingo, 4 Outubro 2020 14:00",Benevento Calcio,Bolonha,3.0,3.5,2.16,1.57,2.02,Mais de2.5,1.17,3.65,Mais de1.5,2.45,1.38,Mais de3.5,1.5,2.19,Ambas Equipas Marcam (Sim/Não),1.61,1.22,1.33,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:13",
104,1601641068-156,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Southampton
              
                West Brom",https://www.betano.pt/odds/southampton-west-brom/6479799/,Premier League,"Domingo, 4 Outubro 2020 12:00",Southampton,West Brom,1.72,3.7,4.4,1.72,1.83,Mais de2.5,1.22,3.2,Mais de1.5,2.78,1.3,Mais de3.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),1.17,1.21,2.0,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:15",
105,1601639891-14,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Twente Enschede
              
                FC Emmen",https://www.betano.pt/odds/fc-twente-enschede-fc-emmen/6413466/,Eredivisie,"Sábado, 3 Outubro 2020 20:00",FC Twente Enschede,FC Emmen,1.83,3.7,3.8,1.57,1.95,Mais de2.5,1.16,3.5,Mais de1.5,2.4,1.36,Mais de3.5,1.5,2.05,Ambas Equipas Marcam (Sim/Não),1.22,1.19,1.88,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 12:56",
106,1601639828-6,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"AZ Alkmaar
              
                VVV Venlo",https://www.betano.pt/odds/az-alkmaar-vvv-venlo/6542812/,Eredivisie,"Sábado, 17 Outubro 2020 20:00",AZ Alkmaar,VVV Venlo,1.22,6.3,10.0,-,2.92,1X,,,,,,,,,,,,,,,,"Sexta-feira, 2 Outubro 2020 12:56",
107,1601639916-17,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Vitesse
              
                Heracles Almelo",https://www.betano.pt/odds/vitesse-heracles-almelo/6411664/,Eredivisie,"Sábado, 3 Outubro 2020 15:30",Vitesse,Heracles Almelo,1.65,3.95,4.55,1.47,2.11,Mais de2.5,1.13,3.75,Mais de1.5,2.2,1.44,Mais de3.5,1.47,2.1,Ambas Equipas Marcam (Sim/Não),1.17,1.17,2.1,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 12:56",
108,1601640104-39,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Mónaco
              
                Montpellier",https://www.betano.pt/odds/monaco-montpellier/6551758/,Ligue 1,"Domingo, 18 Outubro 2020 19:00",Mónaco,Montpellier,1.91,3.35,3.85,1.18,1.70,1X,,,,,,,,,,,,,,,,"Sexta-feira, 2 Outubro 2020 13:01",
109,1601639899-15,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"VVV Venlo
              
                Den Haag",https://www.betano.pt/odds/vvv-venlo-den-haag/6413122/,Eredivisie,"Sábado, 3 Outubro 2020 19:00",VVV Venlo,Den Haag,1.91,3.6,3.55,1.61,1.90,Mais de2.5,1.17,3.35,Mais de1.5,2.5,1.33,Mais de3.5,1.53,2.02,Ambas Equipas Marcam (Sim/Não),1.25,1.21,1.78,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 12:56",
110,1601640683-109,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"SC Farense
              
                Famalicão",https://www.betano.pt/odds/sc-farense-famalicao/6644923/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",SC Farense,Famalicão,3.55,3.45,1.95,1.75,1.72,Mais de2.5,1.23,2.98,Mais de1.5,2.86,1.25,Mais de3.5,1.65,1.85,Ambas Equipas Marcam (Sim/Não),1.75,1.22,1.25,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:10",
111,1601640316-66,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Rotherham
              
                Norwich City",https://www.betano.pt/odds/rotherham-norwich-city/6539922/,Championship,"Sábado, 17 Outubro 2020 15:00",Rotherham,Norwich City,3.7,3.35,1.95,1.67,1.19,1X,,,,,,,,,,,,,,,,"Sexta-feira, 2 Outubro 2020 13:03",
112,1601640219-54,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Nice
              
                Nantes",https://www.betano.pt/odds/nice-nantes/6422093/,Ligue 1,"Sábado, 3 Outubro 2020 20:00",Nice,Nantes,2.4,3.15,2.9,2.00,1.55,Mais de2.5,1.31,2.58,Mais de1.5,3.4,1.17,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.36,1.26,1.5,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:01",
113,1601640392-76,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Nottingham Forest
              
                Bristol City",https://www.betano.pt/odds/nottingham-forest-bristol-city/6411304/,Championship,"Sábado, 3 Outubro 2020 15:00",Nottingham Forest,Bristol City,2.58,3.1,2.7,2.02,1.53,Mais de2.5,1.33,2.52,Mais de1.5,3.5,1.16,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.40,1.27,1.44,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:03",
114,1601640785-122,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"CD Santa Clara
              
                Gil Vicente FC",https://www.betano.pt/odds/cd-santa-clara-gil-vicente-fc/6568905/,Primeira Liga,"Sábado, 3 Outubro 2020 16:00",CD Santa Clara,Gil Vicente FC,2.25,2.96,3.35,2.00,1.53,Mais de2.5,1.32,2.56,Mais de1.5,3.4,1.17,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.27,1.3,1.57,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:10",
115,1601640863-131,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Sampdoria
              
                Lázio",https://www.betano.pt/odds/sampdoria-lazio/6650713/,Série A,"Sábado, 17 Outubro 2020 17:00",Sampdoria,Lázio,4.5,3.7,1.7,1.63,1.95,Mais de2.5,1.18,3.5,Mais de1.5,2.52,1.36,Mais de3.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),2.04,1.2,1.16,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:13",
116,1601640212-53,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Montpellier
              
                Nimes",https://www.betano.pt/odds/montpellier-nimes/6422092/,Ligue 1,"Domingo, 4 Outubro 2020 12:00",Montpellier,Nimes,1.67,3.65,4.85,1.70,1.78,Mais de2.5,1.21,3.1,Mais de1.5,2.7,1.28,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.15,1.2,2.05,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:01",
117,1601640339-69,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Stoke City
              
                Birmingham",https://www.betano.pt/odds/stoke-city-birmingham/6411321/,Championship,"Domingo, 4 Outubro 2020 15:00",Stoke City,Birmingham,2.25,3.0,3.3,2.12,1.47,Mais de2.5,1.36,2.4,Mais de1.5,3.7,1.14,Mais de3.5,1.83,1.65,Ambas Equipas Marcam (Sim/Não),1.28,1.28,1.57,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:03",
118,1601640855-130,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"FC Crotone
              
                Juventus",https://www.betano.pt/odds/fc-crotone-juventus/6650714/,Série A,"Sábado, 17 Outubro 2020 19:45",FC Crotone,Juventus,10.0,5.1,1.28,1.50,2.14,Mais de2.5,1.14,3.95,Mais de1.5,2.25,1.45,Mais de3.5,1.87,1.67,Ambas Equipas Marcam (Sim/Não),3.40,1.14,1.03,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:13",
119,1601640534-92,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Ural Sverdlovskaya Oblast
              
                CSKA Moscovo",https://www.betano.pt/odds/ural-sverdlovskaya-oblast-cska-moscovo/6411715/,Premier Liga,"Sábado, 3 Outubro 2020 14:30",Ural Sverdlovskaya Oblast,CSKA Moscovo,5.4,3.65,1.61,1.80,1.65,Mais de2.5,1.25,2.78,Mais de1.5,2.96,1.22,Mais de3.5,1.8,1.65,Ambas Equipas Marcam (Sim/Não),2.18,1.2,1.12,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:07",
120,1601640847-129,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Bolonha
              
                Sassuolo",https://www.betano.pt/odds/bolonha-sassuolo/6650715/,Série A,"Domingo, 18 Outubro 2020 11:30",Bolonha,Sassuolo,2.65,3.4,2.45,1.53,2.10,Mais de2.5,1.16,3.75,Mais de1.5,2.3,1.44,Mais de3.5,1.44,2.3,Ambas Equipas Marcam (Sim/Não),1.47,1.24,1.42,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:13",
121,1601640910-137,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Lázio
              
                Inter de Milão",https://www.betano.pt/odds/lazio-inter-de-milao/6595031/,Série A,"Domingo, 4 Outubro 2020 14:00",Lázio,Inter de Milão,2.92,3.65,2.15,2.15,1.50,Mais de3.5,1.12,4.15,Mais de1.5,1.45,2.25,Mais de2.5,1.4,2.4,Ambas Equipas Marcam (Sim/Não),1.63,1.21,1.36,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:13",
122,1601640354-71,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Blackburn Rovers
              
                Cardiff",https://www.betano.pt/odds/blackburn-rovers-cardiff/6411324/,Championship,"Sábado, 3 Outubro 2020 15:00",Blackburn Rovers,Cardiff,2.18,3.2,3.25,1.83,1.65,Mais de2.5,1.27,2.78,Mais de1.5,3.05,1.22,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.30,1.26,1.61,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:03",
123,1601640706-112,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Boavista FC
              
                Vitória Guimarães",https://www.betano.pt/odds/boavista-fc-vitoria-guimaraes/6644919/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",Boavista FC,Vitória Guimarães,3.2,3.2,2.2,2.05,1.50,Mais de2.5,1.33,2.5,Mais de1.5,3.6,1.15,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.57,1.26,1.31,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:10",
124,1601640036-31,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Estugarda
              
                Bayer Leverkusen",https://www.betano.pt/odds/estugarda-bayer-leverkusen/6562366/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Estugarda,Bayer Leverkusen,3.55,3.75,1.88,2.10,1.53,Mais de3.5,1.12,4.2,Mais de1.5,1.44,2.3,Mais de2.5,1.4,2.4,Ambas Equipas Marcam (Sim/Não),1.83,1.2,1.25,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 12:58",
125,1601640823-126,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"AS Roma
              
                Benevento Calcio",https://www.betano.pt/odds/as-roma-benevento-calcio/6650718/,Série A,"Domingo, 18 Outubro 2020 19:45",AS Roma,Benevento Calcio,1.27,5.25,10.0,1.47,2.20,Mais de2.5,1.13,4.05,Mais de1.5,2.2,1.47,Mais de3.5,1.85,1.7,Ambas Equipas Marcam (Sim/Não),1.03,1.13,3.45,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:13",
126,1601640346-70,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Brentford FC
              
                Preston",https://www.betano.pt/odds/brentford-fc-preston/6411330/,Championship,"Domingo, 4 Outubro 2020 14:00",Brentford FC,Preston,1.7,3.7,4.5,1.75,1.72,Mais de2.5,1.22,3.05,Mais de1.5,2.84,1.25,Mais de3.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),1.17,1.19,2.04,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:03",
127,1601641052-154,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Wolverhampton
              
                Fulham",https://www.betano.pt/odds/wolverhampton-fulham/6479800/,Premier League,"Domingo, 4 Outubro 2020 14:00",Wolverhampton,Fulham,1.5,4.0,6.15,1.95,1.63,Mais de2.5,1.28,2.82,Mais de1.5,3.35,1.2,Mais de3.5,2.05,1.55,Ambas Equipas Marcam (Sim/Não),1.09,1.18,2.4,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:15",
128,1601639907-16,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"RKC Waalwijk
              
                PEC Zwolle",https://www.betano.pt/odds/rkc-waalwijk-pec-zwolle/6451994/,Eredivisie,"Sábado, 3 Outubro 2020 17:45",RKC Waalwijk,PEC Zwolle,3.45,3.75,1.91,1.53,2.02,Mais de2.5,1.14,3.65,Mais de1.5,2.35,1.38,Mais de3.5,1.47,2.1,Ambas Equipas Marcam (Sim/Não),1.78,1.19,1.26,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 12:56",
129,1601640879-133,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Nápoles
              
                Atalanta",https://www.betano.pt/odds/napoles-atalanta/6650711/,Série A,"Sábado, 17 Outubro 2020 14:00",Nápoles,Atalanta,2.35,3.65,2.62,2.15,1.50,Mais de3.5,1.12,4.2,Mais de1.5,1.45,2.25,Mais de2.5,1.4,2.4,Ambas Equipas Marcam (Sim/Não),1.42,1.21,1.53,1X,12.0,2X,"Sexta-feira, 2 Outubro 2020 13:13",
