web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
"1602171165-124","https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/","Sevilha
              
                Krasnodar","https://www.betano.pt/odds/sevilha-krasnodar/6692731/","Liga dos Campeões - Jogos","Quarta-feira, 4 Novembro 2020 20:00","Sevilha","Krasnodar","1.47","3.70","7.50","1.60","2.00","Mais de2.5","1.17","3.65","Mais de1.5","2.40","1.40","Mais de3.5","1.67","1.87","Ambas Equipas Marcam (Sim/Não)","1.05","1.21","2.45","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:32","null"
"1602171947-219","https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/","West Ham
              
                Manchester City","https://www.betano.pt/odds/west-ham-manchester-city/6457848/","Premier League","Sábado, 24 Outubro 2020 12:30","West Ham","Manchester City","9.00","5.90","1.25","1.75","1.78","Mais de3.5","1.06","5.35","Mais de1.5","1.28","2.82","Mais de2.5","1.57","2.02","Ambas Equipas Marcam (Sim/Não)","2.94","1.11","1.02","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:44","null"
"1602170942-97","https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/","SL Benfica
              
                Standard Liége","https://www.betano.pt/odds/sl-benfica-standard-liege/6710594/","Liga Europa - Jogos","Quinta-feira, 29 Outubro 2020 20:00","SL Benfica","Standard Liége","1.35","4.45","8.50","1.50","2.05","Mais de2.5","1.13","3.75","Mais de1.5","2.20","1.44","Mais de3.5","1.72","1.75","Ambas Equipas Marcam (Sim/Não)","1.04","1.17","2.94","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:28","null"
"1602170494-44","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Friburgo
              
                Werder Bremen","https://www.betano.pt/odds/friburgo-werder-bremen/6632978/","Bundesliga","Sábado, 17 Outubro 2020 14:30","Friburgo","Werder Bremen","2.20","3.40","3.00","1.72","1.83","Mais de2.5","1.22","3.20","Mais de1.5","2.74","1.31","Mais de3.5","1.57","2.02","Ambas Equipas Marcam (Sim/Não)","1.33","1.25","1.57","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:18","null"
"1602171635-182","https://www.betano.pt/sport/futebol/espanha/laliga/5/","Villarreal
              
                Valência","https://www.betano.pt/odds/villarreal-valencia/6692103/","LaLiga","Domingo, 18 Outubro 2020 20:00","Villarreal","Valência","1.72","3.65","4.45","1.67","1.88","Mais de2.5","1.20","3.35","Mais de1.5","2.64","1.33","Mais de3.5","1.63","1.95","Ambas Equipas Marcam (Sim/Não)","1.17","1.21","2.00","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:39","null"
"1602171540-171","https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/","Zenit São Petersburgo
              
                Club Brugge","https://www.betano.pt/odds/zenit-sao-petersburgo-club-brugge/6687590/","Liga dos Campeões - Jogos","Terça-feira, 20 Outubro 2020 17:55","Zenit São Petersburgo","Club Brugge","1.78","3.50","4.30","1.67","1.88","Mais de2.5","1.21","3.30","Mais de1.5","2.64","1.33","Mais de3.5","1.61","1.95","Ambas Equipas Marcam (Sim/Não)","1.18","1.23","1.91","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:32","null"
"1602171429-157","https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/","Ajax
              
                Liverpool","https://www.betano.pt/odds/ajax-liverpool/6687599/","Liga dos Campeões - Jogos","Quarta-feira, 21 Outubro 2020 20:00","Ajax","Liverpool","4.95","3.90","1.61","2.05","1.55","Mais de3.5","1.12","4.25","Mais de1.5","1.44","2.30","Mais de2.5","1.45","2.25","Ambas Equipas Marcam (Sim/Não)","2.19","1.18","1.14","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:32","null"
"1602171039-109","https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/","Celtic
              
                AC Milão","https://www.betano.pt/odds/celtic-ac-milao/6692844/","Liga Europa - Jogos","Quinta-feira, 22 Outubro 2020 20:00","Celtic","AC Milão","3.40","3.45","2.02","1.75","1.72","Mais de2.5","1.23","2.96","Mais de1.5","2.90","1.24","Mais de3.5","1.65","1.85","Ambas Equipas Marcam (Sim/Não)","1.70","1.22","1.27","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:28","null"
"1602170700-69","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Luton Town
              
                Stoke City","https://www.betano.pt/odds/luton-town-stoke-city/6539939/","Championship","Sábado, 17 Outubro 2020 15:00","Luton Town","Stoke City","2.80","3.05","2.52","1.90","1.60","Mais de2.5","1.28","2.67","Mais de1.5","3.20","1.19","Mais de3.5","1.67","1.80","Ambas Equipas Marcam (Sim/Não)","1.47","1.28","1.38","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:23","null"
"1602170926-95","https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/","SL Benfica
              
                Rangers","https://www.betano.pt/odds/sl-benfica-rangers/6711382/","Liga Europa - Jogos","Quinta-feira, 5 Novembro 2020 17:55","SL Benfica","Rangers","1.55","3.65","6.20","1.61","1.90","Mais de2.5","1.17","3.35","Mais de1.5","2.45","1.35","Mais de3.5","1.65","1.83","Ambas Equipas Marcam (Sim/Não)","1.08","1.20","2.30","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:28","null"
"1602170911-93","https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/","FC Zorya Luhansk
              
                AEK Atenas","https://www.betano.pt/odds/fc-zorya-luhansk-aek-atenas/6711448/","Liga Europa - Jogos","Quinta-feira, 5 Novembro 2020 20:00","FC Zorya Luhansk","AEK Atenas","2.60","3.15","2.66","2.05","1.50","Mais de2.5","1.33","2.50","Mais de1.5","3.60","1.15","Mais de3.5","1.80","1.67","Ambas Equipas Marcam (Sim/Não)","1.42","1.27","1.44","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:28","null"
"1602170818-83","https://www.betano.pt/sport/futebol/escocia/premiership/1647r/","Celtic
              
                Rangers","https://www.betano.pt/odds/celtic-rangers/6540002/","Premiership","Sábado, 17 Outubro 2020 12:30","Celtic","Rangers","2.12","3.40","3.20","1.75","1.72","Mais de2.5","1.22","3.00","Mais de1.5","2.80","1.26","Mais de3.5","1.60","1.90","Ambas Equipas Marcam (Sim/Não)","1.30","1.23","1.65","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:26","null"
"1602171829-205","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Bolonha
              
                Sassuolo","https://www.betano.pt/odds/bolonha-sassuolo/6650715/","Série A","Domingo, 18 Outubro 2020 11:30","Bolonha","Sassuolo","2.80","3.60","2.25","1.50","2.16","Mais de2.5","1.14","3.95","Mais de1.5","2.25","1.45","Mais de3.5","1.42","2.35","Ambas Equipas Marcam (Sim/Não)","1.57","1.22","1.38","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:43","null"
"1602170755-76","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Swansea City
              
                Huddersfield","https://www.betano.pt/odds/swansea-city-huddersfield/6539925/","Championship","Sábado, 17 Outubro 2020 15:00","Swansea City","Huddersfield","2.05","3.25","3.50","1.90","1.61","Mais de2.5","1.28","2.72","Mais de1.5","3.15","1.20","Mais de3.5","1.70","1.78","Ambas Equipas Marcam (Sim/Não)","1.26","1.25","1.67","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:23","null"
"1602170400-32","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","1. FC Union Berlin
              
                Friburgo","https://www.betano.pt/odds/1-fc-union-berlin-friburgo/6700531/","Bundesliga","Sábado, 24 Outubro 2020 14:30","1. FC Union Berlin","Friburgo","2.37","3.55","2.67","1.38","1.47","1X","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Quinta-feira, 8 Outubro 2020 16:18","null"
"1602171667-186","https://www.betano.pt/sport/futebol/espanha/laliga/5/","Eibar
              
                CA Osasuna","https://www.betano.pt/odds/eibar-ca-osasuna/6692098/","LaLiga","Domingo, 18 Outubro 2020 20:00","Eibar","CA Osasuna","2.35","3.05","3.05","2.25","1.45","Mais de2.5","1.40","2.40","Mais de1.5","4.05","1.13","Mais de3.5","1.91","1.65","Ambas Equipas Marcam (Sim/Não)","1.33","1.30","1.53","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:39","null"
"1602171054-111","https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/","SC Braga
              
                AEK Atenas","https://www.betano.pt/odds/sc-braga-aek-atenas/6687604/","Liga Europa - Jogos","Quinta-feira, 22 Outubro 2020 20:00","SC Braga","AEK Atenas","1.91","3.40","3.80","1.91","1.60","Mais de2.5","1.28","2.72","Mais de1.5","3.25","1.19","Mais de3.5","1.75","1.72","Ambas Equipas Marcam (Sim/Não)","1.23","1.23","1.78","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:28","null"
"1602170708-70","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Brentford FC
              
                Coventry City","https://www.betano.pt/odds/brentford-fc-coventry-city/6539932/","Championship","Sábado, 17 Outubro 2020 15:00","Brentford FC","Coventry City","1.70","3.65","4.70","1.67","1.80","Mais de2.5","1.20","3.15","Mais de1.5","2.66","1.30","Mais de3.5","1.65","1.85","Ambas Equipas Marcam (Sim/Não)","1.15","1.20","2.04","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:23","null"
"1602171110-118","https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/","Bayer Leverkusen
              
                Nice","https://www.betano.pt/odds/bayer-leverkusen-nice/6692835/","Liga Europa - Jogos","Quinta-feira, 22 Outubro 2020 17:55","Bayer Leverkusen","Nice","1.63","4.00","4.65","1.53","2.00","Mais de2.5","1.15","3.60","Mais de1.5","2.37","1.38","Mais de3.5","1.57","1.95","Ambas Equipas Marcam (Sim/Não)","1.16","1.16","2.15","1X","12","2X","Quinta-feira, 8 Outubro 2020 16:28","null"
"1602170160-1","https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/","Sparta Rotterdam
              
                Heracles Almelo","https://www.betano.pt/odds/sparta-rotterdam-heracles-almelo/6616595/","Eredivisie","Domingo, 25 Outubro 2020 15:45","Sparta Rotterdam","Heracles Almelo","2.20","3.55","2.90","1.31","1.50","1X","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Quinta-feira, 8 Outubro 2020 16:15","null"
