web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
"1603639639-62","https://www.betano.pt/sport/futebol/espanha/laliga/5/","Bétis
              
                Elche CF","https://www.betano.pt/odds/betis-elche-cf/6828738/","LaLiga","Domingo, 1 Novembro 2020 13:00","Bétis","Elche CF","1.55","3.85","5.75","1.95","1.61","Mais de2.5","1.30","2.78","Mais de1.5","3.45","1.19","Mais de3.5","2.04","1.57","Ambas Equipas Marcam (Sim/Não)","1.10","1.19","2.30","1X","12","2X","Domingo, 25 Outubro 2020 15:26","null"
"1603639366-31","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Dijon
              
                FC Lorient","https://www.betano.pt/odds/dijon-fc-lorient/6686762/","Ligue 1","Domingo, 1 Novembro 2020 14:00","Dijon","FC Lorient","2.94","3.15","2.37","1.80","1.67","Mais de2.5","1.25","2.84","Mais de1.5","2.96","1.23","Mais de3.5","1.61","1.90","Ambas Equipas Marcam (Sim/Não)","1.53","1.26","1.35","1X","12","2X","Domingo, 25 Outubro 2020 15:21","null"
"1603639358-30","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Stade Reims
              
                Estrasburgo","https://www.betano.pt/odds/stade-reims-estrasburgo/6686763/","Ligue 1","Domingo, 1 Novembro 2020 14:00","Stade Reims","Estrasburgo","2.20","3.05","3.35","2.05","1.50","Mais de2.5","1.35","2.45","Mais de1.5","3.55","1.15","Mais de3.5","1.80","1.67","Ambas Equipas Marcam (Sim/Não)","1.28","1.28","1.57","1X","12","2X","Domingo, 25 Outubro 2020 15:21","null"
"1603639296-23","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Bayer Leverkusen
              
                Augsburgo","https://www.betano.pt/odds/bayer-leverkusen-augsburgo/6700535/","Bundesliga","Segunda-feira, 26 Outubro 2020 19:30","Bayer Leverkusen","Augsburgo","1.55","4.15","5.25","2.17","1.50","Mais de3.5","1.13","4.05","Mais de1.5","1.47","2.20","Mais de2.5","1.53","2.11","Ambas Equipas Marcam (Sim/Não)","1.12","1.17","2.30","1X","12","2X","Domingo, 25 Outubro 2020 15:20","null"
"1603640043-110","https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/","Arsenal
              
                Leicester","https://www.betano.pt/odds/arsenal-leicester/6422371/","Premier League","Domingo, 25 Outubro 2020 19:15","Arsenal","Leicester","1.88","3.55","3.75","1.63","1.95","Mais de2.5","1.19","3.45","Mais de1.5","2.52","1.36","Mais de3.5","1.55","2.05","Ambas Equipas Marcam (Sim/Não)","1.23","1.23","1.83","1X","12","2X","Domingo, 25 Outubro 2020 15:32","null"
"1603639870-89","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Nápoles
              
                Sassuolo","https://www.betano.pt/odds/napoles-sassuolo/6850078/","Série A","Domingo, 1 Novembro 2020 17:00","Nápoles","Sassuolo","1.50","4.55","5.00","1.80","1.75","Mais de3.5","1.07","5.15","Mais de1.5","1.31","2.72","Mais de2.5","1.38","2.45","Ambas Equipas Marcam (Sim/Não)","1.14","1.14","2.37","1X","12","2X","Domingo, 25 Outubro 2020 15:30","null"
"1603639894-92","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Bolonha
              
                Cagliari","https://www.betano.pt/odds/bolonha-cagliari/6850073/","Série A","Sábado, 31 Outubro 2020 19:45","Bolonha","Cagliari","1.95","3.80","3.30","2.16","1.50","Mais de3.5","1.12","4.15","Mais de1.5","1.45","2.25","Mais de2.5","1.42","2.35","Ambas Equipas Marcam (Sim/Não)","1.28","1.20","1.75","1X","12","2X","Domingo, 25 Outubro 2020 15:30","null"
"1603639662-65","https://www.betano.pt/sport/futebol/espanha/laliga/5/","Athletic Bilbao
              
                Sevilha","https://www.betano.pt/odds/athletic-bilbao-sevilha/6828742/","LaLiga","Sábado, 31 Outubro 2020 15:00","Athletic Bilbao","Sevilha","2.90","2.86","2.60","1.44","2.30","Mais de1.5","2.35","1.42","Mais de2.5","4.20","1.12","Mais de3.5","1.95","1.63","Ambas Equipas Marcam (Sim/Não)","1.44","1.33","1.36","1X","12","2X","Domingo, 25 Outubro 2020 15:26","null"
"1603639925-96","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Parma
              
                Spezia
                    AO VIVO","https://www.betano.pt/live/parma-spezia/6797420/","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Domingo, 25 Outubro 2020 15:30","null"
"1603639490-46","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Birmingham
              
                Huddersfield","https://www.betano.pt/odds/birmingham-huddersfield/6647228/","Championship","Quarta-feira, 28 Outubro 2020 19:45","Birmingham","Huddersfield","2.33","2.96","3.20","2.20","1.44","Mais de2.5","1.40","2.30","Mais de1.5","3.90","1.12","Mais de3.5","1.87","1.63","Ambas Equipas Marcam (Sim/Não)","1.30","1.28","1.53","1X","12","2X","Domingo, 25 Outubro 2020 15:24","null"
