,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1596116992-52,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"AC Milão
              
                Cagliari",https://www.betano.pt/odds/ac-milao-cagliari/6096997/,Série A,"Sábado, 1 Agosto 2020 19:45",AC Milão,Cagliari,1.33,5.25,7.15,1.80,1.75,Mais de3.5,1.06,5.25,Mais de1.5,1.3,2.78,Mais de2.5,1.50,2.17,Ambas Equipas Marcam (Sim/Não),1.06,1.1,3.05,1X,12,2X,"Quinta-feira, 30 Julho 2020 14:48"
1,1596116735-28,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Inter de Milão
              
                Getafe
                         
            Em local neutro",https://www.betano.pt/odds/inter-de-milao-getafe/5916276/,Liga Europa - Jogos,"Quarta-feira, 5 Agosto 2020 20:00",Inter de Milão,Getafe,1.83,3.5,4.1,1.38,2.56,Inter de Milão,,,,,,,1.03,6.35,Total de Golos Mais/Menos (alternativas),1.61,2.62,6.35,Inter de Milão,Getafe,Sem Golos,"Quinta-feira, 30 Julho 2020 14:44"
2,1596117000-53,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Brescia Calcio
              
                Sampdoria",https://www.betano.pt/odds/brescia-calcio-sampdoria/6096996/,Série A,"Sábado, 1 Agosto 2020 17:00",Brescia Calcio,Sampdoria,5.4,4.15,1.53,1.90,1.65,Mais de3.5,1.09,4.7,Mais de1.5,1.36,2.54,Mais de2.5,1.42,2.35,Ambas Equipas Marcam (Sim/Não),2.35,1.16,1.12,1X,12,2X,"Quinta-feira, 30 Julho 2020 14:48"
3,1596116876-42,https://www.betano.pt/sport/futebol/eua/mls/195161/,"Orlando City SC
              
                Los Angeles FC",https://www.betano.pt/odds/orlando-city-sc-los-angeles-fc/6083895/,MLS,"Sábado, 1 Agosto 2020 00:30",Orlando City SC,Los Angeles FC,3.6,4.05,1.8,2.33,1.4,Orlando City SC,,,,,,,-,10.0,Total de Golos Mais/Menos (alternativas),2.10,1.55,10.0,Orlando City SC,Los Angeles FC,Sem Golos,"Quinta-feira, 30 Julho 2020 14:47"
4,1596116868-41,https://www.betano.pt/sport/futebol/eua/mls/195161/,"San Jose Earthquakes
              
                Minnesota United",https://www.betano.pt/odds/san-jose-earthquakes-minnesota-united/6093582/,MLS,"Domingo, 2 Agosto 2020 01:00",San Jose Earthquakes,Minnesota United,2.25,3.3,3.0,1.60,1.95,San Jose Earthquakes,,,,,,,-,6.55,Total de Golos Mais/Menos (alternativas),1.75,2.04,6.55,San Jose Earthquakes,Minnesota United,Sem Golos,"Quinta-feira, 30 Julho 2020 14:47"
5,1596116518-10,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Ross County
              
                Motherwell FC",https://www.betano.pt/odds/ross-county-motherwell-fc/5906394/,Premiership,"Segunda-feira, 3 Agosto 2020 19:45",Ross County,Motherwell FC,3.1,3.35,2.18,1.83,1.65,Mais de2.5,1.25,2.86,Mais de1.5,3.05,1.22,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.61,1.24,1.32,1X,12,2X,"Quinta-feira, 30 Julho 2020 14:41"
6,1596116743-29,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Manchester United
              
                Linz
                         
            Primeira mão: 5-0",https://www.betano.pt/odds/manchester-united-linz/5916232/,Liga Europa - Jogos,"Quarta-feira, 5 Agosto 2020 20:00",Manchester United,Linz,1.25,5.7,9.5,1.47,2.2,Mais de2.5,1.12,4.2,Mais de1.5,2.2,1.47,Mais de3.5,1.91,1.65,Ambas Equipas Marcam (Sim/Não),1.03,1.12,3.55,1X,12,2X,"Quinta-feira, 30 Julho 2020 14:44"
7,1596116652-20,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Arsenal Tula
              
                FC Akhmat Grozny",https://www.betano.pt/odds/arsenal-tula-fc-akhmat-grozny/6091968/,Premier Liga,"Domingo, 9 Agosto 2020 17:00",Arsenal Tula,FC Akhmat Grozny,2.2,2.84,2.65,1.85,1.57,Mais de2.5,1.26,2.58,Mais de1.5,3.05,1.17,Mais de3.5,1.65,1.75,Ambas Equipas Marcam (Sim/Não),1.35,1.27,1.47,1X,12,2X,"Quinta-feira, 30 Julho 2020 14:43"
8,1596116727-27,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Bayer Leverkusen
              
                Rangers
                         
            Primeira mão: 3-1",https://www.betano.pt/odds/bayer-leverkusen-rangers/5916106/,Liga Europa - Jogos,"Quinta-feira, 6 Agosto 2020 17:55",Bayer Leverkusen,Rangers,1.65,3.9,4.6,-,14.4,Bayer Leverkusen,,,,,,,1.02,6.8,Total de Golos Mais/Menos (alternativas),1.53,2.64,6.8,Bayer Leverkusen,Rangers,Sem Golos,"Quinta-feira, 30 Julho 2020 14:44"
9,1596116710-25,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Wolverhampton
              
                Olympiacos
                         
            Primeira mão: 1-1",https://www.betano.pt/odds/wolverhampton-olympiacos/5915663/,Liga Europa - Jogos,"Quinta-feira, 6 Agosto 2020 20:00",Wolverhampton,Olympiacos,1.78,3.45,4.45,1.27,2.98,Wolverhampton,,,,,,,1.03,6.15,Total de Golos Mais/Menos (alternativas),1.57,2.78,6.15,Wolverhampton,Olympiacos,Sem Golos,"Quinta-feira, 30 Julho 2020 14:44"
10,1596116844-39,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quinta-feira, 30 Julho 2020 14:47"
11,1596116927-47,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Bolonha
              
                Torino",https://www.betano.pt/odds/bolonha-torino/6097005/,Série A,"Domingo, 2 Agosto 2020 19:45",Bolonha,Torino,2.19,3.7,2.84,2.02,1.57,Mais de3.5,1.11,4.35,Mais de1.5,1.4,2.4,Mais de2.5,1.36,2.54,Ambas Equipas Marcam (Sim/Não),1.36,1.21,1.61,1X,12,2X,"Quinta-feira, 30 Julho 2020 14:48"
12,1596116702-24,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Basileia
              
                Eintracht Frankfurt
                         
            Primeira mão: 3-0",https://www.betano.pt/odds/basileia-eintracht-frankfurt/5916075/,Liga Europa - Jogos,"Quinta-feira, 6 Agosto 2020 20:00",Basileia,Eintracht Frankfurt,2.35,3.5,2.72,-,10.0,Basileia,,,,,,,1.02,6.8,Total de Golos Mais/Menos (alternativas),1.85,2.02,6.8,Basileia,Eintracht Frankfurt,Sem Golos,"Quinta-feira, 30 Julho 2020 14:44"
13,1596117008-54,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, 30 July 2020 14:50"
14,1596116660-21,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"FC Ufa
              
                Krasnodar",https://www.betano.pt/odds/fc-ufa-krasnodar/6091970/,Premier Liga,"Domingo, 9 Agosto 2020 15:00",FC Ufa,Krasnodar,3.55,2.9,1.8,2.04,1.45,Mais de2.5,1.32,2.37,Mais de1.5,3.5,1.12,Mais de3.5,1.83,1.57,Ambas Equipas Marcam (Sim/Não),1.75,1.26,1.19,1X,12,2X,"Quinta-feira, 30 Julho 2020 14:43"
15,1596116795-34,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Bayern Munique
              
                Chelsea
                         
            Primeira mão: 3-0",https://www.betano.pt/odds/bayern-munique-chelsea/5916353/,Liga dos Campeões - Jogos,"Sábado, 8 Agosto 2020 20:00",Bayern Munique,Chelsea,1.55,4.25,5.1,-,34.0,Bayern Munique,,,,,,,-,6.95,Total de Golos Mais/Menos (alternativas),1.45,2.65,6.95,Bayern Munique,Chelsea,Sem Golos,"Quinta-feira, 30 Julho 2020 14:46"
16,1596116827-37,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Juventus
              
                Lyon
                         
            Primeira mão: 0-1",https://www.betano.pt/odds/juventus-lyon/5916466/,Liga dos Campeões - Jogos,"Sexta-feira, 7 Agosto 2020 20:00",Juventus,Lyon,1.4,4.55,6.85,1.67,1.91,Juventus,,,,,,,1.02,6.85,Total de Golos Mais/Menos (alternativas),1.35,3.35,6.85,Juventus,Lyon,Sem Golos,"Quinta-feira, 30 Julho 2020 14:46"
17,1596116502-9,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Fulham
              
                Cardiff
                         
            Primeira mão: 2-0",https://www.betano.pt/odds/fulham-cardiff/6038044/,Championship,"Quinta-feira, 30 Julho 2020 19:45",Fulham,Cardiff,2.0,3.4,3.9,1.02,7.35,Fulham,,,,,,,1.03,6.3,Total de Golos Mais/Menos (alternativas),1.67,2.45,6.3,Fulham,Cardiff,Sem Golos,"Quinta-feira, 30 Julho 2020 14:41"
18,1596116811-35,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Barcelona
              
                Nápoles
                         
            Primeira mão: 1-1",https://www.betano.pt/odds/barcelona-napoles/5916308/,Liga dos Campeões - Jogos,"Sábado, 8 Agosto 2020 20:00",Barcelona,Nápoles,1.6,3.75,5.35,1.28,2.94,Barcelona,,,,,,,1.02,6.75,Total de Golos Mais/Menos (alternativas),1.47,2.8,6.75,Barcelona,Nápoles,Sem Golos,"Quinta-feira, 30 Julho 2020 14:46"
19,1596116936-48,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Spal
              
                Fiorentina",https://www.betano.pt/odds/spal-fiorentina/6097002/,Série A,"Domingo, 2 Agosto 2020 17:00",Spal,Fiorentina,5.8,4.6,1.45,1.91,1.65,Mais de3.5,1.09,4.7,Mais de1.5,1.36,2.54,Mais de2.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),2.56,1.13,1.1,1X,12,2X,"Quinta-feira, 30 Julho 2020 14:48"
20,1596116526-11,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Celtic
              
                Hamilton Academical",https://www.betano.pt/odds/celtic-hamilton-academical/5906399/,Premiership,"Domingo, 2 Agosto 2020 16:30",Celtic,Hamilton Academical,1.08,9.0,21.5,1.75,1.72,Mais de3.5,1.05,5.05,Mais de1.5,1.28,2.7,Mais de2.5,2.25,1.42,Ambas Equipas Marcam (Sim/Não),-,1.04,6.3,1X,12,2X,"Quinta-feira, 30 Julho 2020 14:41"
21,1596116835-38,https://www.betano.pt/sport/futebol/espanha/laliga/5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quinta-feira, 30 Julho 2020 14:47"
