,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1601203797-191,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Ross County
              
                Aberdeen FC",https://www.betano.pt/odds/ross-county-aberdeen-fc/6347501/,Premiership,"Domingo, 27 Setembro 2020 15:00",Ross County,Aberdeen FC,4.15,3.25,1.88,2.17,1.45,Mais de2.5,1.36,2.4,Mais de1.5,3.85,1.12,Mais de3.5,1.95,1.57,Ambas Equipas Marcam (Sim/Não),1.83,1.25,1.19,1X,12.0,2X,"Domingo, 27 Setembro 2020 11:48"
1,1601203403-142,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Lyon
              
                Marselha",https://www.betano.pt/odds/lyon-marselha/6422492/,Ligue 1,"Domingo, 4 Outubro 2020 20:00",Lyon,Marselha,1.83,3.55,4.0,1.78,1.7,Mais de2.5,1.23,2.96,Mais de1.5,2.94,1.23,Mais de3.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),1.20,1.21,1.88,1X,12.0,2X,"Domingo, 27 Setembro 2020 11:43"
2,1601204116-229,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"CD Tondela
              
                SC Braga",https://www.betano.pt/odds/cd-tondela-sc-braga/6568908/,Primeira Liga,"Sábado, 3 Outubro 2020 21:00",CD Tondela,SC Braga,5.45,4.1,1.53,1.57,1.95,Mais de2.5,1.16,3.5,Mais de1.5,2.4,1.36,Mais de3.5,1.63,1.87,Ambas Equipas Marcam (Sim/Não),2.33,1.15,1.11,1X,12.0,2X,"Domingo, 27 Setembro 2020 11:54"
3,1601204032-219,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Barcelona
              
                Villarreal",https://www.betano.pt/odds/barcelona-villarreal/6502447/,LaLiga,"Domingo, 27 Setembro 2020 20:00",Barcelona,Villarreal,1.5,4.45,5.3,1.95,1.57,Mais de3.5,1.09,4.33,Mais de1.5,1.38,2.35,Mais de2.5,1.5,2.19,Ambas Equipas Marcam (Sim/Não),1.12,1.14,2.4,1X,12.0,2X,"Domingo, 27 Setembro 2020 11:52"
4,1601203256-125,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Vitesse
              
                Heracles Almelo",https://www.betano.pt/odds/vitesse-heracles-almelo/6411664/,Eredivisie,"Sábado, 3 Outubro 2020 15:30",Vitesse,Heracles Almelo,1.72,3.85,4.2,1.15,1.88,1X,,,,,,,,,,,,,,,,"Domingo, 27 Setembro 2020 11:39"
5,1601204156-234,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Belenenses SAD
              
                Famalicão",https://www.betano.pt/odds/belenenses-sad-famalicao/6486172/,Primeira Liga,"Segunda-feira, 28 Setembro 2020 19:45",Belenenses SAD,Famalicão,2.52,2.98,2.86,1.91,1.6,Mais de2.5,1.28,2.7,Mais de1.5,3.15,1.2,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.36,1.3,1.47,1X,12.0,2X,"Domingo, 27 Setembro 2020 11:54"
6,1601204209-240,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Juventus
              
                Nápoles",https://www.betano.pt/odds/juventus-napoles/6595034/,Série A,"Domingo, 4 Outubro 2020 19:45",Juventus,Nápoles,1.95,3.4,3.65,1.80,1.75,Mais de2.5,1.25,3.05,Mais de1.5,2.96,1.26,Mais de3.5,1.65,1.91,Ambas Equipas Marcam (Sim/Não),1.24,1.25,1.72,1X,12.0,2X,"Domingo, 27 Setembro 2020 11:56"
7,1601204193-239,https://www.betano.pt/sport/futebol/eua/mls/195161/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Domingo, 27 Setembro 2020 11:56"
8,1601203602-167,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Swansea City
              
                Huddersfield",https://www.betano.pt/odds/swansea-city-huddersfield/6539925/,Championship,"Sábado, 17 Outubro 2020 15:00",Swansea City,Huddersfield,2.11,3.25,3.35,1.23,1.57,1X,,,,,,,,,,,,,,,,"Domingo, 27 Setembro 2020 11:45"
9,1601203910-204,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"FC Akhmat Grozny
              
                Ural Sverdlovskaya Oblast",https://www.betano.pt/odds/fc-akhmat-grozny-ural-sverdlovskaya-oblast/6357055/,Premier Liga,"Domingo, 27 Setembro 2020 14:30",FC Akhmat Grozny,Ural Sverdlovskaya Oblast,1.87,3.3,4.15,1.85,1.61,Mais de2.5,1.27,2.68,Mais de1.5,3.05,1.2,Mais de3.5,1.72,1.72,Ambas Equipas Marcam (Sim/Não),1.19,1.24,1.83,1X,12.0,2X,"Domingo, 27 Setembro 2020 11:50"
