web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
"1603753448-91","https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/","FC Paços Ferreira
              
                FC Porto","https://www.betano.pt/odds/fc-pacos-ferreira-fc-porto/6879512/","Primeira Liga","Sexta-feira, 30 Outubro 2020 20:30","FC Paços Ferreira","FC Porto","6.45","3.70","1.53","1.88","1.61","Mais de2.5","1.27","2.74","Mais de1.5","3.10","1.21","Mais de3.5","1.91","1.60","Ambas Equipas Marcam (Sim/Não)","2.35","1.19","1.08","1X","12","2X","Segunda-feira, 26 Outubro 2020 23:02","null"
"1603753091-49","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Coventry City
              
                Reading","https://www.betano.pt/odds/coventry-city-reading/6674790/","Championship","Sexta-feira, 30 Outubro 2020 19:45","Coventry City","Reading","2.78","2.82","2.74","1.90","1.60","Mais de2.5","1.28","2.72","Mais de1.5","3.10","1.21","Mais de3.5","1.63","1.87","Ambas Equipas Marcam (Sim/Não)","1.40","1.32","1.38","1X","12","2X","Segunda-feira, 26 Outubro 2020 22:56","null"
"1603752864-22","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Borussia Mönchengladbach
              
                RB Leipzig","https://www.betano.pt/odds/borussia-monchengladbach-rb-leipzig/6710249/","Bundesliga","Sábado, 31 Outubro 2020 17:30","Borussia Mönchengladbach","RB Leipzig","2.96","3.50","2.20","2.17","1.50","Mais de3.5","1.13","4.05","Mais de1.5","1.47","2.20","Mais de2.5","1.40","2.40","Ambas Equipas Marcam (Sim/Não)","1.60","1.23","1.35","1X","12","2X","Segunda-feira, 26 Outubro 2020 22:52","null"
"1603753339-78","https://www.betano.pt/sport/futebol/espanha/laliga/5/","Alavés
              
                Barcelona","https://www.betano.pt/odds/alaves-barcelona/6828737/","LaLiga","Sábado, 31 Outubro 2020 20:00","Alavés","Barcelona","6.40","4.25","1.45","1.55","2.05","Mais de2.5","1.16","3.75","Mais de1.5","2.35","1.42","Mais de3.5","1.65","1.90","Ambas Equipas Marcam (Sim/Não)","2.56","1.15","1.08","1X","12","2X","Segunda-feira, 26 Outubro 2020 23:01","null"
"1603753113-52","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Derby County
              
                Cardiff","https://www.betano.pt/odds/derby-county-cardiff/6647231/","Championship","Quarta-feira, 28 Outubro 2020 19:45","Derby County","Cardiff","2.82","3.00","2.56","2.19","1.44","Mais de2.5","1.38","2.35","Mais de1.5","3.90","1.12","Mais de3.5","1.85","1.65","Ambas Equipas Marcam (Sim/Não)","1.45","1.28","1.38","1X","12","2X","Segunda-feira, 26 Outubro 2020 22:56","null"
"1603753143-56","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Brentford FC
              
                Norwich City","https://www.betano.pt/odds/brentford-fc-norwich-city/6637370/","Championship","Terça-feira, 27 Outubro 2020 19:45","Brentford FC","Norwich City","2.19","3.30","3.10","1.87","1.63","Mais de2.5","1.27","2.78","Mais de1.5","3.10","1.21","Mais de3.5","1.67","1.80","Ambas Equipas Marcam (Sim/Não)","1.31","1.24","1.61","1X","12","2X","Segunda-feira, 26 Outubro 2020 22:56","null"
"1603753260-69","https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/","FC Ufa
              
                Ural Sverdlovskaya Oblast","https://www.betano.pt/odds/fc-ufa-ural-sverdlovskaya-oblast/6684731/","Premier Liga","Domingo, 1 Novembro 2020 09:00","FC Ufa","Ural Sverdlovskaya Oblast","2.66","2.86","2.82","1.47","2.10","Mais de1.5","2.40","1.35","Mais de2.5","4.40","1.07","Mais de3.5","2.00","1.53","Ambas Equipas Marcam (Sim/Não)","1.38","1.32","1.42","1X","12","2X","Segunda-feira, 26 Outubro 2020 23:00","null"
"1603753347-79","https://www.betano.pt/sport/futebol/espanha/laliga/5/","CA Osasuna
              
                Atlético de Madrid","https://www.betano.pt/odds/ca-osasuna-atletico-de-madrid/6828736/","LaLiga","Sábado, 31 Outubro 2020 17:30","CA Osasuna","Atlético de Madrid","5.05","3.25","1.75","2.10","1.53","Mais de2.5","1.36","2.54","Mais de1.5","3.65","1.17","Mais de3.5","1.95","1.63","Ambas Equipas Marcam (Sim/Não)","1.95","1.26","1.13","1X","12","2X","Segunda-feira, 26 Outubro 2020 23:01","null"
"1603753205-63","https://www.betano.pt/sport/futebol/escocia/premiership/1647r/","Livingston FC
              
                Motherwell FC","https://www.betano.pt/odds/livingston-fc-motherwell-fc/6674946/","Premiership","Sábado, 31 Outubro 2020 15:00","Livingston FC","Motherwell FC","2.33","3.30","2.86","1.90","1.60","Mais de2.5","1.28","2.72","Mais de1.5","3.25","1.19","Mais de3.5","1.70","1.78","Ambas Equipas Marcam (Sim/Não)","1.36","1.24","1.53","1X","12","2X","Segunda-feira, 26 Outubro 2020 22:59","null"
"1603753676-118","https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/","Aston Villa
              
                Southampton","https://www.betano.pt/odds/aston-villa-southampton/6457870/","Premier League","Domingo, 1 Novembro 2020 12:00","Aston Villa","Southampton","2.30","3.50","2.78","1.53","2.10","Mais de2.5","1.16","3.75","Mais de1.5","2.33","1.42","Mais de3.5","1.45","2.25","Ambas Equipas Marcam (Sim/Não)","1.40","1.23","1.53","1X","12","2X","Segunda-feira, 26 Outubro 2020 23:05","null"
