,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
53,1601299078-138,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Leeds United
              
                Manchester City",https://www.betano.pt/odds/leeds-united-manchester-city/6493287/,Premier League,"Sábado, 3 Outubro 2020 15:00",Leeds United,Manchester City,9.0,5.4,1.28,1.8,1.75,Mais de3.5,1.07,5.1,Mais de1.5,1.31,2.72,Mais de2.5,1.55,2.05,Ambas Equipas Marcam (Sim/Não),3.30,1.13,1.04,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
54,1601298520-95,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Villarreal
              
                Alavés",https://www.betano.pt/odds/villarreal-alaves/6567513/,LaLiga,"Quarta-feira, 30 Setembro 2020 18:00",Villarreal,Alavés,1.61,3.75,5.25,1.88,1.67,Mais de2.5,1.27,2.92,Mais de1.5,3.15,1.23,Mais de3.5,1.88,1.67,Ambas Equipas Marcam (Sim/Não),1.12,1.2,2.19,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
55,1601298599-103,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"CD Tondela
              
                SC Braga",https://www.betano.pt/odds/cd-tondela-sc-braga/6568908/,Primeira Liga,"Sábado, 3 Outubro 2020 21:00",CD Tondela,SC Braga,5.45,4.1,1.53,1.57,1.95,Mais de2.5,1.16,3.5,Mais de1.5,2.4,1.36,Mais de3.5,1.63,1.87,Ambas Equipas Marcam (Sim/Não),2.33,1.15,1.11,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:09",
56,1601298179-60,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Norwich City
              
                Derby County",https://www.betano.pt/odds/norwich-city-derby-county/6411301/,Championship,"Sábado, 3 Outubro 2020 12:30",Norwich City,Derby County,1.63,4.1,4.5,1.57,1.95,Mais de2.5,1.15,3.55,Mais de1.5,2.45,1.35,Mais de3.5,1.61,1.9,Ambas Equipas Marcam (Sim/Não),1.16,1.16,2.14,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:59",
57,1601297642-2,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Willem II Tilburg
              
                Feyenoord",https://www.betano.pt/odds/willem-ii-tilburg-feyenoord/6419535/,Eredivisie,"Domingo, 4 Outubro 2020 13:30",Willem II Tilburg,Feyenoord,3.7,4.0,1.78,1.47,2.12,Mais de2.5,1.12,3.9,Mais de1.5,2.25,1.42,Mais de3.5,1.47,2.13,Ambas Equipas Marcam (Sim/Não),1.91,1.17,1.23,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:53",
58,1601297919-31,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Estrasburgo
              
                Lille",https://www.betano.pt/odds/estrasburgo-lille/6422095/,Ligue 1,"Domingo, 4 Outubro 2020 14:00",Estrasburgo,Lille,3.3,3.1,2.2,2.05,1.5,Mais de2.5,1.35,2.45,Mais de1.5,3.55,1.15,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.57,1.28,1.28,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:57",
59,1601297821-21,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"RB Leipzig
              
                FC Schalke 04",https://www.betano.pt/odds/rb-leipzig-fc-schalke-04/6562367/,Bundesliga,"Sábado, 3 Outubro 2020 17:30",RB Leipzig,FC Schalke 04,1.25,5.8,9.5,1.9,1.65,Mais de3.5,1.08,4.9,Mais de1.5,1.35,2.58,Mais de2.5,1.67,1.87,Ambas Equipas Marcam (Sim/Não),1.03,1.11,3.55,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
60,1601298117-53,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Swansea City
              
                Millwall FC",https://www.betano.pt/odds/swansea-city-millwall-fc/6411322/,Championship,"Sábado, 3 Outubro 2020 15:00",Swansea City,Millwall FC,2.3,3.0,3.2,2.1,1.47,Mais de2.5,1.36,2.4,Mais de1.5,3.65,1.14,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.30,1.28,1.53,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:59",
61,1601298634-107,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Moreirense FC
              
                Boavista FC",https://www.betano.pt/odds/moreirense-fc-boavista-fc/6568903/,Primeira Liga,"Sexta-feira, 2 Outubro 2020 19:00",Moreirense FC,Boavista FC,2.45,3.2,2.78,1.42,2.25,Mais de1.5,2.3,1.4,Mais de2.5,4.15,1.1,Mais de3.5,1.95,1.57,Ambas Equipas Marcam (Sim/Não),1.38,1.26,1.47,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:09",
62,1601297812-20,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Wolfsburgo
              
                Augsburgo",https://www.betano.pt/odds/wolfsburgo-augsburgo/6562369/,Bundesliga,"Domingo, 4 Outubro 2020 14:30",Wolfsburgo,Augsburgo,1.75,3.6,4.35,1.7,1.85,Mais de2.5,1.22,3.2,Mais de1.5,2.72,1.31,Mais de3.5,1.65,1.91,Ambas Equipas Marcam (Sim/Não),1.17,1.22,1.95,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
63,1601297997-39,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Luton Town
              
                Stoke City",https://www.betano.pt/odds/luton-town-stoke-city/6539939/,Championship,"Sábado, 17 Outubro 2020 15:00",Luton Town,Stoke City,2.96,3.25,2.3,1.47,1.3,1X,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 13:59",
64,1601297857-25,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Eintracht Frankfurt
              
                Hoffenheim",https://www.betano.pt/odds/eintracht-frankfurt-hoffenheim/6562363/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Eintracht Frankfurt,Hoffenheim,2.3,3.45,2.82,2.02,1.57,Mais de3.5,1.11,4.33,Mais de1.5,1.42,2.35,Mais de2.5,1.35,2.58,Ambas Equipas Marcam (Sim/Não),1.38,1.24,1.53,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
65,1601297989-38,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Preston
              
                Cardiff",https://www.betano.pt/odds/preston-cardiff/6539920/,Championship,"Domingo, 18 Outubro 2020 12:00",Preston,Cardiff,2.3,3.25,2.96,1.3,1.47,1X,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 13:59",
66,1601297758-14,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Augsburgo
              
                RB Leipzig",https://www.betano.pt/odds/augsburgo-rb-leipzig/6632981/,Bundesliga,"Sábado, 17 Outubro 2020 14:30",Augsburgo,RB Leipzig,4.75,4.3,1.57,2.04,1.57,Mais de3.5,1.1,4.5,Mais de1.5,1.4,2.4,Mais de2.5,1.45,2.25,Ambas Equipas Marcam (Sim/Não),2.25,1.15,1.15,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
67,1601297910-30,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Bordéus
              
                Dijon",https://www.betano.pt/odds/bordeus-dijon/6422098/,Ligue 1,"Domingo, 4 Outubro 2020 14:00",Bordéus,Dijon,1.67,3.65,4.75,1.87,1.63,Mais de2.5,1.26,2.8,Mais de1.5,3.1,1.21,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.15,1.2,2.05,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:57",
68,1601298828-119,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Lázio
              
                Atalanta",https://www.betano.pt/odds/lazio-atalanta/6400671/,Série A,"Quarta-feira, 30 Setembro 2020 19:45",Lázio,Atalanta,2.5,3.55,2.52,2.13,1.5,Mais de3.5,1.13,4.1,Mais de1.5,1.45,2.25,Mais de2.5,1.38,2.45,Ambas Equipas Marcam (Sim/Não),1.45,1.22,1.47,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:10",
69,1601298295-71,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Lokomotiv Moscovo
              
                FK Khimki",https://www.betano.pt/odds/lokomotiv-moscovo-fk-khimki/6418891/,Premier Liga,"Domingo, 4 Outubro 2020 12:00",Lokomotiv Moscovo,FK Khimki,1.5,4.0,5.9,1.75,1.7,Mais de2.5,1.22,2.94,Mais de1.5,2.86,1.23,Mais de3.5,1.83,1.63,Ambas Equipas Marcam (Sim/Não),1.09,1.17,2.37,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:04",
70,1601298081-49,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Derby County
              
                Watford",https://www.betano.pt/odds/derby-county-watford/6539936/,Championship,"Sexta-feira, 16 Outubro 2020 19:45",Derby County,Watford,2.96,3.25,2.3,1.47,1.3,1X,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 13:59",
71,1601298626-106,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Vitória Guimarães
              
                FC Paços Ferreira",https://www.betano.pt/odds/vitoria-guimaraes-fc-pacos-ferreira/6568904/,Primeira Liga,"Sexta-feira, 2 Outubro 2020 21:15",Vitória Guimarães,FC Paços Ferreira,1.5,3.95,6.05,1.78,1.7,Mais de2.5,1.24,2.92,Mais de1.5,2.92,1.24,Mais de3.5,1.87,1.63,Ambas Equipas Marcam (Sim/Não),1.09,1.17,2.37,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:09",
72,1601298980-135,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Arsenal
              
                Sheffield United",https://www.betano.pt/odds/arsenal-sheffield-united/6458224/,Premier League,"Domingo, 4 Outubro 2020 14:00",Arsenal,Sheffield United,1.53,4.05,5.45,1.83,1.72,Mais de2.5,1.25,3.05,Mais de1.5,3.1,1.24,Mais de3.5,1.91,1.65,Ambas Equipas Marcam (Sim/Não),1.12,1.18,2.33,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
73,1601297722-10,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"FC Schalke 04
              
                1. FC Union Berlin",https://www.betano.pt/odds/fc-schalke-04-1-fc-union-berlin/6632985/,Bundesliga,"Domingo, 18 Outubro 2020 17:00",FC Schalke 04,1. FC Union Berlin,2.25,3.3,3.0,1.88,1.67,Mais de2.5,1.28,2.86,Mais de1.5,3.2,1.22,Mais de3.5,1.7,1.85,Ambas Equipas Marcam (Sim/Não),1.33,1.25,1.57,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
74,1601298846-121,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Udinese
              
                Spezia",https://www.betano.pt/odds/udinese-spezia/6400676/,Série A,"Quarta-feira, 30 Setembro 2020 17:00",Udinese,Spezia,1.67,3.6,5.0,1.87,1.67,Mais de2.5,1.27,2.92,Mais de1.5,3.1,1.24,Mais de3.5,1.83,1.72,Ambas Equipas Marcam (Sim/Não),1.13,1.22,2.1,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:10",
75,1601297705-9,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Utrecht
              
                SC Heerenveen",https://www.betano.pt/odds/fc-utrecht-sc-heerenveen/6403096/,Eredivisie,"Sexta-feira, 2 Outubro 2020 19:00",FC Utrecht,SC Heerenveen,1.83,3.8,3.7,1.95,1.57,Mais de3.5,1.09,4.25,Mais de1.5,1.38,2.35,Mais de2.5,1.36,2.4,Ambas Equipas Marcam (Sim/Não),1.23,1.18,1.88,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:53",
76,1601298056-46,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Swansea City
              
                Huddersfield",https://www.betano.pt/odds/swansea-city-huddersfield/6539925/,Championship,"Sábado, 17 Outubro 2020 15:00",Swansea City,Huddersfield,2.11,3.25,3.35,1.23,1.57,1X,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 13:59",
77,1601298546-98,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Real Sociedad
              
                Valência",https://www.betano.pt/odds/real-sociedad-valencia/6567511/,LaLiga,"Terça-feira, 29 Setembro 2020 18:00",Real Sociedad,Valência,1.65,3.9,4.65,1.85,1.7,Mais de2.5,1.26,2.98,Mais de1.5,3.15,1.23,Mais de3.5,1.85,1.7,Ambas Equipas Marcam (Sim/Não),1.16,1.18,2.12,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
78,1601298330-75,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"FC Ufa
              
                Rotor Volgograd",https://www.betano.pt/odds/fc-ufa-rotor-volgograd/6411714/,Premier Liga,"Sábado, 3 Outubro 2020 12:00",FC Ufa,Rotor Volgograd,1.95,3.15,3.95,1.4,2.25,Mais de1.5,2.25,1.4,Mais de2.5,4.0,1.1,Mais de3.5,2.0,1.53,Ambas Equipas Marcam (Sim/Não),1.21,1.27,1.72,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:04",
79,1601298108-52,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Blackburn Rovers
              
                Cardiff",https://www.betano.pt/odds/blackburn-rovers-cardiff/6411324/,Championship,"Sábado, 3 Outubro 2020 15:00",Blackburn Rovers,Cardiff,2.2,3.15,3.25,1.83,1.65,Mais de2.5,1.26,2.8,Mais de1.5,3.0,1.22,Mais de3.5,1.65,1.85,Ambas Equipas Marcam (Sim/Não),1.30,1.26,1.6,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:59",
80,1601298206-62,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Rangers
              
                Ross County",https://www.betano.pt/odds/rangers-ross-county/6403493/,Premiership,"Domingo, 4 Outubro 2020 15:00",Rangers,Ross County,1.14,6.75,19.5,1.45,2.16,Mais de2.5,1.11,4.0,Mais de1.5,2.16,1.45,Mais de3.5,2.5,1.33,Ambas Equipas Marcam (Sim/Não),-,1.07,5.0,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:03",
81,1601298953-132,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Aston Villa
              
                Liverpool",https://www.betano.pt/odds/aston-villa-liverpool/6458189/,Premier League,"Domingo, 4 Outubro 2020 19:15",Aston Villa,Liverpool,8.0,5.2,1.31,1.47,2.2,Mais de2.5,1.12,4.2,Mais de1.5,2.2,1.47,Mais de3.5,1.8,1.75,Ambas Equipas Marcam (Sim/Não),3.20,1.1,1.04,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
82,1601298643-108,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Belenenses SAD
              
                Famalicão",https://www.betano.pt/odds/belenenses-sad-famalicao/6486172/,Primeira Liga,"Segunda-feira, 28 Setembro 2020 19:45",Belenenses SAD,Famalicão,2.54,3.15,3.0,2.1,1.61,Mais de2.5,1.31,2.58,Mais de1.5,3.35,1.17,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.36,1.28,1.47,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:09",
83,1601298250-67,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Aberdeen FC
              
                St Mirren",https://www.betano.pt/odds/aberdeen-fc-st-mirren/6403488/,Premiership,"Sexta-feira, 2 Outubro 2020 19:45",Aberdeen FC,St Mirren,1.47,3.9,6.8,1.78,1.7,Mais de2.5,1.24,2.9,Mais de1.5,2.9,1.24,Mais de3.5,1.9,1.61,Ambas Equipas Marcam (Sim/Não),1.07,1.17,2.45,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:03",
84,1601298492-92,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Athletic Bilbao
              
                Cádiz CF",https://www.betano.pt/odds/athletic-bilbao-cadiz-cf/6567449/,LaLiga,"Quinta-feira, 1 Outubro 2020 18:00",Athletic Bilbao,Cádiz CF,1.7,3.45,4.9,2.33,1.42,Mais de2.5,1.42,2.35,Mais de1.5,4.3,1.11,Mais de3.5,2.2,1.47,Ambas Equipas Marcam (Sim/Não),1.14,1.24,2.02,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
85,1601298064-47,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Rotherham
              
                Norwich City",https://www.betano.pt/odds/rotherham-norwich-city/6539922/,Championship,"Sábado, 17 Outubro 2020 15:00",Rotherham,Norwich City,3.7,3.35,1.95,1.67,1.19,1X,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 13:59",
86,1601298926-129,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Newcastle
              
                Manchester United",https://www.betano.pt/odds/newcastle-manchester-united/6458215/,Premier League,"Sábado, 17 Outubro 2020 16:00",Newcastle,Manchester United,5.8,3.9,1.53,1.65,1.91,Mais de2.5,1.2,3.4,Mais de1.5,2.56,1.35,Mais de3.5,1.7,1.85,Ambas Equipas Marcam (Sim/Não),2.33,1.19,1.1,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
87,1601297972-37,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"PSG
              
                Angers",https://www.betano.pt/odds/psg-angers/6422096/,Ligue 1,"Sexta-feira, 2 Outubro 2020 20:00",PSG,Angers,1.15,6.95,15.0,1.88,1.61,Mais de3.5,1.06,4.8,Mais de1.5,1.33,2.52,Mais de2.5,2.02,1.53,Ambas Equipas Marcam (Sim/Não),1.02,1.07,4.75,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:57",
88,1601298528-96,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Huesca
              
                Atlético de Madrid",https://www.betano.pt/odds/huesca-atletico-de-madrid/6567509/,LaLiga,"Quarta-feira, 30 Setembro 2020 18:00",Huesca,Atlético de Madrid,7.15,3.75,1.47,2.05,1.55,Mais de2.5,1.35,2.58,Mais de1.5,3.6,1.17,Mais de3.5,2.17,1.5,Ambas Equipas Marcam (Sim/Não),2.45,1.21,1.06,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
89,1601298356-78,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 14:05",
90,1601297892-28,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Lyon
              
                Marselha",https://www.betano.pt/odds/lyon-marselha/6422492/,Ligue 1,"Domingo, 4 Outubro 2020 20:00",Lyon,Marselha,1.83,3.4,4.2,1.75,1.72,Mais de2.5,1.23,2.94,Mais de1.5,2.86,1.25,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.19,1.22,1.88,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:57",
91,1601298072-48,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Middlesbrough
              
                Reading",https://www.betano.pt/odds/middlesbrough-reading/6539917/,Championship,"Sábado, 17 Outubro 2020 15:00",Middlesbrough,Reading,2.05,3.3,3.45,1.22,1.6,1X,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 13:59",
92,1601298047-45,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Wycombe
              
                Millwall FC",https://www.betano.pt/odds/wycombe-millwall-fc/6539926/,Championship,"Sábado, 17 Outubro 2020 15:00",Wycombe,Millwall FC,4.35,3.45,1.78,1.8,1.14,1X,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 13:59",
93,1601298962-133,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Manchester United
              
                Tottenham",https://www.betano.pt/odds/manchester-united-tottenham/6458225/,Premier League,"Domingo, 4 Outubro 2020 16:30",Manchester United,Tottenham,1.91,3.5,3.7,1.7,1.85,Mais de2.5,1.22,3.2,Mais de1.5,2.74,1.31,Mais de3.5,1.61,1.95,Ambas Equipas Marcam (Sim/Não),1.23,1.23,1.8,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
94,1601298419-84,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"CA Osasuna
              
                Celta de Vigo",https://www.betano.pt/odds/ca-osasuna-celta-de-vigo/6641038/,LaLiga,"Domingo, 4 Outubro 2020 11:00",CA Osasuna,Celta de Vigo,2.7,2.94,2.7,2.11,1.53,Mais de2.5,1.36,2.52,Mais de1.5,3.7,1.16,Mais de3.5,1.8,1.75,Ambas Equipas Marcam (Sim/Não),1.40,1.32,1.4,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
95,1601298339-76,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"FK Khimki
              
                Dinamo Moscovo",https://www.betano.pt/odds/fk-khimki-dinamo-moscovo/6357060/,Premier Liga,"Segunda-feira, 28 Setembro 2020 17:00",FK Khimki,Dinamo Moscovo,4.25,3.45,1.8,1.95,1.55,Mais de2.5,1.28,2.6,Mais de1.5,3.35,1.16,Mais de3.5,1.83,1.63,Ambas Equipas Marcam (Sim/Não),1.90,1.22,1.18,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:04",
96,1601298268-68,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Dinamo Moscovo
              
                Krasnodar",https://www.betano.pt/odds/dinamo-moscovo-krasnodar/6421585/,Premier Liga,"Domingo, 4 Outubro 2020 18:00",Dinamo Moscovo,Krasnodar,2.76,3.2,2.45,1.91,1.57,Mais de2.5,1.28,2.64,Mais de1.5,3.2,1.18,Mais de3.5,1.7,1.75,Ambas Equipas Marcam (Sim/Não),1.47,1.25,1.4,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:04",
97,1601297731-11,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Colónia
              
                Eintracht Frankfurt",https://www.betano.pt/odds/colonia-eintracht-frankfurt/6632984/,Bundesliga,"Domingo, 18 Outubro 2020 14:30",Colónia,Eintracht Frankfurt,2.45,3.4,2.62,2.05,1.55,Mais de3.5,1.12,4.2,Mais de1.5,1.44,2.3,Mais de2.5,1.36,2.54,Ambas Equipas Marcam (Sim/Não),1.44,1.24,1.47,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
98,1601297937-33,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Stade Brestois 29
              
                Mónaco",https://www.betano.pt/odds/stade-brestois-29-monaco/6422090/,Ligue 1,"Domingo, 4 Outubro 2020 14:00",Stade Brestois 29,Mónaco,3.0,3.5,2.17,1.6,1.91,Mais de2.5,1.17,3.4,Mais de1.5,2.45,1.35,Mais de3.5,1.47,2.1,Ambas Equipas Marcam (Sim/Não),1.61,1.21,1.33,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:57",
99,1601297963-36,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"RC Lens
              
                Saint-Étienne",https://www.betano.pt/odds/rc-lens-saint-etienne/6422097/,Ligue 1,"Sábado, 3 Outubro 2020 16:00",RC Lens,Saint-Étienne,2.25,3.3,3.0,2.0,1.53,Mais de2.5,1.3,2.62,Mais de1.5,3.45,1.16,Mais de3.5,1.78,1.7,Ambas Equipas Marcam (Sim/Não),1.33,1.24,1.57,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:57",
100,1601297954-35,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Nice
              
                Nantes",https://www.betano.pt/odds/nice-nantes/6422093/,Ligue 1,"Sábado, 3 Outubro 2020 20:00",Nice,Nantes,2.35,3.2,2.92,2.02,1.53,Mais de2.5,1.32,2.56,Mais de1.5,3.45,1.16,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.35,1.26,1.53,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:57",
101,1601298464-89,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Real Valladolid
              
                Eibar",https://www.betano.pt/odds/real-valladolid-eibar/6641033/,LaLiga,"Sábado, 3 Outubro 2020 12:00",Real Valladolid,Eibar,2.52,2.86,2.98,2.18,1.5,Mais de2.5,1.38,2.45,Mais de1.5,3.85,1.15,Mais de3.5,1.83,1.72,Ambas Equipas Marcam (Sim/Não),1.33,1.33,1.45,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
102,1601297687-7,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"RKC Waalwijk
              
                PEC Zwolle",https://www.betano.pt/odds/rkc-waalwijk-pec-zwolle/6451994/,Eredivisie,"Sábado, 3 Outubro 2020 17:45",RKC Waalwijk,PEC Zwolle,3.05,3.65,2.1,1.53,2.04,Mais de2.5,1.14,3.65,Mais de1.5,2.3,1.4,Mais de3.5,1.45,2.16,Ambas Equipas Marcam (Sim/Não),1.65,1.2,1.33,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:53",
103,1601298899-126,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Leicester
              
                Aston Villa",https://www.betano.pt/odds/leicester-aston-villa/6458218/,Premier League,"Sábado, 17 Outubro 2020 16:00",Leicester,Aston Villa,1.55,3.85,5.6,1.55,2.05,Mais de2.5,1.16,3.7,Mais de1.5,2.35,1.42,Mais de3.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),1.11,1.19,2.25,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
104,1601298511-94,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Eibar
              
                Elche CF",https://www.betano.pt/odds/eibar-elche-cf/6567507/,LaLiga,"Quarta-feira, 30 Setembro 2020 20:30",Eibar,Elche CF,1.75,3.55,4.45,2.2,1.47,Mais de2.5,1.38,2.45,Mais de1.5,4.05,1.13,Mais de3.5,2.1,1.53,Ambas Equipas Marcam (Sim/Não),1.17,1.22,1.95,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
105,1601298935-130,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"West Brom
              
                Burnley",https://www.betano.pt/odds/west-brom-burnley/6493474/,Premier League,"Sábado, 17 Outubro 2020 15:00",West Brom,Burnley,2.58,3.15,2.67,2.02,1.57,Mais de2.5,1.32,2.68,Mais de1.5,3.45,1.19,Mais de3.5,1.75,1.8,Ambas Equipas Marcam (Sim/Não),1.42,1.28,1.45,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
106,1601298031-43,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Birmingham
              
                Sheffield Wednesday",https://www.betano.pt/odds/birmingham-sheffield-wednesday/6539928/,Championship,"Sábado, 17 Outubro 2020 15:00",Birmingham,Sheffield Wednesday,2.45,3.3,2.72,1.35,1.42,1X,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 13:59",
