web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
"1603307602-82","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Queens Park Rangers
              
                Preston
                    AO VIVO","https://www.betano.pt/live/queens-park-rangers-preston/6579723/","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Quarta-feira, 21 Outubro 2020 20:09","null"
"1603307997-122","https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/","FC Porto
              
                Gil Vicente FC","https://www.betano.pt/odds/fc-porto-gil-vicente-fc/6820088/","Primeira Liga","Sábado, 24 Outubro 2020 20:30","FC Porto","Gil Vicente FC","1.22","6.25","10.00","1.50","2.05","Mais de2.5","1.13","3.75","Mais de1.5","2.33","1.38","Mais de3.5","2.05","1.50","Ambas Equipas Marcam (Sim/Não)","1.03","1.09","3.85","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:19","null"
"1603308014-124","https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/","CD Nacional Madeira
              
                FC Paços Ferreira","https://www.betano.pt/odds/cd-nacional-madeira-fc-pacos-ferreira/6820086/","Primeira Liga","Sábado, 24 Outubro 2020 15:30","CD Nacional Madeira","FC Paços Ferreira","2.52","3.20","2.70","2.05","1.50","Mais de2.5","1.33","2.52","Mais de1.5","3.60","1.15","Mais de3.5","1.80","1.67","Ambas Equipas Marcam (Sim/Não)","1.40","1.26","1.45","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:19","null"
"1603307820-103","https://www.betano.pt/sport/futebol/espanha/laliga/5/","CA Osasuna
              
                Atlético de Madrid","https://www.betano.pt/odds/ca-osasuna-atletico-de-madrid/6828736/","LaLiga","Sábado, 31 Outubro 2020 17:30","CA Osasuna","Atlético de Madrid","4.80","3.40","1.72","2.13","1.50","Mais de2.5","1.36","2.52","Mais de1.5","3.80","1.15","Mais de3.5","2.02","1.57","Ambas Equipas Marcam (Sim/Não)","2.00","1.24","1.14","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:15","null"
"1603308360-160","https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/","West Ham
              
                Manchester City","https://www.betano.pt/odds/west-ham-manchester-city/6457848/","Premier League","Sábado, 24 Outubro 2020 12:30","West Ham","Manchester City","6.40","4.95","1.38","1.90","1.65","Mais de3.5","1.08","4.90","Mais de1.5","1.35","2.58","Mais de2.5","1.50","2.14","Ambas Equipas Marcam (Sim/Não)","2.78","1.12","1.08","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:22","null"
"1603307293-49","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Bordéus
              
                Nimes","https://www.betano.pt/odds/bordeus-nimes/6618966/","Ligue 1","Domingo, 25 Outubro 2020 14:00","Bordéus","Nimes","1.91","3.45","3.75","1.90","1.61","Mais de2.5","1.27","2.76","Mais de1.5","3.20","1.19","Mais de3.5","1.75","1.72","Ambas Equipas Marcam (Sim/Não)","1.23","1.22","1.78","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:06","null"
"1603307971-119","https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/","Famalicão
              
                Boavista FC","https://www.betano.pt/odds/famalicao-boavista-fc/6820091/","Primeira Liga","Domingo, 25 Outubro 2020 17:30","Famalicão","Boavista FC","2.33","3.15","3.00","1.95","1.57","Mais de2.5","1.30","2.65","Mais de1.5","3.30","1.18","Mais de3.5","1.70","1.78","Ambas Equipas Marcam (Sim/Não)","1.33","1.26","1.53","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:19","null"
"1603307127-31","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","1. FC Union Berlin
              
                Friburgo","https://www.betano.pt/odds/1-fc-union-berlin-friburgo/6700531/","Bundesliga","Sábado, 24 Outubro 2020 14:30","1. FC Union Berlin","Friburgo","2.20","3.25","3.10","1.67","1.87","Mais de2.5","1.21","3.30","Mais de1.5","2.66","1.33","Mais de3.5","1.55","2.05","Ambas Equipas Marcam (Sim/Não)","1.32","1.27","1.57","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:03","null"
"1603308174-141","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Sassuolo
              
                Torino","https://www.betano.pt/odds/sassuolo-torino/6797414/","Série A","Sexta-feira, 23 Outubro 2020 19:45","Sassuolo","Torino","1.53","4.35","5.00","2.05","1.55","Mais de3.5","1.10","4.45","Mais de1.5","1.42","2.35","Mais de2.5","1.50","2.16","Ambas Equipas Marcam (Sim/Não)","1.14","1.15","2.33","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:20","null"
"1603308370-161","https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/","Aston Villa
              
                Leeds United","https://www.betano.pt/odds/aston-villa-leeds-united/6493493/","Premier League","Sexta-feira, 23 Outubro 2020 20:00","Aston Villa","Leeds United","2.20","3.45","2.94","1.65","1.91","Mais de2.5","1.19","3.45","Mais de1.5","2.56","1.35","Mais de3.5","1.53","2.12","Ambas Equipas Marcam (Sim/Não)","1.35","1.24","1.57","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:22","null"
"1603307100-28","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Werder Bremen
              
                Hoffenheim","https://www.betano.pt/odds/werder-bremen-hoffenheim/6700534/","Bundesliga","Domingo, 25 Outubro 2020 17:00","Werder Bremen","Hoffenheim","2.90","3.55","2.20","1.50","2.18","Mais de2.5","1.14","3.95","Mais de1.5","2.20","1.47","Mais de3.5","1.42","2.37","Ambas Equipas Marcam (Sim/Não)","1.57","1.23","1.36","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:03","null"
"1603307892-111","https://www.betano.pt/sport/futebol/espanha/laliga/5/","Real Valladolid
              
                Alavés","https://www.betano.pt/odds/real-valladolid-alaves/6711919/","LaLiga","Domingo, 25 Outubro 2020 11:00","Real Valladolid","Alavés","2.30","2.80","3.45","1.57","2.02","Mais de1.5","2.74","1.31","Mais de2.5","5.25","1.06","Mais de3.5","2.20","1.47","Ambas Equipas Marcam (Sim/Não)","1.26","1.35","1.53","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:15","null"
"1603306944-12","https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/","Fortuna Sittard
              
                FC Groningen","https://www.betano.pt/odds/fortuna-sittard-fc-groningen/6615410/","Eredivisie","Domingo, 25 Outubro 2020 13:30","Fortuna Sittard","FC Groningen","3.00","3.30","2.25","1.70","1.78","Mais de2.5","1.21","3.10","Mais de1.5","2.70","1.28","Mais de3.5","1.55","2.00","Ambas Equipas Marcam (Sim/Não)","1.57","1.24","1.33","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:00","null"
"1603307110-29","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Wolfsburgo
              
                Arminia Bielefeld","https://www.betano.pt/odds/wolfsburgo-arminia-bielefeld/6700533/","Bundesliga","Domingo, 25 Outubro 2020 14:30","Wolfsburgo","Arminia Bielefeld","1.67","3.75","4.60","1.72","1.83","Mais de2.5","1.21","3.30","Mais de1.5","2.76","1.30","Mais de3.5","1.67","1.87","Ambas Equipas Marcam (Sim/Não)","1.16","1.20","2.05","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:03","null"
"1603307636-85","https://www.betano.pt/sport/futebol/escocia/premiership/1647r/","Aberdeen FC
              
                Celtic","https://www.betano.pt/odds/aberdeen-fc-celtic/6604817/","Premiership","Domingo, 25 Outubro 2020 12:00","Aberdeen FC","Celtic","6.30","3.60","1.55","1.85","1.65","Mais de2.5","1.26","2.80","Mais de1.5","3.05","1.22","Mais de3.5","1.88","1.61","Ambas Equipas Marcam (Sim/Não)","2.30","1.20","1.08","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:13","null"
"1603308156-139","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Génova
              
                Inter de Milão","https://www.betano.pt/odds/genova-inter-de-milao/6797416/","Série A","Sábado, 24 Outubro 2020 17:00","Génova","Inter de Milão","6.90","4.60","1.40","2.15","1.50","Mais de3.5","1.12","4.15","Mais de1.5","1.45","2.25","Mais de2.5","1.63","1.95","Ambas Equipas Marcam (Sim/Não)","2.76","1.13","1.06","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:20","null"
"1603307519-73","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Huddersfield
              
                Preston","https://www.betano.pt/odds/huddersfield-preston/6604622/","Championship","Sábado, 24 Outubro 2020 15:00","Huddersfield","Preston","2.70","3.15","2.54","1.87","1.63","Mais de2.5","1.27","2.74","Mais de1.5","3.10","1.21","Mais de3.5","1.65","1.83","Ambas Equipas Marcam (Sim/Não)","1.45","1.26","1.40","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:09","null"
"1603307537-75","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Cardiff
              
                Middlesbrough","https://www.betano.pt/odds/cardiff-middlesbrough/6604620/","Championship","Sábado, 24 Outubro 2020 15:00","Cardiff","Middlesbrough","2.30","3.15","3.05","2.05","1.50","Mais de2.5","1.35","2.45","Mais de1.5","3.65","1.14","Mais de3.5","1.80","1.67","Ambas Equipas Marcam (Sim/Não)","1.33","1.27","1.55","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:09","null"
"1603306926-10","https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/","Sparta Rotterdam
              
                Heracles Almelo","https://www.betano.pt/odds/sparta-rotterdam-heracles-almelo/6616595/","Eredivisie","Domingo, 25 Outubro 2020 15:45","Sparta Rotterdam","Heracles Almelo","2.05","3.55","3.20","1.57","1.95","Mais de2.5","1.16","3.45","Mais de1.5","2.40","1.36","Mais de3.5","1.47","2.13","Ambas Equipas Marcam (Sim/Não)","1.30","1.21","1.67","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:00","null"
"1603306850-1","https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/","AZ Alkmaar
              
                RKC Waalwijk","https://www.betano.pt/odds/az-alkmaar-rkc-waalwijk/6677744/","Eredivisie","Domingo, 1 Novembro 2020 19:00","AZ Alkmaar","RKC Waalwijk","1.10","8.50","19.00","-","3.45","1X","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Quarta-feira, 21 Outubro 2020 20:00","null"
"1603307720-93","https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/","Krasnodar
              
                Spartak Moscovo","https://www.betano.pt/odds/krasnodar-spartak-moscovo/6615688/","Premier Liga","Sábado, 24 Outubro 2020 17:00","Krasnodar","Spartak Moscovo","2.40","3.40","2.70","1.67","1.78","Mais de2.5","1.20","3.05","Mais de1.5","2.67","1.27","Mais de3.5","1.55","1.95","Ambas Equipas Marcam (Sim/Não)","1.40","1.23","1.50","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:14","null"
"1603307038-21","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Borussia Mönchengladbach
              
                RB Leipzig","https://www.betano.pt/odds/borussia-monchengladbach-rb-leipzig/6710249/","Bundesliga","Sábado, 31 Outubro 2020 17:30","Borussia Mönchengladbach","RB Leipzig","2.90","3.45","2.25","2.16","1.50","Mais de3.5","1.13","4.05","Mais de1.5","1.47","2.20","Mais de2.5","1.40","2.40","Ambas Equipas Marcam (Sim/Não)","1.55","1.24","1.36","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:03","null"
"1603308304-154","https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/","Arsenal
              
                Leicester","https://www.betano.pt/odds/arsenal-leicester/6422371/","Premier League","Domingo, 25 Outubro 2020 19:15","Arsenal","Leicester","1.91","3.50","3.70","1.63","1.95","Mais de2.5","1.19","3.45","Mais de1.5","2.54","1.36","Mais de3.5","1.55","2.05","Ambas Equipas Marcam (Sim/Não)","1.24","1.23","1.80","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:22","null"
"1603307338-54","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Rennes
              
                Angers","https://www.betano.pt/odds/rennes-angers/6618974/","Ligue 1","Sexta-feira, 23 Outubro 2020 20:00","Rennes","Angers","1.78","3.50","4.30","1.83","1.65","Mais de2.5","1.26","2.82","Mais de1.5","3.10","1.21","Mais de3.5","1.75","1.72","Ambas Equipas Marcam (Sim/Não)","1.18","1.21","1.91","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:06","null"
"1603307962-118","https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/","Vitória Guimarães
              
                SC Braga","https://www.betano.pt/odds/vitoria-guimaraes-sc-braga/6820092/","Primeira Liga","Domingo, 25 Outubro 2020 20:00","Vitória Guimarães","SC Braga","2.68","3.35","2.45","1.78","1.70","Mais de2.5","1.23","2.96","Mais de1.5","2.94","1.23","Mais de3.5","1.61","1.88","Ambas Equipas Marcam (Sim/Não)","1.47","1.23","1.42","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:19","null"
"1603307055-23","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Augsburgo
              
                Mainz 05","https://www.betano.pt/odds/augsburgo-mainz-05/6710247/","Bundesliga","Sábado, 31 Outubro 2020 14:30","Augsburgo","Mainz 05","1.85","3.60","3.85","1.50","2.14","Mais de2.5","1.15","3.85","Mais de1.5","2.25","1.45","Mais de3.5","1.45","2.25","Ambas Equipas Marcam (Sim/Não)","1.22","1.22","1.85","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:03","null"
"1603308165-140","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Atalanta
              
                Sampdoria","https://www.betano.pt/odds/atalanta-sampdoria/6797415/","Série A","Sábado, 24 Outubro 2020 14:00","Atalanta","Sampdoria","1.40","4.90","6.15","1.72","1.83","Mais de3.5","1.06","5.35","Mais de1.5","1.28","2.86","Mais de2.5","1.40","2.40","Ambas Equipas Marcam (Sim/Não)","1.09","1.11","2.72","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:20","null"
"1603307954-117","https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/","SL Benfica
              
                Belenenses SAD","https://www.betano.pt/odds/sl-benfica-belenenses-sad/6820093/","Primeira Liga","Segunda-feira, 26 Outubro 2020 20:15","SL Benfica","Belenenses SAD","1.10","8.50","20.00","1.95","1.57","Mais de3.5","1.08","4.40","Mais de1.5","1.36","2.40","Mais de2.5","2.30","1.40","Ambas Equipas Marcam (Sim/Não)","-","1.05","5.80","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:19","null"
"1603307665-88","https://www.betano.pt/sport/futebol/escocia/premiership/1647r/","FC St Johnstone
              
                Dundee United","https://www.betano.pt/odds/fc-st-johnstone-dundee-united/6604788/","Premiership","Sábado, 24 Outubro 2020 15:00","FC St Johnstone","Dundee United","1.91","3.35","3.85","1.95","1.57","Mais de2.5","1.28","2.67","Mais de1.5","3.30","1.18","Mais de3.5","1.78","1.70","Ambas Equipas Marcam (Sim/Não)","1.22","1.23","1.78","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:13","null"
"1603308138-137","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Cagliari
              
                FC Crotone","https://www.betano.pt/odds/cagliari-fc-crotone/6797418/","Série A","Domingo, 25 Outubro 2020 11:30","Cagliari","FC Crotone","1.91","3.50","3.65","1.72","1.83","Mais de2.5","1.22","3.20","Mais de1.5","2.78","1.30","Mais de3.5","1.63","1.95","Ambas Equipas Marcam (Sim/Não)","1.24","1.23","1.78","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:20","null"
"1603307438-64","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Wycombe
              
                Watford","https://www.betano.pt/odds/wycombe-watford/6637363/","Championship","Terça-feira, 27 Outubro 2020 19:45","Wycombe","Watford","6.55","3.95","1.47","1.80","1.67","Mais de2.5","1.25","2.86","Mais de1.5","2.96","1.23","Mais de3.5","1.90","1.60","Ambas Equipas Marcam (Sim/Não)","2.45","1.17","1.07","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:09","null"
"1603308076-130","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Udinese
              
                AC Milão","https://www.betano.pt/odds/udinese-ac-milao/6850074/","Série A","Domingo, 1 Novembro 2020 11:30","Udinese","AC Milão","4.40","3.80","1.70","1.63","1.95","Mais de2.5","1.18","3.55","Mais de1.5","2.54","1.36","Mais de3.5","1.61","1.95","Ambas Equipas Marcam (Sim/Não)","2.04","1.20","1.17","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:20","null"
"1603307447-65","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Swansea City
              
                Stoke City","https://www.betano.pt/odds/swansea-city-stoke-city/6637359/","Championship","Terça-feira, 27 Outubro 2020 19:45","Swansea City","Stoke City","2.30","3.00","3.25","1.95","1.57","Mais de2.5","1.30","2.62","Mais de1.5","3.30","1.18","Mais de3.5","1.70","1.78","Ambas Equipas Marcam (Sim/Não)","1.30","1.28","1.55","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:09","null"
"1603307181-36","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Lille
              
                Lyon","https://www.betano.pt/odds/lille-lyon/6686770/","Ligue 1","Domingo, 1 Novembro 2020 20:00","Lille","Lyon","2.20","3.25","3.15","1.26","1.53","1X","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Quarta-feira, 21 Outubro 2020 20:06","null"
"1603308032-126","https://www.betano.pt/sport/futebol/eua/mls/195161/","","","","","","","","","","","","","","","","","","","","","","","","","","","","Quarta-feira, 21 Outubro 2020 20:20",""
"1603307256-45","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Marselha
              
                RC Lens","https://www.betano.pt/odds/marselha-rc-lens/6686771/","Ligue 1","Sexta-feira, 30 Outubro 2020 20:00","Marselha","RC Lens","1.80","3.50","4.20","1.15","1.78","1X","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Quarta-feira, 21 Outubro 2020 20:06","null"
"1603308212-144","https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/","Tottenham
              
                Brighton","https://www.betano.pt/odds/tottenham-brighton/6457874/","Premier League","Domingo, 1 Novembro 2020 19:15","Tottenham","Brighton","1.63","3.90","4.80","1.55","2.05","Mais de2.5","1.16","3.75","Mais de1.5","2.35","1.42","Mais de3.5","1.55","2.05","Ambas Equipas Marcam (Sim/Não)","1.15","1.19","2.15","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:22","null"
"1603308059-128","https://www.betano.pt/sport/futebol/italia/serie-a/1635/","Nápoles
              
                Sassuolo","https://www.betano.pt/odds/napoles-sassuolo/6850078/","Série A","Domingo, 1 Novembro 2020 17:00","Nápoles","Sassuolo","1.55","4.33","5.00","1.90","1.65","Mais de3.5","1.09","4.70","Mais de1.5","1.35","2.56","Mais de2.5","1.42","2.37","Ambas Equipas Marcam (Sim/Não)","1.14","1.15","2.33","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:20","null"
"1603307856-107","https://www.betano.pt/sport/futebol/espanha/laliga/5/","Levante
              
                Celta de Vigo","https://www.betano.pt/odds/levante-celta-de-vigo/6711915/","LaLiga","Segunda-feira, 26 Outubro 2020 20:00","Levante","Celta de Vigo","2.40","3.20","2.84","1.90","1.65","Mais de2.5","1.28","2.84","Mais de1.5","3.20","1.22","Mais de3.5","1.67","1.87","Ambas Equipas Marcam (Sim/Não)","1.38","1.27","1.50","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:15","null"
"1603307073-25","https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/","Colónia
              
                Bayern Munique","https://www.betano.pt/odds/colonia-bayern-munique/6710245/","Bundesliga","Sábado, 31 Outubro 2020 14:30","Colónia","Bayern Munique","11.00","6.65","1.19","1.61","1.95","Mais de3.5","1.04","5.95","Mais de1.5","1.23","3.15","Mais de2.5","1.57","2.02","Ambas Equipas Marcam (Sim/Não)","4.15","1.09","1.02","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:03","null"
"1603307223-41","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Dijon
              
                FC Lorient","https://www.betano.pt/odds/dijon-fc-lorient/6686762/","Ligue 1","Domingo, 1 Novembro 2020 14:00","Dijon","FC Lorient","2.35","3.20","2.92","1.30","1.47","1X","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Quarta-feira, 21 Outubro 2020 20:06","null"
"1603307838-105","https://www.betano.pt/sport/futebol/espanha/laliga/5/","Real Madrid
              
                Huesca","https://www.betano.pt/odds/real-madrid-huesca/6830221/","LaLiga","Sábado, 31 Outubro 2020 13:00","Real Madrid","Huesca","1.26","5.50","9.50","1.57","2.02","Mais de2.5","1.15","3.80","Mais de1.5","2.45","1.38","Mais de3.5","2.05","1.55","Ambas Equipas Marcam (Sim/Não)","1.03","1.12","3.50","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:15","null"
"1603307474-68","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Sheffield Wednesday
              
                Luton Town","https://www.betano.pt/odds/sheffield-wednesday-luton-town/6604630/","Championship","Sábado, 24 Outubro 2020 15:00","Sheffield Wednesday","Luton Town","1.85","3.25","4.30","1.95","1.57","Mais de2.5","1.31","2.58","Mais de1.5","3.35","1.17","Mais de3.5","1.80","1.67","Ambas Equipas Marcam (Sim/Não)","1.18","1.25","1.85","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:09","null"
"1603307429-63","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Barnsley FC
              
                Queens Park Rangers","https://www.betano.pt/odds/barnsley-fc-queens-park-rangers/6637365/","Championship","Terça-feira, 27 Outubro 2020 19:45","Barnsley FC","Queens Park Rangers","2.40","3.05","3.00","2.02","1.53","Mais de2.5","1.32","2.54","Mais de1.5","3.40","1.17","Mais de3.5","1.72","1.75","Ambas Equipas Marcam (Sim/Não)","1.33","1.28","1.50","1X","12","2X","Quarta-feira, 21 Outubro 2020 20:09","null"
