web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
1601769600-94,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Club Brugge
              
                Lázio",https://www.betano.pt/odds/club-brugge-lazio/6692708/,Liga dos Campeões - Jogos,"Quarta-feira, 28 Outubro 2020 20:00",Club Brugge,Lázio,3.65,3.4,1.95,1.50,2.18,Mais de2.5,1.14,3.95,Mais de1.5,2.18,1.5,Mais de3.5,1.42,2.35,Ambas Equipas Marcam (Sim/Não),1.75,1.24,1.24,1X,12.0,2X,"Domingo, 4 Outubro 2020 00:59",
1601768884-8,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Willem II Tilburg
              
                FC Twente Enschede",https://www.betano.pt/odds/willem-ii-tilburg-fc-twente-enschede/6542328/,Eredivisie,"Sábado, 17 Outubro 2020 19:00",Willem II Tilburg,FC Twente Enschede,1.91,3.6,3.6,1.21,1.7,1X,,,,,,,,,,,,,,,,"Domingo, 4 Outubro 2020 00:47",
1601769515-84,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Standard Liége
              
                Rangers",https://www.betano.pt/odds/standard-liege-rangers/6692837/,Liga Europa - Jogos,"Quinta-feira, 22 Outubro 2020 17:55",Standard Liége,Rangers,2.3,3.25,2.96,1.63,1.87,Mais de2.5,1.19,3.25,Mais de1.5,2.54,1.32,Mais de3.5,1.5,2.05,Ambas Equipas Marcam (Sim/Não),1.35,1.25,1.55,1X,12.0,2X,"Domingo, 4 Outubro 2020 00:56",
1601769380-68,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Lokomotiv Moscovo
              
                FK Khimki",https://www.betano.pt/odds/lokomotiv-moscovo-fk-khimki/6418891/,Premier Liga,"Domingo, 4 Outubro 2020 12:00",Lokomotiv Moscovo,FK Khimki,1.5,4.05,6.0,1.72,1.72,Mais de2.5,1.21,2.98,Mais de1.5,2.82,1.24,Mais de3.5,1.83,1.63,Ambas Equipas Marcam (Sim/Não),1.09,1.16,2.4,1X,12.0,2X,"Domingo, 4 Outubro 2020 00:54",
1601769179-43,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Luton Town
              
                Stoke City",https://www.betano.pt/odds/luton-town-stoke-city/6539939/,Championship,"Sábado, 17 Outubro 2020 15:00",Luton Town,Stoke City,2.96,3.25,2.3,1.47,1.3,1X,,,,,,,,,,,,,,,,"Domingo, 4 Outubro 2020 00:52",
1601769094-33,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Nimes
              
                PSG",https://www.betano.pt/odds/nimes-psg/6551750/,Ligue 1,"Domingo, 18 Outubro 2020 19:00",Nimes,PSG,11.75,6.5,1.19,1.75,1.72,Mais de3.5,1.06,4.9,Mais de1.5,1.28,2.67,Mais de2.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),4.20,1.08,1.02,1X,12.0,2X,"Domingo, 4 Outubro 2020 00:50",
1601769678-104,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"Marselha
              
                Manchester City",https://www.betano.pt/odds/marselha-manchester-city/6692706/,Liga dos Campeões - Jogos,"Terça-feira, 27 Outubro 2020 20:00",Marselha,Manchester City,8.0,4.15,1.4,1.91,1.65,Mais de3.5,1.1,4.6,Mais de1.5,1.38,2.45,Mais de2.5,1.53,2.1,Ambas Equipas Marcam (Sim/Não),2.70,1.17,1.04,1X,12.0,2X,"Domingo, 4 Outubro 2020 00:59",
1601768962-17,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Arminia Bielefeld
              
                Bayern Munique",https://www.betano.pt/odds/arminia-bielefeld-bayern-munique/6632982/,Bundesliga,"Sábado, 17 Outubro 2020 17:30",Arminia Bielefeld,Bayern Munique,11.5,6.45,1.19,1.67,1.87,Mais de3.5,1.05,5.6,Mais de1.5,1.26,2.96,Mais de2.5,1.63,1.95,Ambas Equipas Marcam (Sim/Não),4.10,1.1,1.02,1X,12.0,2X,"Domingo, 4 Outubro 2020 00:48",
1601769945-137,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Cádiz CF
              
                Granada CF",https://www.betano.pt/odds/cadiz-cf-granada-cf/6641042/,LaLiga,"Domingo, 4 Outubro 2020 17:30",Cádiz CF,Granada CF,2.94,2.78,2.63,1.55,2.05,Mais de1.5,2.62,1.33,Mais de2.5,4.9,1.08,Mais de3.5,2.1,1.53,Ambas Equipas Marcam (Sim/Não),1.42,1.36,1.35,1X,12.0,2X,"Domingo, 4 Outubro 2020 01:03",
1601769867-127,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Real Madrid
              
                Cádiz CF",https://www.betano.pt/odds/real-madrid-cadiz-cf/6692102/,LaLiga,"Domingo, 18 Outubro 2020 20:00",Real Madrid,Cádiz CF,1.2,6.0,12.0,1.50,2.18,Mais de2.5,1.13,4.05,Mais de1.5,2.2,1.47,Mais de3.5,2.05,1.55,Ambas Equipas Marcam (Sim/Não),1.02,1.11,4.0,1X,12.0,2X,"Domingo, 4 Outubro 2020 01:03",
