,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1600277235-162,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Manchester United
              
                Crystal Palace FC",https://www.betano.pt/odds/manchester-united-crystal-palace-fc/6283417/,Premier League,"Sábado, 19 Setembro 2020 17:30",Manchester United,Crystal Palace FC,1.33,5.25,7.25,1.50,2.13,Mais de2.5,1.14,3.95,Mais de1.5,2.33,1.42,Mais de3.5,1.8,1.75,Ambas Equipas Marcam (Sim/Não),1.06,1.1,3.05,1X,12.0,2X,"Quarta-feira, 16 Setembro 2020 18:24"
1,1600276216-53,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Huddersfield
              
                Nottingham Forest",https://www.betano.pt/odds/huddersfield-nottingham-forest/6347453/,Championship,"Sábado, 26 Setembro 2020 15:00",Huddersfield,Nottingham Forest,2.8,3.2,2.45,1.42,1.33,1X,,,,,,,,,,,,,,,,"Quarta-feira, 16 Setembro 2020 18:09"
2,1600275774-7,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Fortuna Sittard
              
                AZ Alkmaar",https://www.betano.pt/odds/fortuna-sittard-az-alkmaar/6348668/,Eredivisie,"Sábado, 26 Setembro 2020 17:45",Fortuna Sittard,AZ Alkmaar,4.7,3.95,1.63,2.02,1.11,1X,,,,,,,,,,,,,,,,"Quarta-feira, 16 Setembro 2020 18:01"
3,1600275891-19,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Friburgo
              
                Wolfsburgo",https://www.betano.pt/odds/friburgo-wolfsburgo/6172673/,Bundesliga,"Domingo, 27 Setembro 2020 17:00",Friburgo,Wolfsburgo,2.86,3.25,2.37,1.75,1.78,Mais de2.5,1.24,3.1,Mais de1.5,2.86,1.28,Mais de3.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),1.50,1.27,1.36,1X,12.0,2X,"Quarta-feira, 16 Setembro 2020 18:04"
4,1600275791-9,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Twente Enschede
              
                FC Groningen",https://www.betano.pt/odds/fc-twente-enschede-fc-groningen/6340356/,Eredivisie,"Sexta-feira, 25 Setembro 2020 19:00",FC Twente Enschede,FC Groningen,2.4,3.4,2.7,1.36,1.44,1X,,,,,,,,,,,,,,,,"Quarta-feira, 16 Setembro 2020 18:01"
5,1600275724-1,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Emmen
              
                Willem II Tilburg",https://www.betano.pt/odds/fc-emmen-willem-ii-tilburg/6357347/,Eredivisie,"Domingo, 27 Setembro 2020 15:45",FC Emmen,Willem II Tilburg,2.7,3.4,2.4,1.44,1.36,1X,,,,,,,,,,,,,,,,"Quarta-feira, 16 Setembro 2020 18:01"
6,1600277013-138,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"AC Milão
              
                Bolonha",https://www.betano.pt/odds/ac-milao-bolonha/6400672/,Série A,"Segunda-feira, 21 Setembro 2020 19:45",AC Milão,Bolonha,1.53,4.3,5.15,1.50,2.16,Mais de2.5,1.13,4.05,Mais de1.5,2.25,1.45,Mais de3.5,1.57,2.02,Ambas Equipas Marcam (Sim/Não),1.13,1.16,2.33,1X,12.0,2X,"Quarta-feira, 16 Setembro 2020 18:21"
7,1600276362-70,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Blackburn Rovers
              
                Wycombe",https://www.betano.pt/odds/blackburn-rovers-wycombe/6292094/,Championship,"Sábado, 19 Setembro 2020 15:00",Blackburn Rovers,Wycombe,1.57,3.7,5.8,1.75,1.72,Mais de2.5,1.23,2.96,Mais de1.5,2.84,1.25,Mais de3.5,1.78,1.7,Ambas Equipas Marcam (Sim/Não),1.10,1.19,2.25,1X,12.0,2X,"Quarta-feira, 16 Setembro 2020 18:09"
8,1600276224-54,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Derby County
              
                Blackburn Rovers",https://www.betano.pt/odds/derby-county-blackburn-rovers/6347448/,Championship,"Sábado, 26 Setembro 2020 15:00",Derby County,Blackburn Rovers,2.35,3.25,2.9,1.31,1.45,1X,,,,,,,,,,,,,,,,"Quarta-feira, 16 Setembro 2020 18:09"
9,1600276166-48,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"PSG
              
                FC Metz",https://www.betano.pt/odds/psg-fc-metz/6317840/,Ligue 1,"Quarta-feira, 16 Setembro 2020 20:00",PSG,FC Metz,1.26,5.85,11.0,1.60,2.0,Mais de2.5,1.16,3.7,Mais de1.5,2.54,1.38,Mais de3.5,2.13,1.5,Ambas Equipas Marcam (Sim/Não),1.03,1.12,3.55,1X,12.0,2X,"Quarta-feira, 16 Setembro 2020 18:07"
