,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1600879012-117,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"FC Porto
              
                CS Marítimo",https://www.betano.pt/odds/fc-porto-cs-maritimo/6568906/,Primeira Liga,"Sábado, 3 Outubro 2020 18:30",FC Porto,CS Marítimo,1.22,5.7,11.75,1.55,2.0,Mais de2.5,1.15,3.55,Mais de1.5,2.37,1.38,Mais de3.5,2.13,1.47,Ambas Equipas Marcam (Sim/Não),1.02,1.1,3.85,1X,12.0,2X,"Quarta-feira, 23 Setembro 2020 17:36"
1,1600878980-113,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"SL Benfica
              
                SC Farense",https://www.betano.pt/odds/sl-benfica-sc-farense/6568911/,Primeira Liga,"Domingo, 4 Outubro 2020 18:30",SL Benfica,SC Farense,1.19,5.7,15.5,1.50,2.05,Mais de2.5,1.13,3.75,Mais de1.5,2.25,1.42,Mais de3.5,2.15,1.47,Ambas Equipas Marcam (Sim/Não),-,1.09,4.15,1X,12.0,2X,"Quarta-feira, 23 Setembro 2020 17:36"
2,1600878091-8,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Vitesse
              
                Heracles Almelo",https://www.betano.pt/odds/vitesse-heracles-almelo/6411664/,Eredivisie,"Sábado, 3 Outubro 2020 15:30",Vitesse,Heracles Almelo,1.72,3.85,4.15,1.15,1.88,1X,,,,,,,,,,,,,,,,"Quarta-feira, 23 Setembro 2020 17:20"
3,1600878858-99,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Eibar
              
                Elche CF",https://www.betano.pt/odds/eibar-elche-cf/6567507/,LaLiga,"Quarta-feira, 30 Setembro 2020 18:00",Eibar,Elche CF,2.2,3.15,3.2,2.20,1.47,Mais de2.5,1.38,2.45,Mais de1.5,3.95,1.14,Mais de3.5,1.91,1.65,Ambas Equipas Marcam (Sim/Não),1.30,1.28,1.57,1X,12.0,2X,"Quarta-feira, 23 Setembro 2020 17:33"
4,1600878225-24,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Eintracht Frankfurt
              
                Hoffenheim",https://www.betano.pt/odds/eintracht-frankfurt-hoffenheim/6562363/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Eintracht Frankfurt,Hoffenheim,2.17,3.5,3.0,2.10,1.53,Mais de3.5,1.12,4.2,Mais de1.5,1.44,2.3,Mais de2.5,1.38,2.45,Ambas Equipas Marcam (Sim/Não),1.33,1.22,1.61,1X,12.0,2X,"Quarta-feira, 23 Setembro 2020 17:22"
5,1600878756-87,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"FC Akhmat Grozny
              
                Ural Sverdlovskaya Oblast",https://www.betano.pt/odds/fc-akhmat-grozny-ural-sverdlovskaya-oblast/6357055/,Premier Liga,"Domingo, 27 Setembro 2020 15:00",FC Akhmat Grozny,Ural Sverdlovskaya Oblast,1.87,3.4,3.95,1.91,1.57,Mais de2.5,1.28,2.65,Mais de1.5,3.25,1.17,Mais de3.5,1.78,1.67,Ambas Equipas Marcam (Sim/Não),1.21,1.22,1.83,1X,12.0,2X,"Quarta-feira, 23 Setembro 2020 17:30"
6,1600879020-118,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"CD Santa Clara
              
                Gil Vicente FC",https://www.betano.pt/odds/cd-santa-clara-gil-vicente-fc/6568905/,Primeira Liga,"Sábado, 3 Outubro 2020 16:00",CD Santa Clara,Gil Vicente FC,2.02,3.25,3.6,2.25,1.42,Mais de2.5,1.38,2.33,Mais de1.5,4.0,1.11,Mais de3.5,1.95,1.57,Ambas Equipas Marcam (Sim/Não),1.25,1.25,1.7,1X,12.0,2X,"Quarta-feira, 23 Setembro 2020 17:36"
7,1600879276-148,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Arsenal
              
                Sheffield United",https://www.betano.pt/odds/arsenal-sheffield-united/6458224/,Premier League,"Sábado, 3 Outubro 2020 15:00",Arsenal,Sheffield United,1.57,3.85,5.45,1.90,1.65,Mais de2.5,1.27,2.92,Mais de1.5,3.2,1.22,Mais de3.5,1.95,1.63,Ambas Equipas Marcam (Sim/Não),1.11,1.19,2.25,1X,12.0,2X,"Quarta-feira, 23 Setembro 2020 17:40"
8,1600878241-26,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"1. FC Union Berlin
              
                Mainz 05",https://www.betano.pt/odds/1-fc-union-berlin-mainz-05/6562361/,Bundesliga,"Sexta-feira, 2 Outubro 2020 19:30",1. FC Union Berlin,Mainz 05,2.35,3.35,2.82,1.78,1.75,Mais de2.5,1.24,3.1,Mais de1.5,2.9,1.27,Mais de3.5,1.61,1.95,Ambas Equipas Marcam (Sim/Não),1.38,1.25,1.53,1X,12.0,2X,"Quarta-feira, 23 Setembro 2020 17:22"
9,1600879188-138,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Hellas Verona
              
                Udinese",https://www.betano.pt/odds/hellas-verona-udinese/6470820/,Série A,"Domingo, 27 Setembro 2020 14:00",Hellas Verona,Udinese,2.64,2.98,2.74,2.20,1.47,Mais de2.5,1.4,2.4,Mais de1.5,3.95,1.14,Mais de3.5,1.87,1.67,Ambas Equipas Marcam (Sim/Não),1.40,1.31,1.42,1X,12.0,2X,"Quarta-feira, 23 Setembro 2020 17:38"
