web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
"1602719100-426","https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/","Chelsea
              
                Sevilha","https://www.betano.pt/odds/chelsea-sevilha/6687592/","Liga dos Campeões - Jogos","Terça-feira, 20 Outubro 2020 20:00","Chelsea","Sevilha","2.02","3.35","3.50","1.67","1.88","Mais de2.5","1.20","3.35","Mais de1.5","2.62","1.33","Mais de3.5","1.55","2.05","Ambas Equipas Marcam (Sim/Não)","1.26","1.25","1.70","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:38","null"
"1602718605-371","https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/","Nápoles
              
                AZ Alkmaar","https://www.betano.pt/odds/napoles-az-alkmaar/6692840/","Liga Europa - Jogos","Quinta-feira, 22 Outubro 2020 17:55","Nápoles","AZ Alkmaar","1.42","4.65","6.05","1.50","2.05","Mais de2.5","1.13","3.75","Mais de1.5","2.30","1.40","Mais de3.5","1.67","1.80","Ambas Equipas Marcam (Sim/Não)","1.09","1.12","2.62","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:33","null"
"1602719385-456","https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/","SC Braga
              
                CD Nacional Madeira","https://www.betano.pt/odds/sc-braga-cd-nacional-madeira/6644921/","Primeira Liga","Sábado, 17 Outubro 2020 18:00","SC Braga","CD Nacional Madeira","1.38","4.45","7.50","1.57","1.95","Mais de2.5","1.16","3.45","Mais de1.5","2.40","1.36","Mais de3.5","1.75","1.72","Ambas Equipas Marcam (Sim/Não)","1.05","1.13","2.78","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:48","null"
"1602718676-379","https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/","CSKA Sófia
              
                Cluj","https://www.betano.pt/odds/cska-sofia-cluj/6687645/","Liga Europa - Jogos","Quinta-feira, 22 Outubro 2020 17:55","CSKA Sófia","Cluj","2.56","3.15","2.70","2.05","1.50","Mais de2.5","1.33","2.50","Mais de1.5","3.65","1.14","Mais de3.5","1.80","1.67","Ambas Equipas Marcam (Sim/Não)","1.40","1.27","1.45","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:33","null"
"1602718578-368","https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/","Leicester
              
                FC Zorya Luhansk","https://www.betano.pt/odds/leicester-fc-zorya-luhansk/6692842/","Liga Europa - Jogos","Quinta-feira, 22 Outubro 2020 20:00","Leicester","FC Zorya Luhansk","1.26","5.40","9.75","1.61","1.90","Mais de2.5","1.17","3.40","Mais de1.5","2.54","1.32","Mais de3.5","2.10","1.47","Ambas Equipas Marcam (Sim/Não)","1.03","1.12","3.50","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:33","null"
"1602717925-299","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","RC Lens
              
                Nantes","https://www.betano.pt/odds/rc-lens-nantes/6618968/","Ligue 1","Domingo, 25 Outubro 2020 12:00","RC Lens","Nantes","1.85","3.40","4.10","1.95","1.57","Mais de2.5","1.30","2.64","Mais de1.5","3.40","1.17","Mais de3.5","1.80","1.67","Ambas Equipas Marcam (Sim/Não)","1.20","1.22","1.85","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:24","null"
"1602718872-400","https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/","Borussia Dortmund
              
                Zenit São Petersburgo","https://www.betano.pt/odds/borussia-dortmund-zenit-sao-petersburgo/6692707/","Liga dos Campeões - Jogos","Quarta-feira, 28 Outubro 2020 20:00","Borussia Dortmund","Zenit São Petersburgo","1.50","3.70","7.30","1.57","2.02","Mais de2.5","1.16","3.70","Mais de1.5","2.35","1.42","Mais de3.5","1.65","1.90","Ambas Equipas Marcam (Sim/Não)","1.06","1.21","2.45","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:38","null"
"1602718338-342","https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/","Rostov
              
                FC Akhmat Grozny","https://www.betano.pt/odds/rostov-fc-akhmat-grozny/6549568/","Premier Liga","Domingo, 18 Outubro 2020 17:00","Rostov","FC Akhmat Grozny","2.04","3.15","3.65","2.05","1.50","Mais de2.5","1.33","2.45","Mais de1.5","3.55","1.14","Mais de3.5","1.80","1.65","Ambas Equipas Marcam (Sim/Não)","1.24","1.26","1.70","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:32","null"
"1602718845-397","https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/","Lokomotiv Moscovo
              
                Atlético de Madrid","https://www.betano.pt/odds/lokomotiv-moscovo-atletico-de-madrid/6692716/","Liga dos Campeões - Jogos","Terça-feira, 3 Novembro 2020 17:55","Lokomotiv Moscovo","Atlético de Madrid","4.85","3.50","1.70","2.10","1.53","Mais de2.5","1.35","2.60","Mais de1.5","3.70","1.16","Mais de3.5","2.00","1.60","Ambas Equipas Marcam (Sim/Não)","2.04","1.23","1.14","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:38","null"
"1602718720-383","https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/","RB Leipzig
              
                PSG","https://www.betano.pt/odds/rb-leipzig-psg/6692730/","Liga dos Campeões - Jogos","Quarta-feira, 4 Novembro 2020 20:00","RB Leipzig","PSG","3.45","3.35","2.04","2.02","1.57","Mais de3.5","1.11","4.30","Mais de1.5","1.42","2.33","Mais de2.5","1.36","2.54","Ambas Equipas Marcam (Sim/Não)","1.70","1.25","1.27","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:38","null"
"1602717979-305","https://www.betano.pt/sport/futebol/franca/ligue-1/215r/","Nantes
              
                Stade Brestois 29","https://www.betano.pt/odds/nantes-stade-brestois-29/6551759/","Ligue 1","Domingo, 18 Outubro 2020 14:00","Nantes","Stade Brestois 29","2.11","3.40","3.20","1.78","1.70","Mais de2.5","1.23","2.96","Mais de1.5","2.92","1.24","Mais de3.5","1.63","1.87","Ambas Equipas Marcam (Sim/Não)","1.30","1.23","1.65","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:24","null"
"1602718168-325","https://www.betano.pt/sport/futebol/inglaterra/championship/2r/","Preston
              
                Cardiff","https://www.betano.pt/odds/preston-cardiff/6539920/","Championship","Domingo, 18 Outubro 2020 12:00","Preston","Cardiff","2.25","3.20","3.10","1.90","1.60","Mais de2.5","1.28","2.68","Mais de1.5","3.20","1.19","Mais de3.5","1.67","1.80","Ambas Equipas Marcam (Sim/Não)","1.32","1.26","1.55","1X","12","2X","Quinta-feira, 15 Outubro 2020 00:27","null"
