,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date
0,1595336445-1757,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Parma
              
                Nápoles",https://www.betano.pt/odds/parma-napoles/5976744/,Série A,"Quarta-feira, 22 Julho 2020 18:30",Parma,Nápoles,5.3,4.2,1.53,1.53,2.12,Mais de2.5,1.14,3.9,Mais de1.5,2.3,1.44,Mais de3.5,1.60,2.0,Ambas Equipas Marcam (Sim/Não),2.35,1.16,1.12,1X,12,2X,"Terça-feira, 21 Julho 2020 13:59"
1,1595335963-1705,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Luton Town
              
                Blackburn Rovers",https://www.betano.pt/odds/luton-town-blackburn-rovers/5771392/,Championship,"Quarta-feira, 22 Julho 2020 19:30",Luton Town,Blackburn Rovers,1.78,3.7,4.05,1.61,1.9,Mais de2.5,1.17,3.35,Mais de1.5,2.52,1.33,Mais de3.5,1.57,1.95,Ambas Equipas Marcam (Sim/Não),1.20,1.19,1.91,1X,12,2X,"Terça-feira, 21 Julho 2020 13:51"
2,1595336184-1729,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Manchester United
              
                Linz
                         
            Primeira mão: 5-0",https://www.betano.pt/odds/manchester-united-linz/5916232/,Liga Europa - Jogos,"Quarta-feira, 5 Agosto 2020 20:00",Manchester United,Linz,1.3,5.3,8.5,1.47,2.2,Mais de2.5,1.12,4.2,Mais de1.5,2.2,1.47,Mais de3.5,1.83,1.72,Ambas Equipas Marcam (Sim/Não),1.04,1.14,3.25,1X,12,2X,"Terça-feira, 21 Julho 2020 13:55"
3,1595336037-1713,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"St Mirren
              
                Livingston FC",https://www.betano.pt/odds/st-mirren-livingston-fc/5906397/,Premiership,"Sábado, 1 Agosto 2020 15:00",St Mirren,Livingston FC,2.54,3.2,2.68,2.02,1.53,Mais de2.5,1.32,2.56,Mais de1.5,3.45,1.16,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.40,1.26,1.45,1X,12,2X,"Terça-feira, 21 Julho 2020 13:53"
4,1595336396-1751,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Udinese
              
                Juventus",https://www.betano.pt/odds/udinese-juventus/5976754/,Série A,"Quinta-feira, 23 Julho 2020 18:30",Udinese,Juventus,4.95,3.95,1.6,1.60,2.0,Mais de2.5,1.17,3.6,Mais de1.5,2.45,1.38,Mais de3.5,1.63,1.95,Ambas Equipas Marcam (Sim/Não),2.19,1.18,1.14,1X,12,2X,"Terça-feira, 21 Julho 2020 13:59"
5,1595336200-1731,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"FC Copenhagen
              
                Istanbul Basaksehir
                         
            Primeira mão: 0-1",https://www.betano.pt/odds/fc-copenhagen-istanbul-basaksehir/5916196/,Liga Europa - Jogos,"Quarta-feira, 5 Agosto 2020 17:55",FC Copenhagen,Istanbul Basaksehir,2.2,3.2,3.15,3.50,1.2,FC Copenhagen,,,,,,,1.03,6.25,Total de Golos Mais/Menos (alternativas),1.83,2.2,6.25,FC Copenhagen,Istanbul Basaksehir,Sem Golos,"Terça-feira, 21 Julho 2020 13:55"
6,1595336339-1745,https://www.betano.pt/sport/futebol/eua/mls/195161/,"FC Cincinnati
              
                New York Red Bulls",https://www.betano.pt/odds/fc-cincinnati-new-york-red-bulls/5986917/,MLS,"Quinta-feira, 23 Julho 2020 01:00",FC Cincinnati,New York Red Bulls,3.75,3.5,1.9,1.53,2.0,Mais de2.5,1.15,3.45,Mais de1.5,2.3,1.38,Mais de3.5,1.47,2.1,Ambas Equipas Marcam (Sim/Não),1.80,1.21,1.23,1X,12,2X,"Terça-feira, 21 Julho 2020 13:58"
7,1595336086-1718,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Krasnodar
              
                FC Akhmat Grozny",https://www.betano.pt/odds/krasnodar-fc-akhmat-grozny/6013250/,Premier Liga,"Quarta-feira, 22 Julho 2020 17:00",Krasnodar,FC Akhmat Grozny,1.4,3.7,5.15,1.72,1.67,Mais de2.5,1.2,2.9,Mais de1.5,2.78,1.22,Mais de3.5,1.85,1.57,Ambas Equipas Marcam (Sim/Não),1.08,1.15,2.45,1X,12,2X,"Terça-feira, 21 Julho 2020 13:54"
8,1595336347-1746,https://www.betano.pt/sport/futebol/eua/mls/195161/,"Real Salt Lake
              
                Sporting Kansas City",https://www.betano.pt/odds/real-salt-lake-sporting-kansas-city/5986927/,MLS,"Quarta-feira, 22 Julho 2020 14:00",Real Salt Lake,Sporting Kansas City,3.0,3.65,2.12,2.10,1.47,Mais de3.5,1.11,3.85,Mais de1.5,1.42,2.18,Mais de2.5,1.36,2.33,Ambas Equipas Marcam (Sim/Não),1.65,1.2,1.33,1X,12,2X,"Terça-feira, 21 Julho 2020 13:58"
9,1595336486-1761,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Newcastle
              
                Liverpool",https://www.betano.pt/odds/newcastle-liverpool/5882507/,Premier League,"Domingo, 26 Julho 2020 16:00",Newcastle,Liverpool,6.95,5.2,1.35,1.63,1.95,Mais de2.5,1.18,3.55,Mais de1.5,2.6,1.35,Mais de3.5,1.91,1.65,Ambas Equipas Marcam (Sim/Não),2.96,1.1,1.06,1X,12,2X,"Terça-feira, 21 Julho 2020 14:01"
10,1595336535-1767,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Manchester United
              
                West Ham",https://www.betano.pt/odds/manchester-united-west-ham/5882505/,Premier League,"Quarta-feira, 22 Julho 2020 18:00",Manchester United,West Ham,1.23,6.0,9.75,1.95,1.63,Mais de3.5,1.08,4.85,Mais de1.5,1.36,2.52,Mais de2.5,1.75,1.78,Ambas Equipas Marcam (Sim/Não),1.03,1.11,3.70,1X,12,2X,"Terça-feira, 21 Julho 2020 14:01"
11,1595336110-1721,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Dinamo Moscovo
              
                FK Gazovik Orenburg",https://www.betano.pt/odds/dinamo-moscovo-fk-gazovik-orenburg/5984758/,Premier Liga,"Quarta-feira, 22 Julho 2020 17:00",Dinamo Moscovo,FK Gazovik Orenburg,1.42,3.4,5.55,1.85,1.57,Mais de2.5,1.26,2.58,Mais de1.5,3.05,1.17,Mais de3.5,1.95,1.5,Ambas Equipas Marcam (Sim/Não),1.06,1.18,2.40,1X,12,2X,"Terça-feira, 21 Julho 2020 13:54"
12,1595336216-1732,https://www.betano.pt/sport/futebol/liga-dos-campeoes/liga-dos-campeoes-jogos/182748r/,"RB Leipzig
              
                Atlético de Madrid
                         
            Em local neutro",https://www.betano.pt/odds/rb-leipzig-atletico-de-madrid/5924209/,Liga dos Campeões - Jogos,"Quinta-feira, 13 Agosto 2020 20:00",RB Leipzig,Atlético de Madrid,3.3,3.1,2.2,2.12,1.55,RB Leipzig,,,,,,,1.04,5.9,Total de Golos Mais/Menos (alternativas),2.30,1.8,5.90,RB Leipzig,Atlético de Madrid,Sem Golos,"Terça-feira, 21 Julho 2020 13:56"
13,1595336494-1762,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Manchester City
              
                Norwich City",https://www.betano.pt/odds/manchester-city-norwich-city/5793767/,Premier League,"Domingo, 26 Julho 2020 16:00",Manchester City,Norwich City,1.12,8.5,15.0,1.75,1.78,Mais de3.5,1.05,5.6,Mais de1.5,1.28,2.86,Mais de2.5,2.00,1.6,Ambas Equipas Marcam (Sim/Não),-,1.05,5.35,1X,12,2X,"Terça-feira, 21 Julho 2020 14:01"
14,1595336029-1712,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Celtic
              
                Hamilton Academical",https://www.betano.pt/odds/celtic-hamilton-academical/5906399/,Premiership,"Domingo, 2 Agosto 2020 16:30",Celtic,Hamilton Academical,1.11,7.95,18.5,1.80,1.67,Mais de3.5,1.06,4.85,Mais de1.5,1.31,2.58,Mais de2.5,2.11,1.47,Ambas Equipas Marcam (Sim/Não),-,1.05,5.55,1X,12,2X,"Terça-feira, 21 Julho 2020 13:53"
15,1595336290-1740,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Sporting CP
              
                Vitória Setúbal",https://www.betano.pt/odds/sporting-cp-vitoria-setubal/5968137/,Primeira Liga,"Terça-feira, 21 Julho 2020 19:00",Sporting CP,Vitória Setúbal,1.45,4.45,7.7,1.80,1.78,Mais de2.5,1.24,3.1,Mais de1.5,2.94,1.27,Mais de3.5,1.95,1.63,Ambas Equipas Marcam (Sim/Não),1.06,1.16,2.56,1X,12,2X,"Terça-feira, 21 Julho 2020 13:57"
16,1595336078-1717,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"FC Ufa
              
                Arsenal Tula",https://www.betano.pt/odds/fc-ufa-arsenal-tula/6013252/,Premier Liga,"Quarta-feira, 22 Julho 2020 17:00",FC Ufa,Arsenal Tula,2.45,2.92,2.33,1.78,1.61,Mais de2.5,1.24,2.7,Mais de1.5,2.9,1.2,Mais de3.5,1.60,1.8,Ambas Equipas Marcam (Sim/Não),1.45,1.25,1.40,1X,12,2X,"Terça-feira, 21 Julho 2020 13:54"
17,1595335988-1708,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Leeds United
              
                Charlton",https://www.betano.pt/odds/leeds-united-charlton/5771388/,Championship,"Quarta-feira, 22 Julho 2020 19:30",Leeds United,Charlton,1.65,3.95,4.6,1.50,2.05,Mais de2.5,1.13,3.75,Mais de1.5,2.25,1.42,Mais de3.5,1.50,2.05,Ambas Equipas Marcam (Sim/Não),1.16,1.17,2.12,1X,12,2X,"Terça-feira, 21 Julho 2020 13:51"
18,1595336020-1711,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Ross County
              
                Motherwell FC",https://www.betano.pt/odds/ross-county-motherwell-fc/5906394/,Premiership,"Segunda-feira, 3 Agosto 2020 19:45",Ross County,Motherwell FC,2.92,3.4,2.25,1.80,1.67,Mais de2.5,1.24,2.92,Mais de1.5,3.0,1.22,Mais de3.5,1.65,1.85,Ambas Equipas Marcam (Sim/Não),1.55,1.23,1.36,1X,12,2X,"Terça-feira, 21 Julho 2020 13:53"
19,1595336159-1726,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,"Sevilha
              
                AS Roma
                         
            Em local neutro",https://www.betano.pt/odds/sevilha-as-roma/5916298/,Liga Europa - Jogos,"Quinta-feira, 6 Agosto 2020 17:55",Sevilha,AS Roma,2.4,3.2,2.84,1.67,1.91,Sevilha,,,,,,,1.03,6.3,Total de Golos Mais/Menos (alternativas),1.91,2.1,6.30,Sevilha,AS Roma,Sem Golos,"Terça-feira, 21 Julho 2020 13:55"
20,1595336322-1743,https://www.betano.pt/sport/futebol/eua/mls/195161/,"Chicago Fire
              
                Vancouver Whitecaps FC",https://www.betano.pt/odds/chicago-fire-vancouver-whitecaps-fc/6010032/,MLS,"Quinta-feira, 23 Julho 2020 14:00",Chicago Fire,Vancouver Whitecaps FC,1.57,3.95,5.15,1.53,2.0,Mais de2.5,1.15,3.45,Mais de1.5,2.3,1.38,Mais de3.5,1.55,1.95,Ambas Equipas Marcam (Sim/Não),1.13,1.17,2.25,1X,12,2X,"Terça-feira, 21 Julho 2020 13:58"
21,1595335955-1704,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Wigan
              
                Fulham",https://www.betano.pt/odds/wigan-fulham/5771394/,Championship,"Quarta-feira, 22 Julho 2020 19:30",Wigan,Fulham,2.52,3.55,2.5,1.57,1.95,Mais de2.5,1.15,3.55,Mais de1.5,2.4,1.36,Mais de3.5,1.47,2.12,Ambas Equipas Marcam (Sim/Não),1.47,1.21,1.47,1X,12,2X,"Terça-feira, 21 Julho 2020 13:51"
