web-scraper-order,web-scraper-start-url,Games,Games-href,Date,Teams,ODDH,ODDD,ODDA,Warning
"1600978196-1228","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Vitesse - Willem II","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/vitesse-willem-ii-dtLbBHQt/","Saturday, 16 Feb  2019, 18:45","Vitesse - Willem II","1.71","3.82","4.93","Final result"
"1600977752-1051","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","FC Emmen - AZ Alkmaar","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/fc-emmen-az-alkmaar-rkupTcaC/","Sunday, 19 Aug  2018, 12:30","FC Emmen - AZ Alkmaar","6.22","4.86","1.47","Final result"
"1600977848-1089","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Heerenveen - Den Haag","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/heerenveen-den-haag-GEwXkzPF/","Saturday, 29 Sep  2018, 16:30","Heerenveen - Den Haag","2.11","3.62","3.29","Final result"
"1600978220-1238","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Den Haag - Ajax","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/den-haag-ajax-6BvsOfAn/","Sunday, 24 Feb  2019, 10:15","Den Haag - Ajax","13.74","9.18","1.15","Final result"
"1600978130-1202","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Sittard - Vitesse","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/sittard-vitesse-QeTg2JWS/","Sunday, 27 Jan  2019, 10:15","Sittard - Vitesse","3.83","3.85","1.89","Final result"
"1600978398-1309","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Venlo - Graafschap","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/venlo-de-graafschap-4vIeJQPA/","Saturday, 20 Apr  2019, 18:45","Venlo - Graafschap","2.34","3.60","2.90","Final result"
"1600978238-1245","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Vitesse - Breda","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/vitesse-breda-QLfGxfPu/","Saturday, 02 Mar  2019, 18:45","Vitesse - Breda","1.40","4.64","8.04","Final result"
"1600978396-1308","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Vitesse - Zwolle","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/vitesse-zwolle-n3NjK6A4/","Saturday, 20 Apr  2019, 17:45","Vitesse - Zwolle","1.56","4.32","5.62","Final result"
"1600977931-1122","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Willem II - Utrecht","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/willem-ii-utrecht-Cdw88uyC/","Sunday, 28 Oct  2018, 12:30","Willem II - Utrecht","3.00","3.39","2.37","Final result"
"1600977813-1075","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","AZ Alkmaar - Feyenoord","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/az-alkmaar-feyenoord-tM62HFIj/","Sunday, 16 Sep  2018, 10:15","AZ Alkmaar - Feyenoord","2.75","3.80","2.38","Final result"
"1600978441-1326","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Willem II - FC Emmen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/willem-ii-fc-emmen-xjoyqB42/","Sunday, 12 May  2019, 12:30","Willem II - FC Emmen","1.87","3.80","3.97","Final result"
"1600978048-1169","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Breda - Vitesse","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/breda-vitesse-hWGttEDs/","Sunday, 09 Dec  2018, 14:45","Breda - Vitesse","5.29","4.02","1.63","Final result"
"1600978005-1152","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Vitesse - FC Emmen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/vitesse-fc-emmen-0M3uDFqe/","Saturday, 01 Dec  2018, 16:30","Vitesse - FC Emmen","1.40","4.73","7.75","Final result"
"1600978033-1163","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Willem II - Heerenveen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/willem-ii-heerenveen-MitCQYDf/","Saturday, 08 Dec  2018, 16:30","Willem II - Heerenveen","2.16","3.56","3.23","Final result"
"1600978140-1206","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Graafschap - Breda","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/de-graafschap-breda-xzcCK0nc/","Friday, 01 Feb  2019, 18:00","Graafschap - Breda","2.42","3.43","2.89","Final result"
"1600978323-1279","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Heracles - Willem II","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/heracles-willem-ii-n58ffJjr/","Tuesday, 02 Apr  2019, 17:45","Heracles - Willem II","2.63","3.69","2.50","Final result"
"1600978401-1310","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Feyenoord - AZ Alkmaar","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/feyenoord-az-alkmaar-8COnLneb/","Saturday, 20 Apr  2019, 18:45","Feyenoord - AZ Alkmaar","1.81","4.09","3.96","Final result"
"1600977863-1095","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Graafschap - Willem II","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/de-graafschap-willem-ii-SA8CV5w1/","Sunday, 30 Sep  2018, 12:30","Graafschap - Willem II","3.61","3.84","1.95","Final result"
"1600978509-1353","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Excelsior - Waalwijk","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/excelsior-waalwijk-CnYeYB5O/","Wednesday, 22 May  2019, 16:30","Excelsior - Waalwijk","1.82","4.16","3.76","Final result"
"1600978088-1185","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Den Haag - Feyenoord","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/den-haag-feyenoord-UZxeepJo/","Sunday, 23 Dec  2018, 12:30","Den Haag - Feyenoord","6.52","4.83","1.44","Final result"
"1600978511-1354","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Den Bosch - G.A. Eagles","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/den-bosch-g-a-eagles-pzJs76J9/","Wednesday, 22 May  2019, 16:30","Den Bosch - G.A. Eagles","2.83","3.86","2.25","Final result"
