web-scraper-order,web-scraper-start-url,Games,Games-href,Date,Teams,ODDH,ODDD,ODDA,Warning
"1600976459-762","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","AZ Alkmaar - Heerenveen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/az-alkmaar-heerenveen-W4MJEHeA/","Saturday, 19 Oct  2019, 16:30","AZ Alkmaar - Heerenveen","1.42","4.83","7.22","Final result"
"1600976583-809","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Twente - Ajax","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/twente-ajax-ABDf2s7t/","Sunday, 01 Dec  2019, 10:15","Twente - Ajax","11.47","7.02","1.21","Final result"
"1600976808-898","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Waalwijk - Utrecht","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/waalwijk-utrecht-bBQV6xHF/","Sunday, 01 Mar  2020, 10:15","Waalwijk - Utrecht","5.10","4.30","1.60","Final result"
"1600976722-864","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Willem II - Heracles","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/willem-ii-heracles-AFXhUBDm/","Sunday, 02 Feb  2020, 10:15","Willem II - Heracles","1.80","3.78","4.29","Final result"
"1600976706-858","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","PSV - Twente","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/psv-twente-29OTTs27/","Sunday, 26 Jan  2020, 14:45","PSV - Twente","1.30","5.66","9.38","Final result"
"1600976942-951","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Sittard - Ajax","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/sittard-ajax-jcyb3ISD/","Sunday, 10 May  2020, 12:30","Sittard - Ajax","-","-","-","Canceled"
"1600976433-752","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Groningen - Waalwijk","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/groningen-waalwijk-l2YZPal5/","Friday, 04 Oct  2019, 18:00","Groningen - Waalwijk","1.42","4.91","6.86","Final result"
"1600976505-780","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Waalwijk - Heracles","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/waalwijk-heracles-Cr6ztff9/","Saturday, 02 Nov  2019, 16:30","Waalwijk - Heracles","3.14","3.90","2.10","Final result"
"1600976591-812","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","AZ Alkmaar - Venlo","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/az-alkmaar-venlo-hz3a11Mn/","Sunday, 01 Dec  2019, 14:45","AZ Alkmaar - Venlo","1.16","7.82","15.75","Final result"
"1600976451-759","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Willem II - AZ Alkmaar","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/willem-ii-az-alkmaar-zwTAGwRc/","Sunday, 06 Oct  2019, 14:45","Willem II - AZ Alkmaar","4.39","3.93","1.76","Final result"
"1600976633-829","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Feyenoord - PSV","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/feyenoord-psv-txkZj84d/","Sunday, 15 Dec  2019, 12:30","Feyenoord - PSV","2.40","3.83","2.67","Final result"
"1600976543-795","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Feyenoord - Waalwijk","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/feyenoord-waalwijk-WQFbWtNC/","Sunday, 10 Nov  2019, 14:45","Feyenoord - Waalwijk","1.19","7.36","12.25","Final result"
"1600976599-815","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Den Haag - Twente","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/den-haag-twente-nH4FcJLB/","Saturday, 07 Dec  2019, 16:30","Den Haag - Twente","2.33","3.65","2.86","Final result"
"1600976643-833","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Heerenveen - Heracles","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/heerenveen-heracles-hYiMCkRF/","Saturday, 21 Dec  2019, 16:30","Heerenveen - Heracles","2.00","3.78","3.47","Final result"
"1600976876-925","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Sittard - PSV","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/sittard-psv-CGeTBObC/","Sunday, 22 Mar  2020, 10:15","Sittard - PSV","-","-","-","Canceled"
"1600976257-681","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Vitesse - Ajax","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/vitesse-ajax-Gz9OTmlm/","Saturday, 03 Aug  2019, 16:30","Vitesse - Ajax","6.00","4.61","1.50","Final result"
"1600976793-892","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Heracles - Ajax","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/heracles-ajax-K6nggJnG/","Sunday, 23 Feb  2020, 14:45","Heracles - Ajax","7.38","5.23","1.38","Final result"
"1600976290-694","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Waalwijk - AZ Alkmaar","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/waalwijk-az-alkmaar-AH4qLG1p/","Sunday, 11 Aug  2019, 12:30","Waalwijk - AZ Alkmaar","8.84","5.45","1.33","Final result"
"1600976934-948","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Willem II - Twente","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/willem-ii-twente-zkgBuFz7/","Sunday, 10 May  2020, 12:30","Willem II - Twente","1.82","3.39","4.07","Canceled"
"1600976664-841","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Zwolle - Utrecht","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/zwolle-utrecht-ryQ7OnQR/","Friday, 17 Jan  2020, 18:00","Zwolle - Utrecht","3.07","3.67","2.19","Final result"
"1600976815-901","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Ajax - AZ Alkmaar","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/ajax-az-alkmaar-CfOJ9vXd/","Sunday, 01 Mar  2020, 18:00","Ajax - AZ Alkmaar","1.42","4.99","6.87","Final result"
"1600976367-725","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Utrecht - FC Emmen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/utrecht-fc-emmen-00QUKD68/","Saturday, 14 Sep  2019, 18:45","Utrecht - FC Emmen","1.27","6.23","9.67","Final result"
"1600976611-820","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Waalwijk - Heerenveen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/waalwijk-heerenveen-Y7wYF0yt/","Sunday, 08 Dec  2019, 12:30","Waalwijk - Heerenveen","3.33","4.08","1.97","Final result"
"1600976297-697","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","PSV - Den Haag","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/psv-den-haag-pWl3uoma/","Sunday, 11 Aug  2019, 18:00","PSV - Den Haag","1.14","8.48","18.07","Final result"
"1600976601-816","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Venlo - FC Emmen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/venlo-fc-emmen-fs8NecjO/","Saturday, 07 Dec  2019, 17:45","Venlo - FC Emmen","2.17","3.68","3.13","Final result"
"1600976561-802","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Waalwijk - FC Emmen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/waalwijk-fc-emmen-j7tUoMMa/","Sunday, 24 Nov  2019, 12:30","Waalwijk - FC Emmen","1.98","3.98","3.37","Final result"
"1600976421-747","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Waalwijk - Vitesse","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/waalwijk-vitesse-bDuNS14n/","Sunday, 29 Sep  2019, 10:15","Waalwijk - Vitesse","5.35","4.49","1.55","Final result"
"1600976676-846","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Venlo - PSV","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/venlo-psv-v7BwJQmk/","Sunday, 19 Jan  2020, 10:15","Venlo - PSV","6.78","4.62","1.45","Final result"
"1600976739-871","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Heerenveen - Venlo","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/heerenveen-venlo-SOLGW4Zo/","Saturday, 08 Feb  2020, 17:45","Heerenveen - Venlo","1.63","4.01","5.27","Final result"
"1600976495-776","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Sparta Rotterdam - Utrecht","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/sparta-rotterdam-utrecht-OMPuKCXk/","Sunday, 27 Oct  2019, 12:30","Sparta Rotterdam - Utrecht","3.28","3.80","2.07","Final result"
"1600976923-944","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Heerenveen - PSV","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/heerenveen-psv-fe3XTHye/","Sunday, 03 May  2020, 12:30","Heerenveen - PSV","2.92","3.69","2.10","Canceled"
"1600976345-716","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Den Haag - Venlo","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/den-haag-venlo-Mgw36EiF/","Saturday, 31 Aug  2019, 18:45","Den Haag - Venlo","1.97","3.82","3.56","Final result"
"1600976424-748","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Zwolle - PSV","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/zwolle-psv-Ek74AKlI/","Sunday, 29 Sep  2019, 12:30","Zwolle - PSV","7.53","5.51","1.36","Final result"
"1600976780-887","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Feyenoord - Sittard","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/feyenoord-sittard-xO6fYHAj/","Saturday, 22 Feb  2020, 17:45","Feyenoord - Sittard","1.23","6.43","11.67","Final result"
"1600976359-722","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","AZ Alkmaar - Sparta Rotterdam","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/az-alkmaar-sparta-rotterdam-jVrvbjae/","Saturday, 14 Sep  2019, 16:30","AZ Alkmaar - Sparta Rotterdam","1.54","4.43","5.61","Final result"
"1600976315-704","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Feyenoord - Utrecht","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/feyenoord-utrecht-SWifwGNS/","Sunday, 18 Aug  2019, 14:45","Feyenoord - Utrecht","1.93","3.93","3.57","Final result"
"1600976508-781","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Sparta Rotterdam - PSV","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/sparta-rotterdam-psv-IL6Wtzu3/","Saturday, 02 Nov  2019, 17:45","Sparta Rotterdam - PSV","4.20","3.88","1.80","Final result"
"1600976372-727","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Zwolle - Waalwijk","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/zwolle-waalwijk-MFEwJiyL/","Sunday, 15 Sep  2019, 10:15","Zwolle - Waalwijk","1.64","4.28","4.82","Final result"
"1600976566-804","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Venlo - Twente","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/venlo-twente-pUuYptx6/","Sunday, 24 Nov  2019, 14:45","Venlo - Twente","2.51","3.66","2.62","Final result"
"1600976944-952","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","PSV - Waalwijk","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/psv-waalwijk-lhcFvZkD/","Sunday, 10 May  2020, 12:30","PSV - Waalwijk","-","-","-","Canceled"
"1600976387-733","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Willem II - Venlo","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/willem-ii-venlo-6LBP9mb7/","Saturday, 21 Sep  2019, 17:45","Willem II - Venlo","1.71","3.99","4.65","Final result"
"1600976295-696","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Utrecht - Zwolle","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/utrecht-zwolle-l83mKzHj/","Sunday, 11 Aug  2019, 14:45","Utrecht - Zwolle","1.35","5.32","8.13","Final result"
"1600976616-822","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Sparta Rotterdam - Heracles","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/sparta-rotterdam-heracles-6LytEv6h/","Sunday, 08 Dec  2019, 14:45","Sparta Rotterdam - Heracles","1.98","3.96","3.41","Final result"
"1600976277-689","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Sparta Rotterdam - Venlo","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/sparta-rotterdam-venlo-fsdjrm3t/","Friday, 09 Aug  2019, 18:00","Sparta Rotterdam - Venlo","1.69","4.01","4.77","Final result"
"1600976272-687","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Den Haag - Utrecht","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/den-haag-utrecht-QRHxPP2I/","Sunday, 04 Aug  2019, 14:45","Den Haag - Utrecht","3.58","3.73","1.98","Final result"
"1600976636-830","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Heracles - Utrecht","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/heracles-utrecht-YVyLEBd3/","Sunday, 15 Dec  2019, 14:45","Heracles - Utrecht","2.71","3.69","2.41","Final result"
"1600976866-921","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Twente - Den Haag","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/twente-den-haag-YPdPC4q6/","Saturday, 21 Mar  2020, 16:30","Twente - Den Haag","-","-","-","Canceled"
"1600976954-956","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Den Haag - Zwolle","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/den-haag-zwolle-0WQXdG5s/","Sunday, 10 May  2020, 12:30","Den Haag - Zwolle","-","-","-","Canceled"
"1600976357-721","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Waalwijk - PSV","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/waalwijk-psv-ETZf8zN2/","Sunday, 01 Sep  2019, 18:00","Waalwijk - PSV","10.46","6.18","1.26","Final result"
"1600976558-801","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Groningen - Feyenoord","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/groningen-feyenoord-vXxQn27g/","Sunday, 24 Nov  2019, 10:15","Groningen - Feyenoord","2.99","3.54","2.29","Final result"
"1600976472-767","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Groningen - Sparta Rotterdam","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/groningen-sparta-rotterdam-SWilUdec/","Sunday, 20 Oct  2019, 12:30","Groningen - Sparta Rotterdam","2.08","3.61","3.39","Final result"
"1600976712-860","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Den Haag - Vitesse","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/den-haag-vitesse-IHhEyfLD/","Saturday, 01 Feb  2020, 16:30","Den Haag - Vitesse","3.60","3.73","1.97","Final result"
"1600976347-717","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Twente - Utrecht","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/twente-utrecht-0px75Y6L/","Sunday, 01 Sep  2019, 10:15","Twente - Utrecht","4.69","4.13","1.68","Final result"
"1600976820-903","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","AZ Alkmaar - Den Haag","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/az-alkmaar-den-haag-ldX2af9k/","Saturday, 07 Mar  2020, 16:30","AZ Alkmaar - Den Haag","1.15","8.01","17.50","Final result"
"1600976485-772","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Vitesse - Den Haag","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/vitesse-den-haag-ILp1RfuG/","Saturday, 26 Oct  2019, 17:45","Vitesse - Den Haag","1.42","4.86","6.90","Final result"
"1600976526-788","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Vitesse - Groningen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/vitesse-groningen-nDMAs7VD/","Friday, 08 Nov  2019, 18:00","Vitesse - Groningen","2.05","3.41","3.71","Final result"
"1600976725-865","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Venlo - Utrecht","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/venlo-utrecht-Iuy1Skr0/","Sunday, 02 Feb  2020, 12:30","Venlo - Utrecht","3.70","3.73","1.95","Final result"
"1600976795-893","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Willem II - Groningen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/willem-ii-groningen-Ii5dhw2M/","Friday, 28 Feb  2020, 18:00","Willem II - Groningen","2.38","3.07","3.27","Final result"
"1600976416-745","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Ajax - Groningen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/ajax-groningen-WQ199v4O/","Saturday, 28 Sep  2019, 17:45","Ajax - Groningen","1.13","9.05","18.61","Final result"
"1600976939-950","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Utrecht - Heerenveen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/utrecht-heerenveen-2ye3sy6f/","Sunday, 10 May  2020, 12:30","Utrecht - Heerenveen","-","-","-","Canceled"
"1600976553-799","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Ajax - Heracles","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/ajax-heracles-IHlHlOxs/","Saturday, 23 Nov  2019, 17:45","Ajax - Heracles","1.08","11.77","22.97","Final result"
"1600976337-713","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","FC Emmen - Zwolle","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/fc-emmen-zwolle-YXd8pXUe/","Friday, 30 Aug  2019, 18:00","FC Emmen - Zwolle","2.48","3.54","2.73","Final result"
"1600976389-734","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Groningen - Zwolle","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/groningen-zwolle-KOFT87DD/","Saturday, 21 Sep  2019, 17:45","Groningen - Zwolle","1.85","3.71","4.15","Final result"
"1600976533-791","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Heracles - Venlo","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/heracles-venlo-vB1kzPNm/","Saturday, 09 Nov  2019, 18:45","Heracles - Venlo","1.63","4.23","4.92","Final result"
"1600976307-701","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","FC Emmen - Heerenveen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/fc-emmen-heerenveen-f5vmuxgG/","Saturday, 17 Aug  2019, 18:45","FC Emmen - Heerenveen","2.86","3.60","2.36","Final result"
"1600976443-756","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Heerenveen - Zwolle","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/heerenveen-zwolle-IsQjMHmU/","Saturday, 05 Oct  2019, 18:45","Heerenveen - Zwolle","1.56","4.56","5.18","Final result"
"1600976401-739","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Den Haag - AZ Alkmaar","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/den-haag-az-alkmaar-bgHuGOKt/","Sunday, 22 Sep  2019, 14:45","Den Haag - AZ Alkmaar","5.61","4.62","1.52","Final result"
"1600976701-856","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Willem II - Zwolle","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/willem-ii-zwolle-8nPPUNn1/","Sunday, 26 Jan  2020, 12:30","Willem II - Zwolle","1.71","4.04","4.50","Final result"
"1600976908-938","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Venlo - Den Haag","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/venlo-den-haag-lb0PVw7r/","Sunday, 26 Apr  2020, 12:30","Venlo - Den Haag","1.87","3.44","3.78","Canceled"
"1600976352-719","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Willem II - Feyenoord","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/willem-ii-feyenoord-r5uWaCUr/","Sunday, 01 Sep  2019, 14:45","Willem II - Feyenoord","4.28","4.04","1.75","Final result"
"1600976518-785","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Utrecht - Sittard","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/utrecht-sittard-jZ4vuE9F/","Sunday, 03 Nov  2019, 12:30","Utrecht - Sittard","1.29","6.16","8.92","Final result"
"1600976825-905","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","FC Emmen - Venlo","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/fc-emmen-venlo-vNsT5dWL/","Saturday, 07 Mar  2020, 17:45","FC Emmen - Venlo","1.95","3.48","3.95","Final result"
"1600976720-863","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Zwolle - Groningen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/zwolle-groningen-SjrlVibs/","Saturday, 01 Feb  2020, 18:45","Zwolle - Groningen","2.52","3.36","2.78","Final result"
"1600976742-872","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Waalwijk - Zwolle","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/waalwijk-zwolle-AmBLVOlh/","Saturday, 08 Feb  2020, 18:45","Waalwijk - Zwolle","2.78","3.63","2.39","Final result"
"1600976838-910","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Groningen - PSV","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/groningen-psv-Kt32KeoF/","Sunday, 08 Mar  2020, 14:45","Groningen - PSV","3.16","3.25","2.33","Final result"
"1600976419-746","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Sittard - Sparta Rotterdam","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/sittard-sparta-rotterdam-AH0D8bJU/","Saturday, 28 Sep  2019, 18:45","Sittard - Sparta Rotterdam","3.81","4.18","1.81","Final result"
"1600976589-811","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Feyenoord - Zwolle","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/feyenoord-zwolle-YkMS6NbP/","Sunday, 01 Dec  2019, 14:45","Feyenoord - Zwolle","1.31","5.77","8.58","Final result"
"1600976805-897","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Twente - Heerenveen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/twente-heerenveen-Akpyoefd/","Saturday, 29 Feb  2020, 18:45","Twente - Heerenveen","2.47","3.56","2.73","Final result"
"1600976406-741","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Ajax - Sittard","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/ajax-sittard-vBLCecwc/","Wednesday, 25 Sep  2019, 18:45","Ajax - Sittard","1.03","17.25","40.68","Final result"
"1600976891-931","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Sittard - AZ Alkmaar","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/sittard-az-alkmaar-vPj0V9e2/","Saturday, 25 Apr  2020, 16:30","Sittard - AZ Alkmaar","5.82","4.05","1.49","Canceled"
"1600976853-916","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/results/","Sparta Rotterdam - Feyenoord","https://www.oddsportal.com/soccer/netherlands/eredivisie-2019-2020/sparta-rotterdam-feyenoord-ni3sLSyQ/","Sunday, 15 Mar  2020, 10:15","Sparta Rotterdam - Feyenoord","-","-","-","Canceled"
