League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,SO,Scrape_Date,Scrape_Time
Ligue_1,2020-11-07,2000,PSG,Rennes,1.18,6.45,12.85,None,None,None,None,None,None,None,None,2020-10-31,2316
La_Liga,2020-11-07,2000,Atletico de Madrid,Cadiz CF,1.38,4.2,8.5,2.25,1.45,2.66,1.33,1.04,None,2.8,None,2020-10-31,2323
Eredivisie,2020-11-07,2000,RKC Waalwijk,Sparta Rotterdam,2.4,3.3,2.76,None,None,None,None,None,None,None,None,2020-10-31,2313
Premier_League,2020-11-07,2000,West Ham,Fulham,1.91,3.6,3.6,1.72,1.83,1.65,1.91,1.25,None,1.8,None,2020-10-31,2329
Primeira_Liga,2020-11-07,2030,Vitoria Guimaraes,Sporting CP,3.2,3.2,2.2,1.75,1.72,1.6,1.91,1.6,None,1.3,None,2020-10-31,2325
RFPL,2020-11-08,1100,FK Khimki,Rubin Kazan,3.35,3.2,2.05,1.85,1.61,1.67,1.78,1.67,None,1.27,None,2020-10-31,2321
Eredivisie,2020-11-08,1115,FC Utrecht,Ajax,4.4,3.9,1.67,None,None,None,None,None,None,None,None,2020-10-31,2313
Premiership,2020-11-08,1200,Motherwell FC,Celtic,9.75,5.0,1.28,1.50,2.05,1.83,1.65,3.3,None,1.03,None,2020-10-31,2320
Ligue_1,2020-11-08,1200,Stade Brestois 29,Lille,3.9,3.35,1.91,None,None,None,None,None,None,None,None,2020-10-31,2316
La_Liga,2020-11-08,1300,Getafe,Villarreal,2.45,2.96,2.98,2.3,1.44,1.95,1.63,1.33,None,1.47,None,2020-10-31,2323
Eredivisie,2020-11-08,1330,Feyenoord,FC Groningen,1.38,4.4,7.75,None,None,None,None,None,None,None,None,2020-10-31,2313
RFPL,2020-11-08,1330,CSKA Moscovo,Rostov,1.67,3.4,4.8,2.00,1.53,1.91,1.57,1.14,None,2.05,None,2020-10-31,2321
Eredivisie,2020-11-08,1330,Vitesse,FC Emmen,1.38,4.4,7.75,None,None,None,None,None,None,None,None,2020-10-31,2313
Ligue_1,2020-11-08,1400,FC Lorient,Nantes,2.37,3.15,2.92,None,None,None,None,None,None,None,None,2020-10-31,2316
Ligue_1,2020-11-08,1400,FC Metz,Dijon,1.85,3.3,4.2,None,None,None,None,None,None,None,None,2020-10-31,2316
Serie_A,2020-11-08,1400,Torino,FC Crotone,2.05,3.45,3.3,1.67,1.88,1.55,2.05,1.28,None,1.67,None,2020-10-31,2327
Ligue_1,2020-11-08,1400,RC Lens,Stade Reims,2.0,3.25,3.65,None,None,None,None,None,None,None,None,2020-10-31,2316
Ligue_1,2020-11-08,1400,Nimes,Angers,2.4,3.2,2.86,None,None,None,None,None,None,None,None,2020-10-31,2316
Premier_League,2020-11-08,1400,Leicester,Wolverhampton,2.18,3.1,3.35,2.02,1.57,1.78,1.75,1.28,None,1.61,None,2020-10-31,2329
Bundesliga,2020-11-08,1430,Wolfsburgo,Hoffenheim,2.13,3.35,3.2,1.55,2.05,1.45,2.25,1.3,None,1.63,None,2020-10-31,2315
Primeira_Liga,2020-11-08,1500,SC Farense,Boavista FC,2.58,2.98,2.8,2.02,1.53,1.72,1.75,1.38,None,1.44,None,2020-10-31,2325
Primeira_Liga,2020-11-08,1500,CD Nacional Madeira,Gil Vicente FC,2.3,3.2,3.0,1.90,1.6,1.7,1.78,1.33,None,1.55,None,2020-10-31,2325
La_Liga,2020-11-08,1515,Real Sociedad,Granada CF,1.8,3.55,4.1,1.80,1.75,1.7,1.85,1.2,None,1.9,None,2020-10-31,2323
Eredivisie,2020-11-08,1545,SC Heerenveen,AZ Alkmaar,3.05,3.55,2.13,None,None,None,None,None,None,None,None,2020-10-31,2313
Ligue_1,2020-11-08,1600,Nice,Monaco,2.72,3.4,2.4,None,None,None,None,None,None,None,None,2020-10-31,2316
RFPL,2020-11-08,1600,Dinamo Moscovo,Lokomotiv Moscovo,2.37,2.8,3.1,2.18,1.42,1.83,1.63,1.3,None,1.5,None,2020-10-31,2321
RFPL,2020-11-08,1600,Zenit Sao Petersburgo,Krasnodar,1.72,3.4,4.45,1.65,1.8,1.57,1.9,1.16,None,1.95,None,2020-10-31,2321
Premier_League,2020-11-08,1630,Manchester City,Liverpool,1.91,3.95,3.3,1.42,2.37,1.4,2.4,1.28,None,1.78,None,2020-10-31,2329
Serie_A,2020-11-08,1700,Bolonha,Napoles,4.45,4.0,1.65,1.44,2.3,1.45,2.25,2.1,None,1.17,None,2020-10-31,2327
Bundesliga,2020-11-08,1700,Bayer Leverkusen,Borussia Monchengladbach,2.19,3.25,3.15,1.57,2.02,1.47,2.2,1.31,None,1.6,None,2020-10-31,2315
La_Liga,2020-11-08,1730,Real Valladolid,Athletic Bilbao,3.05,2.86,2.5,2.45,1.38,2.02,1.57,1.47,None,1.33,None,2020-10-31,2323
La_Liga,2020-11-08,1730,Levante,Alaves,2.2,3.25,3.15,1.95,1.63,1.75,1.8,1.31,None,1.57,None,2020-10-31,2323
Primeira_Liga,2020-11-08,1730,FC Porto,Portimonense,1.2,6.15,11.75,1.42,2.25,1.91,1.6,1.02,None,4.0,None,2020-10-31,2325
Eredivisie,2020-11-08,1900,PSV Eindhoven,Willem II Tilburg,1.3,4.8,10.0,None,None,None,None,None,None,None,None,2020-10-31,2313
Premier_League,2020-11-08,1915,Arsenal,Aston Villa,1.67,3.8,4.6,1.55,2.05,1.55,2.05,1.16,None,2.05,None,2020-10-31,2329
Serie_A,2020-11-08,1945,AC Milao,Hellas Verona,1.5,4.33,5.5,1.50,2.16,1.61,1.95,1.11,None,2.45,None,2020-10-31,2327
Primeira_Liga,2020-11-08,2000,SL Benfica,SC Braga,1.61,4.15,4.6,1.42,2.25,1.45,2.17,1.16,None,2.18,None,2020-10-31,2325
Ligue_1,2020-11-08,2000,Lyon,Saint-Etienne,1.38,4.35,7.95,None,None,None,None,None,None,None,None,2020-10-31,2316
La_Liga,2020-11-08,2000,Valencia,Real Madrid,5.2,4.15,1.55,1.55,2.05,1.63,1.95,2.3,None,1.12,None,2020-10-31,2323
