League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Championship,2020-09-11,1945,Watford,Middlesbrough,2.04,3.2,3.6,2.0,1.55,1.78,1.7,1.25,None,1.70,2020-09-03,2234
La_Liga,2020-09-11,2000,Granada CF,Athletic Bilbao,2.72,2.9,2.72,2.2,1.47,1.85,1.7,1.40,None,1.40,2020-09-03,2239
Ligue_1,2020-09-11,2000,Bordeus,Lyon,3.8,3.05,2.04,2.0,1.55,1.75,1.72,1.70,None,1.22,2020-09-03,2232
RFPL,2020-09-12,1145,Tambov,FC Ufa,2.66,3.0,2.7,2.3,1.38,1.95,1.55,1.40,None,1.42,2020-09-03,2237
Championship,2020-09-12,1230,Wycombe,Rotherham,2.72,3.15,2.54,1.75,1.72,1.57,1.95,1.45,None,1.40,2020-09-03,2234
Championship,2020-09-12,1230,Birmingham,Brentford FC,3.9,3.35,1.9,1.8,1.67,1.67,1.8,1.80,None,1.21,2020-09-03,2234
Premier_League,2020-09-12,1230,Fulham,Arsenal,5.1,4.05,1.57,1.61,1.95,1.65,1.9,2.25,None,1.13,2020-09-03,2244
RFPL,2020-09-12,1430,Ural Sverdlovskaya Oblast,FK Khimki,2.02,3.35,3.5,1.78,1.67,1.65,1.8,1.25,None,1.70,2020-09-03,2237
Championship,2020-09-12,1500,Bournemouth,Blackburn Rovers,2.0,3.3,3.6,1.83,1.65,1.67,1.8,1.25,None,1.72,2020-09-03,2234
Premier_League,2020-09-12,1500,Crystal Palace FC,Southampton,2.82,3.05,2.52,2.0,1.6,1.75,1.8,1.47,None,1.38,2020-09-03,2244
La_Liga,2020-09-12,1500,Eibar,Celta de Vigo,2.37,3.05,3.05,2.05,1.55,1.78,1.75,1.33,None,1.50,2020-09-03,2239
Premier_League,2020-09-12,1500,West Ham,Newcastle,2.12,3.35,3.25,1.85,1.7,1.67,1.87,1.30,None,1.65,2020-09-03,2244
Championship,2020-09-12,1500,Bristol City,Coventry City,2.15,3.25,3.25,1.83,1.65,1.65,1.83,1.28,None,1.63,2020-09-03,2234
Championship,2020-09-12,1500,Preston,Swansea City,2.3,3.1,3.1,2.02,1.53,1.75,1.72,1.32,None,1.55,2020-09-03,2234
Championship,2020-09-12,1500,Barnsley FC,Luton Town,2.05,3.35,3.35,1.8,1.67,1.63,1.87,1.28,None,1.67,2020-09-03,2234
Championship,2020-09-12,1500,Millwall FC,Stoke City,2.54,2.98,2.84,2.14,1.47,1.83,1.65,1.38,None,1.45,2020-09-03,2234
Premiership,2020-09-12,1500,Ross County,Celtic,17.0,6.6,1.15,1.4,2.3,2.12,1.47,4.75,None,-,2020-09-03,2236
Premiership,2020-09-12,1500,Aberdeen FC,Kilmarnock FC,1.8,3.4,4.4,2.04,1.53,1.9,1.61,1.17,None,1.91,2020-09-03,2236
Premiership,2020-09-12,1500,Motherwell FC,FC St Johnstone,2.05,3.2,3.55,2.02,1.53,1.8,1.67,1.25,None,1.67,2020-09-03,2236
Championship,2020-09-12,1500,Derby County,Reading,1.95,3.45,3.6,1.78,1.7,1.65,1.83,1.24,None,1.75,2020-09-03,2234
Championship,2020-09-12,1500,Huddersfield,Norwich City,3.15,3.15,2.25,1.87,1.63,1.65,1.83,1.57,None,1.31,2020-09-03,2234
Championship,2020-09-12,1500,Queens Park Rangers,Nottingham Forest,2.82,3.1,2.5,1.9,1.61,1.67,1.8,1.47,None,1.38,2020-09-03,2234
Premiership,2020-09-12,1500,St Mirren,Hibernian FC,3.35,3.2,2.14,1.91,1.6,1.72,1.75,1.63,None,1.28,2020-09-03,2236
Championship,2020-09-12,1500,Cardiff,Sheffield Wednesday,2.13,3.15,3.4,1.95,1.57,1.75,1.72,1.27,None,1.63,2020-09-03,2234
Premiership,2020-09-12,1500,Livingston FC,Hamilton Academical,1.8,3.35,4.45,2.02,1.53,1.85,1.65,1.17,None,1.90,2020-09-03,2236
Premiership,2020-09-12,1500,Rangers,Dundee United,1.18,5.9,16.0,1.44,2.2,2.05,1.5,-,None,4.30,2020-09-03,2236
Ligue_1,2020-09-12,1600,Montpellier,Nice,2.16,3.0,3.5,1.95,1.57,1.72,1.75,1.26,None,1.61,2020-09-03,2232
RFPL,2020-09-12,1700,FC Akhmat Grozny,PFC Sochi,2.4,3.1,2.94,1.87,1.6,1.65,1.8,1.35,None,1.50,2020-09-03,2237
Premier_League,2020-09-12,1730,Liverpool,Leeds United,1.27,5.95,8.0,1.42,2.35,1.78,1.75,1.04,None,3.40,2020-09-03,2244
Ligue_1,2020-09-12,2000,Saint-Etienne,Estrasburgo,2.14,2.98,3.6,2.13,1.47,1.83,1.65,1.24,None,1.63,2020-09-03,2232
La_Liga,2020-09-12,2000,Cadiz CF,CA Osasuna,2.76,2.86,2.7,2.3,1.44,1.91,1.65,1.40,None,1.40,2020-09-03,2239
Ligue_1,2020-09-13,1200,Lille,FC Metz,1.53,3.75,6.25,2.02,1.53,2.05,1.5,1.08,None,2.35,2020-09-03,2232
Ligue_1,2020-09-13,1400,Nimes,Rennes,3.2,3.1,2.25,2.02,1.53,1.75,1.72,1.55,None,1.31,2020-09-03,2232
Ligue_1,2020-09-13,1400,Dijon,Stade Brestois 29,2.35,3.1,3.0,1.9,1.6,1.67,1.8,1.33,None,1.53,2020-09-03,2232
Premier_League,2020-09-13,1400,West Brom,Leicester,3.5,3.5,1.95,1.7,1.85,1.6,2.0,1.75,None,1.26,2020-09-03,2244
Ligue_1,2020-09-13,1400,FC Lorient,RC Lens,2.1,3.2,3.5,2.05,1.5,1.83,1.65,1.26,None,1.67,2020-09-03,2232
Ligue_1,2020-09-13,1400,Angers,Stade Reims,2.3,2.92,3.3,2.45,1.35,2.04,1.53,1.28,None,1.55,2020-09-03,2232
RFPL,2020-09-13,1430,Dinamo Moscovo,Rubin Kazan,2.2,3.15,3.25,2.12,1.45,1.85,1.61,1.30,None,1.60,2020-09-03,2237
La_Liga,2020-09-13,1500,Real Valladolid,Real Sociedad,2.84,3.15,2.45,2.0,1.6,1.75,1.8,1.47,None,1.38,2020-09-03,2239
Ligue_1,2020-09-13,1600,Monaco,Nantes,1.78,3.7,4.05,1.6,1.9,1.57,1.95,1.20,None,1.91,2020-09-03,2232
Premier_League,2020-09-13,1630,Tottenham,Everton,1.8,3.6,4.05,1.75,1.78,1.67,1.87,1.20,None,1.90,2020-09-03,2244
RFPL,2020-09-13,1700,CSKA Moscovo,Spartak Moscovo,2.4,3.4,2.7,1.75,1.7,1.6,1.88,1.40,None,1.50,2020-09-03,2237
RFPL,2020-09-13,1700,Rotor Volgograd,Krasnodar,5.8,3.8,1.55,1.83,1.63,1.88,1.6,2.30,None,1.10,2020-09-03,2237
La_Liga,2020-09-13,1730,Villarreal,Huesca,1.57,3.75,5.65,1.75,1.78,1.8,1.75,1.10,None,2.25,2020-09-03,2239
La_Liga,2020-09-13,2000,Valencia,Levante,1.95,3.5,3.5,1.65,1.91,1.55,2.05,1.26,None,1.75,2020-09-03,2239
RFPL,2020-09-14,1630,Zenit Sao Petersburgo,Arsenal Tula,1.25,4.95,12.75,1.67,1.78,2.25,1.4,1.02,None,3.55,2020-09-03,2237
RFPL,2020-09-14,1830,Rostov,Lokomotiv Moscovo,2.35,3.2,2.92,1.83,1.63,1.65,1.8,1.36,None,1.53,2020-09-03,2237
Premier_League,2020-09-14,2000,Brighton,Chelsea,4.5,3.85,1.67,1.65,1.91,1.65,1.91,2.05,None,1.16,2020-09-03,2244
Premier_League,2020-09-14,2000,Sheffield United,Wolverhampton,3.35,2.94,2.25,2.3,1.44,1.95,1.63,1.55,None,1.28,2020-09-03,2244
La_Liga,2020-09-14,2000,Alaves,Betis,2.72,3.0,2.64,2.0,1.6,1.72,1.83,1.42,None,1.40,2020-09-03,2239
Ligue_1,2020-09-15,2000,Montpellier,Lyon,3.25,3.15,2.2,1.87,1.63,1.65,1.83,1.60,None,1.30,2020-09-03,2232
Ligue_1,2020-09-16,2000,PSG,FC Metz,1.07,10.0,21.0,1.16,3.75,1.95,1.63,-,None,6.65,2020-09-03,2232
Ligue_1,2020-09-17,2000,Marselha,Saint-Etienne,1.7,3.3,5.35,2.02,1.53,1.9,1.6,1.12,None,2.04,2020-09-03,2232
