League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Championship,2020-09-11,1945,Watford,Middlesbrough,1.91,3.4,3.75,1.95,1.57,1.8,1.67,1.23,None,1.78,2020-09-06,1746
Ligue_1,2020-09-11,2000,Bordeus,Lyon,3.8,3.05,2.04,1.95,1.57,1.72,1.75,1.70,None,1.22,2020-09-06,1742
La_Liga,2020-09-11,2000,Granada CF,Athletic Bilbao,2.78,2.9,2.68,2.2,1.47,1.87,1.67,1.42,None,1.38,2020-09-06,1750
RFPL,2020-09-12,1145,Tambov,FC Ufa,2.76,2.86,2.72,2.35,1.36,1.95,1.55,1.40,None,1.38,2020-09-06,1749
Premier_League,2020-09-12,1230,Fulham,Arsenal,5.0,4.1,1.57,1.61,1.95,1.67,1.88,2.25,None,1.14,2020-09-06,1755
Championship,2020-09-12,1230,Birmingham,Brentford FC,3.9,3.35,1.91,1.8,1.67,1.67,1.8,1.80,None,1.21,2020-09-06,1746
Championship,2020-09-12,1230,Wycombe,Rotherham,2.72,3.2,2.5,1.7,1.78,1.53,2.0,1.47,None,1.40,2020-09-06,1746
RFPL,2020-09-12,1430,Ural Sverdlovskaya Oblast,FK Khimki,2.15,3.1,3.4,2.25,1.4,1.91,1.57,1.27,None,1.63,2020-09-06,1749
Championship,2020-09-12,1500,Bournemouth,Blackburn Rovers,2.0,3.3,3.6,1.83,1.65,1.67,1.8,1.24,None,1.72,2020-09-06,1746
Championship,2020-09-12,1500,Millwall FC,Stoke City,2.52,3.0,2.86,2.15,1.47,1.83,1.65,1.36,None,1.45,2020-09-06,1746
Championship,2020-09-12,1500,Bristol City,Coventry City,2.13,3.2,3.35,1.83,1.65,1.65,1.83,1.28,None,1.63,2020-09-06,1746
Premiership,2020-09-12,1500,Ross County,Celtic,17.5,6.55,1.15,1.42,2.25,2.15,1.47,4.80,None,-,2020-09-06,1748
Premier_League,2020-09-12,1500,Crystal Palace FC,Southampton,2.82,3.05,2.5,2.0,1.6,1.75,1.8,1.47,None,1.38,2020-09-06,1755
Championship,2020-09-12,1500,Derby County,Reading,1.95,3.4,3.6,1.78,1.7,1.65,1.83,1.24,None,1.75,2020-09-06,1746
Premiership,2020-09-12,1500,Rangers,Dundee United,1.17,7.05,11.5,1.42,2.25,2.05,1.5,1.02,None,4.35,2020-09-06,1748
Championship,2020-09-12,1500,Preston,Swansea City,2.25,3.15,3.1,2.02,1.53,1.75,1.72,1.32,None,1.55,2020-09-06,1746
La_Liga,2020-09-12,1500,Eibar,Celta de Vigo,2.37,3.05,3.05,2.05,1.55,1.78,1.75,1.33,None,1.50,2020-09-06,1750
Championship,2020-09-12,1500,Barnsley FC,Luton Town,2.1,3.3,3.35,1.8,1.67,1.65,1.85,1.28,None,1.65,2020-09-06,1746
Premiership,2020-09-12,1500,St Mirren,Hibernian FC,3.35,3.25,2.11,1.91,1.6,1.72,1.75,1.65,None,1.28,2020-09-06,1748
Premiership,2020-09-12,1500,Motherwell FC,FC St Johnstone,2.05,3.25,3.5,2.02,1.53,1.8,1.67,1.26,None,1.67,2020-09-06,1748
Championship,2020-09-12,1500,Huddersfield,Norwich City,3.2,3.2,2.2,1.87,1.63,1.67,1.8,1.60,None,1.31,2020-09-06,1746
Championship,2020-09-12,1500,Cardiff,Sheffield Wednesday,2.12,3.15,3.45,1.95,1.57,1.72,1.75,1.27,None,1.65,2020-09-06,1746
Premiership,2020-09-12,1500,Aberdeen FC,Kilmarnock FC,1.8,3.5,4.15,2.0,1.53,1.88,1.61,1.19,None,1.88,2020-09-06,1748
Premiership,2020-09-12,1500,Livingston FC,Hamilton Academical,1.78,3.45,4.45,2.02,1.53,1.9,1.61,1.17,None,1.91,2020-09-06,1748
Premier_League,2020-09-12,1500,West Ham,Newcastle,2.13,3.35,3.2,1.85,1.7,1.67,1.87,1.30,None,1.63,2020-09-06,1755
Championship,2020-09-12,1500,Queens Park Rangers,Nottingham Forest,2.86,3.1,2.45,1.9,1.61,1.67,1.8,1.47,None,1.36,2020-09-06,1746
Ligue_1,2020-09-12,1600,Montpellier,Nice,2.16,3.0,3.5,1.95,1.57,1.72,1.75,1.26,None,1.61,2020-09-06,1742
RFPL,2020-09-12,1700,FC Akhmat Grozny,PFC Sochi,2.4,2.96,3.05,2.25,1.4,1.9,1.57,1.33,None,1.50,2020-09-06,1749
Premier_League,2020-09-12,1730,Liverpool,Leeds United,1.28,5.9,7.75,1.42,2.35,1.75,1.78,1.05,None,3.35,2020-09-06,1755
La_Liga,2020-09-12,2000,Cadiz CF,CA Osasuna,2.74,2.94,2.66,2.4,1.4,2.0,1.6,1.42,None,1.40,2020-09-06,1750
Ligue_1,2020-09-12,2000,Saint-Etienne,Estrasburgo,2.1,3.15,3.55,2.13,1.47,1.87,1.63,1.25,None,1.67,2020-09-06,1742
Ligue_1,2020-09-13,1200,Lille,FC Metz,1.53,3.9,5.9,2.02,1.53,2.1,1.47,1.09,None,2.35,2020-09-06,1742
Premier_League,2020-09-13,1400,West Brom,Leicester,3.55,3.45,1.95,1.72,1.83,1.61,1.95,1.75,None,1.25,2020-09-06,1755
Ligue_1,2020-09-13,1400,Nimes,Rennes,3.25,3.0,2.3,2.02,1.53,1.75,1.72,1.55,None,1.30,2020-09-06,1742
Ligue_1,2020-09-13,1400,FC Lorient,RC Lens,2.1,3.2,3.5,2.05,1.5,1.83,1.65,1.26,None,1.67,2020-09-06,1742
Ligue_1,2020-09-13,1400,Dijon,Stade Brestois 29,2.35,3.1,3.0,1.9,1.6,1.67,1.8,1.33,None,1.53,2020-09-06,1742
Ligue_1,2020-09-13,1400,Angers,Stade Reims,2.3,2.92,3.3,2.4,1.36,2.02,1.53,1.28,None,1.55,2020-09-06,1742
RFPL,2020-09-13,1430,Dinamo Moscovo,Rubin Kazan,2.15,3.1,3.4,2.11,1.45,1.85,1.61,1.27,None,1.63,2020-09-06,1749
La_Liga,2020-09-13,1500,Real Valladolid,Real Sociedad,2.76,3.1,2.54,2.0,1.6,1.75,1.8,1.45,None,1.40,2020-09-06,1750
Ligue_1,2020-09-13,1600,Monaco,Nantes,1.91,3.5,3.7,1.61,1.88,1.53,2.02,1.23,None,1.80,2020-09-06,1742
Premier_League,2020-09-13,1630,Tottenham,Everton,1.8,3.55,4.1,1.75,1.78,1.67,1.88,1.20,None,1.90,2020-09-06,1755
RFPL,2020-09-13,1700,Rotor Volgograd,Krasnodar,6.0,3.85,1.53,1.85,1.61,1.9,1.57,2.33,None,1.09,2020-09-06,1749
