League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Premier_League,2020-07-21,1800,Watford,Manchester City,8.0,5.6,1.35,1.42,2.45,1.65,1.9,3.05,1.1,1.05,2020-07-21,1401
Serie_A,2020-07-21,1830,Atalanta,Bolonha,1.3,6.15,8.5,1.3,2.96,1.55,2.05,1.05,1.08,3.30,2020-07-21,1359
Primeira_Liga,2020-07-21,1900,Sporting CP,Vitoria Setubal,1.45,4.45,7.7,1.80,1.78,1.95,1.63,1.06,1.16,2.56,2020-07-21,1357
Premier_League,2020-07-21,2015,Aston Villa,Arsenal,3.5,3.8,2.0,1.65,2.0,1.55,2.05,1.75,1.21,1.27,2020-07-21,1401
Serie_A,2020-07-21,2045,Sassuolo,AC Milao,3.75,3.95,1.88,1.36,2.6,1.33,2.62,1.85,1.19,1.24,2020-07-21,1359
Primeira_Liga,2020-07-21,2115,Desp. Aves,SL Benfica,20.5,8.0,1.16,1.35,2.67,2.00,1.6,5.00,1.07,-,2020-07-21,1357
MLS,2020-07-22,100,Atlanta United,Columbus Crew,2.82,3.55,2.25,1.55,1.95,1.45,2.11,1.55,1.21,1.38,2020-07-21,1358
MLS,2020-07-22,330,Montreal Impact,Washington DC United,2.76,3.4,2.37,1.55,1.95,1.44,2.16,1.53,1.23,1.38,2020-07-21,1358
MLS,2020-07-22,1400,Real Salt Lake,Sporting Kansas City,3.0,3.65,2.12,1.42,2.18,1.36,2.33,1.65,1.2,1.33,2020-07-21,1358
RFPL,2020-07-22,1700,Krasnodar,FC Akhmat Grozny,1.4,3.7,5.15,1.72,1.67,1.85,1.57,1.08,1.15,2.45,2020-07-21,1354
RFPL,2020-07-22,1700,Dinamo Moscovo,FK Gazovik Orenburg,1.42,3.4,5.55,1.85,1.57,1.95,1.5,1.06,1.18,2.40,2020-07-21,1354
RFPL,2020-07-22,1700,FC Ufa,Arsenal Tula,2.45,2.92,2.33,1.78,1.61,1.60,1.8,1.45,1.25,1.40,2020-07-21,1354
RFPL,2020-07-22,1700,Ural Sverdlovskaya Oblast,Lokomotiv Moscovo,3.7,3.3,1.65,1.60,1.8,1.57,1.85,1.95,1.19,1.17,2020-07-21,1354
RFPL,2020-07-22,1700,CSKA Moscovo,Tambov,1.22,4.45,7.35,1.55,1.87,1.95,1.5,1.02,1.13,3.30,2020-07-21,1354
RFPL,2020-07-22,1700,Rubin Kazan,Spartak Moscovo,2.45,2.86,2.37,1.88,1.55,1.67,1.72,1.42,1.26,1.40,2020-07-21,1354
RFPL,2020-07-22,1700,Rostov,Zenit Sao Petersburgo,1.91,3.2,2.9,1.57,1.83,1.50,1.95,1.30,1.2,1.67,2020-07-21,1354
Premier_League,2020-07-22,1800,Manchester United,West Ham,1.23,6.0,9.75,1.36,2.52,1.75,1.78,1.03,1.11,3.70,2020-07-21,1401
Serie_A,2020-07-22,1830,Parma,Napoles,5.3,4.2,1.53,1.53,2.12,1.60,2.0,2.35,1.16,1.12,2020-07-21,1359
Championship,2020-07-22,1930,Luton Town,Blackburn Rovers,1.78,3.7,4.05,1.61,1.9,1.57,1.95,1.20,1.19,1.91,2020-07-21,1351
Championship,2020-07-22,1930,Leeds United,Charlton,1.65,3.95,4.6,1.50,2.05,1.50,2.05,1.16,1.17,2.12,2020-07-21,1351
Championship,2020-07-22,1930,Wigan,Fulham,2.52,3.55,2.5,1.57,1.95,1.47,2.12,1.47,1.21,1.47,2020-07-21,1351
Championship,2020-07-22,1930,Bristol City,Preston,2.72,3.25,2.45,1.63,1.87,1.47,2.1,1.47,1.25,1.40,2020-07-21,1351
Championship,2020-07-22,1930,Sheffield Wednesday,Middlesbrough,2.3,3.15,3.05,1.83,1.65,1.63,1.87,1.33,1.26,1.55,2020-07-21,1351
Championship,2020-07-22,1930,West Brom,Queens Park Rangers,1.25,5.8,9.5,1.42,2.25,1.83,1.65,1.03,1.11,3.60,2020-07-21,1351
Championship,2020-07-22,1930,Nottingham Forest,Stoke City,2.14,3.25,3.3,1.87,1.63,1.67,1.8,1.28,1.25,1.63,2020-07-21,1351
Championship,2020-07-22,1930,Millwall FC,Huddersfield,2.33,3.2,2.94,1.70,1.78,1.53,2.0,1.35,1.25,1.53,2020-07-21,1351
Championship,2020-07-22,1930,Brentford FC,Barnsley FC,1.38,4.65,7.05,1.53,2.04,1.72,1.75,1.06,1.12,2.80,2020-07-21,1351
Championship,2020-07-22,1930,Reading,Swansea City,3.65,3.55,1.91,1.65,1.83,1.57,1.95,1.78,1.21,1.24,2020-07-21,1351
Championship,2020-07-22,1930,Cardiff,Hull City,1.4,4.5,6.8,1.50,2.05,1.65,1.83,1.07,1.13,2.70,2020-07-21,1351
Championship,2020-07-22,1930,Birmingham,Derby County,2.62,3.25,2.56,1.72,1.75,1.57,1.95,1.45,1.25,1.42,2020-07-21,1351
Premier_League,2020-07-22,2015,Liverpool,Chelsea,2.0,3.5,3.4,1.57,2.04,1.47,2.2,1.27,1.23,1.72,2020-07-21,1401
Serie_A,2020-07-22,2045,Torino,Hellas Verona,2.3,3.25,3.0,1.72,1.83,1.55,2.05,1.33,1.27,1.55,2020-07-21,1359
Serie_A,2020-07-22,2045,Inter de Milao,Fiorentina,1.44,4.65,5.95,1.44,2.3,1.60,2.0,1.10,1.13,2.60,2020-07-21,1359
Serie_A,2020-07-22,2045,US Lecce,Brescia Calcio,1.75,4.0,3.85,1.42,2.33,1.42,2.33,1.22,1.18,1.95,2020-07-21,1359
Serie_A,2020-07-22,2045,Sampdoria,Genova,2.4,3.2,2.86,1.75,1.8,1.55,2.05,1.36,1.28,1.50,2020-07-21,1359
Serie_A,2020-07-22,2045,Spal,AS Roma,8.0,5.4,1.3,1.35,2.56,1.61,1.95,3.25,1.1,1.04,2020-07-21,1359
MLS,2020-07-23,100,FC Cincinnati,New York Red Bulls,3.75,3.5,1.9,1.53,2.0,1.47,2.1,1.80,1.21,1.23,2020-07-21,1358
MLS,2020-07-23,330,Colorado Rapids,Minnesota United,3.05,3.55,2.12,1.50,2.02,1.44,2.15,1.65,1.2,1.33,2020-07-21,1358
MLS,2020-07-23,1400,Chicago Fire,Vancouver Whitecaps FC,1.57,3.95,5.15,1.53,2.0,1.55,1.95,1.13,1.17,2.25,2020-07-21,1358
Serie_A,2020-07-23,1830,Udinese,Juventus,4.95,3.95,1.6,1.60,2.0,1.63,1.95,2.19,1.18,1.14,2020-07-21,1359
Serie_A,2020-07-23,2045,Lazio,Cagliari,1.47,4.33,5.8,1.45,2.25,1.55,2.05,1.10,1.15,2.45,2020-07-21,1359
MLS,2020-07-24,100,Los Angeles Galaxy,Houston Dynamo,2.5,4.0,2.33,1.25,2.78,1.24,2.84,1.53,1.17,1.47,2020-07-21,1358
MLS,2020-07-24,330,Los Angeles FC,Portland Timbers,1.6,4.2,4.6,1.32,2.5,1.36,2.35,1.16,1.15,2.20,2020-07-21,1358
Premier_League,2020-07-26,1600,Newcastle,Liverpool,6.95,5.2,1.35,1.63,1.95,1.91,1.65,2.96,1.1,1.06,2020-07-21,1401
Premier_League,2020-07-26,1600,Manchester City,Norwich City,1.12,8.5,15.0,1.28,2.86,2.00,1.6,-,1.05,5.35,2020-07-21,1401
Premier_League,2020-07-26,1600,Leicester,Manchester United,3.3,3.3,2.1,1.83,1.72,1.67,1.88,1.65,1.25,1.28,2020-07-21,1401
Premier_League,2020-07-26,1600,Crystal Palace FC,Tottenham,4.1,3.5,1.83,1.83,1.72,1.72,1.83,1.88,1.23,1.20,2020-07-21,1401
Premier_League,2020-07-26,1600,Burnley,Brighton,2.25,3.15,3.15,2.05,1.55,1.80,1.75,1.31,1.28,1.57,2020-07-21,1401
Premier_League,2020-07-26,1600,Southampton,Sheffield United,2.52,3.35,2.6,1.75,1.78,1.61,1.95,1.44,1.25,1.47,2020-07-21,1401
Premiership,2020-08-01,1230,Aberdeen FC,Rangers,6.55,4.45,1.42,1.57,1.95,1.75,1.72,2.65,1.13,1.07,2020-07-21,1353
Premiership,2020-08-01,1500,St Mirren,Livingston FC,2.54,3.2,2.68,2.02,1.53,1.75,1.72,1.40,1.26,1.45,2020-07-21,1353
Premiership,2020-08-01,1500,Hibernian FC,Kilmarnock FC,2.1,3.4,3.25,1.83,1.65,1.67,1.8,1.28,1.23,1.65,2020-07-21,1353
Premiership,2020-08-01,1500,Dundee United,FC St Johnstone,2.68,3.2,2.54,2.02,1.53,1.75,1.72,1.45,1.25,1.40,2020-07-21,1353
Premiership,2020-08-02,1630,Celtic,Hamilton Academical,1.11,7.95,18.5,1.31,2.58,2.11,1.47,-,1.05,5.55,2020-07-21,1353
