League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Ligue_1,2020-09-15,2000,Montpellier,Lyon,3.3,3.45,2.1,1.78,1.83,1.6,1.91,1.67,None,1.28,2020-09-15,1945
Premiership,2020-09-16,1945,St Mirren,Celtic,15.0,6.85,1.15,1.38,2.35,2.11,1.47,4.65,None,1.02,2020-09-15,1953
Ligue_1,2020-09-16,2000,PSG,FC Metz,1.27,5.85,8.0,1.42,2.35,1.8,1.75,1.04,None,3.45,2020-09-15,1945
Ligue_1,2020-09-17,2000,Marselha,Saint-Etienne,2.0,3.25,3.7,1.91,1.6,1.72,1.75,1.23,None,1.72,2020-09-15,1945
RFPL,2020-09-18,1800,Krasnodar,FK Khimki,1.32,4.7,9.0,1.65,1.8,1.95,1.55,1.03,None,3.1,2020-09-15,1954
Primeira_Liga,2020-09-18,1900,Famalicao,SL Benfica,7.15,4.55,1.38,1.60,2.0,1.8,1.75,2.76,None,1.06,2020-09-15,1958
Eredivisie,2020-09-18,1900,VVV Venlo,FC Utrecht,4.0,3.75,1.78,1.50,2.05,1.47,2.11,1.91,None,1.2,2020-09-15,1938
Bundesliga,2020-09-18,1930,Bayern Munique,FC Schalke 04,1.12,8.0,16.0,1.18,3.55,1.67,1.88,-,None,5.35,2020-09-15,1941
Championship,2020-09-18,1945,Coventry City,Queens Park Rangers,2.45,3.15,2.82,1.90,1.61,1.67,1.8,1.38,None,1.47,2020-09-15,1949
La_Liga,2020-09-18,2000,Getafe,CA Osasuna,1.91,3.05,4.3,2.45,1.38,2.12,1.53,1.18,None,1.78,2020-09-15,1956
Ligue_1,2020-09-18,2000,Lyon,Nimes,1.4,4.6,6.7,1.55,2.0,1.75,1.72,1.07,None,2.72,2020-09-15,1945
Primeira_Liga,2020-09-18,2115,Vitoria Guimaraes,Belenenses SAD,1.38,4.7,7.15,1.60,2.0,1.83,1.72,1.06,None,2.84,2020-09-15,1958
Championship,2020-09-19,1230,Nottingham Forest,Cardiff,2.5,3.1,2.8,2.02,1.53,1.75,1.72,1.38,None,1.47,2020-09-15,1949
Premier_League,2020-09-19,1230,Everton,West Brom,1.53,4.1,5.45,1.65,1.9,1.72,1.83,1.11,None,2.33,2020-09-15,2004
