League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Ligue_1,2020-09-27,2000,Stade Reims,PSG,10.0,5.95,1.23,1.42,2.25,1.87,1.63,3.80,None,1.03,2020-09-26,2028
La_Liga,2020-09-27,2000,Barcelona,Villarreal,1.5,4.3,5.4,1.42,2.35,1.5,2.19,1.12,None,2.37,2020-09-26,2036
Primeira_Liga,2020-09-27,2100,Rio Ave FC,Vitoria Guimaraes,2.8,3.1,2.5,1.95,1.57,1.72,1.75,1.47,None,1.38,2020-09-26,2039
RFPL,2020-09-28,1700,FK Khimki,Dinamo Moscovo,4.0,3.25,1.91,2.02,1.5,1.83,1.63,1.80,None,1.2,2020-09-26,2034
Premier_League,2020-09-28,1745,Fulham,Aston Villa,2.78,3.15,2.5,1.88,1.67,1.67,1.88,1.47,None,1.38,2020-09-26,2044
Primeira_Liga,2020-09-28,1945,Belenenses SAD,Famalicao,2.52,2.98,2.86,1.91,1.6,1.65,1.83,1.36,None,1.47,2020-09-26,2039
Serie_A,2020-09-28,1945,Bolonha,Parma,1.95,3.6,3.5,1.67,1.88,1.57,2.02,1.26,None,1.78,2020-09-26,2041
Premier_League,2020-09-28,2000,Liverpool,Arsenal,1.47,4.55,5.7,1.45,2.25,1.57,2.02,1.10,None,2.5,2020-09-26,2044
La_Liga,2020-09-29,1800,Real Sociedad,Valencia,1.7,3.6,4.75,1.87,1.67,1.83,1.72,1.15,None,2.04,2020-09-26,2036
La_Liga,2020-09-29,2030,Getafe,Betis,2.25,3.0,3.3,2.20,1.47,1.91,1.65,1.28,None,1.57,2020-09-26,2036
Serie_A,2020-09-30,1700,Udinese,Spezia,1.72,3.45,4.75,1.87,1.67,1.8,1.75,1.15,None,2.0,2020-09-26,2041
Serie_A,2020-09-30,1700,Benevento Calcio,Inter de Milao,6.8,4.8,1.38,1.45,2.25,1.65,1.91,2.82,None,1.07,2020-09-26,2041
La_Liga,2020-09-30,1800,Villarreal,Alaves,1.6,3.8,5.35,1.88,1.67,1.88,1.67,1.12,None,2.2,2020-09-26,2036
La_Liga,2020-09-30,1800,Huesca,Atletico de Madrid,5.5,3.5,1.63,2.10,1.53,2.04,1.57,2.13,None,1.11,2020-09-26,2036
Serie_A,2020-09-30,1945,Lazio,Atalanta,2.4,3.6,2.6,1.50,2.19,1.42,2.37,1.44,None,1.5,2020-09-26,2041
La_Liga,2020-09-30,2030,Real Madrid,Real Valladolid,1.28,5.5,8.5,1.50,2.16,1.87,1.67,1.04,None,3.3,2020-09-26,2036
La_Liga,2020-09-30,2030,Eibar,Elche CF,1.75,3.45,4.55,2.20,1.47,2.05,1.55,1.16,None,1.95,2020-09-26,2036
La_Liga,2020-10-01,1800,Sevilha,Levante,1.5,4.25,5.7,1.65,1.9,1.78,1.75,1.10,None,2.4,2020-09-26,2036
La_Liga,2020-10-01,1800,Athletic Bilbao,Cadiz CF,1.72,3.4,4.85,2.33,1.42,2.2,1.47,1.14,None,2.0,2020-09-26,2036
La_Liga,2020-10-01,2030,Celta de Vigo,Barcelona,5.4,3.95,1.55,1.55,2.05,1.6,2.0,2.25,None,1.12,2020-09-26,2036
La_Liga,2020-10-01,2030,Granada CF,CA Osasuna,2.2,2.86,3.6,2.4,1.4,2.02,1.57,1.25,None,1.57,2020-09-26,2036
Primeira_Liga,2020-10-02,1900,Moreirense FC,Boavista FC,2.45,3.2,2.78,2.3,1.4,1.95,1.57,1.38,None,1.47,2020-09-26,2039
Eredivisie,2020-10-02,1900,FC Utrecht,SC Heerenveen,1.72,3.85,4.2,None,None,None,None,None,None,None,2020-09-26,2024
Bundesliga,2020-10-02,1930,1. FC Union Berlin,Mainz 05,2.25,3.35,2.98,1.75,1.8,1.6,2.0,1.35,None,1.57,2020-09-26,2026
Championship,2020-10-02,1945,Coventry City,Bournemouth,3.6,3.0,2.14,1.90,1.61,1.67,1.8,1.63,None,1.25,2020-09-26,2030
Serie_A,2020-10-02,1945,Fiorentina,Sampdoria,1.67,3.9,4.4,1.67,1.88,1.67,1.88,1.17,None,2.05,2020-09-26,2041
Ligue_1,2020-10-02,2000,PSG,Angers,1.19,6.15,12.6,1.36,2.4,1.83,1.65,1.02,None,4.1,2020-09-26,2028
Primeira_Liga,2020-10-02,2115,Vitoria Guimaraes,FC Pacos Ferreira,1.5,3.95,6.05,1.78,1.7,1.87,1.63,1.09,None,2.37,2020-09-26,2039
Championship,2020-10-03,1230,Norwich City,Derby County,1.75,3.8,4.0,1.65,1.83,1.61,1.88,1.20,None,1.95,2020-09-26,2030
Premier_League,2020-10-03,1230,Chelsea,Crystal Palace FC,1.42,4.5,6.45,1.53,2.12,1.67,1.88,1.08,None,2.64,2020-09-26,2044
Serie_A,2020-10-03,1400,Sassuolo,FC Crotone,1.53,4.15,5.55,1.57,2.02,1.65,1.91,1.11,None,2.37,2020-09-26,2041
Bundesliga,2020-10-03,1430,Colonia,Borussia Monchengladbach,3.55,3.65,1.91,1.53,2.1,1.47,2.2,1.78,None,1.26,2020-09-26,2026
RFPL,2020-10-03,1430,Ural Sverdlovskaya Oblast,CSKA Moscovo,5.35,3.5,1.65,1.83,1.63,1.78,1.67,2.11,None,1.12,2020-09-26,2034
Bundesliga,2020-10-03,1430,Borussia Dortmund,Friburgo,1.26,5.6,9.5,1.36,2.54,1.67,1.88,1.03,None,3.5,2020-09-26,2026
Bundesliga,2020-10-03,1430,Estugarda,Bayer Leverkusen,3.8,3.85,1.8,1.47,2.2,1.45,2.25,1.90,None,1.22,2020-09-26,2026
RFPL,2020-10-03,1430,Tambov,Arsenal Tula,3.2,3.1,2.25,2.05,1.5,1.78,1.67,1.55,None,1.3,2020-09-26,2034
Bundesliga,2020-10-03,1430,Eintracht Frankfurt,Hoffenheim,2.17,3.55,2.98,1.42,2.33,1.36,2.52,1.33,None,1.61,2020-09-26,2026
Bundesliga,2020-10-03,1430,Werder Bremen,Arminia Bielefeld,2.12,3.4,3.2,1.65,1.91,1.53,2.11,1.30,None,1.65,2020-09-26,2026
Championship,2020-10-03,1500,Middlesbrough,Barnsley FC,2.25,3.2,3.1,1.91,1.6,1.7,1.78,1.32,None,1.57,2020-09-26,2030
Championship,2020-10-03,1500,Rotherham,Huddersfield,2.4,3.1,2.94,2.13,1.47,1.83,1.65,1.35,None,1.5,2020-09-26,2030
Premier_League,2020-10-03,1500,Everton,Brighton,1.72,3.55,4.65,1.78,1.75,1.7,1.85,1.16,None,2.0,2020-09-26,2044
Premier_League,2020-10-03,1500,Leeds United,Manchester City,9.0,6.45,1.23,1.28,2.86,1.65,1.91,3.80,None,1.03,2020-09-26,2044
Championship,2020-10-03,1500,Blackburn Rovers,Cardiff,2.2,3.15,3.25,1.83,1.65,1.65,1.85,1.30,None,1.6,2020-09-26,2030
Championship,2020-10-03,1500,Sheffield Wednesday,Queens Park Rangers,1.95,3.35,3.75,1.72,1.75,1.61,1.9,1.23,None,1.75,2020-09-26,2030
Championship,2020-10-03,1500,Reading,Watford,3.1,3.0,2.35,1.87,1.63,1.63,1.87,1.53,None,1.32,2020-09-26,2030
Championship,2020-10-03,1500,Nottingham Forest,Bristol City,2.25,3.25,3.05,1.95,1.57,1.72,1.75,1.33,None,1.57,2020-09-26,2030
Championship,2020-10-03,1500,Brentford FC,Preston,1.8,3.6,4.05,1.65,1.83,1.6,1.91,1.20,None,1.91,2020-09-26,2030
Championship,2020-10-03,1500,Luton Town,Wycombe,1.72,3.65,4.45,1.75,1.72,1.7,1.78,1.17,None,2.0,2020-09-26,2030
Championship,2020-10-03,1500,Swansea City,Millwall FC,2.3,2.96,3.25,2.10,1.47,1.8,1.67,1.28,None,1.55,2020-09-26,2030
Eredivisie,2020-10-03,1530,Vitesse,Heracles Almelo,1.72,3.85,4.15,None,None,None,None,None,None,None,2020-09-26,2024
Ligue_1,2020-10-03,1600,RC Lens,Saint-Etienne,2.33,3.1,3.05,1.95,1.57,1.7,1.78,1.33,None,1.53,2020-09-26,2028
Primeira_Liga,2020-10-03,1600,CD Santa Clara,Gil Vicente FC,2.02,3.25,3.6,2.25,1.42,1.95,1.57,1.25,None,1.7,2020-09-26,2039
Serie_A,2020-10-03,1700,Genova,Torino,2.45,3.15,2.84,1.78,1.75,1.6,2.0,1.38,None,1.47,2020-09-26,2041
RFPL,2020-10-03,1700,Spartak Moscovo,Zenit Sao Petersburgo,3.0,3.15,2.33,1.75,1.7,1.57,1.91,1.53,None,1.33,2020-09-26,2034
Bundesliga,2020-10-03,1730,RB Leipzig,FC Schalke 04,1.25,5.85,9.0,1.35,2.56,1.7,1.85,1.03,None,3.55,2020-09-26,2026
Eredivisie,2020-10-03,1745,RKC Waalwijk,PEC Zwolle,2.6,3.35,2.52,None,None,None,None,None,None,None,2020-09-26,2024
Primeira_Liga,2020-10-03,1830,FC Porto,CS Maritimo,1.22,5.7,11.75,1.55,2.0,2.13,1.47,1.02,None,3.85,2020-09-26,2039
Eredivisie,2020-10-03,1900,VVV Venlo,Den Haag,2.12,3.5,3.1,None,None,None,None,None,None,None,2020-09-26,2024
Serie_A,2020-10-03,1945,Udinese,AS Roma,4.4,3.75,1.7,1.63,1.95,1.6,2.0,2.02,None,1.18,2020-09-26,2041
Premier_League,2020-10-03,2000,Newcastle,Burnley,2.4,3.0,3.0,2.16,1.5,1.85,1.7,1.33,None,1.5,2020-09-26,2044
Eredivisie,2020-10-03,2000,FC Twente Enschede,FC Emmen,1.91,3.7,3.5,None,None,None,None,None,None,None,2020-09-26,2024
Ligue_1,2020-10-03,2000,Nice,Nantes,2.33,3.2,2.96,1.95,1.57,1.72,1.75,1.35,None,1.53,2020-09-26,2028
Primeira_Liga,2020-10-03,2100,CD Tondela,SC Braga,5.45,4.1,1.53,1.57,1.95,1.63,1.87,2.33,None,1.11,2020-09-26,2039
Eredivisie,2020-10-04,1115,FC Groningen,Ajax,6.8,4.8,1.38,None,None,None,None,None,None,None,2020-09-26,2024
Serie_A,2020-10-04,1130,Atalanta,Cagliari,1.33,5.45,6.9,1.3,2.76,1.53,2.1,1.06,None,3.05,2020-09-26,2041
Premier_League,2020-10-04,1200,Southampton,West Brom,1.72,3.7,4.4,1.72,1.83,1.67,1.88,1.17,None,2.0,2020-09-26,2044
RFPL,2020-10-04,1200,Lokomotiv Moscovo,FK Khimki,1.3,4.45,11.75,1.95,1.55,2.5,1.32,1.02,None,3.25,2020-09-26,2034
Ligue_1,2020-10-04,1200,Montpellier,Nimes,1.83,3.3,4.33,1.78,1.7,1.67,1.8,1.18,None,1.87,2020-09-26,2028
Premier_League,2020-10-04,1200,Leicester,West Ham,1.63,3.9,4.75,1.60,2.0,1.6,2.0,1.15,None,2.14,2020-09-26,2044
Eredivisie,2020-10-04,1330,Willem II Tilburg,Feyenoord,3.5,3.7,1.91,None,None,None,None,None,None,None,2020-09-26,2024
Eredivisie,2020-10-04,1330,Sparta Rotterdam,AZ Alkmaar,4.75,3.9,1.63,None,None,None,None,None,None,None,2020-09-26,2024
Ligue_1,2020-10-04,1400,Bordeus,Dijon,1.67,3.6,4.85,1.87,1.63,1.8,1.67,1.14,None,2.05,2020-09-26,2028
Premier_League,2020-10-04,1400,Wolverhampton,Fulham,1.5,3.85,6.55,2.05,1.55,2.17,1.5,1.07,None,2.4,2020-09-26,2044
Serie_A,2020-10-04,1400,Lazio,Inter de Milao,2.64,3.5,2.4,1.60,2.0,1.5,2.19,1.50,None,1.42,2020-09-26,2041
Serie_A,2020-10-04,1400,Benevento Calcio,Bolonha,2.7,3.4,2.4,1.63,1.95,1.5,2.16,1.50,None,1.4,2020-09-26,2041
Ligue_1,2020-10-04,1400,Estrasburgo,Lille,3.2,3.1,2.25,2.05,1.5,1.8,1.67,1.55,None,1.31,2020-09-26,2028
Ligue_1,2020-10-04,1400,Stade Brestois 29,Monaco,3.2,3.35,2.13,1.72,1.75,1.57,1.95,1.65,None,1.3,2020-09-26,2028
Premier_League,2020-10-04,1400,Arsenal,Sheffield United,1.57,3.85,5.45,1.90,1.65,1.95,1.63,1.11,None,2.25,2020-09-26,2044
Serie_A,2020-10-04,1400,Parma,Hellas Verona,2.37,3.1,2.98,2.00,1.6,1.75,1.8,1.33,None,1.5,2020-09-26,2041
Ligue_1,2020-10-04,1400,FC Metz,FC Lorient,2.2,3.1,3.3,2.05,1.5,1.8,1.67,1.28,None,1.6,2020-09-26,2028
RFPL,2020-10-04,1430,PFC Sochi,Rostov,2.67,2.94,2.74,2.00,1.53,1.7,1.75,1.40,None,1.42,2020-09-26,2034
Bundesliga,2020-10-04,1430,Wolfsburgo,Augsburgo,1.67,3.75,4.65,1.70,1.85,1.67,1.88,1.16,None,2.05,2020-09-26,2026
RFPL,2020-10-04,1430,Rubin Kazan,FC Akhmat Grozny,2.05,3.25,3.5,1.87,1.6,1.67,1.78,1.26,None,1.67,2020-09-26,2034
Championship,2020-10-04,1500,Stoke City,Birmingham,2.13,3.05,3.55,2.05,1.5,1.8,1.67,1.25,None,1.63,2020-09-26,2030
Primeira_Liga,2020-10-04,1530,CD Nacional Madeira,Belenenses SAD,2.4,3.1,2.92,2.02,1.53,1.75,1.72,1.36,None,1.5,2020-09-26,2039
Eredivisie,2020-10-04,1545,PSV Eindhoven,Fortuna Sittard,1.13,7.45,16.0,None,None,None,None,None,None,None,2020-09-26,2024
Ligue_1,2020-10-04,1600,Rennes,Stade Reims,1.8,3.25,4.6,2.02,1.53,1.87,1.63,1.16,None,1.91,2020-09-26,2028
Premier_League,2020-10-04,1630,Manchester United,Tottenham,1.95,3.45,3.6,1.75,1.8,1.63,1.95,1.25,None,1.75,2020-09-26,2044
Bundesliga,2020-10-04,1700,Bayern Munique,Hertha Berlin,1.12,8.0,15.5,1.18,3.55,1.7,1.85,-,None,5.35,2020-09-26,2026
Serie_A,2020-10-04,1700,AC Milao,Spezia,1.25,5.9,9.0,1.45,2.25,1.91,1.65,1.03,None,3.6,2020-09-26,2041
RFPL,2020-10-04,1800,Dinamo Moscovo,Krasnodar,2.58,3.15,2.66,1.91,1.57,1.7,1.75,1.42,None,1.44,2020-09-26,2034
Primeira_Liga,2020-10-04,1830,SL Benfica,SC Farense,1.19,5.7,15.5,1.50,2.05,2.15,1.47,-,None,4.15,2020-09-26,2039
Primeira_Liga,2020-10-04,1830,Famalicao,Rio Ave FC,2.7,3.4,2.4,1.67,1.8,1.53,2.02,1.50,None,1.4,2020-09-26,2039
Premier_League,2020-10-04,1915,Aston Villa,Liverpool,7.75,5.0,1.33,1.47,2.2,1.75,1.8,3.05,None,1.05,2020-09-26,2044
Serie_A,2020-10-04,1945,Juventus,Napoles,1.95,3.35,3.65,1.80,1.75,1.65,1.91,1.24,None,1.72,2020-09-26,2041
Ligue_1,2020-10-04,2000,Lyon,Marselha,1.87,3.5,3.85,1.80,1.67,1.7,1.78,1.22,None,1.83,2020-09-26,2028
Primeira_Liga,2020-10-04,2100,Portimonense,Sporting CP,4.9,3.75,1.65,1.60,1.91,1.57,1.95,2.12,None,1.14,2020-09-26,2039
Championship,2020-10-16,1945,Derby County,Watford,2.96,3.25,2.3,None,None,None,None,None,None,None,2020-09-26,2030
Championship,2020-10-17,1500,Rotherham,Norwich City,3.7,3.35,1.95,None,None,None,None,None,None,None,2020-09-26,2030
Championship,2020-10-17,1500,Middlesbrough,Reading,2.05,3.3,3.45,None,None,None,None,None,None,None,2020-09-26,2030
Championship,2020-10-17,1500,Wycombe,Millwall FC,4.35,3.45,1.78,None,None,None,None,None,None,None,2020-09-26,2030
Championship,2020-10-17,1500,Blackburn Rovers,Nottingham Forest,2.25,3.35,2.96,None,None,None,None,None,None,None,2020-09-26,2030
Championship,2020-10-17,1500,Birmingham,Sheffield Wednesday,2.45,3.3,2.72,None,None,None,None,None,None,None,2020-09-26,2030
Championship,2020-10-17,1500,Brentford FC,Coventry City,1.6,3.8,5.25,None,None,None,None,None,None,None,2020-09-26,2030
Championship,2020-10-17,1500,Luton Town,Stoke City,2.96,3.25,2.3,None,None,None,None,None,None,None,2020-09-26,2030
Championship,2020-10-17,1500,Bournemouth,Queens Park Rangers,1.83,3.5,4.05,None,None,None,None,None,None,None,2020-09-26,2030
Championship,2020-10-17,1500,Barnsley FC,Bristol City,2.4,3.25,2.82,None,None,None,None,None,None,None,2020-09-26,2030
Championship,2020-10-17,1500,Swansea City,Huddersfield,2.11,3.25,3.35,None,None,None,None,None,None,None,2020-09-26,2030
Championship,2020-10-18,1200,Preston,Cardiff,2.3,3.25,2.96,None,None,None,None,None,None,None,2020-09-26,2030
La_Liga,2020-10-25,2000,Barcelona,Real Madrid,2.35,3.6,2.65,1.47,2.2,1.42,2.37,1.42,None,1.53,2020-09-26,2036
