League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
MLS,2020-08-12,130,Portland Timbers,Orlando City SC,2.76,3.4,2.37,None,None,None,None,None,None,None,2020-08-12,35
Premiership,2020-08-12,1945,Ross County,Kilmarnock FC,2.9,3.15,2.4,2.0,1.53,1.75,1.72,1.5,1.26,1.36,2020-08-12,31
Premiership,2020-08-12,1945,Motherwell FC,Livingston FC,2.05,3.25,3.5,2.05,1.5,1.83,1.65,1.26,1.25,1.67,2020-08-12,31
Premiership,2020-08-12,1945,Rangers,FC St Johnstone,1.19,6.4,12.0,1.53,2.02,2.25,1.42,1.02,1.09,4.15,2020-08-12,31
Champions,2020-08-12,2000,Atalanta,PSG,3.5,3.75,1.9,None,None,None,None,None,None,None,2020-08-12,34
Champions,2020-08-13,2000,RB Leipzig,Atletico de Madrid,3.25,3.0,2.3,None,None,None,None,None,None,None,2020-08-12,34
RFPL,2020-08-14,1600,Arsenal Tula,FC Ufa,2.25,2.66,2.76,2.3,1.35,1.95,1.5,1.32,1.31,1.47,2020-08-12,32
RFPL,2020-08-14,1700,PFC Sochi,FK Khimki,1.91,3.0,3.1,1.95,1.5,1.75,1.65,1.25,1.24,1.67,2020-08-12,32
RFPL,2020-08-14,1800,Spartak Moscovo,FC Akhmat Grozny,1.65,3.15,3.9,1.85,1.57,1.75,1.65,1.16,1.21,1.95,2020-08-12,32
Champions,2020-08-14,2000,Barcelona,Bayern Munique,3.3,3.75,1.95,None,None,None,None,None,None,None,2020-08-12,34
RFPL,2020-08-15,1330,Rubin Kazan,Ural Sverdlovskaya Oblast,1.95,2.96,3.05,1.85,1.57,1.67,1.72,1.27,1.25,1.63,2020-08-12,32
RFPL,2020-08-15,1330,Dinamo Moscovo,Rotor Volgograd,1.5,3.3,4.7,1.95,1.5,1.95,1.5,1.1,1.19,2.19,2020-08-12,32
Premiership,2020-08-15,1500,Kilmarnock FC,FC St Johnstone,2.35,3.05,3.05,2.12,1.47,1.83,1.65,1.33,1.28,1.53,2020-08-12,31
RFPL,2020-08-15,1600,CSKA Moscovo,Tambov,1.35,3.9,5.5,1.67,1.72,1.85,1.57,1.06,1.13,2.62,2020-08-12,32
RFPL,2020-08-15,1700,Lokomotiv Moscovo,Krasnodar,2.3,2.82,2.56,1.88,1.55,1.65,1.75,1.38,1.27,1.45,2020-08-12,32
Premiership,2020-08-15,1730,Hibernian FC,Motherwell FC,1.95,3.5,3.55,1.7,1.78,1.60,1.91,1.26,1.22,1.75,2020-08-12,31
RFPL,2020-08-15,1800,Rostov,Zenit Sao Petersburgo,3.7,3.1,1.7,1.78,1.61,1.70,1.7,1.88,1.21,1.18,2020-08-12,32
Champions,2020-08-15,2000,Manchester City,Lyon,1.27,5.85,8.0,None,None,None,None,None,None,None,2020-08-12,34
Premiership,2020-08-16,1630,Livingston FC,Rangers,7.05,4.45,1.4,1.6,1.91,1.78,1.7,2.74,1.13,1.06,2020-08-12,31
Liga_Europa,2020-08-16,2000,Sevilha,Manchester United,3.1,3.3,2.2,None,None,None,None,None,None,None,2020-08-12,33
Liga_Europa,2020-08-17,2000,Inter de Milao,Shakhtar Donetsk,1.8,3.5,4.2,None,None,None,None,None,None,None,2020-08-12,33
