League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Eredivisie,2020-09-19,1900,PSV Eindhoven,FC Emmen,1.17,7.0,11.75,1.32,2.54,1.87,1.63,1.02,None,4.4,2020-09-18,1716
Serie_A,2020-09-19,1945,Hellas Verona,AS Roma,3.7,3.55,1.9,1.67,1.88,1.6,2.0,1.80,None,1.24,2020-09-18,1734
Eredivisie,2020-09-19,2000,Fortuna Sittard,SC Heerenveen,3.15,3.65,2.05,1.50,2.05,1.44,2.19,1.67,None,1.32,2020-09-18,1716
Premier_League,2020-09-19,2000,Arsenal,West Ham,1.5,4.3,5.5,1.53,2.1,1.63,1.95,1.11,None,2.4,2020-09-18,1737
Ligue_1,2020-09-19,2000,Rennes,Monaco,2.25,3.25,3.05,1.67,1.8,1.53,2.02,1.33,None,1.57,2020-09-18,1721
La_Liga,2020-09-19,2000,Celta de Vigo,Valencia,2.2,3.4,3.0,1.88,1.67,1.7,1.85,1.33,None,1.6,2020-09-18,1729
Primeira_Liga,2020-09-19,2100,FC Porto,SC Braga,1.63,3.85,4.9,1.65,1.91,1.65,1.91,1.14,None,2.16,2020-09-18,1731
Eredivisie,2020-09-20,1115,Den Haag,FC Groningen,3.35,3.4,2.05,1.78,1.7,1.63,1.87,1.67,None,1.28,2020-09-18,1716
Serie_A,2020-09-20,1130,Parma,Napoles,4.75,4.05,1.61,1.53,2.1,1.55,2.05,2.18,None,1.15,2020-09-18,1734
Premiership,2020-09-20,1200,Hibernian FC,Rangers,6.3,4.15,1.47,1.67,1.8,1.8,1.67,2.52,None,1.08,2020-09-18,1726
Premier_League,2020-09-20,1200,Southampton,Tottenham,3.0,3.25,2.3,1.80,1.75,1.63,1.95,1.55,None,1.33,2020-09-18,1737
RFPL,2020-09-20,1200,FC Ufa,CSKA Moscovo,5.5,3.5,1.63,2.15,1.44,2.1,1.47,2.13,None,1.11,2020-09-18,1727
RFPL,2020-09-20,1200,Arsenal Tula,PFC Sochi,2.52,3.05,2.8,2.11,1.45,1.8,1.65,1.38,None,1.47,2020-09-18,1727
Ligue_1,2020-09-20,1200,Nice,PSG,6.95,4.5,1.4,1.63,1.87,1.85,1.65,2.74,None,1.06,2020-09-18,1721
Eredivisie,2020-09-20,1330,Willem II Tilburg,Heracles Almelo,2.12,3.4,3.2,1.67,1.8,1.57,1.95,1.30,None,1.65,2020-09-18,1716
Eredivisie,2020-09-20,1330,Feyenoord,FC Twente Enschede,1.4,4.8,6.2,1.36,2.4,1.53,2.02,1.08,None,2.7,2020-09-18,1716
Ligue_1,2020-09-20,1400,FC Metz,Stade Reims,2.56,2.8,3.0,2.50,1.33,2.02,1.53,1.33,None,1.45,2020-09-18,1721
Serie_A,2020-09-20,1400,Genova,FC Crotone,1.88,3.4,3.95,1.78,1.75,1.65,1.9,1.21,None,1.8,2020-09-18,1734
Ligue_1,2020-09-20,1400,Stade Brestois 29,FC Lorient,2.35,3.15,2.98,1.87,1.63,1.65,1.83,1.35,None,1.53,2020-09-18,1721
Premier_League,2020-09-20,1400,Newcastle,Brighton,2.54,3.05,2.78,2.16,1.5,1.85,1.7,1.38,None,1.45,2020-09-18,1737
Ligue_1,2020-09-20,1400,Montpellier,Angers,2.1,3.2,3.45,2.05,1.5,1.83,1.65,1.26,None,1.65,2020-09-18,1721
Championship,2020-09-20,1400,Stoke City,Bristol City,1.95,3.3,3.8,1.90,1.6,1.72,1.75,1.23,None,1.75,2020-09-18,1723
Ligue_1,2020-09-20,1400,Estrasburgo,Dijon,1.67,3.65,4.85,1.90,1.6,1.85,1.65,1.14,None,2.05,2020-09-18,1721
Bundesliga,2020-09-20,1430,RB Leipzig,Mainz 05,1.35,5.1,6.95,1.32,2.68,1.5,2.16,1.06,None,2.94,2020-09-18,1718
RFPL,2020-09-20,1430,Rubin Kazan,Spartak Moscovo,3.35,3.2,2.13,2.02,1.5,1.78,1.67,1.63,None,1.28,2020-09-18,1727
Premiership,2020-09-20,1500,Aberdeen FC,Motherwell FC,1.83,3.4,4.2,2.04,1.53,1.9,1.61,1.19,None,1.87,2020-09-18,1726
La_Liga,2020-09-20,1500,Huesca,Cadiz CF,2.12,2.86,3.85,2.40,1.4,2.02,1.57,1.22,None,1.65,2020-09-18,1729
Eredivisie,2020-09-20,1545,Ajax,RKC Waalwijk,1.05,11.5,24.0,1.11,4.05,1.88,1.61,-,None,8.0,2020-09-18,1716
Primeira_Liga,2020-09-20,1600,CD Santa Clara,CS Maritimo,2.18,3.1,3.35,2.05,1.55,1.83,1.72,1.28,None,1.61,2020-09-18,1731
Ligue_1,2020-09-20,1600,Nantes,Saint-Etienne,2.25,3.1,3.15,2.14,1.47,1.85,1.65,1.31,None,1.55,2020-09-18,1721
Premier_League,2020-09-20,1630,Chelsea,Liverpool,3.05,3.6,2.11,1.53,2.12,1.45,2.25,1.65,None,1.33,2020-09-18,1737
Serie_A,2020-09-20,1700,Sassuolo,Cagliari,1.9,3.7,3.55,1.50,2.16,1.45,2.25,1.25,None,1.8,2020-09-18,1734
RFPL,2020-09-20,1700,Lokomotiv Moscovo,Tambov,1.55,3.9,5.65,1.85,1.61,1.91,1.57,1.10,None,2.3,2020-09-18,1727
Bundesliga,2020-09-20,1700,Wolfsburgo,Bayer Leverkusen,2.82,3.3,2.37,1.63,1.95,1.5,2.16,1.50,None,1.38,2020-09-18,1718
La_Liga,2020-09-20,1730,Betis,Real Valladolid,1.85,3.45,4.0,1.95,1.63,1.83,1.72,1.20,None,1.85,2020-09-18,1729
La_Liga,2020-09-20,1730,Granada CF,Alaves,2.04,2.94,4.0,2.40,1.4,2.05,1.55,1.20,None,1.7,2020-09-18,1729
Primeira_Liga,2020-09-20,1830,Moreirense FC,SC Farense,2.2,3.1,3.25,2.17,1.5,1.88,1.67,1.30,None,1.57,2020-09-18,1731
Premier_League,2020-09-20,1900,Leicester,Burnley,1.6,3.85,5.1,1.80,1.75,1.83,1.72,1.13,None,2.2,2020-09-18,1737
Serie_A,2020-09-20,1945,Juventus,Sampdoria,1.3,5.55,8.0,1.47,2.2,1.85,1.7,1.04,None,3.3,2020-09-18,1734
La_Liga,2020-09-20,2000,Real Sociedad,Real Madrid,4.4,3.7,1.72,1.65,1.91,1.61,1.95,2.00,None,1.18,2020-09-18,1729
Ligue_1,2020-09-20,2000,Marselha,Lille,2.3,3.1,3.1,2.14,1.47,1.85,1.65,1.31,None,1.55,2020-09-18,1721
Primeira_Liga,2020-09-20,2100,CD Tondela,Rio Ave FC,3.55,3.2,2.05,2.12,1.53,1.87,1.67,1.67,None,1.25,2020-09-18,1731
RFPL,2020-09-21,1700,Dinamo Moscovo,FC Akhmat Grozny,1.95,3.3,3.7,2.02,1.5,1.83,1.63,1.23,None,1.75,2020-09-18,1727
Premier_League,2020-09-21,1800,Aston Villa,Sheffield United,2.6,3.05,2.72,2.02,1.57,1.75,1.78,1.40,None,1.44,2020-09-18,1737
Primeira_Liga,2020-09-21,1945,Portimonense,FC Pacos Ferreira,2.19,3.1,3.3,2.10,1.53,1.83,1.72,1.28,None,1.61,2020-09-18,1731
Serie_A,2020-09-21,1945,AC Milao,Bolonha,1.53,4.15,5.3,1.50,2.14,1.57,2.02,1.12,None,2.33,2020-09-18,1734
Premier_League,2020-09-21,2015,Wolverhampton,Manchester City,5.45,4.2,1.53,1.60,2.0,1.67,1.87,2.37,None,1.11,2020-09-18,1737
Bundesliga,2020-09-25,1430,Hertha Berlin,Eintracht Frankfurt,2.18,3.4,3.05,1.60,2.0,1.5,2.19,1.33,None,1.61,2020-09-18,1718
Eredivisie,2020-09-25,1900,FC Twente Enschede,FC Groningen,2.4,3.4,2.7,None,None,None,None,None,None,None,2020-09-18,1716
Championship,2020-09-25,1945,Bournemouth,Norwich City,2.45,3.3,2.7,1.78,1.7,1.61,1.9,1.40,None,1.47,2020-09-18,1723
Primeira_Liga,2020-09-25,2030,SC Braga,CD Santa Clara,1.38,4.55,7.4,1.60,1.91,1.8,1.67,1.05,None,2.82,2020-09-18,1731
Premier_League,2020-09-26,1230,Brighton,Manchester United,5.25,3.6,1.63,1.78,1.75,1.75,1.8,2.15,None,1.12,2020-09-18,1737
Championship,2020-09-26,1230,Wycombe,Swansea City,4.3,3.1,1.91,2.02,1.53,1.8,1.67,1.80,None,1.18,2020-09-18,1723
Serie_A,2020-09-26,1400,Torino,Atalanta,4.1,3.8,1.75,1.50,2.17,1.47,2.2,1.95,None,1.2,2020-09-18,1734
Bundesliga,2020-09-26,1430,Arminia Bielefeld,Colonia,2.7,3.4,2.4,1.53,2.11,1.42,2.33,1.50,None,1.4,2020-09-18,1718
Bundesliga,2020-09-26,1430,Bayer Leverkusen,RB Leipzig,2.7,3.45,2.37,1.50,2.16,1.4,2.4,1.50,None,1.4,2020-09-18,1718
Bundesliga,2020-09-26,1430,Mainz 05,Estugarda,2.25,3.5,2.86,1.53,2.1,1.45,2.25,1.36,None,1.57,2020-09-18,1718
Bundesliga,2020-09-26,1430,Augsburgo,Borussia Dortmund,5.45,4.45,1.5,1.4,2.4,1.5,2.17,2.45,None,1.11,2020-09-18,1718
Bundesliga,2020-09-26,1430,Borussia Monchengladbach,1. FC Union Berlin,1.5,4.25,5.8,1.63,1.95,1.72,1.83,1.10,None,2.4,2020-09-18,1718
Championship,2020-09-26,1500,Birmingham,Rotherham,2.2,3.05,3.35,2.02,1.53,1.75,1.72,1.28,None,1.6,2020-09-18,1723
Championship,2020-09-26,1500,Watford,Luton Town,1.65,3.5,5.3,1.80,1.67,1.75,1.72,1.12,None,2.11,2020-09-18,1723
Premier_League,2020-09-26,1500,Crystal Palace FC,Everton,3.65,3.15,2.04,2.10,1.53,1.87,1.67,1.70,None,1.24,2020-09-18,1737
Championship,2020-09-26,1500,Derby County,Blackburn Rovers,2.5,3.1,2.8,1.87,1.63,1.65,1.85,1.38,None,1.47,2020-09-18,1723
Championship,2020-09-26,1500,Preston,Stoke City,2.45,3.15,2.84,2.10,1.47,1.8,1.67,1.38,None,1.47,2020-09-18,1723
Championship,2020-09-26,1500,Huddersfield,Nottingham Forest,2.7,2.94,2.7,2.10,1.47,1.78,1.7,1.40,None,1.4,2020-09-18,1723
Championship,2020-09-26,1500,Millwall FC,Brentford FC,3.45,2.96,2.2,2.10,1.47,1.8,1.67,1.57,None,1.27,2020-09-18,1723
Championship,2020-09-26,1500,Barnsley FC,Coventry City,2.16,3.25,3.25,1.87,1.63,1.67,1.8,1.30,None,1.61,2020-09-18,1723
Championship,2020-09-26,1500,Bristol City,Sheffield Wednesday,2.4,3.2,2.84,2.02,1.53,1.78,1.7,1.36,None,1.5,2020-09-18,1723
Championship,2020-09-26,1500,Cardiff,Reading,2.02,3.2,3.7,1.87,1.63,1.67,1.8,1.23,None,1.72,2020-09-18,1723
Championship,2020-09-26,1500,Queens Park Rangers,Middlesbrough,2.45,3.15,2.82,1.95,1.57,1.72,1.75,1.38,None,1.47,2020-09-18,1723
Eredivisie,2020-09-26,1530,PEC Zwolle,Sparta Rotterdam,2.2,3.6,2.86,None,None,None,None,None,None,None,2020-09-18,1716
Primeira_Liga,2020-09-26,1530,CS Maritimo,CD Tondela,2.2,3.3,3.1,2.05,1.5,1.8,1.67,1.32,None,1.6,2020-09-18,1731
Serie_A,2020-09-26,1700,Cagliari,Lazio,3.7,3.65,1.87,1.57,2.02,1.53,2.12,1.83,None,1.23,2020-09-18,1734
Serie_A,2020-09-26,1700,Sampdoria,Benevento Calcio,2.04,3.25,3.55,1.75,1.8,1.61,1.95,1.25,None,1.7,2020-09-18,1734
Premier_League,2020-09-26,1730,West Brom,Chelsea,8.0,4.55,1.36,1.57,2.02,1.8,1.75,2.92,None,1.04,2020-09-18,1737
Bundesliga,2020-09-26,1730,FC Schalke 04,Werder Bremen,2.25,3.45,2.9,1.63,1.95,1.5,2.16,1.36,None,1.57,2020-09-18,1718
Eredivisie,2020-09-26,1745,Fortuna Sittard,AZ Alkmaar,4.7,3.95,1.63,None,None,None,None,None,None,None,2020-09-18,1716
Primeira_Liga,2020-09-26,1830,SL Benfica,Moreirense FC,1.19,6.25,12.25,1.42,2.25,1.95,1.57,1.02,None,4.1,2020-09-18,1731
Eredivisie,2020-09-26,1900,SC Heerenveen,VVV Venlo,1.63,3.95,4.7,None,None,None,None,None,None,None,2020-09-18,1716
Serie_A,2020-09-26,1945,Inter de Milao,Fiorentina,1.5,4.35,5.6,1.55,2.05,1.65,1.9,1.11,None,2.45,2020-09-18,1734
Premier_League,2020-09-26,2000,Burnley,Southampton,3.05,3.1,2.33,2.05,1.55,1.8,1.75,1.53,None,1.33,2020-09-18,1737
Primeira_Liga,2020-09-26,2100,Boavista FC,FC Porto,9.0,4.4,1.35,1.95,1.57,2.33,1.38,2.98,None,1.03,2020-09-18,1731
Eredivisie,2020-09-27,1115,Feyenoord,Den Haag,1.15,6.8,15.0,None,None,None,None,None,None,None,2020-09-18,1716
Serie_A,2020-09-27,1130,Spezia,Sassuolo,3.25,3.3,2.13,1.65,1.91,1.53,2.12,1.63,None,1.3,2020-09-18,1734
Premier_League,2020-09-27,1200,Sheffield United,Leeds United,2.6,3.15,2.65,2.05,1.55,1.8,1.75,1.42,None,1.44,2020-09-18,1737
Eredivisie,2020-09-27,1330,FC Utrecht,RKC Waalwijk,1.15,6.8,15.0,None,None,None,None,None,None,None,2020-09-18,1716
Eredivisie,2020-09-27,1330,Heracles Almelo,PSV Eindhoven,3.6,3.7,1.88,None,None,None,None,None,None,None,2020-09-18,1716
Premier_League,2020-09-27,1400,Tottenham,Newcastle,1.5,4.2,5.65,1.65,1.91,1.75,1.8,1.11,None,2.4,2020-09-18,1737
Serie_A,2020-09-27,1400,Napoles,Genova,1.32,4.85,8.5,1.47,2.2,1.75,1.8,1.04,None,3.1,2020-09-18,1734
Serie_A,2020-09-27,1400,Hellas Verona,Udinese,2.68,2.9,2.76,2.25,1.45,1.88,1.67,1.38,None,1.42,2020-09-18,1734
Bundesliga,2020-09-27,1430,Hoffenheim,Bayern Munique,6.6,5.45,1.35,1.23,3.15,1.42,2.37,2.98,None,1.07,2020-09-18,1718
Primeira_Liga,2020-09-27,1530,SC Farense,CD Nacional Madeira,2.4,3.3,2.76,1.90,1.61,1.7,1.78,1.38,None,1.5,2020-09-18,1731
Eredivisie,2020-09-27,1545,FC Emmen,Willem II Tilburg,2.7,3.4,2.4,None,None,None,None,None,None,None,2020-09-18,1716
Premier_League,2020-09-27,1630,Manchester City,Leicester,1.31,5.4,7.65,1.31,2.72,1.53,2.1,1.05,None,3.15,2020-09-18,1737
Serie_A,2020-09-27,1700,FC Crotone,AC Milao,5.9,4.05,1.5,1.55,2.05,1.63,1.95,2.40,None,1.09,2020-09-18,1734
Bundesliga,2020-09-27,1700,Friburgo,Wolfsburgo,2.86,3.25,2.37,1.75,1.78,1.6,2.0,1.50,None,1.36,2020-09-18,1718
La_Liga,2020-09-27,1800,Alaves,Getafe,3.2,2.94,2.33,2.56,1.35,2.11,1.53,1.53,None,1.3,2020-09-18,1729
La_Liga,2020-09-27,1800,CA Osasuna,Levante,2.37,3.25,2.86,1.91,1.65,1.72,1.83,1.36,None,1.5,2020-09-18,1729
La_Liga,2020-09-27,1800,Elche CF,Real Sociedad,3.0,3.1,2.35,2.20,1.47,1.9,1.65,1.53,None,1.33,2020-09-18,1729
La_Liga,2020-09-27,1800,Barcelona,Villarreal,1.47,4.35,5.95,1.42,2.33,1.53,2.1,1.10,None,2.5,2020-09-18,1729
La_Liga,2020-09-27,1800,Betis,Real Madrid,4.2,3.7,1.75,1.55,2.05,1.5,2.13,1.95,None,1.19,2020-09-18,1729
La_Liga,2020-09-27,1800,Real Valladolid,Celta de Vigo,2.68,2.96,2.7,2.40,1.4,2.02,1.57,1.40,None,1.42,2020-09-18,1729
La_Liga,2020-09-27,1800,Eibar,Athletic Bilbao,2.94,3.0,2.45,2.25,1.45,1.9,1.65,1.47,None,1.35,2020-09-18,1729
La_Liga,2020-09-27,1800,Cadiz CF,Sevilha,4.2,3.25,1.87,2.19,1.5,1.95,1.61,1.83,None,1.19,2020-09-18,1729
La_Liga,2020-09-27,1800,Atletico de Madrid,Granada CF,1.47,3.85,6.95,2.12,1.53,2.25,1.45,1.06,None,2.45,2020-09-18,1729
La_Liga,2020-09-27,1800,Valencia,Huesca,1.85,3.45,4.05,1.91,1.65,1.8,1.75,1.20,None,1.87,2020-09-18,1729
Primeira_Liga,2020-09-27,1830,FC Pacos Ferreira,Sporting CP,8.0,4.55,1.36,1.67,1.8,1.95,1.57,2.92,None,1.04,2020-09-18,1731
Premier_League,2020-09-27,1900,West Ham,Wolverhampton,3.1,3.25,2.2,2.10,1.53,1.85,1.7,1.57,None,1.32,2020-09-18,1737
Serie_A,2020-09-27,1945,AS Roma,Juventus,3.35,3.55,2.0,1.55,2.05,1.47,2.2,1.72,None,1.28,2020-09-18,1734
Primeira_Liga,2020-09-27,2100,Rio Ave FC,Vitoria Guimaraes,2.35,3.3,2.86,1.87,1.63,1.67,1.8,1.36,None,1.53,2020-09-18,1731
Premier_League,2020-09-28,1800,Fulham,Aston Villa,2.64,3.15,2.6,1.85,1.7,1.65,1.91,1.44,None,1.42,2020-09-18,1737
Serie_A,2020-09-28,1945,Bolonha,Parma,2.05,3.45,3.3,1.65,1.91,1.53,2.1,1.28,None,1.67,2020-09-18,1734
Primeira_Liga,2020-09-28,1945,Belenenses SAD,Famalicao,2.86,3.05,2.5,1.70,1.78,1.53,2.04,1.47,None,1.36,2020-09-18,1731
Premier_League,2020-09-28,2015,Liverpool,Arsenal,1.55,4.15,5.1,1.47,2.2,1.5,2.13,1.13,None,2.25,2020-09-18,1737
Serie_A,2020-09-30,1400,Benevento Calcio,Inter de Milao,8.0,4.7,1.35,1.45,2.25,1.67,1.88,2.96,None,1.04,2020-09-18,1734
Serie_A,2020-09-30,1700,Udinese,Spezia,1.7,3.5,4.9,1.75,1.8,1.7,1.85,1.14,None,2.04,2020-09-18,1734
Serie_A,2020-09-30,1945,Lazio,Atalanta,2.3,3.55,2.74,1.50,2.17,1.42,2.35,1.40,None,1.53,2020-09-18,1734
