League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
RFPL,2020-09-18,1800,Krasnodar,FK Khimki,1.35,4.95,7.25,1.50,2.02,1.78,1.67,1.06,None,2.92,2020-09-18,1727
Eredivisie,2020-09-18,1900,VVV Venlo,FC Utrecht,3.9,3.6,1.83,1.55,2.0,1.5,2.05,1.88,None,1.21,2020-09-18,1716
Primeira_Liga,2020-09-18,1900,Famalicao,SL Benfica,7.95,5.05,1.42,1.60,2.12,1.75,1.78,2.78,None,1.06,2020-09-18,1731
Bundesliga,2020-09-18,1930,Bayern Munique,FC Schalke 04,1.08,11.5,27.0,1.17,3.9,1.85,1.7,-,None,6.9,2020-09-18,1718
Championship,2020-09-18,1945,Coventry City,Queens Park Rangers,2.45,3.2,2.8,1.87,1.63,1.65,1.83,1.38,None,1.47,2020-09-18,1723
Ligue_1,2020-09-18,2000,Lyon,Nimes,1.28,6.0,9.5,1.4,2.5,1.7,1.78,1.03,None,3.45,2020-09-18,1721
Primeira_Liga,2020-09-18,2115,Vitoria Guimaraes,Belenenses SAD,1.5,4.45,6.8,1.78,1.85,1.88,1.67,1.08,None,2.5,2020-09-18,1731
Championship,2020-09-19,1230,Nottingham Forest,Cardiff,2.52,3.1,2.78,2.02,1.53,1.75,1.72,1.38,None,1.47,2020-09-18,1723
Premier_League,2020-09-19,1230,Everton,West Brom,1.5,4.05,5.95,1.70,1.85,1.8,1.75,1.09,None,2.4,2020-09-18,1737
Bundesliga,2020-09-19,1430,Colonia,Hoffenheim,2.56,3.45,2.5,1.50,2.14,1.42,2.35,1.47,None,1.45,2020-09-18,1718
Bundesliga,2020-09-19,1430,Estugarda,Friburgo,2.2,3.4,3.0,1.65,1.91,1.53,2.11,1.33,None,1.57,2020-09-18,1718
Bundesliga,2020-09-19,1430,Werder Bremen,Hertha Berlin,2.54,3.3,2.6,1.63,1.95,1.5,2.16,1.44,None,1.45,2020-09-18,1718
Bundesliga,2020-09-19,1430,1. FC Union Berlin,Augsburgo,2.25,3.1,3.2,1.88,1.67,1.67,1.88,1.31,None,1.55,2020-09-18,1718
RFPL,2020-09-19,1430,Ural Sverdlovskaya Oblast,Zenit Sao Petersburgo,6.4,4.55,1.42,1.50,2.02,1.67,1.78,2.66,None,1.08,2020-09-18,1727
Bundesliga,2020-09-19,1430,Eintracht Frankfurt,Arminia Bielefeld,1.63,4.0,4.65,1.50,2.15,1.53,2.11,1.15,None,2.15,2020-09-18,1718
Championship,2020-09-19,1500,Norwich City,Preston,1.8,3.45,4.3,1.83,1.65,1.72,1.75,1.18,None,1.9,2020-09-18,1723
Championship,2020-09-19,1500,Swansea City,Birmingham,2.04,3.05,3.8,1.95,1.57,1.75,1.72,1.22,None,1.7,2020-09-18,1723
Championship,2020-09-19,1500,Reading,Barnsley FC,2.37,3.05,3.05,1.83,1.65,1.61,1.9,1.33,None,1.5,2020-09-18,1723
Premiership,2020-09-19,1500,Dundee United,St Mirren,2.13,3.3,3.25,1.88,1.61,1.7,1.78,1.28,None,1.63,2020-09-18,1726
Championship,2020-09-19,1500,Rotherham,Millwall FC,2.78,2.98,2.6,2.10,1.47,1.8,1.67,1.44,None,1.38,2020-09-18,1723
La_Liga,2020-09-19,1500,Villarreal,Eibar,1.6,3.9,5.15,1.75,1.8,1.75,1.78,1.13,None,2.2,2020-09-18,1729
Premier_League,2020-09-19,1500,Leeds United,Fulham,1.6,3.85,5.15,1.80,1.75,1.8,1.75,1.13,None,2.2,2020-09-18,1737
Championship,2020-09-19,1500,Sheffield Wednesday,Watford,2.8,3.05,2.54,2.05,1.5,1.78,1.7,1.45,None,1.38,2020-09-18,1723
Championship,2020-09-19,1500,Middlesbrough,Bournemouth,2.72,3.2,2.5,1.90,1.6,1.67,1.8,1.47,None,1.4,2020-09-18,1723
Championship,2020-09-19,1500,Luton Town,Derby County,2.74,2.98,2.64,1.80,1.67,1.6,1.91,1.42,None,1.4,2020-09-18,1723
Premiership,2020-09-19,1500,FC St Johnstone,Ross County,1.95,3.3,3.7,2.00,1.55,1.8,1.67,1.24,None,1.72,2020-09-18,1726
Championship,2020-09-19,1500,Brentford FC,Huddersfield,1.57,3.75,5.75,1.80,1.67,1.85,1.65,1.10,None,2.25,2020-09-18,1723
Championship,2020-09-19,1500,Blackburn Rovers,Wycombe,1.57,3.75,5.7,1.78,1.7,1.8,1.67,1.10,None,2.25,2020-09-18,1723
Premiership,2020-09-19,1500,Celtic,Livingston FC,1.12,7.55,19.5,1.38,2.37,2.25,1.42,-,None,5.45,2020-09-18,1726
Eredivisie,2020-09-19,1530,AZ Alkmaar,PEC Zwolle,1.35,5.05,7.1,1.4,2.3,1.63,1.87,1.06,None,2.96,2020-09-18,1716
Ligue_1,2020-09-19,1600,RC Lens,Bordeus,2.3,3.0,3.25,2.05,1.5,1.78,1.7,1.30,None,1.55,2020-09-18,1721
Primeira_Liga,2020-09-19,1600,CD Nacional Madeira,Boavista FC,2.54,2.98,2.86,2.33,1.42,1.95,1.63,1.36,None,1.45,2020-09-18,1731
Serie_A,2020-09-19,1700,Fiorentina,Torino,1.85,3.55,3.85,1.67,1.87,1.61,1.95,1.22,None,1.85,2020-09-18,1734
Premier_League,2020-09-19,1730,Manchester United,Crystal Palace FC,1.32,5.35,7.35,1.55,2.05,1.9,1.65,1.06,None,3.1,2020-09-18,1737
Bundesliga,2020-09-19,1730,Borussia Dortmund,Borussia Monchengladbach,1.6,4.2,4.7,1.38,2.45,1.42,2.35,1.15,None,2.2,2020-09-18,1718
La_Liga,2020-09-19,1730,Getafe,CA Osasuna,1.95,3.05,4.2,2.50,1.36,2.17,1.5,1.19,None,1.75,2020-09-18,1729
Eredivisie,2020-09-19,1745,Vitesse,Sparta Rotterdam,1.67,3.95,4.33,1.47,2.11,1.47,2.1,1.18,None,2.05,2020-09-18,1716
