League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,SO,Scrape_Date,Scrape_Time
RFPL,2020-10-24,1430,Zenit Sao Petersburgo,Rubin Kazan,1.5,4.3,5.65,1.55,1.95,1.65,1.8,1.11,None,2.45,None,2020-10-22,2157
Bundesliga,2020-10-24,1430,Mainz 05,Borussia Monchengladbach,4.6,3.9,1.65,1.50,2.18,1.5,2.16,2.12,None,1.16,None,2020-10-22,2147
Bundesliga,2020-10-24,1430,1. FC Union Berlin,Friburgo,2.2,3.3,3.1,1.67,1.87,1.55,2.05,1.32,None,1.57,None,2020-10-22,2147
Championship,2020-10-24,1500,Stoke City,Brentford FC,3.05,3.15,2.3,1.87,1.63,1.67,1.8,1.55,None,1.33,None,2020-10-22,2152
Championship,2020-10-24,1500,Bristol City,Swansea City,2.54,3.15,2.72,1.91,1.6,1.67,1.8,1.40,None,1.45,None,2020-10-22,2152
Premiership,2020-10-24,1500,FC St Johnstone,Dundee United,1.91,3.35,3.85,1.95,1.57,1.78,1.7,1.22,None,1.78,None,2020-10-22,2156
Championship,2020-10-24,1500,Sheffield Wednesday,Luton Town,1.83,3.4,4.2,1.95,1.57,1.83,1.65,1.19,None,1.87,None,2020-10-22,2152
Championship,2020-10-24,1500,Reading,Rotherham,2.02,3.2,3.65,1.95,1.57,1.75,1.72,1.24,None,1.7,None,2020-10-22,2152
Championship,2020-10-24,1500,Coventry City,Blackburn Rovers,3.1,3.2,2.25,1.78,1.7,1.6,1.9,1.57,None,1.32,None,2020-10-22,2152
Championship,2020-10-24,1500,Millwall FC,Barnsley FC,2.0,3.35,3.55,1.91,1.6,1.75,1.72,1.25,None,1.72,None,2020-10-22,2152
Championship,2020-10-24,1500,Cardiff,Middlesbrough,2.35,3.1,3.0,2.05,1.5,1.8,1.67,1.33,None,1.53,None,2020-10-22,2152
Premiership,2020-10-24,1500,Motherwell FC,Ross County,1.8,3.75,3.85,1.75,1.72,1.67,1.8,1.22,None,1.88,None,2020-10-22,2156
La_Liga,2020-10-24,1500,Barcelona,Real Madrid,2.04,3.5,3.3,1.61,1.95,1.5,2.13,1.28,None,1.7,None,2020-10-22,2158
Championship,2020-10-24,1500,Huddersfield,Preston,2.74,3.15,2.52,1.91,1.6,1.67,1.8,1.45,None,1.4,None,2020-10-22,2152
Premiership,2020-10-24,1500,St Mirren,Hamilton Academical,2.04,3.6,3.2,1.65,1.83,1.57,1.95,1.30,None,1.7,None,2020-10-22,2156
Premier_League,2020-10-24,1500,Fulham,Crystal Palace FC,2.72,3.0,2.63,2.05,1.55,1.78,1.75,1.42,None,1.4,None,2020-10-22,2205
Championship,2020-10-24,1500,Queens Park Rangers,Birmingham,2.35,3.1,3.0,2.00,1.53,1.75,1.72,1.33,None,1.53,None,2020-10-22,2152
Championship,2020-10-24,1500,Norwich City,Wycombe,1.28,5.3,9.0,1.53,2.02,1.95,1.57,1.03,None,3.35,None,2020-10-22,2152
Eredivisie,2020-10-24,1530,VVV Venlo,Ajax,12.5,6.5,1.18,1.3,2.65,1.72,1.75,4.30,None,1.02,None,2020-10-22,2144
Primeira_Liga,2020-10-24,1530,CD Nacional Madeira,FC Pacos Ferreira,2.54,3.2,2.68,2.05,1.5,1.8,1.67,1.40,None,1.45,None,2020-10-22,2201
Ligue_1,2020-10-24,1600,FC Lorient,Marselha,3.0,3.2,2.3,1.85,1.65,1.65,1.83,1.55,None,1.33,None,2020-10-22,2149
RFPL,2020-10-24,1700,Lokomotiv Moscovo,Rotor Volgograd,1.53,3.8,6.05,2.05,1.5,2.12,1.45,1.09,None,2.33,None,2020-10-22,2157
RFPL,2020-10-24,1700,Krasnodar,Spartak Moscovo,2.5,3.35,2.63,1.67,1.78,1.53,2.0,1.42,None,1.47,None,2020-10-22,2157
Serie_A,2020-10-24,1700,Genova,Inter de Milao,6.75,4.55,1.4,1.47,2.2,1.63,1.95,2.70,None,1.07,None,2020-10-22,2203
Premier_League,2020-10-24,1730,Manchester United,Chelsea,2.37,3.4,2.74,1.55,2.05,1.45,2.25,1.40,None,1.5,None,2020-10-22,2205
Bundesliga,2020-10-24,1730,Borussia Dortmund,FC Schalke 04,1.2,6.1,12.0,1.35,2.56,1.8,1.75,1.02,None,4.05,None,2020-10-22,2147
La_Liga,2020-10-24,1730,Sevilha,Eibar,1.45,4.25,6.35,1.80,1.75,1.95,1.63,1.08,None,2.54,None,2020-10-22,2158
La_Liga,2020-10-24,1730,CA Osasuna,Athletic Bilbao,3.1,2.84,2.45,2.52,1.36,2.05,1.55,1.47,None,1.32,None,2020-10-22,2158
Eredivisie,2020-10-24,1745,FC Utrecht,FC Twente Enschede,1.7,3.85,4.4,1.50,2.05,1.5,2.05,1.17,None,2.05,None,2020-10-22,2144
Primeira_Liga,2020-10-24,1800,CD Santa Clara,Sporting CP,4.2,3.4,1.83,1.95,1.57,1.8,1.67,1.87,None,1.19,None,2020-10-22,2201
Eredivisie,2020-10-24,1900,PEC Zwolle,Willem II Tilburg,2.4,3.45,2.68,1.57,1.95,1.47,2.14,1.42,None,1.5,None,2020-10-22,2144
Serie_A,2020-10-24,1945,Lazio,Bolonha,1.67,4.0,4.3,1.45,2.25,1.47,2.2,1.18,None,2.05,None,2020-10-22,2203
Ligue_1,2020-10-24,2000,PSG,Dijon,1.04,12.25,25.0,1.11,4.05,2.02,1.53,-,None,8.5,None,2020-10-22,2149
Eredivisie,2020-10-24,2000,SC Heerenveen,FC Emmen,1.72,3.95,4.1,1.47,2.13,1.47,2.13,1.19,None,2.0,None,2020-10-22,2144
Premier_League,2020-10-24,2000,Liverpool,Sheffield United,1.25,5.75,9.5,1.4,2.4,1.8,1.75,1.03,None,3.55,None,2020-10-22,2205
La_Liga,2020-10-24,2000,Atletico de Madrid,Betis,1.57,3.9,5.4,1.95,1.63,2.0,1.6,1.11,None,2.25,None,2020-10-22,2158
Primeira_Liga,2020-10-24,2030,FC Porto,Gil Vicente FC,1.22,6.25,10.0,1.50,2.05,2.05,1.5,1.03,None,3.85,None,2020-10-22,2201
La_Liga,2020-10-25,1100,Real Valladolid,Alaves,2.3,2.82,3.45,2.76,1.3,2.2,1.47,1.27,None,1.53,None,2020-10-22,2158
RFPL,2020-10-25,1100,Ural Sverdlovskaya Oblast,Tambov,2.1,3.2,3.5,2.10,1.47,1.85,1.61,1.26,None,1.67,None,2020-10-22,2157
Eredivisie,2020-10-25,1115,RKC Waalwijk,Feyenoord,9.75,5.6,1.25,1.32,2.54,1.61,1.88,3.55,None,1.03,None,2020-10-22,2144
Serie_A,2020-10-25,1130,Cagliari,FC Crotone,1.91,3.5,3.65,1.72,1.83,1.61,1.95,1.24,None,1.78,None,2020-10-22,2203
Premiership,2020-10-25,1200,Aberdeen FC,Celtic,5.85,3.55,1.6,1.78,1.7,1.78,1.7,2.20,None,1.1,None,2020-10-22,2156
Ligue_1,2020-10-25,1200,RC Lens,Nantes,2.11,3.2,3.4,1.95,1.57,1.72,1.75,1.27,None,1.65,None,2020-10-22,2149
Eredivisie,2020-10-25,1330,Fortuna Sittard,FC Groningen,3.0,3.3,2.25,1.70,1.78,1.57,1.95,1.57,None,1.33,None,2020-10-22,2144
Eredivisie,2020-10-25,1330,Vitesse,PSV Eindhoven,2.96,3.7,2.12,1.50,2.05,1.44,2.19,1.65,None,1.35,None,2020-10-22,2144
RFPL,2020-10-25,1330,Rostov,FK Khimki,1.7,3.65,4.6,1.78,1.67,1.72,1.72,1.16,None,2.02,None,2020-10-22,2157
Ligue_1,2020-10-25,1400,Bordeus,Nimes,1.91,3.4,3.8,1.90,1.6,1.75,1.72,1.23,None,1.78,None,2020-10-22,2149
Premier_League,2020-10-25,1400,Southampton,Everton,2.67,3.3,2.5,1.67,1.88,1.53,2.1,1.47,None,1.42,None,2020-10-22,2205
Ligue_1,2020-10-25,1400,Stade Brestois 29,Estrasburgo,2.18,3.45,3.0,1.72,1.75,1.61,1.9,1.33,None,1.61,None,2020-10-22,2149
Serie_A,2020-10-25,1400,Benevento Calcio,Napoles,7.85,5.15,1.32,1.35,2.6,1.55,2.05,3.10,None,1.05,None,2020-10-22,2203
Serie_A,2020-10-25,1400,Parma,Spezia,2.05,3.35,3.4,1.85,1.7,1.67,1.87,1.28,None,1.67,None,2020-10-22,2203
Ligue_1,2020-10-25,1400,FC Metz,Saint-Etienne,2.33,3.2,2.94,2.02,1.53,1.75,1.72,1.35,None,1.53,None,2020-10-22,2149
Bundesliga,2020-10-25,1430,Wolfsburgo,Arminia Bielefeld,1.67,3.75,4.65,1.75,1.8,1.72,1.83,1.16,None,2.05,None,2020-10-22,2147
Premiership,2020-10-25,1500,Rangers,Livingston FC,1.17,6.1,16.0,1.47,2.11,2.16,1.45,-,None,4.4,None,2020-10-22,2156
Primeira_Liga,2020-10-25,1500,SC Farense,Rio Ave FC,3.2,3.2,2.2,1.91,1.6,1.72,1.75,1.60,None,1.31,None,2020-10-22,2201
Primeira_Liga,2020-10-25,1500,Moreirense FC,CS Maritimo,2.63,2.92,2.8,2.00,1.55,1.7,1.78,1.38,None,1.42,None,2020-10-22,2201
La_Liga,2020-10-25,1500,Cadiz CF,Villarreal,4.0,3.05,2.0,2.18,1.5,1.91,1.65,1.72,None,1.21,None,2020-10-22,2158
Eredivisie,2020-10-25,1545,Sparta Rotterdam,Heracles Almelo,2.05,3.55,3.2,1.57,1.95,1.47,2.13,1.31,None,1.67,None,2020-10-22,2144
Ligue_1,2020-10-25,1600,Nice,Lille,3.15,3.3,2.18,1.91,1.6,1.72,1.75,1.61,None,1.31,None,2020-10-22,2149
RFPL,2020-10-25,1600,FC Akhmat Grozny,FC Ufa,1.85,3.4,4.05,2.13,1.45,1.95,1.55,1.20,None,1.85,None,2020-10-22,2157
Premier_League,2020-10-25,1630,Wolverhampton,Newcastle,1.75,3.3,4.85,2.05,1.55,1.9,1.65,1.14,None,1.95,None,2020-10-22,2205
Bundesliga,2020-10-25,1700,Werder Bremen,Hoffenheim,2.9,3.55,2.2,1.50,2.19,1.42,2.37,1.60,None,1.36,None,2020-10-22,2147
Serie_A,2020-10-25,1700,Fiorentina,Udinese,1.72,3.6,4.5,1.72,1.83,1.67,1.88,1.17,None,2.0,None,2020-10-22,2203
La_Liga,2020-10-25,1730,Getafe,Granada CF,1.88,2.94,4.8,2.76,1.3,2.37,1.42,1.14,None,1.83,None,2020-10-22,2158
Primeira_Liga,2020-10-25,1730,Famalicao,Boavista FC,2.35,3.15,2.96,1.95,1.57,1.72,1.75,1.35,None,1.53,None,2020-10-22,2201
Premier_League,2020-10-25,1915,Arsenal,Leicester,1.9,3.5,3.75,1.63,1.95,1.55,2.05,1.23,None,1.8,None,2020-10-22,2205
Serie_A,2020-10-25,1945,Juventus,Hellas Verona,1.38,4.65,7.4,1.63,1.95,1.87,1.67,1.05,None,2.86,None,2020-10-22,2203
Primeira_Liga,2020-10-25,2000,Vitoria Guimaraes,SC Braga,2.72,3.3,2.45,1.80,1.67,1.61,1.88,1.50,None,1.4,None,2020-10-22,2201
Ligue_1,2020-10-25,2000,Lyon,Monaco,1.67,4.0,4.3,1.47,2.13,1.47,2.1,1.18,None,2.05,None,2020-10-22,2149
La_Liga,2020-10-25,2000,Real Sociedad,Huesca,1.6,3.65,5.5,2.00,1.6,2.0,1.6,1.11,None,2.19,None,2020-10-22,2158
RFPL,2020-10-26,1600,CSKA Moscovo,Arsenal Tula,1.53,3.95,5.8,1.85,1.61,1.95,1.55,1.10,None,2.35,None,2020-10-22,2157
Premier_League,2020-10-26,1730,Brighton,West Brom,1.72,3.8,4.25,1.70,1.85,1.67,1.88,1.19,None,2.0,None,2020-10-22,2205
Bundesliga,2020-10-26,1930,Bayer Leverkusen,Augsburgo,1.61,3.9,4.9,1.50,2.15,1.53,2.12,1.14,None,2.16,None,2020-10-22,2147
Serie_A,2020-10-26,1945,AC Milao,AS Roma,2.15,3.5,3.05,1.57,2.02,1.5,2.18,1.33,None,1.63,None,2020-10-22,2203
Premier_League,2020-10-26,2000,Burnley,Tottenham,5.1,3.8,1.61,1.70,1.85,1.7,1.85,2.19,None,1.13,None,2020-10-22,2205
La_Liga,2020-10-26,2000,Levante,Celta de Vigo,2.4,3.2,2.86,1.90,1.65,1.67,1.87,1.36,None,1.5,None,2020-10-22,2158
Primeira_Liga,2020-10-26,2015,SL Benfica,Belenenses SAD,1.1,8.0,20.0,1.36,2.4,2.25,1.42,-,None,5.75,None,2020-10-22,2201
Championship,2020-10-27,1945,Wycombe,Watford,6.6,4.05,1.47,1.80,1.67,1.95,1.57,2.52,None,1.07,None,2020-10-22,2152
Championship,2020-10-27,1945,Blackburn Rovers,Reading,1.95,3.15,3.95,1.80,1.67,1.65,1.85,1.21,None,1.75,None,2020-10-22,2152
Championship,2020-10-27,1945,Barnsley FC,Queens Park Rangers,2.33,3.1,3.05,1.87,1.63,1.65,1.85,1.33,None,1.53,None,2020-10-22,2152
Championship,2020-10-27,1945,Brentford FC,Norwich City,2.0,3.35,3.55,1.83,1.65,1.67,1.8,1.25,None,1.72,None,2020-10-22,2152
Championship,2020-10-27,1945,Swansea City,Stoke City,2.35,3.0,3.1,1.95,1.57,1.7,1.78,1.31,None,1.53,None,2020-10-22,2152
Championship,2020-10-27,1945,Middlesbrough,Coventry City,2.02,2.96,4.05,2.00,1.55,1.75,1.72,1.20,None,1.7,None,2020-10-22,2152
Championship,2020-10-28,1945,Luton Town,Nottingham Forest,3.15,3.15,2.25,1.95,1.57,1.72,1.75,1.55,None,1.31,None,2020-10-22,2152
Championship,2020-10-28,1945,Rotherham,Sheffield Wednesday,3.1,3.0,2.35,1.90,1.6,1.67,1.8,1.53,None,1.32,None,2020-10-22,2152
Championship,2020-10-28,1945,Preston,Millwall FC,2.3,2.92,3.3,2.18,1.45,1.85,1.65,1.28,None,1.55,None,2020-10-22,2152
Championship,2020-10-28,1945,Derby County,Cardiff,2.84,3.0,2.54,2.05,1.5,1.78,1.7,1.45,None,1.38,None,2020-10-22,2152
Championship,2020-10-28,1945,Birmingham,Huddersfield,2.25,2.84,3.55,2.25,1.42,1.9,1.6,1.25,None,1.57,None,2020-10-22,2152
Championship,2020-10-28,1945,Bournemouth,Bristol City,1.88,3.5,3.8,1.75,1.72,1.67,1.8,1.22,None,1.83,None,2020-10-22,2152
Bundesliga,2020-10-30,1930,FC Schalke 04,Estugarda,2.92,3.4,2.25,1.65,1.9,1.53,2.1,1.55,None,1.35,None,2020-10-22,2147
La_Liga,2020-10-30,2000,Eibar,Cadiz CF,2.2,2.94,3.5,2.37,1.42,2.0,1.6,1.26,None,1.6,None,2020-10-22,2158
Ligue_1,2020-10-30,2000,Marselha,RC Lens,1.8,3.5,4.2,None,None,None,None,None,None,None,None,2020-10-22,2149
Premier_League,2020-10-30,2000,Wolverhampton,Crystal Palace FC,1.88,3.25,4.15,2.05,1.55,1.87,1.67,1.19,None,1.83,None,2020-10-22,2205
Premier_League,2020-10-31,1230,Sheffield United,Manchester City,10.0,5.55,1.25,1.36,2.52,1.7,1.85,3.55,None,1.03,None,2020-10-22,2205
La_Liga,2020-10-31,1300,Real Madrid,Huesca,1.26,5.5,9.5,1.57,2.02,2.05,1.55,1.03,None,3.5,None,2020-10-22,2158
Bundesliga,2020-10-31,1430,Arminia Bielefeld,Borussia Dortmund,6.5,4.45,1.42,1.50,2.19,1.63,1.95,2.63,None,1.08,None,2020-10-22,2147
Bundesliga,2020-10-31,1430,Colonia,Bayern Munique,11.0,6.65,1.19,1.23,3.15,1.57,2.02,4.15,None,1.02,None,2020-10-22,2147
Bundesliga,2020-10-31,1430,Augsburgo,Mainz 05,1.85,3.6,3.85,1.50,2.14,1.45,2.25,1.22,None,1.85,None,2020-10-22,2147
Bundesliga,2020-10-31,1430,Eintracht Frankfurt,Werder Bremen,1.78,3.8,3.9,1.45,2.25,1.44,2.3,1.21,None,1.91,None,2020-10-22,2147
Premier_League,2020-10-31,1500,Burnley,Chelsea,5.25,4.3,1.53,1.50,2.13,1.61,1.95,2.37,None,1.12,None,2020-10-22,2205
La_Liga,2020-10-31,1500,Athletic Bilbao,Sevilha,2.86,2.9,2.6,2.30,1.44,1.91,1.65,1.44,None,1.36,None,2020-10-22,2158
Ligue_1,2020-10-31,1600,Rennes,Stade Brestois 29,1.8,3.55,4.05,None,None,None,None,None,None,None,None,2020-10-22,2149
Bundesliga,2020-10-31,1730,Borussia Monchengladbach,RB Leipzig,2.9,3.45,2.25,1.47,2.2,1.4,2.4,1.55,None,1.36,None,2020-10-22,2147
La_Liga,2020-10-31,1730,CA Osasuna,Atletico de Madrid,4.75,3.35,1.75,2.15,1.5,2.02,1.57,1.95,None,1.15,None,2020-10-22,2158
Premier_League,2020-10-31,1730,Liverpool,West Ham,1.36,5.05,6.65,1.44,2.3,1.65,1.91,1.07,None,2.86,None,2020-10-22,2205
Eredivisie,2020-10-31,1745,FC Twente Enschede,PEC Zwolle,1.72,3.75,4.25,None,None,None,None,None,None,None,None,2020-10-22,2144
Eredivisie,2020-10-31,1900,FC Groningen,VVV Venlo,1.63,3.85,4.8,None,None,None,None,None,None,None,None,2020-10-22,2144
Eredivisie,2020-10-31,1900,Ajax,Fortuna Sittard,1.05,11.0,27.0,None,None,None,None,None,None,None,None,2020-10-22,2144
Serie_A,2020-10-31,1945,Bolonha,Cagliari,2.02,3.6,3.25,1.55,2.05,1.47,2.2,1.30,None,1.7,None,2020-10-22,2203
Ligue_1,2020-10-31,2000,Nantes,PSG,6.65,4.75,1.4,1.38,2.35,1.53,2.02,2.76,None,1.07,None,2020-10-22,2149
Eredivisie,2020-10-31,2000,Willem II Tilburg,Vitesse,3.2,3.55,2.05,None,None,None,None,None,None,None,None,2020-10-22,2144
La_Liga,2020-10-31,2000,Alaves,Barcelona,7.05,4.45,1.4,1.53,2.11,1.67,1.87,2.70,None,1.06,None,2020-10-22,2158
Eredivisie,2020-11-01,1115,Heracles Almelo,FC Utrecht,3.2,3.55,2.05,None,None,None,None,None,None,None,None,2020-10-22,2144
Serie_A,2020-11-01,1130,Udinese,AC Milao,4.4,3.8,1.7,1.63,1.95,1.61,1.95,2.04,None,1.17,None,2020-10-22,2203
Premier_League,2020-11-01,1200,Aston Villa,Southampton,2.4,3.45,2.67,1.67,1.88,1.55,2.05,1.42,None,1.5,None,2020-10-22,2205
Ligue_1,2020-11-01,1200,Saint-Etienne,Montpellier,2.58,3.1,2.72,None,None,None,None,None,None,None,None,2020-10-22,2149
La_Liga,2020-11-01,1300,Betis,Elche CF,1.57,3.9,5.25,1.95,1.63,2.0,1.6,1.12,None,2.2,None,2020-10-22,2158
Eredivisie,2020-11-01,1330,FC Emmen,Feyenoord,5.25,4.25,1.53,None,None,None,None,None,None,None,None,2020-10-22,2144
Eredivisie,2020-11-01,1330,Sparta Rotterdam,SC Heerenveen,3.2,3.55,2.05,None,None,None,None,None,None,None,None,2020-10-22,2144
Premier_League,2020-11-01,1400,Newcastle,Everton,3.85,3.65,1.83,1.72,1.83,1.65,1.91,1.87,None,1.22,None,2020-10-22,2205
Ligue_1,2020-11-01,1400,Stade Reims,Estrasburgo,2.05,3.25,3.5,None,None,None,None,None,None,None,None,2020-10-22,2149
Ligue_1,2020-11-01,1400,Dijon,FC Lorient,2.35,3.2,2.92,None,None,None,None,None,None,None,None,2020-10-22,2149
Ligue_1,2020-11-01,1400,Angers,Nice,2.82,3.25,2.4,None,None,None,None,None,None,None,None,2020-10-22,2149
Ligue_1,2020-11-01,1400,Nimes,FC Metz,2.1,3.05,3.6,2.13,1.47,1.87,1.63,1.25,None,1.65,None,2020-10-22,2149
Bundesliga,2020-11-01,1430,Friburgo,Bayer Leverkusen,3.65,3.4,1.95,1.65,1.9,1.55,2.05,1.75,None,1.24,None,2020-10-22,2147
La_Liga,2020-11-01,1500,Celta de Vigo,Real Sociedad,2.78,3.05,2.54,2.00,1.6,1.75,1.8,1.45,None,1.38,None,2020-10-22,2158
Eredivisie,2020-11-01,1545,PSV Eindhoven,Den Haag,1.06,9.5,31.0,None,None,None,None,None,None,None,None,2020-10-22,2144
Ligue_1,2020-11-01,1600,Monaco,Bordeus,1.95,3.45,3.6,None,None,None,None,None,None,None,None,2020-10-22,2149
Premier_League,2020-11-01,1630,Manchester United,Arsenal,2.05,3.55,3.2,1.57,2.02,1.5,2.18,1.31,None,1.67,None,2020-10-22,2205
Serie_A,2020-11-01,1700,Napoles,Sassuolo,1.53,4.35,5.0,1.35,2.56,1.42,2.35,1.14,None,2.33,None,2020-10-22,2203
Bundesliga,2020-11-01,1700,Hertha Berlin,Wolfsburgo,2.62,3.3,2.52,1.65,1.91,1.5,2.13,1.45,None,1.44,None,2020-10-22,2147
Serie_A,2020-11-01,1700,AS Roma,Fiorentina,1.75,3.8,4.05,1.50,2.17,1.47,2.2,1.20,None,1.95,None,2020-10-22,2203
La_Liga,2020-11-01,1730,Granada CF,Levante,2.19,3.1,3.35,2.16,1.5,1.87,1.67,1.28,None,1.6,None,2020-10-22,2158
Eredivisie,2020-11-01,1900,AZ Alkmaar,RKC Waalwijk,1.1,9.0,17.25,None,None,None,None,None,None,None,None,2020-10-22,2144
Premier_League,2020-11-01,1915,Tottenham,Brighton,1.63,3.9,4.7,1.55,2.05,1.55,2.05,1.16,None,2.13,None,2020-10-22,2205
Ligue_1,2020-11-01,2000,Lille,Lyon,2.25,3.3,3.0,None,None,None,None,None,None,None,None,2020-10-22,2149
La_Liga,2020-11-01,2000,Valencia,Getafe,3.0,2.86,2.52,2.35,1.42,1.95,1.63,1.47,None,1.33,None,2020-10-22,2158
Premier_League,2020-11-02,1730,Fulham,West Brom,2.4,3.25,2.8,1.85,1.7,1.65,1.9,1.38,None,1.5,None,2020-10-22,2205
Bundesliga,2020-11-02,1930,Hoffenheim,1. FC Union Berlin,1.75,3.8,4.05,1.53,2.12,1.5,2.16,1.20,None,1.95,None,2020-10-22,2147
Serie_A,2020-11-02,1945,Hellas Verona,Benevento Calcio,1.8,3.5,4.2,1.70,1.85,1.63,1.95,1.19,None,1.9,None,2020-10-22,2203
La_Liga,2020-11-02,2000,Villarreal,Real Valladolid,1.55,3.95,5.45,1.80,1.75,1.85,1.7,1.12,None,2.3,None,2020-10-22,2158
Premier_League,2020-11-02,2000,Leeds United,Leicester,2.63,3.4,2.45,1.67,1.88,1.55,2.05,1.47,None,1.42,None,2020-10-22,2205
