League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,SO,Scrape_Date,Scrape_Time
Championship,2020-11-03,1900,Huddersfield,Bristol City,2.45,2.98,2.84,1.91,1.6,1.67,1.8,1.36,None,1.47,None,2020-11-03,1701
Championship,2020-11-03,1900,Brentford FC,Swansea City,1.9,3.2,3.8,1.91,1.6,1.75,1.72,1.21,None,1.78,None,2020-11-03,1701
Championship,2020-11-03,1900,Norwich City,Millwall FC,1.8,3.4,4.0,1.85,1.65,1.72,1.75,1.20,None,1.87,None,2020-11-03,1701
Championship,2020-11-03,1900,Sheffield Wednesday,Bournemouth,3.85,3.25,1.88,1.90,1.61,1.72,1.75,1.80,None,1.21,None,2020-11-03,1701
Championship,2020-11-03,1945,Cardiff,Barnsley FC,2.0,3.2,3.5,1.90,1.6,1.72,1.75,1.25,None,1.7,None,2020-11-03,1701
Championship,2020-11-03,1945,Blackburn Rovers,Middlesbrough,2.3,3.1,2.94,1.95,1.57,1.72,1.75,1.33,None,1.53,None,2020-11-03,1701
Serie_A,2020-11-04,1600,Genova,Torino,2.35,3.4,2.78,1.67,1.88,1.55,2.05,1.38,None,1.53,None,2020-11-03,1710
Championship,2020-11-04,1900,Reading,Preston,2.45,2.98,2.8,2.02,1.53,1.72,1.75,1.36,None,1.47,None,2020-11-03,1701
Championship,2020-11-04,1900,Watford,Stoke City,2.1,2.92,3.55,2.3,1.4,1.95,1.57,1.24,None,1.63,None,2020-11-03,1701
Championship,2020-11-04,1945,Nottingham Forest,Coventry City,1.75,3.3,4.4,1.90,1.6,1.78,1.7,1.16,None,1.91,None,2020-11-03,1701
Championship,2020-11-04,1945,Rotherham,Luton Town,2.25,3.0,3.1,2.04,1.53,1.75,1.72,1.32,None,1.55,None,2020-11-03,1701
Championship,2020-11-04,1945,Derby County,Queens Park Rangers,2.2,3.1,3.1,1.87,1.63,1.65,1.83,1.31,None,1.57,None,2020-11-03,1701
Championship,2020-11-04,1945,Birmingham,Wycombe,1.65,3.4,5.0,1.95,1.57,1.9,1.61,1.13,None,2.1,None,2020-11-03,1701
RFPL,2020-11-06,1600,PFC Sochi,FC Ufa,1.61,3.35,5.5,2.3,1.38,2.2,1.42,1.10,None,2.14,None,2020-11-03,1705
Premier_League,2020-11-06,1730,Brighton,Burnley,1.85,3.4,4.05,1.83,1.72,1.72,1.83,1.20,None,1.85,None,2020-11-03,1712
Championship,2020-11-06,1800,Cardiff,Bristol City,2.16,3.2,3.1,1.91,1.6,1.72,1.75,1.31,None,1.6,None,2020-11-03,1701
Eredivisie,2020-11-06,1900,Fortuna Sittard,PEC Zwolle,2.68,3.5,2.37,1.53,2.04,1.42,2.25,1.50,None,1.4,None,2020-11-03,1654
Bundesliga,2020-11-06,1930,Werder Bremen,Colonia,2.3,3.35,2.92,1.63,1.95,1.5,2.18,1.35,None,1.55,None,2020-11-03,1656
Premiership,2020-11-06,1945,Ross County,Livingston FC,2.86,3.25,2.25,1.87,1.63,1.67,1.8,1.55,None,1.35,None,2020-11-03,1704
Premiership,2020-11-06,1945,Aberdeen FC,Hibernian FC,2.02,3.35,3.25,1.90,1.6,1.72,1.75,1.28,None,1.67,None,2020-11-03,1704
Premiership,2020-11-06,1945,FC St Johnstone,Kilmarnock FC,2.17,3.1,3.15,2.05,1.5,1.8,1.67,1.30,None,1.6,None,2020-11-03,1704
Serie_A,2020-11-06,1945,Sassuolo,Udinese,1.91,3.75,3.45,1.45,2.25,1.42,2.35,1.27,None,1.78,None,2020-11-03,1710
Premier_League,2020-11-06,2000,Southampton,Newcastle,1.83,3.55,3.95,1.67,1.88,1.6,2.0,1.21,None,1.87,None,2020-11-03,1712
La_Liga,2020-11-06,2000,Elche CF,Celta de Vigo,3.35,3.05,2.2,2.33,1.42,2.0,1.6,1.60,None,1.27,None,2020-11-03,1706
Primeira_Liga,2020-11-06,2030,Belenenses SAD,Rio Ave FC,3.55,3.05,2.13,2.12,1.47,1.83,1.65,1.63,None,1.25,None,2020-11-03,1709
RFPL,2020-11-07,1100,Ural Sverdlovskaya Oblast,Spartak Moscovo,5.15,3.25,1.67,1.87,1.6,1.78,1.67,2.02,None,1.12,None,2020-11-03,1705
Premier_League,2020-11-07,1230,Everton,Manchester United,2.76,3.4,2.37,1.65,1.91,1.5,2.14,1.50,None,1.38,None,2020-11-03,1712
Championship,2020-11-07,1230,Reading,Stoke City,2.72,2.92,2.56,2.17,1.45,1.83,1.65,1.44,None,1.38,None,2020-11-03,1701
La_Liga,2020-11-07,1300,Huesca,Eibar,2.12,3.05,3.6,2.45,1.38,2.1,1.53,1.24,None,1.65,None,2020-11-03,1706
RFPL,2020-11-07,1330,Arsenal Tula,Rotor Volgograd,1.83,3.3,4.0,2.02,1.5,1.85,1.61,1.19,None,1.85,None,2020-11-03,1705
Serie_A,2020-11-07,1400,Cagliari,Sampdoria,2.8,3.45,2.3,1.55,2.05,1.45,2.25,1.53,None,1.38,None,2020-11-03,1710
Bundesliga,2020-11-07,1430,RB Leipzig,Friburgo,1.31,5.05,8.5,1.45,2.25,1.72,1.83,1.04,None,3.15,None,2020-11-03,1656
Bundesliga,2020-11-07,1430,Estugarda,Eintracht Frankfurt,2.54,3.45,2.52,1.45,2.25,1.38,2.45,1.45,None,1.45,None,2020-11-03,1656
Bundesliga,2020-11-07,1430,Augsburgo,Hertha Berlin,2.74,3.35,2.4,1.61,1.95,1.5,2.19,1.50,None,1.4,None,2020-11-03,1656
Bundesliga,2020-11-07,1430,1. FC Union Berlin,Arminia Bielefeld,1.91,3.45,3.75,1.83,1.72,1.67,1.87,1.23,None,1.8,None,2020-11-03,1656
Bundesliga,2020-11-07,1430,Mainz 05,FC Schalke 04,2.2,3.3,3.1,1.65,1.91,1.53,2.12,1.32,None,1.6,None,2020-11-03,1656
Championship,2020-11-07,1500,Brentford FC,Middlesbrough,1.75,3.35,4.35,1.80,1.67,1.72,1.75,1.17,None,1.95,None,2020-11-03,1701
Championship,2020-11-07,1500,Blackburn Rovers,Queens Park Rangers,1.83,3.4,3.9,1.60,1.91,1.53,2.04,1.20,None,1.85,None,2020-11-03,1701
Premier_League,2020-11-07,1500,Crystal Palace FC,Leeds United,2.96,3.2,2.33,1.83,1.72,1.65,1.91,1.53,None,1.35,None,2020-11-03,1712
Championship,2020-11-07,1500,Watford,Coventry City,1.67,3.5,4.65,1.87,1.63,1.8,1.67,1.15,None,2.05,None,2020-11-03,1701
Championship,2020-11-07,1500,Nottingham Forest,Wycombe,1.55,3.65,5.5,1.75,1.72,1.78,1.7,1.10,None,2.25,None,2020-11-03,1701
Championship,2020-11-07,1500,Rotherham,Preston,3.0,2.94,2.35,1.90,1.6,1.67,1.8,1.50,None,1.33,None,2020-11-03,1701
Championship,2020-11-07,1500,Derby County,Barnsley FC,2.56,2.9,2.74,2.02,1.53,1.72,1.75,1.38,None,1.44,None,2020-11-03,1701
Championship,2020-11-07,1500,Birmingham,Bournemouth,3.6,2.96,2.05,2.10,1.47,1.8,1.67,1.65,None,1.24,None,2020-11-03,1701
