League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Premiership,2020-08-20,1930,FC St Johnstone,Aberdeen FC,2.86,2.98,2.54,2.37,1.38,2.00,1.55,1.45,1.28,1.38,2020-08-20,1319
Ligue_1,2020-08-21,1800,Bordeus,Nantes,2.4,2.9,3.15,2.54,1.36,2.10,1.53,1.31,1.33,1.5,2020-08-20,1318
Liga_Europa,2020-08-21,2000,Sevilha,Inter de Milao,3.67,3.65,2.2,None,None,None,None,None,None,None,2020-08-20,1321
RFPL,2020-08-22,1200,Ural Sverdlovskaya Oblast,Krasnodar,4.75,3.3,1.5,1.7,1.7,1.70,1.7,2.2,1.19,1.1,2020-08-20,1320
RFPL,2020-08-22,1400,FK Khimki,FC Akhmat Grozny,2.56,2.63,2.45,2.1,1.42,1.75,1.65,1.4,1.31,1.38,2020-08-20,1320
Premiership,2020-08-22,1500,Rangers,Kilmarnock FC,1.19,6.65,11.0,1.44,2.19,2.05,1.5,1.02,1.08,4.15,2020-08-20,1319
Premiership,2020-08-22,1500,St Mirren,Ross County,2.4,3.25,2.82,1.91,1.6,1.70,1.78,1.38,1.25,1.5,2020-08-20,1319
Premiership,2020-08-22,1500,Motherwell FC,Hamilton Academical,1.55,3.85,5.6,1.7,1.78,1.72,1.75,1.11,1.18,2.25,2020-08-20,1319
RFPL,2020-08-22,1530,Arsenal Tula,Dinamo Moscovo,3.4,2.8,1.9,2.05,1.44,1.85,1.57,1.67,1.27,1.21,2020-08-20,1320
Ligue_1,2020-08-22,1600,Dijon,Angers,2.62,3.0,2.72,2.16,1.5,1.85,1.7,1.4,1.3,1.42,2020-08-20,1318
RFPL,2020-08-22,1600,Zenit Sao Petersburgo,Tambov,1.16,4.95,8.5,1.5,1.95,2.10,1.42,1.02,1.1,3.85,2020-08-20,1320
Premiership,2020-08-22,1730,Dundee United,Celtic,11.0,6.0,1.22,1.5,2.05,2.05,1.5,3.85,1.1,1.02,2020-08-20,1319
RFPL,2020-08-22,1800,Rotor Volgograd,PFC Sochi,3.05,2.74,2.05,2.05,1.44,1.78,1.61,1.57,1.28,1.26,2020-08-20,1320
RFPL,2020-08-22,1800,CSKA Moscovo,Rubin Kazan,1.53,3.15,4.75,2.0,1.47,2.00,1.47,1.1,1.21,2.15,2020-08-20,1320
Ligue_1,2020-08-22,2000,Lille,Rennes,2.2,3.15,3.2,2.1,1.53,1.83,1.72,1.3,1.28,1.57,2020-08-20,1318
Ligue_1,2020-08-23,1200,Monaco,Stade Reims,1.88,3.4,3.95,2.05,1.55,1.88,1.67,1.21,1.24,1.83,2020-08-20,1318
Ligue_1,2020-08-23,1400,FC Lorient,Estrasburgo,2.5,3.05,2.84,2.12,1.53,1.83,1.72,1.38,1.3,1.47,2020-08-20,1318
Ligue_1,2020-08-23,1400,Nimes,Stade Brestois 29,2.2,3.3,3.1,1.91,1.65,1.72,1.83,1.32,1.26,1.6,2020-08-20,1318
RFPL,2020-08-23,1430,FC Ufa,Rostov,2.96,2.68,2.13,2.3,1.35,1.95,1.5,1.53,1.3,1.27,2020-08-20,1320
Ligue_1,2020-08-23,1600,Nice,RC Lens,2.0,3.3,3.65,1.95,1.63,1.75,1.78,1.24,1.26,1.72,2020-08-20,1318
Premiership,2020-08-23,1630,FC St Johnstone,Hibernian FC,2.86,3.3,2.33,1.78,1.7,1.61,1.9,1.53,1.24,1.36,2020-08-20,1319
RFPL,2020-08-23,1700,Spartak Moscovo,Lokomotiv Moscovo,2.3,2.67,2.7,1.95,1.5,1.67,1.72,1.33,1.3,1.45,2020-08-20,1320
Champions,2020-08-23,2000,PSG,Bayern Munique,3.2,3.9,1.95,None,None,None,None,None,None,None,2020-08-20,1322
Bundesliga,2020-09-21,1430,Wolfsburgo,Bayer Leverkusen,2.82,3.45,2.3,1.63,1.95,1.50,2.14,1.55,1.23,1.38,2020-08-20,1314
Bundesliga,2020-09-21,1430,Colonia,Hoffenheim,2.4,3.6,2.6,1.5,2.17,1.42,2.35,1.44,1.23,1.5,2020-08-20,1314
Bundesliga,2020-09-21,1430,Borussia Dortmund,Borussia Monchengladbach,1.61,4.2,4.5,1.38,2.45,1.42,2.35,1.16,1.16,2.17,2020-08-20,1314
Bundesliga,2020-09-21,1430,Eintracht Frankfurt,Arminia Bielefeld,1.63,4.05,4.55,1.47,2.2,1.50,2.17,1.17,1.17,2.14,2020-08-20,1314
Bundesliga,2020-09-21,1430,Werder Bremen,Hertha Berlin,2.6,3.4,2.5,1.65,1.91,1.50,2.13,1.47,1.24,1.44,2020-08-20,1314
Bundesliga,2020-09-21,1430,RB Leipzig,Mainz 05,1.36,5.15,6.6,1.3,2.78,1.47,2.2,1.07,1.11,2.9,2020-08-20,1314
Bundesliga,2020-09-21,1430,1. FC Union Berlin,Augsburgo,2.18,3.3,3.15,1.85,1.7,1.67,1.88,1.31,1.26,1.61,2020-08-20,1314
Bundesliga,2020-09-21,1430,Estugarda,Friburgo,2.16,3.4,3.1,1.7,1.85,1.57,2.04,1.32,1.25,1.61,2020-08-20,1314
Bundesliga,2020-09-26,1430,Hertha Berlin,Eintracht Frankfurt,2.16,3.4,3.1,1.53,2.11,1.44,2.3,1.32,1.25,1.63,2020-08-20,1314
Bundesliga,2020-09-26,1430,Borussia Monchengladbach,1. FC Union Berlin,1.53,4.1,5.65,1.63,1.95,1.67,1.87,1.11,1.17,2.37,2020-08-20,1314
Bundesliga,2020-09-26,1430,FC Schalke 04,Werder Bremen,2.25,3.3,3.0,2.0,1.6,1.78,1.75,1.33,1.25,1.57,2020-08-20,1314
Bundesliga,2020-09-26,1430,Arminia Bielefeld,Colonia,2.63,3.3,2.52,1.5,2.14,1.40,2.4,1.45,1.26,1.42,2020-08-20,1314
Bundesliga,2020-09-26,1430,Bayer Leverkusen,RB Leipzig,2.72,3.5,2.35,1.47,2.2,1.38,2.45,1.53,1.23,1.4,2020-08-20,1314
Bundesliga,2020-09-26,1430,Friburgo,Wolfsburgo,2.82,3.35,2.35,1.75,1.78,1.63,1.95,1.53,1.25,1.38,2020-08-20,1314
Bundesliga,2020-09-26,1430,Augsburgo,Borussia Dortmund,5.75,4.35,1.47,1.35,2.6,1.42,2.33,2.45,1.15,1.1,2020-08-20,1314
Bundesliga,2020-09-26,1430,Mainz 05,Estugarda,2.3,3.3,2.92,1.45,2.25,1.36,2.5,1.35,1.26,1.55,2020-08-20,1314
Bundesliga,2020-09-26,1430,Hoffenheim,Bayern Munique,6.95,4.75,1.38,1.22,3.25,1.33,2.62,2.84,1.12,1.06,2020-08-20,1314
