League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
RFPL,2020-09-21,1700,Dinamo Moscovo,FC Akhmat Grozny,2.12,3.1,3.5,2.0,1.53,1.75,1.7,1.26,None,1.65,2020-09-21,1223
Premier_League,2020-09-21,1800,Aston Villa,Sheffield United,2.63,3.15,2.86,2.05,1.61,1.75,1.8,1.38,None,1.45,2020-09-21,1233
Primeira_Liga,2020-09-21,1945,Portimonense,FC Pacos Ferreira,2.4,3.3,3.2,2.25,1.53,1.88,1.67,1.33,None,1.53,2020-09-21,1227
Serie_A,2020-09-21,1945,AC Milao,Bolonha,1.57,4.4,5.6,1.53,2.2,1.55,2.05,1.12,None,2.33,2020-09-21,1230
Premier_League,2020-09-21,2015,Wolverhampton,Manchester City,6.45,4.5,1.5,1.67,1.95,1.8,1.75,2.50,None,1.09,2020-09-21,1233
Eredivisie,2020-09-25,1900,FC Twente Enschede,FC Groningen,2.4,3.2,2.86,1.9,1.6,1.67,1.8,1.36,None,1.5,2020-09-21,1212
Bundesliga,2020-09-25,1930,Hertha Berlin,Eintracht Frankfurt,2.2,3.45,2.96,1.57,2.02,1.47,2.2,1.35,None,1.57,2020-09-21,1213
Championship,2020-09-25,1945,Huddersfield,Nottingham Forest,2.68,2.92,2.74,2.1,1.47,1.78,1.7,1.40,None,1.42,2020-09-21,1218
Ligue_1,2020-09-25,2000,Lille,Nantes,1.75,3.4,4.75,2.05,1.5,1.95,1.57,1.15,None,1.95,2020-09-21,1216
La_Liga,2020-09-25,2000,Eibar,Athletic Bilbao,2.96,2.82,2.58,2.45,1.38,2.0,1.6,1.44,None,1.35,2020-09-21,1224
Primeira_Liga,2020-09-25,2030,SC Braga,CD Santa Clara,1.38,4.55,7.4,1.6,1.91,1.8,1.67,1.05,None,2.82,2020-09-21,1227
La_Liga,2020-09-26,1200,Alaves,Getafe,3.55,2.7,2.33,2.68,1.32,2.16,1.5,1.53,None,1.25,2020-09-21,1224
RFPL,2020-09-26,1200,Tambov,Spartak Moscovo,5.25,3.7,1.61,1.78,1.67,1.78,1.67,2.16,None,1.12,2020-09-21,1223
Premier_League,2020-09-26,1230,Brighton,Manchester United,4.55,3.45,1.75,1.75,1.78,1.67,1.87,1.95,None,1.16,2020-09-21,1233
Championship,2020-09-26,1230,Wycombe,Swansea City,4.75,3.35,1.75,2.02,1.53,1.88,1.61,1.95,None,1.15,2020-09-21,1218
Serie_A,2020-09-26,1400,Torino,Atalanta,4.05,3.95,1.72,1.5,2.17,1.5,2.18,1.95,None,1.2,2020-09-21,1230
Bundesliga,2020-09-26,1430,Augsburgo,Borussia Dortmund,6.0,4.45,1.45,1.45,2.25,1.55,2.05,2.54,None,1.09,2020-09-21,1213
Bundesliga,2020-09-26,1430,Arminia Bielefeld,Colonia,2.67,3.35,2.45,1.57,2.04,1.45,2.25,1.47,None,1.42,2020-09-21,1213
Bundesliga,2020-09-26,1430,Bayer Leverkusen,RB Leipzig,2.78,3.45,2.33,1.5,2.18,1.4,2.4,1.53,None,1.38,2020-09-21,1213
RFPL,2020-09-26,1430,Zenit Sao Petersburgo,FC Ufa,1.27,5.2,10.0,1.72,1.72,2.3,1.38,1.03,None,3.45,2020-09-21,1223
Bundesliga,2020-09-26,1430,Borussia Monchengladbach,1. FC Union Berlin,1.47,4.3,5.8,1.61,1.95,1.72,1.83,1.10,None,2.45,2020-09-21,1213
Bundesliga,2020-09-26,1430,Mainz 05,Estugarda,2.25,3.5,2.86,1.53,2.1,1.44,2.3,1.36,None,1.57,2020-09-21,1213
Championship,2020-09-26,1500,Birmingham,Rotherham,2.2,3.1,3.3,2.02,1.53,1.75,1.72,1.28,None,1.6,2020-09-21,1218
Championship,2020-09-26,1500,Watford,Luton Town,1.67,3.55,4.9,1.8,1.67,1.75,1.72,1.14,None,2.05,2020-09-21,1218
Championship,2020-09-26,1500,Barnsley FC,Coventry City,2.2,3.15,3.25,1.87,1.63,1.65,1.83,1.30,None,1.6,2020-09-21,1218
Championship,2020-09-26,1500,Preston,Stoke City,2.45,3.15,2.84,2.1,1.47,1.8,1.67,1.38,None,1.47,2020-09-21,1218
La_Liga,2020-09-26,1500,Valencia,Huesca,1.9,3.25,4.05,1.91,1.65,1.75,1.8,1.20,None,1.8,2020-09-21,1224
Premiership,2020-09-26,1500,St Mirren,Kilmarnock FC,2.8,3.1,2.5,1.95,1.57,1.7,1.78,1.47,None,1.38,2020-09-21,1222
Premiership,2020-09-26,1500,Livingston FC,FC St Johnstone,2.45,3.05,2.9,2.1,1.47,1.8,1.67,1.36,None,1.47,2020-09-21,1222
Premiership,2020-09-26,1500,Hamilton Academical,Dundee United,3.45,3.3,2.05,1.91,1.6,1.72,1.75,1.67,None,1.27,2020-09-21,1222
Championship,2020-09-26,1500,Derby County,Blackburn Rovers,2.62,3.1,2.66,1.87,1.63,1.65,1.85,1.42,None,1.44,2020-09-21,1218
Championship,2020-09-26,1500,Queens Park Rangers,Middlesbrough,2.56,3.1,2.72,1.95,1.57,1.72,1.75,1.40,None,1.45,2020-09-21,1218
Premier_League,2020-09-26,1500,Crystal Palace FC,Everton,3.55,3.2,2.05,2.02,1.57,1.8,1.75,1.67,None,1.25,2020-09-21,1233
Championship,2020-09-26,1500,Cardiff,Reading,2.1,3.15,3.55,1.87,1.63,1.67,1.8,1.25,None,1.65,2020-09-21,1218
