League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Ligue_1,2020-09-10,2000,RC Lens,PSG,10.0,5.45,1.26,1.35,2.45,1.65,1.83,3.55,None,1.03,2020-08-31,1303
Championship,2020-09-11,1945,Watford,Middlesbrough,2.04,3.3,3.5,1.91,1.6,1.75,1.72,1.25,None,1.70,2020-08-31,1305
Ligue_1,2020-09-11,2000,Bordeus,Lyon,3.8,3.05,2.04,2.0,1.55,1.75,1.72,1.70,None,1.22,2020-08-31,1303
Championship,2020-09-12,1230,Birmingham,Brentford FC,3.85,3.35,1.91,1.8,1.67,1.67,1.8,1.80,None,1.22,2020-08-31,1305
Premier_League,2020-09-12,1230,Fulham,Arsenal,4.95,4.1,1.57,1.61,1.95,1.65,1.91,2.25,None,1.14,2020-08-31,1311
Championship,2020-09-12,1230,Wycombe,Rotherham,2.72,3.15,2.54,1.72,1.75,1.57,1.95,1.45,None,1.40,2020-08-31,1305
Championship,2020-09-12,1500,Millwall FC,Stoke City,2.54,2.98,2.86,2.16,1.45,1.83,1.65,1.36,None,1.45,2020-08-31,1305
Premiership,2020-09-12,1500,St Mirren,Hibernian FC,3.2,3.2,2.2,1.87,1.63,1.67,1.8,1.60,None,1.30,2020-08-31,1307
Championship,2020-09-12,1500,Bristol City,Coventry City,2.14,3.3,3.25,1.83,1.65,1.65,1.83,1.30,None,1.63,2020-08-31,1305
Premiership,2020-09-12,1500,Aberdeen FC,Kilmarnock FC,2.0,3.15,3.8,2.05,1.5,1.83,1.65,1.22,None,1.72,2020-08-31,1307
Championship,2020-09-12,1500,Barnsley FC,Luton Town,2.1,3.3,3.3,1.8,1.67,1.65,1.85,1.28,None,1.65,2020-08-31,1305
Premier_League,2020-09-12,1500,West Ham,Newcastle,2.12,3.35,3.25,1.85,1.7,1.67,1.87,1.30,None,1.65,2020-08-31,1311
Premiership,2020-09-12,1500,Motherwell FC,FC St Johnstone,1.91,3.4,3.75,1.87,1.63,1.72,1.75,1.23,None,1.75,2020-08-31,1307
Championship,2020-09-12,1500,Bournemouth,Blackburn Rovers,2.0,3.3,3.6,1.83,1.65,1.67,1.8,1.24,None,1.72,2020-08-31,1305
Premiership,2020-09-12,1500,Ross County,Celtic,17.5,6.5,1.15,1.4,2.3,2.13,1.47,4.75,None,-,2020-08-31,1307
Premiership,2020-09-12,1500,Rangers,Dundee United,1.19,5.85,15.0,1.42,2.25,2.0,1.55,1.02,None,4.20,2020-08-31,1307
Premiership,2020-09-12,1500,Livingston FC,Hamilton Academical,1.72,3.45,4.8,2.12,1.47,2.02,1.53,1.14,None,2.00,2020-08-31,1307
Premier_League,2020-09-12,1500,Crystal Palace FC,Southampton,2.8,3.05,2.52,2.0,1.6,1.75,1.8,1.47,None,1.38,2020-08-31,1311
Championship,2020-09-12,1500,Preston,Swansea City,2.25,3.15,3.15,2.0,1.53,1.75,1.72,1.31,None,1.57,2020-08-31,1305
Championship,2020-09-12,1500,Queens Park Rangers,Nottingham Forest,2.74,3.1,2.54,1.91,1.6,1.67,1.8,1.45,None,1.40,2020-08-31,1305
Championship,2020-09-12,1500,Derby County,Reading,2.02,3.35,3.5,1.8,1.67,1.65,1.83,1.26,None,1.72,2020-08-31,1305
Championship,2020-09-12,1500,Huddersfield,Norwich City,3.05,3.15,2.3,1.85,1.65,1.65,1.85,1.55,None,1.32,2020-08-31,1305
Championship,2020-09-12,1500,Cardiff,Sheffield Wednesday,2.15,3.15,3.35,1.95,1.57,1.72,1.75,1.28,None,1.63,2020-08-31,1305
Ligue_1,2020-09-12,1600,Montpellier,Nice,2.16,3.05,3.45,1.9,1.6,1.67,1.8,1.26,None,1.63,2020-08-31,1303
Premier_League,2020-09-12,1730,Liverpool,Leeds United,1.27,5.95,7.9,1.42,2.35,1.78,1.75,1.04,None,3.40,2020-08-31,1311
Ligue_1,2020-09-12,2000,Saint-Etienne,Estrasburgo,2.14,2.98,3.6,2.13,1.47,1.83,1.65,1.24,None,1.63,2020-08-31,1303
Ligue_1,2020-09-13,1200,Lille,FC Metz,1.53,3.75,6.2,2.02,1.53,2.05,1.5,1.08,None,2.35,2020-08-31,1303
Premier_League,2020-09-13,1400,West Brom,Leicester,3.6,3.4,1.95,1.72,1.83,1.6,2.0,1.72,None,1.25,2020-08-31,1311
Ligue_1,2020-09-13,1400,Dijon,Stade Brestois 29,2.25,3.2,3.1,1.9,1.6,1.7,1.78,1.32,None,1.57,2020-08-31,1303
Ligue_1,2020-09-13,1400,Nimes,Rennes,3.25,3.0,2.3,2.02,1.53,1.75,1.72,1.55,None,1.30,2020-08-31,1303
Ligue_1,2020-09-13,1400,FC Lorient,RC Lens,2.1,3.15,3.5,2.05,1.5,1.83,1.65,1.26,None,1.67,2020-08-31,1303
Ligue_1,2020-09-13,1400,Angers,Stade Reims,2.3,2.96,3.3,2.4,1.36,2.0,1.53,1.28,None,1.55,2020-08-31,1303
RFPL,2020-09-13,1500,Rotor Volgograd,Krasnodar,5.9,3.75,1.55,1.8,1.65,1.83,1.63,2.25,None,1.09,2020-08-31,1308
RFPL,2020-09-13,1500,Dinamo Moscovo,Rubin Kazan,2.2,3.0,3.4,2.1,1.47,1.78,1.67,1.27,None,1.57,2020-08-31,1308
RFPL,2020-09-13,1500,Zenit Sao Petersburgo,Arsenal Tula,1.25,4.95,12.75,1.67,1.78,2.25,1.4,1.02,None,3.55,2020-08-31,1308
RFPL,2020-09-13,1500,FC Akhmat Grozny,PFC Sochi,2.37,3.3,2.82,1.87,1.6,1.67,1.78,1.38,None,1.50,2020-08-31,1308
RFPL,2020-09-13,1500,Rostov,Lokomotiv Moscovo,2.37,3.1,2.98,1.83,1.63,1.63,1.83,1.33,None,1.50,2020-08-31,1308
RFPL,2020-09-13,1500,CSKA Moscovo,Spartak Moscovo,2.4,3.4,2.7,1.72,1.72,1.57,1.91,1.40,None,1.50,2020-08-31,1308
