League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Championship,2020-09-11,1945,Watford,Middlesbrough,1.95,3.3,3.85,2.05,1.6,1.8,1.67,1.22,None,1.75,2020-09-11,1325
Ligue_1,2020-09-11,2000,Bordeus,Lyon,4.35,3.45,1.88,1.91,1.7,1.72,1.75,1.85,None,1.19,2020-09-11,1321
RFPL,2020-09-12,1145,Tambov,FC Ufa,3.1,2.78,2.5,2.5,1.32,2.02,1.5,1.47,None,1.31,2020-09-11,1328
Championship,2020-09-12,1230,Birmingham,Brentford FC,4.33,3.5,1.78,1.83,1.65,1.72,1.75,1.91,None,1.18,2020-09-11,1325
Championship,2020-09-12,1230,Wycombe,Rotherham,2.72,3.15,2.54,1.78,1.7,1.6,1.91,1.45,None,1.40,2020-09-11,1325
Premier_League,2020-09-12,1230,Fulham,Arsenal,5.4,4.15,1.53,1.63,1.95,1.72,1.83,2.33,None,1.11,2020-09-11,1338
RFPL,2020-09-12,1430,Ural Sverdlovskaya Oblast,FK Khimki,2.33,3.1,3.05,2.17,1.44,1.85,1.61,1.32,None,1.53,2020-09-11,1328
Championship,2020-09-12,1500,Cardiff,Sheffield Wednesday,2.05,3.2,3.55,1.95,1.57,1.72,1.75,1.25,None,1.67,2020-09-11,1325
Championship,2020-09-12,1500,Barnsley FC,Luton Town,2.05,3.3,3.45,1.8,1.67,1.65,1.85,1.26,None,1.67,2020-09-11,1325
Premiership,2020-09-12,1500,Motherwell FC,FC St Johnstone,2.33,3.2,2.96,2.02,1.53,1.78,1.7,1.35,None,1.53,2020-09-11,1327
Premiership,2020-09-12,1500,Aberdeen FC,Kilmarnock FC,1.8,3.45,4.25,2.02,1.53,1.87,1.63,1.18,None,1.88,2020-09-11,1327
Premiership,2020-09-12,1500,Rangers,Dundee United,1.16,6.4,16.0,1.44,2.2,2.25,1.42,-,None,4.55,2020-09-11,1327
Championship,2020-09-12,1500,Bristol City,Coventry City,2.11,3.25,3.35,1.83,1.65,1.67,1.8,1.28,None,1.65,2020-09-11,1325
La_Liga,2020-09-12,1500,Eibar,Celta de Vigo,2.45,3.1,2.86,2.1,1.53,1.83,1.72,1.36,None,1.47,2020-09-11,1331
Championship,2020-09-12,1500,Queens Park Rangers,Nottingham Forest,2.96,3.1,2.37,1.9,1.61,1.67,1.8,1.50,None,1.35,2020-09-11,1325
Premier_League,2020-09-12,1500,Crystal Palace FC,Southampton,3.05,3.15,2.3,2.02,1.57,1.78,1.75,1.55,None,1.32,2020-09-11,1338
Premiership,2020-09-12,1500,Livingston FC,Hamilton Academical,1.6,3.7,5.4,1.95,1.57,1.95,1.57,1.11,None,2.20,2020-09-11,1327
Championship,2020-09-12,1500,Bournemouth,Blackburn Rovers,1.95,3.35,3.75,1.85,1.65,1.67,1.8,1.23,None,1.75,2020-09-11,1325
Championship,2020-09-12,1500,Derby County,Reading,2.0,3.35,3.55,1.78,1.7,1.63,1.87,1.25,None,1.72,2020-09-11,1325
Championship,2020-09-12,1500,Preston,Swansea City,2.25,3.15,3.15,2.02,1.53,1.75,1.72,1.32,None,1.57,2020-09-11,1325
Championship,2020-09-12,1500,Huddersfield,Norwich City,3.35,3.25,2.11,1.87,1.63,1.67,1.8,1.65,None,1.28,2020-09-11,1325
Championship,2020-09-12,1500,Millwall FC,Stoke City,2.5,3.05,2.86,2.13,1.47,1.83,1.65,1.36,None,1.47,2020-09-11,1325
Premiership,2020-09-12,1500,St Mirren,Hibernian FC,4.0,3.4,1.87,2.0,1.53,1.85,1.65,1.83,None,1.21,2020-09-11,1327
Premiership,2020-09-12,1500,Ross County,Celtic,16.75,6.45,1.16,1.42,2.25,2.1,1.47,4.65,None,-,2020-09-11,1327
Ligue_1,2020-09-12,1600,Montpellier,Nice,2.18,3.2,3.25,1.95,1.57,1.75,1.72,1.30,None,1.61,2020-09-11,1321
RFPL,2020-09-12,1700,FC Akhmat Grozny,PFC Sochi,2.45,3.15,2.82,2.14,1.44,1.85,1.61,1.38,None,1.47,2020-09-11,1328
Premier_League,2020-09-12,1730,Liverpool,Leeds United,1.31,5.5,7.3,1.45,2.25,1.75,1.8,1.06,None,3.15,2020-09-11,1338
La_Liga,2020-09-12,1730,Granada CF,Athletic Bilbao,2.76,2.9,2.68,2.33,1.42,1.95,1.63,1.40,None,1.38,2020-09-11,1331
Premier_League,2020-09-12,2000,West Ham,Newcastle,2.05,3.45,3.3,1.83,1.72,1.67,1.88,1.28,None,1.67,2020-09-11,1338
La_Liga,2020-09-12,2000,Cadiz CF,CA Osasuna,2.72,2.9,2.72,2.4,1.4,2.0,1.6,1.40,None,1.40,2020-09-11,1331
Ligue_1,2020-09-12,2000,Saint-Etienne,Estrasburgo,2.12,3.15,3.45,2.05,1.5,1.83,1.65,1.27,None,1.65,2020-09-11,1321
