web-scraper-order,web-scraper-start-url,Games,Games-href,HomeTeam,AwayTeam,League,Date,HGoals,AGoals,HxG,AxG,HShots,AShots,HST,AST,HDEEP,ADEEP,HPPDA,APPDA,HxPTS,AxPTS
1604064381-166,https://understat.com/league/RFPL,100.620.51,https://understat.com/match/14310,Arsenal Tula,Ural,RFPL,Oct 18 2020,1,0,0.62,0.51,9,11,1,4,7,8,8.2,9.05,1.38,1.19
1604065132-280,https://understat.com/league/EPL,030.521.88,https://understat.com/match/14101,Newcastle United,Brighton,EPL,Sep 20 2020,0,3,0.52,1.88,6,13,0,6,3,3,11.95,10.84,0.31,2.51
1604065758-378,https://understat.com/league/La_liga,000.371.26,https://understat.com/match/14829,Eibar,Osasuna,La liga,Oct 18 2020,0,0,0.37,1.26,10,8,6,2,3,6,10.38,6.0,0.53,2.21
1604065408-324,https://understat.com/league/EPL,110.260.89,https://understat.com/match/14493,West Ham,Manchester City,EPL,Oct 24 2020,1,1,0.26,0.89,6,14,2,7,2,13,20.3,13.08,0.68,1.94
1604064589-197,https://understat.com/league/Serie_A,111.210.72,https://understat.com/match/15452,Lazio,Inter,Serie A,Oct 04 2020,1,1,1.21,0.72,12,12,4,3,1,8,11.92,9.42,1.77,0.93
1604065402-323,https://understat.com/league/EPL,121.052.81,https://understat.com/match/14489,Fulham,Crystal Palace,EPL,Oct 24 2020,1,2,1.05,2.81,16,14,3,10,8,9,6.24,21.53,0.33,2.54
1604064287-151,https://understat.com/league/RFPL,602.820.46,https://understat.com/match/14242,Zenit St. Petersburg,FC Ufa,RFPL,Sep 26 2020,6,0,2.82,0.46,23,6,8,4,16,5,31.57,32.27,2.79,0.13
1604065064-271,https://understat.com/league/Bundesliga,312.630.34,https://understat.com/match/15184,Bayer Leverkusen,Augsburg,Bundesliga,Oct 26 2020,3,1,2.63,0.34,16,6,8,3,6,3,7.5,19.88,2.85,0.09
1604065214-293,https://understat.com/league/EPL,330.912.36,https://understat.com/match/14108,West Bromwich Albion,Chelsea,EPL,Sep 26 2020,3,3,0.91,2.36,9,22,3,10,3,12,40.82,4.52,0.41,2.42
1604064493-182,https://understat.com/league/Serie_A,020.161.54,https://understat.com/match/14118,Parma Calcio 1913,Napoli,Serie A,Sep 20 2020,0,2,0.16,1.54,6,17,2,6,7,7,19.42,12.17,0.16,2.72
1604064186-136,https://understat.com/league/RFPL,311.801.07,https://understat.com/match/14226,Ural,Khimki,RFPL,Sep 12 2020,3,1,1.8,1.07,10,12,6,4,5,7,8.93,14.33,2.01,0.74
1604065482-334,https://understat.com/league/La_liga,020.600.63,https://understat.com/match/14138,Cadiz,Osasuna,La liga,Sep 12 2020,0,2,0.6,0.63,12,6,3,4,4,5,6.67,6.74,1.25,1.34
1604064864-239,https://understat.com/league/Bundesliga,110.911.20,https://understat.com/match/14187,Bayer Leverkusen,RasenBallsport Leipzig,Bundesliga,Sep 26 2020,1,1,0.91,1.2,11,7,4,2,5,3,6.77,12.48,1.08,1.59
1604064720-218,https://understat.com/league/Serie_A,223.670.97,https://understat.com/match/15474,Parma Calcio 1913,Spezia,Serie A,Oct 25 2020,2,2,3.67,0.97,17,14,6,6,6,6,12.91,8.84,2.79,0.15
1604066200-445,https://understat.com/league/Ligue_1,030.841.96,https://understat.com/match/15813,Strasbourg,Lille,Ligue 1,Oct 04 2020,0,3,0.84,1.96,14,12,3,6,10,8,11.86,10.22,0.52,2.28
1604065027-265,https://understat.com/league/Bundesliga,301.480.24,https://understat.com/match/15181,Borussia Dortmund,Schalke 04,Bundesliga,Oct 24 2020,3,0,1.48,0.24,18,3,7,0,16,1,9.29,18.08,2.4,0.38
1604065751-377,https://understat.com/league/La_liga,202.070.28,https://understat.com/match/14826,Athletic Club,Levante,La liga,Oct 18 2020,2,0,2.07,0.28,14,6,5,1,9,5,7.12,10.58,2.73,0.16
1604064507-184,https://understat.com/league/Serie_A,102.350.62,https://understat.com/match/14116,Fiorentina,Torino,Serie A,Sep 19 2020,1,0,2.35,0.62,16,6,5,3,9,2,9.47,6.86,2.62,0.25
1604065834-390,https://understat.com/league/La_liga,131.573.21,https://understat.com/match/14836,Barcelona,Real Madrid,La liga,Oct 24 2020,1,3,1.57,3.21,10,15,4,9,5,8,11.75,13.5,0.43,2.42
1604064136-129,https://understat.com/league/RFPL,231.931.24,https://understat.com/match/14032,Lokomotiv Moscow,FK Akhmat,RFPL,Aug 26 2020,2,3,1.93,1.24,17,10,5,5,11,9,5.91,9.12,1.91,0.84
1604063485-112,https://understat.com/league/RFPL,211.180.68,https://understat.com/match/14020,Zenit St. Petersburg,CSKA Moscow,RFPL,Aug 19 2020,2,1,1.18,0.68,16,13,7,4,22,7,12.43,15.79,1.78,0.91
1604063820-117,https://understat.com/league/RFPL,321.692.17,https://understat.com/match/14013,PFC Sochi,Rubin Kazan,RFPL,Aug 18 2020,3,2,1.69,2.17,11,18,6,7,4,3,15.81,8.44,1.05,1.7
1604065828-389,https://understat.com/league/La_liga,100.990.58,https://understat.com/match/14840,Osasuna,Athletic Club,La liga,Oct 24 2020,1,0,0.99,0.58,7,13,2,5,3,5,11.04,6.59,1.83,0.83
1604064702-215,https://understat.com/league/Serie_A,411.170.64,https://understat.com/match/15456,Napoli,Atalanta,Serie A,Oct 17 2020,4,1,1.17,0.64,19,13,11,4,7,1,16.16,7.53,1.79,0.9
1604065953-407,https://understat.com/league/Ligue_1,211.790.49,https://understat.com/match/13994,Rennes,Montpellier,Ligue 1,Aug 29 2020,2,1,1.79,0.49,16,11,7,3,7,2,5.11,13.27,2.35,0.45
1604066333-466,https://understat.com/league/Ligue_1,040.144.33,https://understat.com/match/15829,Montpellier,Reims,Ligue 1,Oct 25 2020,0,4,0.14,4.33,5,24,1,9,0,15,51.38,13.0,0.0,3.0
1604066238-451,https://understat.com/league/Ligue_1,202.130.09,https://understat.com/match/15807,Lens,Saint-Etienne,Ligue 1,Oct 03 2020,2,0,2.13,0.09,13,2,5,1,8,0,3.1,22.0,2.86,0.08
1604064832-234,https://understat.com/league/Bundesliga,112.470.62,https://understat.com/match/14174,Eintracht Frankfurt,Arminia Bielefeld,Bundesliga,Sep 19 2020,1,1,2.47,0.62,18,13,6,4,9,2,6.77,12.44,2.65,0.23
1604064658-208,https://understat.com/league/Serie_A,321.720.97,https://understat.com/match/15463,Udinese,Parma Calcio 1913,Serie A,Oct 18 2020,3,2,1.72,0.97,16,9,4,3,9,3,11.34,10.89,1.95,0.79
1604066257-454,https://understat.com/league/Ligue_1,130.712.52,https://understat.com/match/15824,Saint-Etienne,Nice,Ligue 1,Oct 18 2020,1,3,0.71,2.52,11,11,4,5,2,5,8.75,13.1,0.2,2.69
1604064149-131,https://understat.com/league/RFPL,111.390.29,https://understat.com/match/14030,Arsenal Tula,Khimki,RFPL,Aug 25 2020,1,1,1.39,0.29,27,3,4,2,8,1,7.2,11.2,2.28,0.46
1604064664-209,https://understat.com/league/Serie_A,231.241.79,https://understat.com/match/15462,Torino,Cagliari,Serie A,Oct 18 2020,2,3,1.24,1.79,13,11,6,5,4,3,8.12,15.67,0.81,1.89
1604062602-100,https://understat.com/league/RFPL,020.601.68,https://understat.com/match/14012,FC Rostov,Zenit St. Petersburg,RFPL,Aug 15 2020,0,2,0.6,1.68,19,14,4,6,6,9,11.95,6.07,0.43,2.36
1604064577-195,https://understat.com/league/Serie_A,302.650.15,https://understat.com/match/15454,AC Milan,Spezia,Serie A,Oct 04 2020,3,0,2.65,0.15,17,4,5,2,11,1,6.32,14.64,2.93,0.04
1604064155-132,https://understat.com/league/RFPL,010.702.17,https://understat.com/match/14029,FC Tambov,PFC Sochi,RFPL,Aug 25 2020,0,1,0.7,2.17,11,16,1,6,2,5,24.36,14.12,0.31,2.54
1604062967-105,https://understat.com/league/RFPL,021.531.17,https://understat.com/match/14004,Rubin Kazan,Lokomotiv Moscow,RFPL,Aug 11 2020,0,2,1.53,1.17,14,12,3,5,3,9,18.65,9.22,1.68,1.02
1604065201-291,https://understat.com/league/EPL,011.531.47,https://understat.com/match/14110,Sheffield United,Leeds,EPL,Sep 27 2020,0,1,1.53,1.47,15,17,5,9,11,2,11.55,8.94,1.45,1.28
1604063770-116,https://understat.com/league/RFPL,101.330.67,https://understat.com/match/14014,FC Tambov,Khimki,RFPL,Aug 18 2020,1,0,1.33,0.67,5,20,2,3,0,5,14.25,8.22,2.04,0.68
1604063244-108,https://understat.com/league/RFPL,120.870.92,https://understat.com/match/14025,CSKA Moscow,Rubin Kazan,RFPL,Aug 22 2020,1,2,0.87,0.92,20,14,7,6,8,7,8.83,13.12,1.29,1.38
1604064677-211,https://understat.com/league/Serie_A,341.453.24,https://understat.com/match/15460,Bologna,Sassuolo,Serie A,Oct 18 2020,3,4,1.45,3.24,14,25,6,12,6,10,6.29,7.6,0.44,2.43
1604065670-364,https://understat.com/league/La_liga,030.570.93,https://understat.com/match/14165,Celta Vigo,Barcelona,La liga,Oct 01 2020,0,3,0.57,0.93,10,7,3,4,5,7,7.65,11.28,0.92,1.72
1604064394-168,https://understat.com/league/RFPL,100.940.12,https://understat.com/match/14309,Lokomotiv Moscow,FC Ufa,RFPL,Oct 17 2020,1,0,0.94,0.12,12,2,5,0,6,3,12.42,11.73,2.18,0.47
1604064274-149,https://understat.com/league/RFPL,230.791.78,https://understat.com/match/14244,Arsenal Tula,FC Rostov,RFPL,Sep 27 2020,2,3,0.79,1.78,15,8,4,5,4,1,4.0,10.93,0.56,2.22
1604065720-372,https://understat.com/league/La_liga,010.590.84,https://understat.com/match/14170,Real Sociedad,Valencia,La liga,Sep 29 2020,0,1,0.59,0.84,11,9,3,5,12,4,7.19,11.33,1.01,1.61
1604063293-109,https://understat.com/league/RFPL,413.730.30,https://understat.com/match/14024,Zenit St. Petersburg,FC Tambov,RFPL,Aug 22 2020,4,1,3.73,0.3,25,6,10,4,13,2,8.62,29.44,2.96,0.03
1604065389-321,https://understat.com/league/EPL,212.401.40,https://understat.com/match/14490,Liverpool,Sheffield United,EPL,Oct 24 2020,2,1,2.4,1.4,17,13,5,2,7,8,14.17,19.65,2.17,0.62
1604065997-414,https://understat.com/league/Ligue_1,230.921.99,https://understat.com/match/14195,Lorient,Lens,Ligue 1,Sep 13 2020,2,3,0.92,1.99,6,12,3,6,3,8,6.91,7.15,0.49,2.26
1604065701-369,https://understat.com/league/La_liga,312.660.62,https://understat.com/match/14172,Villarreal,Alaves,La liga,Sep 30 2020,3,1,2.66,0.62,10,8,6,3,6,3,7.47,10.88,2.79,0.13
1604065632-358,https://understat.com/league/La_liga,201.120.36,https://understat.com/match/14820,Osasuna,Celta Vigo,La liga,Oct 04 2020,2,0,1.12,0.36,13,9,5,3,6,8,7.14,5.52,2.11,0.59
1604066187-443,https://understat.com/league/Ligue_1,113.140.38,https://understat.com/match/15815,Lyon,Marseille,Ligue 1,Oct 04 2020,1,1,3.14,0.38,24,3,3,1,13,2,7.0,21.3,2.89,0.06
1604064564-193,https://understat.com/league/Serie_A,240.772.47,https://understat.com/match/14123,Torino,Atalanta,Serie A,Sep 26 2020,2,4,0.77,2.47,7,19,4,7,3,14,11.72,10.8,0.35,2.49
