web-scraper-order,web-scraper-start-url,Games,Games-href,HomeTeam,AwayTeam,League,Date,HGoals,AGoals,HxG,AxG,HShots,AShots,HST,AST,HDEEP,ADEEP,HPPDA,APPDA,HxPTS,AxPTS
1604065414-325,https://understat.com/league/EPL,031.502.38,https://understat.com/match/14486,Aston Villa,Leeds,EPL,Oct 23 2020,0,3,1.5,2.38,12,27,4,9,7,20,13.24,3.65,0.82,1.97
1604065138-281,https://understat.com/league/EPL,252.282.28,https://understat.com/match/14100,Southampton,Tottenham,EPL,Sep 20 2020,2,5,2.28,2.28,14,9,7,6,4,3,8.67,10.78,1.34,1.39
1604065301-307,https://understat.com/league/EPL,402.510.10,https://understat.com/match/14467,Chelsea,Crystal Palace,EPL,Oct 03 2020,4,0,2.51,0.1,17,4,6,0,5,2,4.45,25.88,2.93,0.04
1604065607-354,https://understat.com/league/La_liga,111.061.26,https://understat.com/match/14817,Barcelona,Sevilla,La liga,Oct 04 2020,1,1,1.06,1.26,12,13,5,1,3,2,15.83,11.21,1.16,1.53
1604065770-380,https://understat.com/league/La_liga,011.141.77,https://understat.com/match/14833,Real Madrid,Cadiz,La liga,Oct 17 2020,0,1,1.14,1.77,14,14,2,5,10,2,6.5,23.57,0.9,1.84
1604066054-423,https://understat.com/league/Ligue_1,411.940.77,https://understat.com/match/14210,Montpellier,Angers,Ligue 1,Sep 20 2020,4,1,1.94,0.77,14,14,9,3,4,5,17.95,17.17,2.25,0.55
1604064193-137,https://understat.com/league/RFPL,200.850.34,https://understat.com/match/14225,FC Tambov,FC Ufa,RFPL,Sep 12 2020,2,0,0.85,0.34,8,9,4,3,4,7,16.71,13.53,1.83,0.78
1604065620-356,https://understat.com/league/La_liga,020.581.88,https://understat.com/match/14819,Levante,Real Madrid,La liga,Oct 04 2020,0,2,0.58,1.88,11,13,4,3,6,13,10.19,7.82,0.42,2.4
1604066060-424,https://understat.com/league/Ligue_1,211.711.18,https://understat.com/match/14209,Metz,Reims,Ligue 1,Sep 20 2020,2,1,1.71,1.18,14,10,4,4,3,6,4.76,14.25,1.84,0.86
1604064714-217,https://understat.com/league/Serie_A,321.202.69,https://understat.com/match/15469,Fiorentina,Udinese,Serie A,Oct 25 2020,3,2,1.2,2.69,5,16,3,6,5,8,12.4,6.4,0.36,2.47
1604063670-115,https://understat.com/league/RFPL,110.582.72,https://understat.com/match/14016,Ural,Lokomotiv Moscow,RFPL,Aug 19 2020,1,1,0.58,2.72,5,21,1,8,4,10,15.36,17.67,0.18,2.73
1604065008-262,https://understat.com/league/Bundesliga,010.881.85,https://understat.com/match/15167,Hoffenheim,Borussia Dortmund,Bundesliga,Oct 17 2020,0,1,0.88,1.85,9,15,3,5,3,15,13.63,10.96,0.66,2.11
1604064218-141,https://understat.com/league/RFPL,010.372.52,https://understat.com/match/14236,FC Ufa,CSKA Moscow,RFPL,Sep 20 2020,0,1,0.37,2.52,12,23,3,10,2,15,10.57,7.59,0.17,2.73
1604066308-462,https://understat.com/league/Ligue_1,111.110.77,https://understat.com/match/15817,Dijon,Rennes,Ligue 1,Oct 16 2020,1,1,1.11,0.77,12,12,4,3,2,8,10.45,8.22,1.66,1.02
1604066149-437,https://understat.com/league/Ligue_1,321.122.36,https://understat.com/match/14219,Angers,Brest,Ligue 1,Sep 27 2020,3,2,1.12,2.36,12,14,5,6,3,7,8.5,7.75,0.54,2.27
1604065538-343,https://understat.com/league/La_liga,212.991.11,https://understat.com/match/14146,Villarreal,Eibar,La liga,Sep 19 2020,2,1,2.99,1.11,14,12,8,4,6,1,7.63,8.93,2.57,0.31
1604065176-287,https://understat.com/league/EPL,020.951.61,https://understat.com/match/14094,Sheffield United,Wolverhampton Wanderers,EPL,Sep 14 2020,0,2,0.95,1.61,9,11,2,4,10,3,8.23,31.33,0.8,1.91
1604066022-418,https://understat.com/league/Ligue_1,000.231.80,https://understat.com/match/14191,Bordeaux,Lyon,Ligue 1,Sep 11 2020,0,0,0.23,1.8,5,20,0,3,2,13,15.88,5.15,0.26,2.57
1604065339-313,https://understat.com/league/EPL,111.661.36,https://understat.com/match/14482,Sheffield United,Fulham,EPL,Oct 18 2020,1,1,1.66,1.36,10,15,6,6,1,1,15.17,12.71,1.63,1.05
1604064230-142,https://understat.com/league/RFPL,110.601.49,https://understat.com/match/14234,Ural,Zenit St. Petersburg,RFPL,Sep 19 2020,1,1,0.6,1.49,8,18,2,6,8,5,10.75,14.74,0.64,2.09
1604065082-272,https://understat.com/league/EPL,010.821.27,https://understat.com/match/14093,Tottenham,Everton,EPL,Sep 13 2020,0,1,0.82,1.27,9,15,5,4,9,5,11.33,16.26,0.96,1.74
1604065033-266,https://understat.com/league/Bundesliga,503.810.43,https://understat.com/match/15180,Bayern Munich,Eintracht Frankfurt,Bundesliga,Oct 24 2020,5,0,3.81,0.43,20,8,9,2,12,1,10.0,16.91,2.92,0.05
1604065358-316,https://understat.com/league/EPL,331.991.42,https://understat.com/match/14475,Chelsea,Southampton,EPL,Oct 17 2020,3,3,1.99,1.42,11,13,5,6,11,5,10.91,14.61,1.84,0.88
1604064945-252,https://understat.com/league/Bundesliga,130.242.06,https://understat.com/match/15159,FC Cologne,Borussia M.Gladbach,Bundesliga,Oct 03 2020,1,3,0.24,2.06,8,15,2,11,2,12,12.94,7.06,0.16,2.73
1604064727-219,https://understat.com/league/Serie_A,120.652.27,https://understat.com/match/15467,Benevento,Napoli,Serie A,Oct 25 2020,1,2,0.65,2.27,9,19,3,5,4,11,17.3,6.31,0.35,2.49
1604065814-387,https://understat.com/league/La_liga,201.241.02,https://understat.com/match/14835,Atletico Madrid,Real Betis,La liga,Oct 24 2020,2,0,1.24,1.02,13,12,6,3,8,5,10.97,7.0,1.51,1.18
1604064895-244,https://understat.com/league/Bundesliga,131.561.62,https://understat.com/match/14182,Hertha Berlin,Eintracht Frankfurt,Bundesliga,Sep 25 2020,1,3,1.56,1.62,12,11,6,3,3,6,13.44,15.8,1.31,1.39
1604064708-216,https://understat.com/league/Serie_A,112.180.60,https://understat.com/match/15471,Juventus,Verona,Serie A,Oct 25 2020,1,1,2.18,0.6,22,6,6,2,14,7,8.38,12.19,2.47,0.37
1604065095-274,https://understat.com/league/EPL,020.861.66,https://understat.com/match/14091,West Ham,Newcastle United,EPL,Sep 12 2020,0,2,0.86,1.66,15,15,3,2,5,10,6.41,24.18,0.7,2.05
1604064199-138,https://understat.com/league/RFPL,101.210.18,https://understat.com/match/14239,Lokomotiv Moscow,FC Tambov,RFPL,Sep 20 2020,1,0,1.21,0.18,11,5,6,2,5,4,8.35,12.89,2.35,0.39
1604064958-254,https://understat.com/league/Bundesliga,110.250.83,https://understat.com/match/15175,Schalke 04,Union Berlin,Bundesliga,Oct 18 2020,1,1,0.25,0.83,8,11,4,6,1,2,12.8,21.33,0.67,1.94
1604065163-285,https://understat.com/league/EPL,524.160.32,https://understat.com/match/14096,Everton,West Bromwich Albion,EPL,Sep 19 2020,5,2,4.16,0.32,17,6,7,4,6,6,9.1,41.5,2.99,0.0
1604064344-160,https://understat.com/league/RFPL,112.190.35,https://understat.com/match/14298,FC Tambov,Arsenal Tula,RFPL,Oct 03 2020,1,1,2.19,0.35,16,11,6,5,8,3,7.16,10.73,2.71,0.19
1604064318-156,https://understat.com/league/RFPL,110.950.98,https://understat.com/match/14302,Rubin Kazan,FK Akhmat,RFPL,Oct 04 2020,1,1,0.95,0.98,10,8,5,2,8,11,7.69,6.8,1.25,1.37
1604066098-430,https://understat.com/league/Ligue_1,022.651.03,https://understat.com/match/14203,Marseille,Saint-Etienne,Ligue 1,Sep 17 2020,0,2,2.65,1.03,13,12,2,5,10,4,8.77,10.17,2.44,0.41
1604065245-298,https://understat.com/league/EPL,723.081.66,https://understat.com/match/14466,Aston Villa,Liverpool,EPL,Oct 04 2020,7,2,3.08,1.66,18,14,11,8,7,18,14.6,4.76,2.26,0.58
1604065884-396,https://understat.com/league/Ligue_1,222.681.83,https://understat.com/match/13982,Monaco,Reims,Ligue 1,Aug 23 2020,2,2,2.68,1.83,22,9,5,3,14,3,3.79,21.19,1.94,0.86
1604065264-301,https://understat.com/league/EPL,210.670.14,https://understat.com/match/14465,Arsenal,Sheffield United,EPL,Oct 04 2020,2,1,0.67,0.14,6,6,5,2,4,3,13.92,19.35,1.89,0.66
1604065058-270,https://understat.com/league/Bundesliga,110.722.38,https://understat.com/match/15176,VfB Stuttgart,FC Cologne,Bundesliga,Oct 23 2020,1,1,0.72,2.38,9,15,4,4,4,3,11.95,16.9,0.29,2.58
1604064983-258,https://understat.com/league/Bundesliga,010.210.45,https://understat.com/match/15171,Mainz 05,Bayer Leverkusen,Bundesliga,Oct 17 2020,0,1,0.21,0.45,6,9,0,5,3,2,8.68,14.53,0.94,1.5
1604065370-318,https://understat.com/league/EPL,010.740.74,https://understat.com/match/14485,Arsenal,Leicester,EPL,Oct 25 2020,0,1,0.74,0.74,12,6,4,2,5,2,11.0,26.21,1.27,1.35
1604066085-428,https://understat.com/league/Ligue_1,213.020.36,https://understat.com/match/14205,Lens,Bordeaux,Ligue 1,Sep 19 2020,2,1,3.02,0.36,19,7,5,3,6,2,10.0,11.76,2.87,0.08
1604065289-305,https://understat.com/league/EPL,112.571.42,https://understat.com/match/14469,Leeds,Manchester City,EPL,Oct 03 2020,1,1,2.57,1.42,12,23,7,2,5,10,7.83,11.38,2.16,0.66
1604065739-375,https://understat.com/league/La_liga,020.910.90,https://understat.com/match/14825,Alaves,Elche,La liga,Oct 18 2020,0,2,0.91,0.9,13,7,2,3,9,1,9.43,12.32,1.31,1.34
1604065708-370,https://understat.com/league/La_liga,000.631.79,https://understat.com/match/14168,SD Huesca,Atletico Madrid,La liga,Sep 30 2020,0,0,0.63,1.79,9,16,3,2,3,11,15.43,8.91,0.49,2.31
1604064545-190,https://understat.com/league/Serie_A,431.702.25,https://understat.com/match/14126,Inter,Fiorentina,Serie A,Sep 26 2020,4,3,1.7,2.25,20,10,7,4,17,9,5.22,24.21,0.99,1.79
1604064249-145,https://understat.com/league/RFPL,313.110.44,https://understat.com/match/14231,Zenit St. Petersburg,Arsenal Tula,RFPL,Sep 14 2020,3,1,3.11,0.44,22,14,5,4,10,3,12.78,13.74,2.84,0.1
1604065840-391,https://understat.com/league/La_liga,210.171.24,https://understat.com/match/14844,Elche,Valencia,La liga,Oct 23 2020,2,1,0.17,1.24,3,14,2,4,1,8,15.83,11.41,0.33,2.43
1604064740-221,https://understat.com/league/Serie_A,211.431.76,https://understat.com/match/15472,Lazio,Bologna,Serie A,Oct 24 2020,2,1,1.43,1.76,10,21,3,5,3,9,9.21,8.97,1.13,1.61
1604064920-248,https://understat.com/league/Bundesliga,213.570.77,https://understat.com/match/15163,Eintracht Frankfurt,Hoffenheim,Bundesliga,Oct 03 2020,2,1,3.57,0.77,16,12,8,4,10,6,12.27,17.6,2.88,0.08
1604065808-386,https://understat.com/league/La_liga,020.312.31,https://understat.com/match/14843,Real Valladolid,Alaves,La liga,Oct 25 2020,0,2,0.31,2.31,5,14,1,4,5,4,19.38,11.33,0.13,2.79
1604065588-351,https://understat.com/league/La_liga,031.243.37,https://understat.com/match/14163,Elche,Real Sociedad,La liga,Sep 26 2020,0,3,1.24,3.37,5,27,2,7,2,13,23.64,7.62,0.23,2.66
1604064901-245,https://understat.com/league/Bundesliga,433.991.25,https://understat.com/match/15166,Bayern Munich,Hertha Berlin,Bundesliga,Oct 04 2020,4,3,3.99,1.25,22,10,9,5,11,1,4.13,12.17,2.82,0.13
1604064513-185,https://understat.com/league/Serie_A,222.821.91,https://understat.com/match/14131,Roma,Juventus,Serie A,Sep 27 2020,2,2,2.82,1.91,11,8,5,3,6,3,13.38,9.24,2.05,0.73
1604064801-229,https://understat.com/league/Bundesliga,301.700.51,https://understat.com/match/14179,Borussia Dortmund,Borussia M.Gladbach,Bundesliga,Sep 19 2020,3,0,1.7,0.51,10,8,4,2,7,5,28.77,12.1,2.41,0.38
1604065427-327,https://understat.com/league/EPL,000.731.09,https://understat.com/match/14484,West Bromwich Albion,Burnley,EPL,Oct 19 2020,0,0,0.73,1.09,13,9,6,4,3,2,8.25,13.32,0.99,1.68
1604065570-348,https://understat.com/league/La_liga,120.330.51,https://understat.com/match/14158,Eibar,Athletic Club,La liga,Sep 27 2020,1,2,0.33,0.51,7,9,1,5,0,5,5.89,7.39,1.05,1.44
1604065872-394,https://understat.com/league/Ligue_1,402.150.47,https://understat.com/match/13985,Nimes,Brest,Ligue 1,Aug 23 2020,4,0,2.15,0.47,12,10,5,3,7,4,8.21,6.07,2.56,0.29
1604066345-468,https://understat.com/league/Ligue_1,201.930.71,https://understat.com/match/15826,Bordeaux,Nimes,Ligue 1,Oct 25 2020,2,0,1.93,0.71,20,8,6,4,5,5,12.26,11.03,2.33,0.47
1604065676-365,https://understat.com/league/La_liga,101.050.38,https://understat.com/match/14171,Sevilla,Levante,La liga,Oct 01 2020,1,0,1.05,0.38,16,3,2,1,8,0,6.5,13.08,1.95,0.71
1604065463-331,https://understat.com/league/La_liga,112.020.56,https://understat.com/match/14143,Villarreal,SD Huesca,La liga,Sep 13 2020,1,1,2.02,0.56,15,8,4,2,11,3,5.62,13.24,2.48,0.35
1604065113-277,https://understat.com/league/EPL,030.132.16,https://understat.com/match/14086,Fulham,Arsenal,EPL,Sep 12 2020,0,3,0.13,2.16,5,13,2,6,0,11,32.69,21.93,0.06,2.89
1604065420-326,https://understat.com/league/EPL,011.080.62,https://understat.com/match/14478,Leeds,Wolverhampton Wanderers,EPL,Oct 19 2020,0,1,1.08,0.62,13,7,2,3,14,2,5.5,12.0,1.75,0.91
1604064889-243,https://understat.com/league/Bundesliga,141.042.97,https://understat.com/match/14183,Mainz 05,VfB Stuttgart,Bundesliga,Sep 26 2020,1,4,1.04,2.97,12,15,2,7,3,8,11.26,9.88,0.26,2.62
1604065488-335,https://understat.com/league/La_liga,200.550.48,https://understat.com/match/14137,Granada,Athletic Club,La liga,Sep 12 2020,2,0,0.55,0.48,4,9,2,2,2,3,17.94,6.82,1.39,1.16
1604064608-200,https://understat.com/league/Serie_A,011.670.76,https://understat.com/match/15449,Udinese,Roma,Serie A,Oct 03 2020,0,1,1.67,0.76,10,13,4,3,2,4,16.11,8.1,2.11,0.65
1604065878-395,https://understat.com/league/Ligue_1,313.070.33,https://understat.com/match/13980,Lorient,Strasbourg,Ligue 1,Aug 23 2020,3,1,3.07,0.33,10,7,7,1,2,4,7.17,17.4,2.92,0.05
1604065333-312,https://understat.com/league/EPL,110.761.09,https://understat.com/match/14476,Crystal Palace,Brighton,EPL,Oct 18 2020,1,1,0.76,1.09,1,20,1,3,1,7,13.59,6.39,1.1,1.53
1604065891-397,https://understat.com/league/Ligue_1,110.401.30,https://understat.com/match/13979,Lille,Rennes,Ligue 1,Aug 22 2020,1,1,0.4,1.3,5,16,1,3,1,6,16.5,23.07,0.54,2.18
1604064356-162,https://understat.com/league/RFPL,101.591.70,https://understat.com/match/14248,Khimki,Dinamo Moscow,RFPL,Sep 28 2020,1,0,1.59,1.7,12,26,4,9,8,12,12.17,7.28,1.31,1.42
1604065251-299,https://understat.com/league/EPL,160.873.30,https://understat.com/match/14471,Manchester United,Tottenham,EPL,Oct 04 2020,1,6,0.87,3.3,5,22,2,8,3,8,19.88,6.68,0.13,2.79
1604065733-374,https://understat.com/league/La_liga,221.250.91,https://understat.com/match/14832,SD Huesca,Real Valladolid,La liga,Oct 18 2020,2,2,1.25,0.91,12,5,7,3,2,0,9.91,10.09,1.61,1.05
1604064851-237,https://understat.com/league/Bundesliga,412.521.17,https://understat.com/match/14189,Hoffenheim,Bayern Munich,Bundesliga,Sep 27 2020,4,1,2.52,1.17,17,16,8,4,6,11,13.12,5.82,2.31,0.52
1604065052-269,https://understat.com/league/Bundesliga,111.280.27,https://understat.com/match/15177,Union Berlin,Freiburg,Bundesliga,Oct 24 2020,1,1,1.28,0.27,18,8,7,4,1,1,13.82,10.64,2.35,0.41
1604063869-118,https://understat.com/league/RFPL,000.410.65,https://understat.com/match/14044,PFC Sochi,Ural,RFPL,Aug 30 2020,0,0,0.41,0.65,13,10,1,2,5,5,11.57,14.06,1.03,1.53
1604064602-199,https://understat.com/league/Serie_A,523.610.66,https://understat.com/match/15450,Atalanta,Cagliari,Serie A,Oct 04 2020,5,2,3.61,0.66,21,12,12,3,15,6,10.45,15.32,2.88,0.07
1604064695-214,https://understat.com/league/Serie_A,122.552.06,https://understat.com/match/15457,Inter,AC Milan,Serie A,Oct 17 2020,1,2,2.55,2.06,19,11,6,4,14,4,6.82,8.79,1.71,1.05
