web-scraper-order,web-scraper-start-url,Games,Games-href,HomeTeam,AwayTeam,League,Date,HGoals,AGoals,HxG,AxG,HShots,AShots,HST,AST,HDEEP,ADEEP,HPPDA,APPDA,HxPTS,AxPTS
"1599409865-119","https://understat.com/league/La_liga","302.650.60","https://understat.com/match/12354","Atletico Madrid","Mallorca","La liga","Jul 03 2020","3","0","2.65","0.60","15","13","3","1","18","4","9.38","14.68","2.71","0.20"
"1599410014-137","https://understat.com/league/La_liga","000.360.44","https://understat.com/match/12395","Espanyol","Celta Vigo","La liga","Jul 19 2020","0","0","0.36","0.44","8","9","1","3","1","2","9.96","9.35","1.13","1.34"
"1599410166-154","https://understat.com/league/Ligue_1","210.183.04","https://understat.com/match/13984","Nice","Lens","Ligue 1","Aug 23 2020","2","1","0.18","3.04","4","17","2","4","3","5","7.27","12.41","0.02","2.96"
"1599409036-26","https://understat.com/league/Serie_A","040.812.53","https://understat.com/match/13412","SPAL 2013","Inter","Serie A","Jul 16 2020","0","4","0.81","2.53","12","16","0","6","7","8","15.68","9.69","0.29","2.57"
"1599408884-12","https://understat.com/league/RFPL","110.272.85","https://understat.com/match/14017","FC Ufa","Spartak Moscow","RFPL","Aug 19 2020","1","1","0.27","2.85","7","21","2","5","1","17","23.17","6.19","0.07","2.88"
"1599409646-94","https://understat.com/league/EPL","100.510.40","https://understat.com/match/11971","Tottenham","Everton","EPL","Jul 06 2020","1","0","0.51","0.40","12","11","2","3","3","3","10.58","12.20","1.37","1.14"
"1599410047-141","https://understat.com/league/La_liga","021.141.74","https://understat.com/match/12392","Getafe","Atletico Madrid","La liga","Jul 16 2020","0","2","1.14","1.74","15","11","6","3","3","8","10.50","6.47","0.87","1.88"
"1599408835-8","https://understat.com/league/RFPL","101.241.35","https://understat.com/match/14021","Ural","FC Krasnodar","RFPL","Aug 22 2020","1","0","1.24","1.35","12","15","4","6","4","9","24.00","8.71","1.26","1.45"
"1599409882-121","https://understat.com/league/La_liga","211.390.12","https://understat.com/match/12350","Real Sociedad","Espanyol","La liga","Jul 02 2020","2","1","1.39","0.12","12","4","4","3","3","0","6.67","14.75","2.51","0.28"
"1599408941-16","https://understat.com/league/RFPL","321.692.17","https://understat.com/match/14013","PFC Sochi","Rubin Kazan","RFPL","Aug 18 2020","3","2","1.69","2.17","11","18","6","7","4","3","15.81","8.44","1.05","1.70"
"1599409404-67","https://understat.com/league/Bundesliga","120.161.89","https://understat.com/match/12707","Augsburg","RasenBallsport Leipzig","Bundesliga","Jun 27 2020","1","2","0.16","1.89","5","14","1","5","3","6","11.63","7.95","0.16","2.71"
"1599408807-5","https://understat.com/league/RFPL","413.730.30","https://understat.com/match/14024","Zenit St. Petersburg","FC Tambov","RFPL","Aug 22 2020","4","1","3.73","0.30","25","6","10","4","13","2","8.62","29.44","2.96","0.03"
"1599409088-32","https://understat.com/league/Serie_A","110.670.87","https://understat.com/match/13418","Bologna","Napoli","Serie A","Jul 15 2020","1","1","0.67","0.87","13","9","1","3","10","5","9.46","19.14","1.14","1.51"
"1599409840-116","https://understat.com/league/La_liga","222.680.85","https://understat.com/match/12357","Granada","Valencia","La liga","Jul 04 2020","2","2","2.68","0.85","17","4","4","3","10","4","5.72","9.36","2.60","0.27"
"1599409420-69","https://understat.com/league/Bundesliga","613.250.85","https://understat.com/match/12705","Werder Bremen","FC Cologne","Bundesliga","Jun 27 2020","6","1","3.25","0.85","18","6","9","2","5","0","9.30","12.88","2.76","0.16"
"1599409729-104","https://understat.com/league/EPL","110.780.98","https://understat.com/match/12013","West Ham","Aston Villa","EPL","Jul 26 2020","1","1","0.78","0.98","10","13","1","4","2","4","7.22","10.64","1.16","1.49"
"1599409848-117","https://understat.com/league/La_liga","100.590.31","https://understat.com/match/12362","Real Valladolid","Alaves","La liga","Jul 04 2020","1","0","0.59","0.31","5","7","3","0","0","1","11.41","11.76","1.60","0.93"
"1599409815-113","https://understat.com/league/La_liga","000.670.29","https://understat.com/match/12359","Osasuna","Getafe","La liga","Jul 05 2020","0","0","0.67","0.29","6","6","2","1","3","1","5.63","4.11","1.76","0.81"
"1599409770-109","https://understat.com/league/EPL","201.490.44","https://understat.com/match/12012","Wolverhampton Wanderers","Crystal Palace","EPL","Jul 20 2020","2","0","1.49","0.44","11","7","5","3","4","1","14.12","11.68","2.36","0.42"
"1599409280-54","https://understat.com/league/Serie_A","302.040.74","https://understat.com/match/13452","Verona","SPAL 2013","Serie A","Jul 29 2020","3","0","2.04","0.74","17","14","10","5","18","4","12.24","16.31","2.37","0.45"
"1599408875-11","https://understat.com/league/RFPL","313.200.58","https://understat.com/match/14018","FK Akhmat","FC Rotor Volgograd","RFPL","Aug 19 2020","3","1","3.20","0.58","25","7","9","3","11","1","6.87","15.17","2.84","0.10"
"1599409596-88","https://understat.com/league/EPL","012.001.05","https://understat.com/match/11982","West Ham","Burnley","EPL","Jul 08 2020","0","1","2.00","1.05","22","8","5","4","8","6","10.94","24.13","2.07","0.71"
"1599408798-4","https://understat.com/league/RFPL","120.870.92","https://understat.com/match/14025","CSKA Moscow","Rubin Kazan","RFPL","Aug 22 2020","1","2","0.87","0.92","20","14","7","6","8","7","8.83","13.12","1.29","1.38"
"1599409203-45","https://understat.com/league/Serie_A","021.021.16","https://understat.com/match/13459","Atalanta","Inter","Serie A","Aug 01 2020","0","2","1.02","1.16","13","11","1","3","9","4","7.54","12.96","1.19","1.50"
"1599409187-43","https://understat.com/league/Serie_A","303.320.23","https://understat.com/match/13464","AC Milan","Cagliari","Serie A","Aug 01 2020","3","0","3.32","0.23","15","5","5","1","17","1","8.00","24.71","2.94","0.03"
"1599409463-74","https://understat.com/league/Bundesliga","040.133.86","https://understat.com/match/12700","Borussia Dortmund","Hoffenheim","Bundesliga","Jun 27 2020","0","4","0.13","3.86","7","16","4","7","7","9","16.76","24.20","0.01","2.98"
"1599409613-90","https://understat.com/league/EPL","503.290.22","https://understat.com/match/11979","Manchester City","Newcastle United","EPL","Jul 08 2020","5","0","3.29","0.22","23","6","9","1","23","1","6.38","33.33","2.91","0.05"
"1599408971-18","https://understat.com/league/Serie_A","211.130.84","https://understat.com/match/13425","Napoli","Udinese","Serie A","Jul 19 2020","2","1","1.13","0.84","24","4","9","3","11","3","11.70","23.06","1.55","1.13"
"1599409720-103","https://understat.com/league/EPL","321.953.92","https://understat.com/match/12014","Arsenal","Watford","EPL","Jul 26 2020","3","2","1.95","3.92","13","19","5","6","11","11","16.42","11.32","0.35","2.53"
"1599409135-37","https://understat.com/league/Serie_A","342.633.54","https://understat.com/match/13468","Lecce","Parma Calcio 1913","Serie A","Aug 02 2020","3","4","2.63","3.54","16","19","7","10","9","12","15.22","19.92","0.84","1.96"
"1599410039-140","https://understat.com/league/La_liga","200.920.55","https://understat.com/match/12400","Real Valladolid","Real Betis","La liga","Jul 19 2020","2","0","0.92","0.55","13","9","4","3","9","6","17.65","9.38","1.67","0.96"
"1599410056-142","https://understat.com/league/La_liga","121.221.09","https://understat.com/match/12391","Mallorca","Granada","La liga","Jul 16 2020","1","2","1.22","1.09","18","14","5","6","3","9","9.50","7.00","1.45","1.25"
"1599409857-118","https://understat.com/league/La_liga","110.240.64","https://understat.com/match/12355","Celta Vigo","Real Betis","La liga","Jul 04 2020","1","1","0.24","0.64","5","10","1","3","6","3","8.58","6.96","0.83","1.71"
"1599409429-70","https://understat.com/league/Bundesliga","321.971.49","https://understat.com/match/12704","Eintracht Frankfurt","Paderborn","Bundesliga","Jun 27 2020","3","2","1.97","1.49","12","17","4","5","8","7","6.93","18.95","1.75","1.00"
"1599409353-61","https://understat.com/league/Bundesliga","121.340.53","https://understat.com/match/12680","FC Cologne","Union Berlin","Bundesliga","Jun 13 2020","1","2","1.34","0.53","10","6","6","4","7","1","6.28","11.20","2.11","0.62"
"1599410006-136","https://understat.com/league/La_liga","221.161.06","https://understat.com/match/12396","Leganes","Real Madrid","La liga","Jul 19 2020","2","2","1.16","1.06","15","7","7","4","7","11","15.42","10.06","1.40","1.30"
"1599409289-55","https://understat.com/league/Serie_A","200.591.17","https://understat.com/match/13450","Inter","Napoli","Serie A","Jul 28 2020","2","0","0.59","1.17","8","18","6","2","5","4","21.36","17.31","0.84","1.85"
"1599410130-151","https://understat.com/league/La_liga","120.930.53","https://understat.com/match/12376","Granada","Real Madrid","La liga","Jul 13 2020","1","2","0.93","0.53","13","11","4","5","4","3","13.23","8.00","1.70","0.94"
"1599408979-19","https://understat.com/league/Serie_A","210.451.70","https://understat.com/match/13422","Genoa","Lecce","Serie A","Jul 19 2020","2","1","0.45","1.70","10","18","3","1","7","5","14.60","12.65","0.37","2.44"
"1599409511-78","https://understat.com/league/EPL","302.870.29","https://understat.com/match/11992","Wolverhampton Wanderers","Everton","EPL","Jul 12 2020","3","0","2.87","0.29","14","6","7","2","4","3","14.35","18.63","2.89","0.07"
"1599409832-115","https://understat.com/league/La_liga","010.242.90","https://understat.com/match/12353","Athletic Club","Real Madrid","La liga","Jul 05 2020","0","1","0.24","2.90","7","10","1","4","2","6","12.50","9.31","0.05","2.92"
"1599408827-7","https://understat.com/league/RFPL","121.481.52","https://understat.com/match/14022","Khimki","FK Akhmat","RFPL","Aug 22 2020","1","2","1.48","1.52","13","17","5","6","8","8","11.67","4.13","1.30","1.38"
"1599410175-155","https://understat.com/league/Ligue_1","402.150.47","https://understat.com/match/13985","Nimes","Brest","Ligue 1","Aug 23 2020","4","0","2.15","0.47","12","10","5","3","7","4","8.21","6.07","2.56","0.29"
"1599410072-144","https://understat.com/league/La_liga","000.840.61","https://understat.com/match/12389","Real Sociedad","Sevilla","La liga","Jul 16 2020","0","0","0.84","0.61","11","8","4","3","4","6","11.31","6.35","1.54","1.09"
"1599409981-133","https://understat.com/league/La_liga","221.010.60","https://understat.com/match/12399","Osasuna","Mallorca","La liga","Jul 19 2020","2","2","1.01","0.60","12","12","5","4","6","4","6.71","7.19","1.72","0.93"
"1599409246-50","https://understat.com/league/Serie_A","203.910.79","https://understat.com/match/13458","Lazio","Brescia","Serie A","Jul 29 2020","2","0","3.91","0.79","29","13","13","2","21","9","7.80","20.20","2.84","0.11"
"1599408866-10","https://understat.com/league/RFPL","201.150.42","https://understat.com/match/14019","Dinamo Moscow","FC Rostov","RFPL","Aug 19 2020","2","0","1.15","0.42","6","11","3","1","5","7","13.26","4.89","2.18","0.54"
"1599409144-38","https://understat.com/league/Serie_A","300.900.98","https://understat.com/match/13466","Genoa","Verona","Serie A","Aug 02 2020","3","0","0.90","0.98","4","18","4","1","1","13","20.83","9.06","1.31","1.36"
"1599409297-56","https://understat.com/league/Serie_A","121.561.14","https://understat.com/match/13457","Parma Calcio 1913","Atalanta","Serie A","Jul 28 2020","1","2","1.56","1.14","14","14","4","4","5","10","11.27","9.80","1.71","1.02"
"1599409898-123","https://understat.com/league/La_liga","001.370.21","https://understat.com/match/12352","Real Valladolid","Levante","La liga","Jul 01 2020","0","0","1.37","0.21","14","8","4","3","11","6","16.31","12.06","2.53","0.28"
"1599409588-87","https://understat.com/league/EPL","132.362.62","https://understat.com/match/11976","Brighton","Liverpool","EPL","Jul 08 2020","1","3","2.36","2.62","12","19","2","8","5","15","20.92","8.65","1.27","1.51"
"1599410208-159","https://understat.com/league/Ligue_1","010.742.02","https://understat.com/match/13978","Dijon","Angers","Ligue 1","Aug 22 2020","0","1","0.74","2.02","9","12","1","4","5","6","22.00","24.13","0.42","2.38"
"1599409454-73","https://understat.com/league/Bundesliga","101.880.35","https://understat.com/match/12701","Bayer Leverkusen","Mainz 05","Bundesliga","Jun 27 2020","1","0","1.88","0.35","13","6","2","1","14","2","5.47","23.05","2.56","0.28"
"1599410191-157","https://understat.com/league/Ligue_1","222.681.83","https://understat.com/match/13982","Monaco","Reims","Ligue 1","Aug 23 2020","2","2","2.68","1.83","22","9","5","3","14","3","3.79","21.19","1.94","0.86"
"1599409170-41","https://understat.com/league/Serie_A","130.862.25","https://understat.com/match/13460","SPAL 2013","Fiorentina","Serie A","Aug 02 2020","1","3","0.86","2.25","8","28","4","11","2","12","19.38","16.71","0.45","2.35"
"1599409054-28","https://understat.com/league/Serie_A","130.452.59","https://understat.com/match/13417","Lecce","Fiorentina","Serie A","Jul 15 2020","1","3","0.45","2.59","10","14","2","8","7","6","15.50","19.60","0.16","2.75"
"1599410089-146","https://understat.com/league/La_liga","020.621.85","https://understat.com/match/12386","Athletic Club","Leganes","La liga","Jul 16 2020","0","2","0.62","1.85","10","16","3","4","5","8","5.66","13.35","0.47","2.33"
"1599408848-9","https://understat.com/league/RFPL","211.180.68","https://understat.com/match/14020","Zenit St. Petersburg","CSKA Moscow","RFPL","Aug 19 2020","2","1","1.18","0.68","16","13","7","4","22","7","12.43","15.79","1.78","0.91"
"1599409263-52","https://understat.com/league/Serie_A","503.051.11","https://understat.com/match/13455","Sassuolo","Genoa","Serie A","Jul 29 2020","5","0","3.05","1.11","18","13","8","2","15","5","11.41","27.21","2.53","0.35"
"1599409079-31","https://understat.com/league/Serie_A","001.030.72","https://understat.com/match/13409","Udinese","Lazio","Serie A","Jul 15 2020","0","0","1.03","0.72","14","16","5","2","3","11","18.60","14.19","1.62","1.05"
"1599409890-122","https://understat.com/league/La_liga","020.840.97","https://understat.com/match/12346","Eibar","Osasuna","La liga","Jul 02 2020","0","2","0.84","0.97","11","9","4","6","3","4","7.94","9.63","1.23","1.45"
"1599409679-98","https://understat.com/league/EPL","131.751.46","https://understat.com/match/12019","Everton","Bournemouth","EPL","Jul 26 2020","1","3","1.75","1.46","13","13","5","7","13","7","5.35","13.56","1.59","1.10"
"1599408932-15","https://understat.com/league/RFPL","101.330.67","https://understat.com/match/14014","FC Tambov","Khimki","RFPL","Aug 18 2020","1","0","1.33","0.67","5","20","2","3","0","5","14.25","8.22","2.04","0.68"
"1599409528-80","https://understat.com/league/EPL","302.011.18","https://understat.com/match/11989","Sheffield United","Chelsea","EPL","Jul 11 2020","3","0","2.01","1.18","9","15","4","4","5","3","45.91","4.73","2.04","0.73"
"1599409237-49","https://understat.com/league/Serie_A","201.061.26","https://understat.com/match/13449","Cagliari","Juventus","Serie A","Jul 29 2020","2","0","1.06","1.26","11","34","5","10","1","3","16.00","8.09","1.22","1.47"
"1599410022-138","https://understat.com/league/La_liga","111.500.34","https://understat.com/match/12394","Atletico Madrid","Real Sociedad","La liga","Jul 19 2020","1","1","1.50","0.34","6","10","3","4","6","0","20.81","10.73","2.46","0.35"
"1599409335-59","https://understat.com/league/Bundesliga","211.780.98","https://understat.com/match/12673","Bayern Munich","Borussia M.Gladbach","Bundesliga","Jun 13 2020","2","1","1.78","0.98","10","9","5","2","8","4","13.50","20.69","2.00","0.74"
"1599409021-24","https://understat.com/league/Serie_A","110.390.72","https://understat.com/match/13419","Cagliari","Sassuolo","Serie A","Jul 18 2020","1","1","0.39","0.72","2","12","1","2","2","7","20.36","4.16","0.97","1.59"
"1599409638-93","https://understat.com/league/EPL","231.292.66","https://understat.com/match/11977","Crystal Palace","Chelsea","EPL","Jul 07 2020","2","3","1.29","2.66","13","14","4","6","7","8","14.00","7.38","0.49","2.32"
"1599408996-21","https://understat.com/league/Serie_A","211.621.58","https://understat.com/match/13420","Brescia","SPAL 2013","Serie A","Jul 19 2020","2","1","1.62","1.58","17","15","3","6","11","9","12.79","10.94","1.36","1.36"
"1599409152-39","https://understat.com/league/Serie_A","111.341.46","https://understat.com/match/13463","Bologna","Torino","Serie A","Aug 02 2020","1","1","1.34","1.46","19","15","5","9","6","10","9.13","10.17","1.26","1.46"
"1599409562-84","https://understat.com/league/EPL","030.602.87","https://understat.com/match/11974","Aston Villa","Manchester United","EPL","Jul 09 2020","0","3","0.60","2.87","9","14","1","6","2","13","21.24","8.00","0.15","2.77"
"1599408911-14","https://understat.com/league/RFPL","201.950.66","https://understat.com/match/14015","FC Krasnodar","Arsenal Tula","RFPL","Aug 18 2020","2","0","1.95","0.66","14","11","7","4","9","2","6.00","11.33","2.42","0.39"
"1599409580-86","https://understat.com/league/EPL","000.960.48","https://understat.com/match/11975","Bournemouth","Tottenham","EPL","Jul 09 2020","0","0","0.96","0.48","8","9","2","0","6","5","12.29","6.47","1.82","0.83"
"1599409370-63","https://understat.com/league/Bundesliga","010.380.68","https://understat.com/match/12676","Fortuna Duesseldorf","Borussia Dortmund","Bundesliga","Jun 13 2020","0","1","0.38","0.68","6","6","3","3","2","5","24.24","12.48","0.94","1.63"
"1599409956-130","https://understat.com/league/La_liga","211.390.73","https://understat.com/match/12337","Getafe","Real Sociedad","La liga","Jun 29 2020","2","1","1.39","0.73","11","5","4","1","2","5","6.77","7.21","1.98","0.72"
"1599409931-127","https://understat.com/league/La_liga","511.681.56","https://understat.com/match/12348","Mallorca","Celta Vigo","La liga","Jun 30 2020","5","1","1.68","1.56","9","12","7","8","1","13","14.59","10.09","1.42","1.28"
"1599409362-62","https://understat.com/league/Bundesliga","140.602.94","https://understat.com/match/12677","Hertha Berlin","Eintracht Frankfurt","Bundesliga","Jun 13 2020","1","4","0.60","2.94","5","18","4","7","2","9","16.21","9.52","0.12","2.81"
"1599409344-60","https://understat.com/league/Bundesliga","151.973.13","https://understat.com/match/12681","Paderborn","Werder Bremen","Bundesliga","Jun 13 2020","1","5","1.97","3.13","18","11","7","8","4","7","10.75","5.56","0.57","2.23"
"1599409387-65","https://understat.com/league/Bundesliga","021.761.37","https://understat.com/match/12675","Hoffenheim","RasenBallsport Leipzig","Bundesliga","Jun 12 2020","0","2","1.76","1.37","24","15","6","7","8","13","8.68","9.42","1.65","1.10"
"1599409272-53","https://understat.com/league/Serie_A","121.551.93","https://understat.com/match/13453","Udinese","Lecce","Serie A","Jul 29 2020","1","2","1.55","1.93","10","13","3","7","6","6","16.75","10.29","1.01","1.71"
"1599409045-27","https://understat.com/league/Serie_A","301.421.07","https://understat.com/match/13411","Torino","Genoa","Serie A","Jul 16 2020","3","0","1.42","1.07","12","14","5","5","3","4","8.71","7.88","1.70","1.01"
"1599410097-147","https://understat.com/league/La_liga","121.150.67","https://understat.com/match/12385","Barcelona","Osasuna","La liga","Jul 16 2020","1","2","1.15","0.67","18","9","2","5","16","3","5.88","28.00","1.71","0.96"
"1599409604-89","https://understat.com/league/EPL","100.470.33","https://understat.com/match/11980","Sheffield United","Wolverhampton Wanderers","EPL","Jul 08 2020","1","0","0.47","0.33","7","6","3","1","7","2","18.89","11.85","1.41","1.08"
"1599409029-25","https://understat.com/league/Serie_A","111.441.75","https://understat.com/match/13428","Verona","Atalanta","Serie A","Jul 18 2020","1","1","1.44","1.75","15","21","8","7","3","8","8.76","6.23","1.14","1.60"
"1599409712-102","https://understat.com/league/EPL","311.641.41","https://understat.com/match/12015","Southampton","Sheffield United","EPL","Jul 26 2020","3","1","1.64","1.41","13","5","4","3","10","1","6.80","17.61","1.52","1.18"
"1599409654-95","https://understat.com/league/EPL","121.441.37","https://understat.com/match/12022","Burnley","Brighton","EPL","Jul 26 2020","1","2","1.44","1.37","13","14","2","4","5","4","5.93","16.36","1.43","1.29"
"1599409327-58","https://understat.com/league/Bundesliga","011.430.89","https://understat.com/match/12678","Mainz 05","Augsburg","Bundesliga","Jun 14 2020","0","1","1.43","0.89","17","9","4","3","10","4","5.63","12.30","1.80","0.91"
"1599410183-156","https://understat.com/league/Ligue_1","313.070.33","https://understat.com/match/13980","Lorient","Strasbourg","Ligue 1","Aug 23 2020","3","1","3.07","0.33","10","7","7","1","2","4","7.17","17.40","2.92","0.05"
"1599409229-48","https://understat.com/league/Serie_A","402.391.30","https://understat.com/match/13451","Fiorentina","Bologna","Serie A","Jul 29 2020","4","0","2.39","1.30","14","12","7","2","11","4","17.22","14.76","2.24","0.54"
"1599409395-66","https://understat.com/league/Bundesliga","301.190.99","https://understat.com/match/12708","Union Berlin","Fortuna Duesseldorf","Bundesliga","Jun 27 2020","3","0","1.19","0.99","11","26","5","2","4","8","12.05","10.76","1.57","1.14"
"1599409446-72","https://understat.com/league/Bundesliga","213.070.83","https://understat.com/match/12702","Borussia M.Gladbach","Hertha Berlin","Bundesliga","Jun 27 2020","2","1","3.07","0.83","23","5","8","2","9","4","13.14","18.57","2.69","0.20"
"1599409071-30","https://understat.com/league/Serie_A","331.902.43","https://understat.com/match/13413","Sassuolo","Juventus","Serie A","Jul 15 2020","3","3","1.90","2.43","22","21","11","5","10","5","10.90","12.22","1.06","1.72"
"1599409062-29","https://understat.com/league/Serie_A","212.660.88","https://understat.com/match/13415","Roma","Verona","Serie A","Jul 15 2020","2","1","2.66","0.88","20","7","6","1","8","6","13.76","9.71","2.61","0.26"
"1599409412-68","https://understat.com/league/Bundesliga","401.880.65","https://understat.com/match/12706","Freiburg","Schalke 04","Bundesliga","Jun 27 2020","4","0","1.88","0.65","15","22","8","6","10","7","11.53","16.79","2.31","0.49"
"1599410146-153","https://understat.com/league/La_liga","000.120.60","https://understat.com/match/12373","Alaves","Getafe","La liga","Jul 13 2020","0","0","0.12","0.60","3","14","1","4","2","8","3.61","4.18","0.70","1.78"
"1599408902-13","https://understat.com/league/RFPL","110.582.72","https://understat.com/match/14016","Ural","Lokomotiv Moscow","RFPL","Aug 19 2020","1","1","0.58","2.72","5","21","1","8","4","10","15.36","17.67","0.18","2.73"
"1599409378-64","https://understat.com/league/Bundesliga","222.482.09","https://understat.com/match/12674","Wolfsburg","Freiburg","Bundesliga","Jun 13 2020","2","2","2.48","2.09","20","11","6","6","11","4","11.05","8.84","1.60","1.16"
"1599408962-17","https://understat.com/league/Serie_A","221.441.53","https://understat.com/match/13427","Roma","Inter","Serie A","Jul 19 2020","2","2","1.44","1.53","7","8","3","3","7","6","18.05","12.06","1.25","1.42"
"1599409536-81","https://understat.com/league/EPL","112.180.45","https://understat.com/match/11986","Liverpool","Burnley","EPL","Jul 11 2020","1","1","2.18","0.45","23","6","9","2","19","2","8.69","23.47","2.56","0.29"
"1599408773-1","https://understat.com/league/RFPL","211.560.71","https://understat.com/match/14028","Spartak Moscow","Lokomotiv Moscow","RFPL","Aug 23 2020","2","1","1.56","0.71","17","9","8","3","10","4","6.60","8.87","2.05","0.70"
"1599409254-51","https://understat.com/league/Serie_A","142.453.09","https://understat.com/match/13456","Sampdoria","AC Milan","Serie A","Jul 29 2020","1","4","2.45","3.09","19","20","6","9","5","14","13.96","11.85","1.01","1.79"
"1599409737-105","https://understat.com/league/EPL","531.452.38","https://understat.com/match/12006","Liverpool","Chelsea","EPL","Jul 22 2020","5","3","1.45","2.38","10","10","7","5","5","3","12.10","14.75","0.67","2.11"
"1599409745-106","https://understat.com/league/EPL","110.981.29","https://understat.com/match/12007","Manchester United","West Ham","EPL","Jul 22 2020","1","1","0.98","1.29","11","12","4","3","13","2","11.85","13.39","1.04","1.63"
"1599409485-75","https://understat.com/league/EPL","412.541.66","https://understat.com/match/11984","Bournemouth","Leicester","EPL","Jul 12 2020","4","1","2.54","1.66","10","13","4","5","3","14","18.47","9.35","2.08","0.70"
"1599409973-132","https://understat.com/league/La_liga","403.010.76","https://understat.com/match/12401","Villarreal","Eibar","La liga","Jul 19 2020","4","0","3.01","0.76","12","11","5","3","6","2","23.33","20.67","2.74","0.17"
"1599409753-107","https://understat.com/league/EPL","100.570.74","https://understat.com/match/12003","Aston Villa","Arsenal","EPL","Jul 21 2020","1","0","0.57","0.74","8","7","3","0","4","6","18.63","6.29","1.14","1.47"
"1599409220-47","https://understat.com/league/Serie_A","230.972.42","https://understat.com/match/13454","Torino","Roma","Serie A","Jul 29 2020","2","3","0.97","2.42","9","15","4","6","4","7","18.13","9.03","0.38","2.45"
