web-scraper-order,web-scraper-start-url,Games,Games-href,HomeTeam,AwayTeam,League,Date,HGoals,AGoals,HxG,AxG,HShots,AShots,HST,AST,HDEEP,ADEEP,HPPDA,APPDA,HxPTS,AxPTS
1601849687-13,https://understat.com/league/Serie_A,100.891.82,https://understat.com/match/15451,Benevento,Bologna,Serie A,Oct 04 2020,1,0,0.89,1.82,7,17,2,7,6,5,8.96,6.08,0.66,2.1
1601849650-9,https://understat.com/league/RFPL,101.591.70,https://understat.com/match/14248,Khimki,Dinamo Moscow,RFPL,Sep 28 2020,1,0,1.59,1.7,12,26,4,9,8,12,12.17,7.28,1.31,1.42
1601850144-71,https://understat.com/league/Ligue_1,612.910.94,https://understat.com/match/15806,Paris Saint Germain,Angers,Ligue 1,Oct 02 2020,6,1,2.91,0.94,18,8,12,2,15,2,10.39,33.22,2.59,0.29
1601849908-41,https://understat.com/league/EPL,312.741.18,https://understat.com/match/14115,Liverpool,Arsenal,EPL,Sep 28 2020,3,1,2.74,1.18,21,4,8,3,11,3,8.83,35.86,2.43,0.4
1601849738-20,https://understat.com/league/Serie_A,251.254.53,https://understat.com/match/14133,Benevento,Inter,Serie A,Sep 30 2020,2,5,1.25,4.53,11,18,6,8,2,12,21.35,7.32,0.06,2.9
1601849901-40,https://understat.com/league/EPL,402.510.10,https://understat.com/match/14467,Chelsea,Crystal Palace,EPL,Oct 03 2020,4,0,2.51,0.1,17,4,6,0,5,2,4.45,25.88,2.93,0.04
1601850130-69,https://understat.com/league/Ligue_1,211.971.14,https://understat.com/match/15808,Nice,Nantes,Ligue 1,Oct 03 2020,2,1,1.97,1.14,18,11,7,1,11,3,3.6,32.71,2.0,0.74
1601850048-59,https://understat.com/league/La_liga,000.631.79,https://understat.com/match/14168,SD Huesca,Atletico Madrid,La liga,Sep 30 2020,0,0,0.63,1.79,9,16,3,2,3,11,15.43,8.91,0.49,2.31
1601849723-18,https://understat.com/league/Serie_A,141.801.90,https://understat.com/match/14135,Lazio,Atalanta,Serie A,Sep 30 2020,1,4,1.8,1.9,14,10,6,6,9,6,8.07,16.91,1.31,1.44
1601849872-36,https://understat.com/league/EPL,030.462.03,https://understat.com/match/14470,Leicester,West Ham,EPL,Oct 04 2020,0,3,0.46,2.03,4,14,0,6,2,3,7.32,34.18,0.31,2.53
1601849598-2,https://understat.com/league/RFPL,420.911.03,https://understat.com/match/14303,PFC Sochi,FC Rostov,RFPL,Oct 04 2020,4,2,0.91,1.03,14,8,8,3,2,2,8.94,14.33,1.25,1.43
1601849975-49,https://understat.com/league/La_liga,000.191.70,https://understat.com/match/14824,Elche,SD Huesca,La liga,Oct 03 2020,0,0,0.19,1.7,2,18,0,4,0,12,10.39,7.72,0.24,2.6
